pnl,win,bars_held,exit_type,timestamp,direction
-24.55,0,1,sl,2025-08-01 13:31:00,bullish
-73.55,0,3,sl,2025-08-01 14:49:00,bullish
-19.3,0,1,sl,2025-08-01 18:02:00,bullish
50.7,1,3,tp,2025-08-01 18:21:00,bullish
24.45,1,4,tp,2025-08-01 18:34:00,bullish
-40.3,0,2,sl,2025-08-01 18:46:00,bullish
-19.3,0,5,sl,2025-08-05 13:13:00,bearish
-22.8,0,3,sl,2025-08-05 13:22:00,bullish
-112.05,0,15,sl,2025-08-05 13:34:00,bearish
24.45,1,2,tp,2025-08-05 13:55:00,bearish
-15.8,0,1,sl,2025-08-05 14:09:00,bullish
54.2,1,7,tp,2025-08-05 14:29:00,bearish
-96.3,0,13,sl,2025-08-05 14:51:00,bearish
-12.3,0,1,sl,2025-08-05 18:10:00,bullish
-12.3,0,1,sl,2025-08-05 18:35:00,bullish
54.2,1,2,tp,2025-08-05 18:51:00,bearish
-38.55,0,2,sl,2025-08-07 18:06:00,bullish
48.95,1,23,tp,2025-08-07 18:31:00,bullish
48.95,1,39,tp,2025-08-07 18:59:00,bullish
15.7,1,2,tp,2025-08-08 18:13:00,bearish
27.95,1,10,tp,2025-08-08 18:17:00,bearish
8.7,1,1,tp,2025-08-08 18:50:00,bearish
-29.8,0,19,sl,2025-08-11 18:07:00,bearish
-15.8,0,1,sl,2025-08-11 18:31:00,bearish
-8.8,0,1,sl,2025-08-11 18:38:00,bearish
24.45,1,3,tp,2025-08-11 18:51:00,bearish
188.95,1,5,tp,2025-08-12 13:56:00,bearish
-31.55,0,2,sl,2025-08-12 14:03:00,bearish
-35.05,0,3,sl,2025-08-12 14:49:00,bearish
-57.8,0,7,sl,2025-08-12 14:59:00,bearish
6.95,1,1,tp,2025-08-12 18:25:00,bearish
-12.3,0,7,sl,2025-08-12 18:49:00,bearish
5.2,1,1,tp,2025-08-12 19:01:00,bearish
-21.05,0,5,sl,2025-08-13 18:18:00,bullish
-45.55,0,43,sl,2025-08-13 18:59:00,bullish
-17.55,0,1,sl,2025-08-14 13:29:00,bearish
76.95,1,20,tp,2025-08-14 15:01:00,bearish
13.95,1,2,tp,2025-08-14 18:20:00,bearish
-31.55,0,10,sl,2025-08-14 18:41:00,bearish
12.2,1,2,tp,2025-08-14 19:10:00,bearish
-31.55,0,2,sl,2025-08-15 18:02:00,bullish
-36.8,0,13,sl,2025-08-15 18:36:00,bullish
-45.55,0,6,sl,2025-08-15 18:58:00,bullish
82.2,1,16,tp,2025-08-18 14:09:00,bullish
-82.3,0,2,sl,2025-08-18 14:29:00,bullish
12.2,1,1,tp,2025-08-18 14:34:00,bullish
-7.05,0,1,sl,2025-08-18 18:13:00,bullish
29.7,1,3,tp,2025-08-18 18:29:00,bullish
38.45,1,17,tp,2025-08-18 18:36:00,bullish
-31.55,0,9,sl,2025-08-19 18:13:00,bullish
-19.3,0,1,sl,2025-08-19 18:44:00,bullish
22.7,1,3,tp,2025-08-19 18:56:00,bullish
55.95,1,11,tp,2025-08-20 18:26:00,bullish
13.95,1,1,tp,2025-08-21 13:16:00,bullish
6.95,1,1,tp,2025-08-21 13:24:00,bullish
-15.8,0,1,sl,2025-08-21 13:31:00,bullish
141.7,1,20,tp,2025-08-21 13:53:00,bullish
-33.3,0,1,sl,2025-08-21 14:15:00,bullish
15.7,1,1,tp,2025-08-21 14:20:00,bullish
-78.8,0,7,sl,2025-08-21 14:31:00,bullish
6.95,1,1,tp,2025-08-21 18:06:00,bearish
-19.3,0,3,sl,2025-08-21 18:33:00,bearish
-10.55,0,1,sl,2025-08-21 18:50:00,bearish
