ts_utc,equity,buying_power,contracts
2026-07-03T15:26:14.875095+00:00,100652.05,100652.05,1
2026-07-03T15:26:45.127864+00:00,100652.05,100652.05,1
2026-07-03T15:27:15.397108+00:00,100652.05,100652.05,1
2026-07-03T15:27:45.650874+00:00,100652.05,100652.05,1
2026-07-03T15:28:15.905733+00:00,100652.05,100652.05,1
2026-07-03T15:28:46.157769+00:00,100652.05,100652.05,1
2026-07-03T15:29:16.429825+00:00,100652.05,100652.05,1
2026-07-03T15:29:46.681161+00:00,100652.05,100652.05,1
2026-07-03T15:30:16.958919+00:00,100652.05,100652.05,1
2026-07-03T15:30:47.215481+00:00,100652.05,100652.05,1
2026-07-03T15:31:17.504548+00:00,100652.05,100652.05,1
2026-07-03T15:31:47.755066+00:00,100652.05,100652.05,1
2026-07-03T15:32:18.026702+00:00,100652.05,100652.05,1
2026-07-03T15:32:48.285177+00:00,100652.05,100652.05,1
2026-07-03T15:33:18.559245+00:00,100652.05,100652.05,1
2026-07-03T15:33:48.814335+00:00,100652.05,100652.05,1
2026-07-03T15:34:19.078283+00:00,100652.05,100652.05,1
2026-07-03T15:34:49.335097+00:00,100652.05,100652.05,1
2026-07-03T15:35:19.611477+00:00,100652.05,100652.05,1
2026-07-03T15:35:49.867546+00:00,100652.05,100652.05,1
2026-07-03T15:36:20.132227+00:00,100652.05,100652.05,1
2026-07-03T15:36:50.386521+00:00,100652.05,100652.05,1
2026-07-03T15:37:20.662474+00:00,100652.05,100652.05,1
2026-07-03T15:37:50.914346+00:00,100652.05,100652.05,1
2026-07-03T15:38:21.179168+00:00,100652.05,100652.05,1
2026-07-03T15:38:51.430329+00:00,100652.05,100652.05,1
2026-07-03T15:39:21.697312+00:00,100652.05,100652.05,1
2026-07-03T15:39:51.951091+00:00,100652.05,100652.05,1
2026-07-03T15:40:22.232625+00:00,100652.05,100652.05,1
2026-07-03T15:40:52.481991+00:00,100652.05,100652.05,1
2026-07-03T15:41:22.753014+00:00,100652.05,100652.05,1
2026-07-03T15:41:53.007113+00:00,100652.05,100652.05,1
2026-07-03T15:42:23.267817+00:00,100652.05,100652.05,1
2026-07-03T15:42:53.515880+00:00,100652.05,100652.05,1
2026-07-03T15:43:23.781245+00:00,100652.05,100652.05,1
2026-07-03T15:43:54.030871+00:00,100652.05,100652.05,1
2026-07-03T15:44:24.304311+00:00,100652.05,100652.05,1
2026-07-03T15:44:54.567772+00:00,100652.05,100652.05,1
2026-07-03T15:45:24.847337+00:00,100652.05,100652.05,1
2026-07-03T15:45:55.099441+00:00,100652.05,100652.05,1
2026-07-03T15:46:25.352263+00:00,100652.05,100652.05,1
2026-07-03T15:46:55.612143+00:00,100652.05,100652.05,1
2026-07-03T15:47:25.873099+00:00,100652.05,100652.05,1
2026-07-03T15:47:56.124200+00:00,100652.05,100652.05,1
