timestamp,funding_rate
2024-11-01T00:00:00+00:00,0.00027402632281611365
2024-11-01T08:00:00+00:00,0.00034067505147719764
2024-11-01T16:00:00+00:00,0.00010253564925268043
2024-11-02T00:00:00+00:00,0.0002935340699045808
2024-11-02T08:00:00+00:00,3.879303091664265e-05
2024-11-02T16:00:00+00:00,3.961833291907828e-05
2024-11-03T00:00:00+00:00,6.125951883546327e-05
2024-11-03T08:00:00+00:00,-9.427040280203011e-05
2024-11-03T16:00:00+00:00,5.696279393899451e-05
2024-11-04T00:00:00+00:00,0.00021617542496770004
2024-11-04T08:00:00+00:00,0.0001634427833051844
2024-11-04T16:00:00+00:00,0.00019674122035601493
2024-11-05T00:00:00+00:00,0.00024163068911008622
2024-11-05T08:00:00+00:00,0.00020002610124222585
2024-11-05T16:00:00+00:00,-4.670686669837451e-05
2024-11-06T00:00:00+00:00,0.0005683487106605833
2024-11-06T08:00:00+00:00,0.0005367881970347888
2024-11-06T16:00:00+00:00,0.0006239668572903104
2024-11-07T00:00:00+00:00,0.0007349937510473001
2024-11-07T08:00:00+00:00,0.0007364654325913094
2024-11-07T16:00:00+00:00,0.00029470389751429314
2024-11-08T00:00:00+00:00,0.00045863002553206736
2024-11-08T08:00:00+00:00,0.0006165092993481897
2024-11-08T16:00:00+00:00,0.00013585985622581123
2024-11-09T00:00:00+00:00,0.0001553147206946273
2024-11-09T08:00:00+00:00,0.00029789815487074606
2024-11-09T16:00:00+00:00,0.0004837278738983032
2024-11-10T00:00:00+00:00,0.0009861676873354351
2024-11-10T08:00:00+00:00,0.001126018120366671
2024-11-10T16:00:00+00:00,0.0009794024236085084
2024-11-11T00:00:00+00:00,0.00034691368993731915
2024-11-11T08:00:00+00:00,0.00048083539943466654
2024-11-11T16:00:00+00:00,0.0009096209135632211
2024-11-12T00:00:00+00:00,0.0015933950875060966
2024-11-12T08:00:00+00:00,0.002172840845045358
2024-11-12T16:00:00+00:00,0.000570127232100712
2024-11-13T00:00:00+00:00,0.00023948319001934832
2024-11-13T08:00:00+00:00,0.00026912418941087114
2024-11-13T16:00:00+00:00,0.00039142820647158547
2024-11-14T00:00:00+00:00,0.0007847202447338843
2024-11-14T08:00:00+00:00,0.0007922724932073001
2024-11-14T16:00:00+00:00,0.00048813429575636876
2024-11-15T00:00:00+00:00,0.0005871436430131105
2024-11-15T08:00:00+00:00,0.0005772446469556418
2024-11-15T16:00:00+00:00,0.00031399734558576497
2024-11-16T00:00:00+00:00,0.000603086766284468
2024-11-16T08:00:00+00:00,0.0007118847786961333
2024-11-16T16:00:00+00:00,0.0006650407802667788
2024-11-17T00:00:00+00:00,0.0007461367678741337
2024-11-17T08:00:00+00:00,0.0010668445492271895
2024-11-17T16:00:00+00:00,0.000806624788754293
2024-11-18T00:00:00+00:00,0.001158857552000065
2024-11-18T08:00:00+00:00,0.0008141945123881509
2024-11-18T16:00:00+00:00,0.0006197686227281118
2024-11-19T00:00:00+00:00,0.0008241615683367845
2024-11-19T08:00:00+00:00,0.0007829820674699435
2024-11-19T16:00:00+00:00,0.00028878228533467756
2024-11-20T00:00:00+00:00,0.0003592804577343026
2024-11-20T08:00:00+00:00,0.0005659700488847956
2024-11-20T16:00:00+00:00,9.377754543690448e-05
2024-11-21T00:00:00+00:00,0.0003902115075493901
2024-11-21T08:00:00+00:00,0.0007147412906651533
2024-11-21T16:00:00+00:00,0.0005987739544881001
2024-11-22T00:00:00+00:00,0.0007432232502991515
2024-11-22T08:00:00+00:00,0.0009591492987952408
2024-11-22T16:00:00+00:00,0.0005485594024953892
2024-11-23T00:00:00+00:00,0.0007087147520249196
2024-11-23T08:00:00+00:00,0.0008476737497076672
2024-11-23T16:00:00+00:00,0.0008165964601305325
2024-11-24T00:00:00+00:00,0.0009247518546872922
2024-11-24T08:00:00+00:00,0.0007345015278520889
2024-11-24T16:00:00+00:00,0.0009612635096123408
2024-11-25T00:00:00+00:00,0.0006142645437205033
2024-11-25T08:00:00+00:00,0.0008797378358943372
2024-11-25T16:00:00+00:00,0.0008683439504814361
2024-11-26T00:00:00+00:00,0.0006978479723413871
2024-11-26T08:00:00+00:00,0.000961154799797891
2024-11-26T16:00:00+00:00,0.0007032083998324752
2024-11-27T00:00:00+00:00,0.0007099701211493042
2024-11-27T08:00:00+00:00,0.0007043476009322214
2024-11-27T16:00:00+00:00,0.0002480335581712208
2024-11-28T00:00:00+00:00,0.0003054888561035103
2024-11-28T08:00:00+00:00,0.0005076646417551474
2024-11-28T16:00:00+00:00,0.0007398963705160677
2024-11-29T00:00:00+00:00,0.0008073195456200117
2024-11-29T08:00:00+00:00,0.0011140862186089474
2024-11-29T16:00:00+00:00,0.0008851127829694667
2024-11-30T00:00:00+00:00,0.0008454402502249689
2024-11-30T08:00:00+00:00,0.000645089590604826
2024-11-30T16:00:00+00:00,0.0007467229249184279
2024-12-01T00:00:00+00:00,0.0007134135802768794
2024-12-01T08:00:00+00:00,0.0008466969163776601
2024-12-01T16:00:00+00:00,0.0010832482435224867
2024-12-02T00:00:00+00:00,0.0009875619723091061
2024-12-02T08:00:00+00:00,0.0006335187557502497
2024-12-02T16:00:00+00:00,0.0005476347191727898
2024-12-03T00:00:00+00:00,0.0008164224966907387
2024-12-03T08:00:00+00:00,0.0006793878761794221
2024-12-03T16:00:00+00:00,0.0013105482865972341
2024-12-04T00:00:00+00:00,0.001096543749693619
2024-12-04T08:00:00+00:00,0.0012063535024585653
2024-12-04T16:00:00+00:00,0.0006615976032726909
2024-12-05T00:00:00+00:00,0.0019371868985175516
2024-12-05T08:00:00+00:00,0.0020579344079650007
2024-12-05T16:00:00+00:00,0.0011342384205935269
2024-12-06T00:00:00+00:00,0.0008821672546220358
2024-12-06T08:00:00+00:00,0.0009220757982715247
2024-12-06T16:00:00+00:00,0.0008257057669471277
2024-12-07T00:00:00+00:00,0.0005642002115172156
2024-12-07T08:00:00+00:00,0.000924962883530535
2024-12-07T16:00:00+00:00,0.0010897643499311299
2024-12-08T00:00:00+00:00,0.0008610802761153416
2024-12-08T08:00:00+00:00,0.0008599594536775049
2024-12-08T16:00:00+00:00,0.0012537330647675916
2024-12-09T00:00:00+00:00,0.0008454487518335058
2024-12-09T08:00:00+00:00,0.000934569098154724
2024-12-09T16:00:00+00:00,0.0005733918850433221
2024-12-10T00:00:00+00:00,0.0006113686083351408
