ts_utc,symbol,bid,ask,bid_size,ask_size,last,spread
2026-06-26T18:05:15Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:15Z,MHGU26,6.197,6.198,4,3,6.1945,0.001000000000000334
2026-06-26T18:05:20Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:20Z,MHGU26,6.1965,6.1975,4,2,6.197,0.0009999999999994458
2026-06-26T18:05:26Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:26Z,MHGU26,6.197,6.198,2,3,6.198,0.001000000000000334
2026-06-26T18:05:31Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:31Z,MHGU26,6.1965,6.1975,4,2,6.198,0.0009999999999994458
2026-06-26T18:05:36Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:36Z,MHGU26,6.197,6.198,3,3,6.198,0.001000000000000334
2026-06-26T18:05:42Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:42Z,MHGU26,6.1975,6.1985,3,3,6.198,0.001000000000000334
2026-06-26T18:05:47Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:47Z,MHGU26,6.197,6.1985,4,3,6.198,0.0015000000000000568
2026-06-26T18:05:52Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:52Z,MHGU26,6.197,6.198,3,2,6.198,0.001000000000000334
2026-06-26T18:05:58Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:05:58Z,MHGU26,6.1975,6.1985,3,3,6.198,0.001000000000000334
2026-06-26T18:06:03Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:03Z,MHGU26,6.198,6.199,4,2,6.198,0.0009999999999994458
2026-06-26T18:06:08Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:08Z,MHGU26,6.198,6.199,3,3,6.198,0.0009999999999994458
2026-06-26T18:06:14Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:14Z,MHGU26,6.1975,6.1985,4,2,6.198,0.001000000000000334
2026-06-26T18:06:19Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:19Z,MHGU26,6.1975,6.1985,4,2,6.198,0.001000000000000334
2026-06-26T18:06:24Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:24Z,MHGU26,6.1975,6.1985,3,3,6.198,0.001000000000000334
2026-06-26T18:06:30Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:30Z,MHGU26,6.1965,6.1975,5,2,6.198,0.0009999999999994458
2026-06-26T18:06:35Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:35Z,MHGU26,6.197,6.198,4,2,6.198,0.001000000000000334
2026-06-26T18:06:40Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:40Z,MHGU26,6.197,6.198,3,3,6.198,0.001000000000000334
2026-06-26T18:06:45Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:45Z,MHGU26,6.1965,6.1975,5,2,6.198,0.0009999999999994458
2026-06-26T18:06:51Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:51Z,MHGU26,6.1955,6.196,2,1,6.1965,0.0004999999999997229
2026-06-26T18:06:56Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:06:56Z,MHGU26,6.195,6.196,4,2,6.1965,0.0009999999999994458
2026-06-26T18:07:01Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:01Z,MHGU26,6.195,6.196,4,2,6.1965,0.0009999999999994458
2026-06-26T18:07:07Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:07Z,MHGU26,6.1945,6.1955,2,3,6.1965,0.001000000000000334
2026-06-26T18:07:12Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
