thursday,symbol,qty,entry_px,stop_trigger_px,realized_exit_t,realized_exit_px,realized_reason,realized_pnl_usd,cf_2305_px,cf_pnl_usd,source,chain
2026-07-02,MBTN26,1,60045.0,63047.25,13:24,62095.0,stop_loss,-205.0,61670.0,-162.5,backfill,302af739619cc5f6
2026-07-02,METN26,37,1605.0,1685.25,13:24,1686.5,stop_loss,-301.55,1701.5,-357.05,backfill,7c795f5d1f966cc7
2026-07-09,MBTN26,1,62420.0,65541.0,23:05,63390.0,scheduled_exit,-97.0,63390.0,-97.0,backfill,f3c6fcafcf7bf918
2026-07-09,METN26,36,1747.5,1834.88,23:05,1750.5,scheduled_exit,-10.8,1750.5,-10.8,backfill,0d551281953c7715
2026-07-16,MBTN26,1,64930.0,68176.5,23:05,64030.0,scheduled_exit,90.0,64030.0,90.0,live,955ef08a211981ee
2026-07-16,METN26,34,1924.5,2020.73,23:05,1869.5,scheduled_exit,187.0,1869.5,187.0,live,2902377d01dc0ab8
2026-07-23,MBTN26,1,66125.0,69431.25,23:05,65240.0,scheduled_exit,88.5,65240.0,88.5,live,6866d25a11a0b39a
2026-07-23,METN26,34,1934.0,2030.7,23:05,1882.5,scheduled_exit,175.1,1882.5,175.1,live,feb08724ad846eb8
