quantile,threshold
0.1,0.08049630485797345
0.2,0.16666666666666666
0.3,0.28964791427478
0.4,0.46434494195688225
0.5,0.7118558558558559
0.6,1.0632911392405062
0.7,1.6923076923076923
0.8,2.8582995951417005
0.9,6.54487917146145
