day,contract,arm,arm_hash,delay,cost,quantity,gross,costs,net,turnover,exposure_contract_minutes,eligible,exclusion
2022-06-24,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,288.5,2.24,286.26,2,359,True,
2022-06-27,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,83.5,2.24,81.26,2,359,True,
2022-06-28,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,398.5,2.24,396.26,2,269,True,
2022-06-29,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-30,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-512.0,2.24,-514.24,2,145,True,
2022-07-01,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-07-06,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-07-07,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,268.5,2.24,266.26,2,359,True,
2022-07-08,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-07-11,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-37.5,2.24,-39.74,2,359,True,
2022-07-12,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-07-13,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-07-14,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-07-15,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-07-18,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-07-19,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,243.5,2.24,241.26,2,299,True,
2022-07-20,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,146.0,2.24,143.76,2,329,True,
2022-07-21,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,65.5,2.24,63.26,2,209,True,
2022-07-22,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,109.0,2.24,106.76,2,269,True,
2022-07-25,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-60.0,2.24,-62.24,2,329,True,
2022-07-26,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,121.0,2.24,118.76,2,329,True,
2022-07-27,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,452.5,2.24,450.26,2,359,True,
2022-07-28,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-464.0,2.24,-466.24,2,294,True,
2022-07-29,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,122.5,2.24,120.26,2,329,True,
2022-08-01,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-255.5,2.24,-257.74,2,299,True,
2022-08-02,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-03,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,366.5,2.24,364.26,2,359,True,
2022-08-04,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-05,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-08,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-492.0,2.24,-494.24,2,245,True,
2022-08-09,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-88.5,2.24,-90.74,2,359,True,
2022-08-10,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-11,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-12,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,143.0,2.24,140.76,2,149,True,
2022-08-15,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-16,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-171.5,2.24,-173.74,2,299,True,
2022-08-17,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-113.0,2.24,-115.24,2,299,True,
2022-08-18,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-19,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,66.0,2.24,63.76,2,359,True,
2022-08-22,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,139.5,2.24,137.26,2,329,True,
2022-08-23,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-24,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-102.5,2.24,-104.74,2,269,True,
2022-08-25,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,106.5,2.24,104.26,2,329,True,
2022-08-26,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,628.0,2.24,625.76,2,329,True,
2022-08-29,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-08-30,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,110.5,2.24,108.26,2,329,True,
2022-08-31,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-09-01,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-472.5,2.24,-474.74,2,299,True,
2022-09-02,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,47.5,2.24,45.26,2,149,True,
2022-09-07,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,220.5,2.24,218.26,2,239,True,
2022-09-08,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-09-09,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,164.0,2.24,161.76,2,359,True,
2022-09-12,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,1.5,2.24,-0.7400000000000002,2,359,True,
2022-09-13,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,515.5,2.24,513.26,2,359,True,
2022-09-14,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-09-15,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,7.5,2.24,5.26,2,299,True,
2022-09-19,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-09-20,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-09-21,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-09-22,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-37.5,2.24,-39.74,2,299,True,
2022-09-23,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-44.0,2.24,-46.24,2,359,True,
2022-09-26,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-377.0,2.24,-379.24,2,359,True,
2022-09-27,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-09-28,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,316.5,2.24,314.26,2,329,True,
2022-09-29,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,31.0,2.24,28.759999999999998,2,359,True,
2022-09-30,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-493.5,2.24,-495.74,2,260,True,
2022-10-03,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,151.5,2.24,149.26,2,329,True,
2022-10-04,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,15.0,2.24,12.76,2,359,True,
2022-10-05,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-489.5,2.24,-491.74,2,267,True,
2022-10-06,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-10-07,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,249.5,2.24,247.26,2,359,True,
2022-10-10,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,61.0,2.24,58.76,2,359,True,
2022-10-11,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-58.0,2.24,-60.24,2,359,True,
2022-10-12,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-10-13,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,139.0,2.24,136.76,2,239,True,
2022-10-14,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,358.5,2.24,356.26,2,329,True,
2022-10-17,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,56.0,2.24,53.76,2,359,True,
2022-10-18,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-10-19,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-10-20,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-478.0,2.24,-480.24,2,221,True,
2022-10-21,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,232.0,2.24,229.76,2,179,True,
2022-10-24,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-10-25,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,145.0,2.24,142.76,2,359,True,
2022-10-26,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-10-27,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,96.5,2.24,94.26,2,359,True,
2022-10-28,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,470.5,2.24,468.26,2,359,True,
2022-10-31,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-01,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-02,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,120.5,2.24,118.26,2,29,True,
2022-11-03,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-7.0,2.24,-9.24,2,359,True,
2022-11-04,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-07,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-08,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-504.0,2.24,-506.24,2,182,True,
2022-11-09,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,98.0,2.24,95.76,2,119,True,
2022-11-10,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,369.0,2.24,366.76,2,359,True,
2022-11-11,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,217.0,2.24,214.76,2,329,True,
2022-11-14,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-15,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-16,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,25.0,2.24,22.759999999999998,2,329,True,
2022-11-17,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-18,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-21,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-22,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-11-23,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,96.5,2.24,94.26,2,359,True,
2022-11-29,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-66.5,2.24,-68.74,2,269,True,
2022-11-30,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,538.0,2.24,535.76,2,119,True,
2022-12-01,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-528.0,4.48,-532.48,4,359,True,
2022-12-02,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-12-05,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,49.5,2.24,47.26,2,179,True,
2022-12-06,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,203.5,2.24,201.26,2,359,True,
2022-12-07,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-12-08,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,16.0,2.24,13.76,2,329,True,
2022-12-09,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-12-12,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-12-13,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-12-14,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-494.0,2.24,-496.24,2,274,True,
2022-12-15,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,198.5,2.24,196.26,2,359,True,
2022-12-19,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,141.0,2.24,138.76,2,359,True,
2022-12-20,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-12-21,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,88.5,2.24,86.26,2,329,True,
2022-12-22,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,113.0,2.24,110.76,2,359,True,
2022-12-23,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-205.0,2.24,-207.24,2,359,True,
2022-12-28,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-12-29,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,110.0,2.24,107.76,2,359,True,
2022-12-30,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-01-04,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-01-05,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,90.5,2.24,88.26,2,359,True,
2023-01-06,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,260.0,2.24,257.76,2,299,True,
2023-01-09,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-257.5,2.24,-259.74,2,359,True,
2023-01-10,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-01-11,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,76.5,2.24,74.26,2,29,True,
2023-01-12,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-302.0,2.24,-304.24,2,359,True,
2023-01-13,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-01-18,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,60.5,2.24,58.26,2,179,True,
2023-01-19,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-01-20,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,361.0,2.24,358.76,2,329,True,
2023-01-23,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,215.5,2.24,213.26,2,359,True,
2023-01-24,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-01-25,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-482.0,2.24,-484.24,2,257,True,
2023-01-26,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-01-27,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,100.0,2.24,97.76,2,329,True,
2023-01-30,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-01-31,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,184.0,2.24,181.76,2,329,True,
2023-02-01,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,125.0,2.24,122.76,2,59,True,
2023-02-02,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,122.5,2.24,120.26,2,299,True,
2023-02-03,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-06,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-07,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-249.0,4.48,-253.48,4,121,True,
2023-02-08,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,111.0,2.24,108.76,2,299,True,
2023-02-09,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-10,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-13,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,163.0,2.24,160.76,2,359,True,
2023-02-14,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-15,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-16,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-17,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-109.5,2.24,-111.74,2,359,True,
2023-02-22,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-23,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-24,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-27,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-02-28,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-03-01,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-4.0,2.24,-6.24,2,329,True,
2023-03-02,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,21.5,2.24,19.259999999999998,2,29,True,
2023-03-03,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,266.5,2.24,264.26,2,359,True,
2023-03-06,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-226.5,2.24,-228.74,2,329,True,
2023-03-07,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,143.0,2.24,140.76,2,329,True,
2023-03-08,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-03-09,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-221.0,4.48,-225.48,4,359,True,
2023-03-10,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,216.0,2.24,213.76,2,359,True,
2023-03-13,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,111.0,2.24,108.76,2,359,True,
2023-03-14,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,142.5,2.24,140.26,2,359,True,
2023-03-15,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
