day,contract,arm,arm_hash,delay,cost,quantity,gross,costs,net,turnover,exposure_contract_minutes,eligible,exclusion
2021-10-01,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-270.0,2.24,-272.24,2,359,True,
2021-10-04,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,233.5,2.24,231.26,2,359,True,
2021-10-05,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,136.5,2.24,134.26,2,359,True,
2021-10-06,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-07,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-141.5,2.24,-143.74,2,359,True,
2021-10-08,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-11,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-12,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-13,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-14,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,7.5,2.24,5.26,2,209,True,
2021-10-15,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-18,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,81.0,2.24,78.76,2,119,True,
2021-10-19,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-20,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-21,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-10-22,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-82.5,2.24,-84.74,2,239,True,
2021-10-25,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-54.0,2.24,-56.24,2,89,True,
2021-10-26,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-265.5,2.24,-267.74,2,329,True,
2021-10-27,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-94.0,2.24,-96.24,2,359,True,
2021-10-28,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,55.0,2.24,52.76,2,269,True,
2021-10-29,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-11-01,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-199.5,2.24,-201.74,2,359,True,
2021-11-02,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,10.0,2.24,7.76,2,359,True,
2021-11-03,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,79.0,2.24,76.76,2,59,True,
2021-11-04,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,190.0,2.24,187.76,2,359,True,
2021-11-05,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-11-08,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-11-09,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,36.5,2.24,34.26,2,359,True,
2021-11-10,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-63.5,2.24,-65.74,2,89,True,
2021-11-11,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-11-12,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,6.5,2.24,4.26,2,269,True,
2021-11-15,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-106.0,2.24,-108.24,2,239,True,
2021-11-16,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,16.5,2.24,14.26,2,269,True,
2021-11-17,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-161.0,2.24,-163.24,2,239,True,
2021-11-18,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-5.0,2.24,-7.24,2,209,True,
2021-11-19,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-67.5,2.24,-69.74,2,359,True,
2021-11-22,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-532.5,2.24,-534.74,2,118,True,
2021-11-23,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-108.5,2.24,-110.74,2,329,True,
2021-11-24,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-11-30,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-17.5,2.24,-19.740000000000002,2,299,True,
2021-12-01,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,187.5,2.24,185.26,2,29,True,
2021-12-02,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,72.5,2.24,70.26,2,359,True,
2021-12-03,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,254.0,2.24,251.76,2,359,True,
2021-12-06,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-35.0,2.24,-37.24,2,149,True,
2021-12-07,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,195.5,2.24,193.26,2,359,True,
2021-12-08,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-12-09,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,68.5,2.24,66.26,2,29,True,
2021-12-10,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-12-13,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,227.0,2.24,224.76,2,329,True,
2021-12-14,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-12-15,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-294.0,4.48,-298.48,4,203,True,
2021-12-16,MNQZ21,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,604.5,2.24,602.26,2,359,True,
2021-12-20,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-12-21,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,124.0,2.24,121.76,2,119,True,
2021-12-22,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,147.5,2.24,145.26,2,299,True,
2021-12-23,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,1.5,2.24,-0.7400000000000002,2,299,True,
2021-12-28,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-12-29,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-12-30,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2021-12-31,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-01-03,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-01-04,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,245.5,2.24,243.26,2,329,True,
2022-01-05,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,574.5,2.24,572.26,2,179,True,
2022-01-06,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-01-07,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,179.0,2.24,176.76,2,329,True,
2022-01-10,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-509.5,2.24,-511.74,2,335,True,
2022-01-11,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,175.0,2.24,172.76,2,269,True,
2022-01-12,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-01-13,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,551.5,2.24,549.26,2,299,True,
2022-01-14,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,99.0,2.24,96.76,2,359,True,
2022-01-19,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-471.5,2.24,-473.74,2,82,True,
2022-01-20,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-508.0,2.24,-510.24,2,308,True,
2022-01-21,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,484.0,2.24,481.76,2,359,True,
2022-01-24,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-418.5,2.24,-420.74,2,332,True,
2022-01-25,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-460.5,2.24,-462.74,2,283,True,
2022-01-26,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-01-27,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,60.5,2.24,58.26,2,149,True,
2022-01-28,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-54.0,4.48,-58.480000000000004,4,329,True,
2022-01-31,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,507.0,2.24,504.76,2,359,True,
2022-02-01,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-02-02,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-02-03,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-02-04,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,4.0,2.24,1.7599999999999998,2,179,True,
2022-02-07,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-02-08,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,95.5,2.24,93.26,2,269,True,
2022-02-09,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-02-10,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-02-11,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,707.0,2.24,704.76,2,269,True,
2022-02-14,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-521.0,2.24,-523.24,2,157,True,
2022-02-15,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-02-16,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-362.0,2.24,-364.24,2,359,True,
2022-02-17,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,379.0,2.24,376.76,2,329,True,
2022-02-18,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,74.5,2.24,72.26,2,299,True,
2022-02-23,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,528.5,2.24,526.26,2,299,True,
2022-02-24,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,515.5,2.24,513.26,2,89,True,
2022-02-25,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-399.0,4.48,-403.48,4,348,True,
2022-02-28,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-03-01,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-42.0,2.24,-44.24,2,149,True,
2022-03-02,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-26.5,2.24,-28.740000000000002,2,149,True,
2022-03-03,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,42.5,2.24,40.26,2,299,True,
2022-03-04,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-83.0,2.24,-85.24,2,299,True,
2022-03-07,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,697.5,2.24,695.26,2,359,True,
2022-03-08,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-463.0,2.24,-465.24,2,205,True,
2022-03-09,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-03-10,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-358.5,2.24,-360.74,2,269,True,
2022-03-11,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,256.5,2.24,254.26,2,209,True,
2022-03-14,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,31.0,2.24,28.759999999999998,2,149,True,
2022-03-15,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,204.5,2.24,202.26,2,269,True,
2022-03-16,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-530.0,2.24,-532.24,2,272,True,
2022-03-17,MNQH22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-03-21,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-121.0,2.24,-123.24,2,359,True,
2022-03-22,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,289.0,2.24,286.76,2,359,True,
2022-03-23,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-03-24,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,73.0,2.24,70.76,2,29,True,
2022-03-25,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-304.0,2.24,-306.24,2,269,True,
2022-03-28,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,242.5,2.24,240.26,2,359,True,
2022-03-29,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-03-30,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-03-31,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-04-01,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-241.5,2.24,-243.74,2,179,True,
2022-04-04,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,230.0,2.24,227.76,2,359,True,
2022-04-05,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,285.5,2.24,283.26,2,329,True,
2022-04-06,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-30.0,2.24,-32.24,2,359,True,
2022-04-07,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-04-08,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-8.5,2.24,-10.74,2,359,True,
2022-04-11,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,114.0,2.24,111.76,2,299,True,
2022-04-12,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-04-13,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,229.5,2.24,227.26,2,329,True,
2022-04-14,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,457.0,2.24,454.76,2,359,True,
2022-04-19,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,404.5,2.24,402.26,2,359,True,
2022-04-20,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,178.0,2.24,175.76,2,359,True,
2022-04-21,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,163.5,2.24,161.26,2,89,True,
2022-04-22,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,477.0,2.24,474.76,2,329,True,
2022-04-25,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-04-26,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,504.5,2.24,502.26,2,359,True,
2022-04-27,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-358.0,2.24,-360.24,2,359,True,
2022-04-28,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,150.0,2.24,147.76,2,149,True,
2022-04-29,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,514.0,2.24,511.76,2,209,True,
2022-05-02,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-567.0,2.24,-569.24,2,225,True,
2022-05-03,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-05-04,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-133.0,4.48,-137.48,4,269,True,
2022-05-05,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,594.5,2.24,592.26,2,359,True,
2022-05-06,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-442.0,2.24,-444.24,2,18,True,
2022-05-09,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,242.5,2.24,240.26,2,299,True,
2022-05-10,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-05-11,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,212.0,2.24,209.76,2,149,True,
2022-05-12,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-05-13,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,240.0,2.24,237.76,2,359,True,
2022-05-16,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-05-17,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-05-18,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,370.0,2.24,367.76,2,269,True,
2022-05-19,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-05-20,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-186.0,2.24,-188.24,2,239,True,
2022-05-23,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-05-24,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-236.0,2.24,-238.24,2,359,True,
2022-05-25,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,131.0,2.24,128.76,2,329,True,
2022-05-26,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,289.0,2.24,286.76,2,359,True,
2022-05-27,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,333.0,2.24,330.76,2,359,True,
2022-06-01,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-02,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,248.0,2.24,245.76,2,209,True,
2022-06-03,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-06,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-07,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-08,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-09,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-10,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,167.0,2.24,164.76,2,359,True,
2022-06-13,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-14,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2022-06-15,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-193.5,2.24,-195.74,2,29,True,
2022-06-16,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,152.5,2.24,150.26,2,359,True,
2022-06-22,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-284.5,2.24,-286.74,2,329,True,
2022-06-23,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
