day,contract,arm,arm_hash,delay,direction,entry_event_timestamp,entry_signal_timestamp,entry_fill_timestamp,exit_event_timestamp,exit_fill_timestamp,exit_fill_time_basis,entry_signal_price,exit_signal_price,entry_fill,exit_fill,quantity,gross,costs,net,exit_reason,entry_slope,entry_r2,entry_efficiency,entry_displacement,eligible,exclusion
2022-04-28,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-04-28T13:32:00-04:00,2022-04-28T13:30:00-04:00,2022-04-28T13:31:00-04:00,2022-04-28T16:00:00-04:00,2022-04-28T16:00:00-04:00,session_close_proxy,13406.75,13462.5,13387.5,13462.5,1,150.0,2.24,147.76,EOD_CLOSE_PROXY,1.389154616240267,0.5424329711294188,0.19953325554259044,42.75,True,
2022-04-29,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-04-29T12:32:00-04:00,2022-04-29T12:30:00-04:00,2022-04-29T12:31:00-04:00,2022-04-29T16:00:00-04:00,2022-04-29T16:00:00-04:00,session_close_proxy,13117.5,12856.5,13113.5,12856.5,1,514.0,2.24,511.76,EOD_CLOSE_PROXY,-0.7278642936596218,0.30498301782960296,0.2992,-46.75,True,
2022-05-02,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-05-02T10:32:00-04:00,2022-05-02T10:30:00-04:00,2022-05-02T10:31:00-04:00,2022-05-02T14:16:00-04:00,,intrabar_unknown_within_event_minute,12982.75,12732.75,13016.25,12732.75,1,-567.0,2.24,-569.24,CAT_STOP,1.4046718576195774,0.06508426671125926,0.1255205234979179,52.75,True,
2022-05-04,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-05-04T10:32:00-04:00,2022-05-04T10:30:00-04:00,2022-05-04T10:31:00-04:00,2022-05-04T14:01:00-04:00,,intrabar_unknown_within_event_minute,12962.25,13212.25,12963.5,13212.25,1,-497.5,2.24,-499.74,CAT_STOP,-2.1436596218020023,0.6555842291897734,0.18376068376068377,-43.0,True,
2022-05-04,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-05-04T15:02:00-04:00,2022-05-04T15:00:00-04:00,2022-05-04T15:01:00-04:00,2022-05-04T16:00:00-04:00,2022-05-04T16:00:00-04:00,session_close_proxy,13336.75,13533.5,13351.25,13533.5,1,364.5,2.24,362.26,EOD_CLOSE_PROXY,13.985761957730812,0.8883383920819493,0.3589909443725744,277.5,True,
2022-05-05,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-05-05T10:02:00-04:00,2022-05-05T10:00:00-04:00,2022-05-05T10:01:00-04:00,2022-05-05T16:00:00-04:00,2022-05-05T16:00:00-04:00,session_close_proxy,13173.25,12860.0,13157.25,12860.0,1,594.5,2.24,592.26,EOD_CLOSE_PROXY,-5.439432703003337,0.9340842080067067,0.5341506129597198,-152.5,True,
2022-05-06,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-05-06T10:02:00-04:00,2022-05-06T10:00:00-04:00,2022-05-06T10:01:00-04:00,2022-05-06T10:19:00-04:00,,intrabar_unknown_within_event_minute,12551.0,12801.0,12580.0,12801.0,1,-442.0,2.24,-444.24,CAT_STOP,-6.713125695216908,0.7811035345952643,0.3404539385847797,-191.25,True,
2022-05-09,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-05-09T11:02:00-04:00,2022-05-09T11:00:00-04:00,2022-05-09T11:01:00-04:00,2022-05-09T16:00:00-04:00,2022-05-09T16:00:00-04:00,session_close_proxy,12304.0,12196.75,12318.0,12196.75,1,242.5,2.24,240.26,EOD_CLOSE_PROXY,-0.16924360400444938,0.0067224082148534935,0.12259059367771781,-39.75,True,
2022-05-11,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-05-11T13:32:00-04:00,2022-05-11T13:30:00-04:00,2022-05-11T13:31:00-04:00,2022-05-11T16:00:00-04:00,2022-05-11T16:00:00-04:00,session_close_proxy,12090.5,11974.5,12080.5,11974.5,1,212.0,2.24,209.76,EOD_CLOSE_PROXY,-0.18020022246941045,0.012323740762909643,0.11953833470733718,-36.25,True,
2022-05-13,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-05-13T10:02:00-04:00,2022-05-13T10:00:00-04:00,2022-05-13T10:01:00-04:00,2022-05-13T16:00:00-04:00,2022-05-13T16:00:00-04:00,session_close_proxy,12244.5,12384.0,12264.0,12384.0,1,240.0,2.24,237.76,EOD_CLOSE_PROXY,5.780200222469411,0.837418543658009,0.2454598711189221,104.75,True,
2022-05-18,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-05-18T11:32:00-04:00,2022-05-18T11:30:00-04:00,2022-05-18T11:31:00-04:00,2022-05-18T16:00:00-04:00,2022-05-18T16:00:00-04:00,session_close_proxy,12146.5,11940.5,12125.5,11940.5,1,370.0,2.24,367.76,EOD_CLOSE_PROXY,-4.456284760845384,0.9714260740882085,0.6288888888888889,-141.5,True,
2022-05-20,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-05-20T12:02:00-04:00,2022-05-20T12:00:00-04:00,2022-05-20T12:01:00-04:00,2022-05-20T16:00:00-04:00,2022-05-20T16:00:00-04:00,session_close_proxy,11733.75,11834.5,11741.5,11834.5,1,-186.0,2.24,-188.24,EOD_CLOSE_PROXY,-1.0323692992213571,0.4256668147279075,0.14990859232175502,-41.0,True,
2022-05-24,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-05-24T10:02:00-04:00,2022-05-24T10:00:00-04:00,2022-05-24T10:01:00-04:00,2022-05-24T16:00:00-04:00,2022-05-24T16:00:00-04:00,session_close_proxy,11678.5,11782.0,11664.0,11782.0,1,-236.0,2.24,-238.24,EOD_CLOSE_PROXY,-4.3086763070077865,0.8784887267176232,0.43564356435643564,-132.0,True,
2022-05-25,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-05-25T10:32:00-04:00,2022-05-25T10:30:00-04:00,2022-05-25T10:31:00-04:00,2022-05-25T16:00:00-04:00,2022-05-25T16:00:00-04:00,session_close_proxy,11889.5,11949.75,11884.25,11949.75,1,131.0,2.24,128.76,EOD_CLOSE_PROXY,3.331813125695217,0.7372198752899979,0.3127917833800187,83.75,True,
2022-05-26,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-05-26T10:02:00-04:00,2022-05-26T10:00:00-04:00,2022-05-26T10:01:00-04:00,2022-05-26T16:00:00-04:00,2022-05-26T16:00:00-04:00,session_close_proxy,12114.5,12274.25,12129.75,12274.25,1,289.0,2.24,286.76,EOD_CLOSE_PROXY,6.3731924360400445,0.9111081221853123,0.624420401854714,202.0,True,
2022-05-27,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-05-27T10:02:00-04:00,2022-05-27T10:00:00-04:00,2022-05-27T10:01:00-04:00,2022-05-27T16:00:00-04:00,2022-05-27T16:00:00-04:00,session_close_proxy,12518.75,12681.25,12514.75,12681.25,1,333.0,2.24,330.76,EOD_CLOSE_PROXY,2.328587319243604,0.6744619421557186,0.2899022801302932,89.0,True,
2022-06-02,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-06-02T12:32:00-04:00,2022-06-02T12:30:00-04:00,2022-06-02T12:31:00-04:00,2022-06-02T16:00:00-04:00,2022-06-02T16:00:00-04:00,session_close_proxy,12768.5,12894.0,12770.0,12894.0,1,248.0,2.24,245.76,EOD_CLOSE_PROXY,2.706451612903226,0.870426222849942,0.43304843304843305,76.0,True,
2022-06-10,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-06-10T10:02:00-04:00,2022-06-10T10:00:00-04:00,2022-06-10T10:01:00-04:00,2022-06-10T16:00:00-04:00,2022-06-10T16:00:00-04:00,session_close_proxy,11958.5,11837.25,11920.75,11837.25,1,167.0,2.24,164.76,EOD_CLOSE_PROXY,-2.453337041156841,0.4560453782725081,0.21583178726035868,-87.25,True,
2022-06-15,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-06-15T15:32:00-04:00,2022-06-15T15:30:00-04:00,2022-06-15T15:31:00-04:00,2022-06-15T16:00:00-04:00,2022-06-15T16:00:00-04:00,session_close_proxy,11698.5,11596.5,11693.25,11596.5,1,-193.5,2.24,-195.74,EOD_CLOSE_PROXY,3.3267519466073416,0.5179089352206333,0.19351100811123986,83.5,True,
2022-06-16,MNQM22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-06-16T10:02:00-04:00,2022-06-16T10:00:00-04:00,2022-06-16T10:01:00-04:00,2022-06-16T16:00:00-04:00,2022-06-16T16:00:00-04:00,session_close_proxy,11234.5,11132.75,11209.0,11132.75,1,152.5,2.24,150.26,EOD_CLOSE_PROXY,-1.4527252502780867,0.2931080623620296,0.15066666666666667,-56.5,True,
2022-06-22,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-06-22T10:32:00-04:00,2022-06-22T10:30:00-04:00,2022-06-22T10:31:00-04:00,2022-06-22T16:00:00-04:00,2022-06-22T16:00:00-04:00,session_close_proxy,11708.0,11557.75,11700.0,11557.75,1,-284.5,2.24,-286.74,EOD_CLOSE_PROXY,5.326807563959956,0.9156232333296638,0.37213403880070545,105.5,True,
2022-06-24,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-06-24T10:02:00-04:00,2022-06-24T10:00:00-04:00,2022-06-24T10:01:00-04:00,2022-06-24T16:00:00-04:00,2022-06-24T16:00:00-04:00,session_close_proxy,11954.5,12147.25,12003.0,12147.25,1,288.5,2.24,286.26,EOD_CLOSE_PROXY,3.208509454949944,0.7331197900266355,0.4919053549190536,98.75,True,
2022-06-27,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-06-27T10:02:00-04:00,2022-06-27T10:00:00-04:00,2022-06-27T10:01:00-04:00,2022-06-27T16:00:00-04:00,2022-06-27T16:00:00-04:00,session_close_proxy,12065.0,12044.75,12086.5,12044.75,1,83.5,2.24,81.26,EOD_CLOSE_PROXY,-3.3666852057842047,0.483048638018618,0.417461482024945,-142.25,True,
2022-06-28,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-06-28T11:32:00-04:00,2022-06-28T11:30:00-04:00,2022-06-28T11:31:00-04:00,2022-06-28T16:00:00-04:00,2022-06-28T16:00:00-04:00,session_close_proxy,11862.5,11673.75,11873.0,11673.75,1,398.5,2.24,396.26,EOD_CLOSE_PROXY,-3.7016129032258065,0.8586823513285586,0.5278858625162127,-101.75,True,
2022-06-30,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-06-30T10:02:00-04:00,2022-06-30T10:00:00-04:00,2022-06-30T10:01:00-04:00,2022-06-30T12:26:00-04:00,,intrabar_unknown_within_event_minute,11397.75,11647.75,11391.75,11647.75,1,-512.0,2.24,-514.24,CAT_STOP,-5.05761957730812,0.8786510387508658,0.49635036496350365,-170.0,True,
2022-07-07,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-07-07T10:02:00-04:00,2022-07-07T10:00:00-04:00,2022-07-07T10:01:00-04:00,2022-07-07T16:00:00-04:00,2022-07-07T16:00:00-04:00,session_close_proxy,12034.75,12136.25,12002.0,12136.25,1,268.5,2.24,266.26,EOD_CLOSE_PROXY,3.106451612903226,0.8055839645052655,0.3707093821510298,81.0,True,
2022-07-11,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-07-11T10:02:00-04:00,2022-07-11T10:00:00-04:00,2022-07-11T10:01:00-04:00,2022-07-11T16:00:00-04:00,2022-07-11T16:00:00-04:00,session_close_proxy,11884.75,11890.5,11871.75,11890.5,1,-37.5,2.24,-39.74,EOD_CLOSE_PROXY,-5.514349276974416,0.744085282635609,0.4385692068429238,-141.0,True,
2022-07-19,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-07-19T11:02:00-04:00,2022-07-19T11:00:00-04:00,2022-07-19T11:01:00-04:00,2022-07-19T16:00:00-04:00,2022-07-19T16:00:00-04:00,session_close_proxy,12143.5,12268.75,12147.0,12268.75,1,243.5,2.24,241.26,EOD_CLOSE_PROXY,2.393993325917686,0.8663026666644321,0.4583333333333333,49.5,True,
2022-07-20,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-07-20T10:32:00-04:00,2022-07-20T10:30:00-04:00,2022-07-20T10:31:00-04:00,2022-07-20T16:00:00-04:00,2022-07-20T16:00:00-04:00,session_close_proxy,12390.75,12465.75,12392.75,12465.75,1,146.0,2.24,143.76,EOD_CLOSE_PROXY,3.3563959955506117,0.8871020982790164,0.5382475660639777,96.75,True,
2022-07-21,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-07-21T12:32:00-04:00,2022-07-21T12:30:00-04:00,2022-07-21T12:31:00-04:00,2022-07-21T16:00:00-04:00,2022-07-21T16:00:00-04:00,session_close_proxy,12606.75,12645.25,12612.5,12645.25,1,65.5,2.24,63.26,EOD_CLOSE_PROXY,1.4850389321468298,0.6239197604194786,0.4366616989567809,73.25,True,
2022-07-22,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-07-22T11:32:00-04:00,2022-07-22T11:30:00-04:00,2022-07-22T11:31:00-04:00,2022-07-22T16:00:00-04:00,2022-07-22T16:00:00-04:00,session_close_proxy,12487.25,12423.75,12478.25,12423.75,1,109.0,2.24,106.76,EOD_CLOSE_PROXY,-2.3273081201334818,0.6312806816224669,0.4262485481997677,-91.75,True,
2022-07-25,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-07-25T10:32:00-04:00,2022-07-25T10:30:00-04:00,2022-07-25T10:31:00-04:00,2022-07-25T16:00:00-04:00,2022-07-25T16:00:00-04:00,session_close_proxy,12332.25,12355.25,12325.25,12355.25,1,-60.0,2.24,-62.24,EOD_CLOSE_PROXY,-2.8470522803114573,0.800647625475714,0.2368663594470046,-64.25,True,
2022-07-26,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-07-26T10:32:00-04:00,2022-07-26T10:30:00-04:00,2022-07-26T10:31:00-04:00,2022-07-26T16:00:00-04:00,2022-07-26T16:00:00-04:00,session_close_proxy,12186.0,12110.5,12171.0,12110.5,1,121.0,2.24,118.76,EOD_CLOSE_PROXY,-2.1846496106785316,0.707491316059202,0.1649016641452345,-27.25,True,
2022-07-27,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-07-27T10:02:00-04:00,2022-07-27T10:00:00-04:00,2022-07-27T10:01:00-04:00,2022-07-27T16:00:00-04:00,2022-07-27T16:00:00-04:00,session_close_proxy,12386.5,12615.5,12389.25,12615.5,1,452.5,2.24,450.26,EOD_CLOSE_PROXY,3.7954393770856507,0.818820849595837,0.391644908616188,75.0,True,
2022-07-28,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-07-28T10:02:00-04:00,2022-07-28T10:00:00-04:00,2022-07-28T10:01:00-04:00,2022-07-28T14:55:00-04:00,,intrabar_unknown_within_event_minute,12489.75,12739.75,12507.75,12739.75,1,-464.0,2.24,-466.24,CAT_STOP,-6.389432703003337,0.8570827495241047,0.4548311076197958,-144.75,True,
2022-07-29,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-07-29T10:32:00-04:00,2022-07-29T10:30:00-04:00,2022-07-29T10:31:00-04:00,2022-07-29T16:00:00-04:00,2022-07-29T16:00:00-04:00,session_close_proxy,12916.25,12971.75,12910.5,12971.75,1,122.5,2.24,120.26,EOD_CLOSE_PROXY,0.63559510567297,0.18060252887049025,0.16686114352392065,35.75,True,
2022-08-01,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-08-01T11:02:00-04:00,2022-08-01T11:00:00-04:00,2022-08-01T11:01:00-04:00,2022-08-01T16:00:00-04:00,2022-08-01T16:00:00-04:00,session_close_proxy,13089.5,12962.5,13090.25,12962.5,1,-255.5,2.24,-257.74,EOD_CLOSE_PROXY,3.957953281423804,0.9318983370768431,0.509325681492109,88.75,True,
2022-08-03,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-08-03T10:02:00-04:00,2022-08-03T10:00:00-04:00,2022-08-03T10:01:00-04:00,2022-08-03T16:00:00-04:00,2022-08-03T16:00:00-04:00,session_close_proxy,13115.5,13271.75,13088.5,13271.75,1,366.5,2.24,364.26,EOD_CLOSE_PROXY,2.638375973303671,0.7301382663350393,0.36639676113360325,90.5,True,
2022-08-08,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-08-08T10:02:00-04:00,2022-08-08T10:00:00-04:00,2022-08-08T10:01:00-04:00,2022-08-08T14:06:00-04:00,,intrabar_unknown_within_event_minute,13392.5,13142.5,13388.5,13142.5,1,-492.0,2.24,-494.24,CAT_STOP,4.39265850945495,0.8887665839296799,0.5071633237822349,132.75,True,
2022-08-09,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-08-09T10:02:00-04:00,2022-08-09T10:00:00-04:00,2022-08-09T10:01:00-04:00,2022-08-09T16:00:00-04:00,2022-08-09T16:00:00-04:00,session_close_proxy,13001.5,13032.25,12988.0,13032.25,1,-88.5,2.24,-90.74,EOD_CLOSE_PROXY,-1.8196329254727475,0.3743595338250605,0.30095541401273884,-94.5,True,
2022-08-12,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-08-12T13:32:00-04:00,2022-08-12T13:30:00-04:00,2022-08-12T13:31:00-04:00,2022-08-12T16:00:00-04:00,2022-08-12T16:00:00-04:00,session_close_proxy,13503.0,13579.5,13508.0,13579.5,1,143.0,2.24,140.76,EOD_CLOSE_PROXY,0.896551724137931,0.8291720637545055,0.25308641975308643,20.5,True,
2022-08-16,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-08-16T11:02:00-04:00,2022-08-16T11:00:00-04:00,2022-08-16T11:01:00-04:00,2022-08-16T16:00:00-04:00,2022-08-16T16:00:00-04:00,session_close_proxy,13557.5,13653.75,13568.0,13653.75,1,-171.5,2.24,-173.74,EOD_CLOSE_PROXY,1.2934371523915462,0.5659664664809396,0.04746317512274959,7.25,True,
2022-08-17,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-08-17T11:02:00-04:00,2022-08-17T11:00:00-04:00,2022-08-17T11:01:00-04:00,2022-08-17T16:00:00-04:00,2022-08-17T16:00:00-04:00,session_close_proxy,13430.25,13496.0,13439.5,13496.0,1,-113.0,2.24,-115.24,EOD_CLOSE_PROXY,-1.2848720800889877,0.3892285585396518,0.2641975308641975,-53.5,True,
2022-08-19,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-08-19T10:02:00-04:00,2022-08-19T10:00:00-04:00,2022-08-19T10:01:00-04:00,2022-08-19T16:00:00-04:00,2022-08-19T16:00:00-04:00,session_close_proxy,13309.0,13263.25,13296.25,13263.25,1,66.0,2.24,63.76,EOD_CLOSE_PROXY,-4.018075639599555,0.9295939724160168,0.40291806958473625,-89.75,True,
2022-08-22,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-08-22T10:32:00-04:00,2022-08-22T10:30:00-04:00,2022-08-22T10:31:00-04:00,2022-08-22T16:00:00-04:00,2022-08-22T16:00:00-04:00,session_close_proxy,12980.25,12916.0,12985.75,12916.0,1,139.5,2.24,137.26,EOD_CLOSE_PROXY,-1.7614015572858732,0.8272160092025489,0.24486571879936808,-38.75,True,
2022-08-24,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-08-24T11:32:00-04:00,2022-08-24T11:30:00-04:00,2022-08-24T11:31:00-04:00,2022-08-24T16:00:00-04:00,2022-08-24T16:00:00-04:00,session_close_proxy,12987.25,12934.25,12985.5,12934.25,1,-102.5,2.24,-104.74,EOD_CLOSE_PROXY,2.378587319243604,0.8633398262974699,0.3612167300380228,47.5,True,
2022-08-25,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-08-25T10:32:00-04:00,2022-08-25T10:30:00-04:00,2022-08-25T10:31:00-04:00,2022-08-25T16:00:00-04:00,2022-08-25T16:00:00-04:00,session_close_proxy,13093.75,13158.5,13105.25,13158.5,1,106.5,2.24,104.26,EOD_CLOSE_PROXY,1.4181312569521691,0.6598017427644607,0.28321678321678323,40.5,True,
2022-08-26,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-08-26T10:32:00-04:00,2022-08-26T10:30:00-04:00,2022-08-26T10:31:00-04:00,2022-08-26T16:00:00-04:00,2022-08-26T16:00:00-04:00,session_close_proxy,12986.75,12619.25,12933.25,12619.25,1,628.0,2.24,625.76,EOD_CLOSE_PROXY,-1.6878197997775306,0.06343315804743146,0.18802122820318423,-124.0,True,
2022-08-30,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-08-30T10:32:00-04:00,2022-08-30T10:30:00-04:00,2022-08-30T10:31:00-04:00,2022-08-30T16:00:00-04:00,2022-08-30T16:00:00-04:00,session_close_proxy,12404.25,12353.75,12409.0,12353.75,1,110.5,2.24,108.26,EOD_CLOSE_PROXY,-2.6082869855394883,0.6943392687416466,0.40835266821345706,-88.0,True,
2022-09-01,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-09-01T11:02:00-04:00,2022-09-01T11:00:00-04:00,2022-09-01T11:01:00-04:00,2022-09-01T16:00:00-04:00,2022-09-01T16:00:00-04:00,session_close_proxy,12053.0,12285.75,12049.5,12285.75,1,-472.5,2.24,-474.74,EOD_CLOSE_PROXY,-3.3040600667408233,0.814270199004138,0.6111929307805597,-103.75,True,
2022-09-02,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-09-02T13:32:00-04:00,2022-09-02T13:30:00-04:00,2022-09-02T13:31:00-04:00,2022-09-02T16:00:00-04:00,2022-09-02T16:00:00-04:00,session_close_proxy,12139.25,12110.5,12134.25,12110.5,1,47.5,2.24,45.26,EOD_CLOSE_PROXY,-2.331423804226919,0.6025516450361691,0.32413793103448274,-82.25,True,
2022-09-07,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-09-07T12:02:00-04:00,2022-09-07T12:00:00-04:00,2022-09-07T12:01:00-04:00,2022-09-07T16:00:00-04:00,2022-09-07T16:00:00-04:00,session_close_proxy,12145.0,12262.0,12151.75,12262.0,1,220.5,2.24,218.26,EOD_CLOSE_PROXY,0.7271968854282537,0.41989331769407395,0.01444043321299639,2.0,True,
2022-09-09,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-09-09T10:02:00-04:00,2022-09-09T10:00:00-04:00,2022-09-09T10:01:00-04:00,2022-09-09T16:00:00-04:00,2022-09-09T16:00:00-04:00,session_close_proxy,12503.0,12590.25,12508.25,12590.25,1,164.0,2.24,161.76,EOD_CLOSE_PROXY,1.35734149054505,0.6140036980084949,0.31958762886597936,69.75,True,
2022-09-12,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-09-12T10:02:00-04:00,2022-09-12T10:00:00-04:00,2022-09-12T10:01:00-04:00,2022-09-12T16:00:00-04:00,2022-09-12T16:00:00-04:00,session_close_proxy,12736.5,12742.75,12742.0,12742.75,1,1.5,2.24,-0.7400000000000002,EOD_CLOSE_PROXY,2.5060622914349278,0.8017161262525095,0.3905249679897567,76.25,True,
2022-09-13,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-09-13T10:02:00-04:00,2022-09-13T10:00:00-04:00,2022-09-13T10:01:00-04:00,2022-09-13T16:00:00-04:00,2022-09-13T16:00:00-04:00,session_close_proxy,12307.25,12040.25,12298.0,12040.25,1,515.5,2.24,513.26,EOD_CLOSE_PROXY,-2.061012235817575,0.46558529793183545,0.2616136919315403,-80.25,True,
2022-09-15,MNQU22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-09-15T11:02:00-04:00,2022-09-15T11:00:00-04:00,2022-09-15T11:01:00-04:00,2022-09-15T16:00:00-04:00,2022-09-15T16:00:00-04:00,session_close_proxy,11937.75,11932.25,11936.0,11932.25,1,7.5,2.24,5.26,EOD_CLOSE_PROXY,-3.807842046718576,0.7156303385804589,0.43482587064676614,-109.25,True,
2022-09-22,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-09-22T11:02:00-04:00,2022-09-22T11:00:00-04:00,2022-09-22T11:01:00-04:00,2022-09-22T16:00:00-04:00,2022-09-22T16:00:00-04:00,session_close_proxy,11544.0,11562.75,11544.0,11562.75,1,-37.5,2.24,-39.74,EOD_CLOSE_PROXY,-1.853948832035595,0.7446228946419824,0.18339100346020762,-39.75,True,
2022-09-23,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2022-09-23T10:02:00-04:00,2022-09-23T10:00:00-04:00,2022-09-23T10:01:00-04:00,2022-09-23T16:00:00-04:00,2022-09-23T16:00:00-04:00,session_close_proxy,11354.25,11374.0,11352.0,11374.0,1,-44.0,2.24,-46.24,EOD_CLOSE_PROXY,-3.248943270300334,0.8669273117626672,0.2829900839054157,-92.75,True,
2022-09-26,MNQZ22,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2022-09-26T10:02:00-04:00,2022-09-26T10:00:00-04:00,2022-09-26T10:01:00-04:00,2022-09-26T16:00:00-04:00,2022-09-26T16:00:00-04:00,session_close_proxy,11491.25,11321.75,11510.25,11321.75,1,-377.0,2.24,-379.24,EOD_CLOSE_PROXY,2.5223025583982204,0.7069505289256166,0.4419942473633749,115.25,True,
