mark_id,trade_id,day,contract,mark_timestamp,entry_event_timestamp,entry_fill_timestamp,entry_fill,position_age_minutes,direction,signal_price,current_gross,current_net,mfe,mae,giveback,prior_mark_net_change,completed_bar_coverage,decision_reason,decision_target,decision_vwap,decision_upper,decision_lower,decision_sigma,reversal_mark_exiting_leg,final_outcome,final_net,final_exit_reason,candidate_return,top_5pct_trade
A-delay2-0001-1600,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T11:00:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,29.0,-1,12805.0,-36.5,-37.62,2.5,99.0,39.0,,29,HOLD,-1,12842.499297001175,12949.490833977272,12838.00916602273,0.0040141068660967,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-1630,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T11:30:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,59.0,-1,12853.5,-133.5,-134.62,87.0,145.0,220.5,-97.0,59,HOLD,-1,12833.944015254028,12949.97515087466,12837.52484912534,0.0040516806667825,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-1700,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T12:00:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,89.0,-1,12838.25,-103.0,-104.12,87.0,174.0,190.0,30.5,89,HOLD,-1,12835.95493162497,12950.523495128868,12836.976504871132,0.0040942217753538,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-1730,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T12:30:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,119.0,-1,12828.75,-84.0,-85.12,87.0,174.0,171.0,19.0,119,HOLD,-1,12836.07049068663,12957.71602568346,12829.78397431654,0.0046522256586404,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-1800,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T13:00:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,149.0,-1,12849.5,-125.5,-126.62,87.0,174.0,212.5,-41.5,149,HOLD,-1,12836.711979799386,12956.95437935825,12830.54562064175,0.0045931363570472,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-1830,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T13:30:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,179.0,-1,12871.75,-170.0,-171.12,87.0,200.5,257.0,-44.5,179,HOLD,-1,12838.148336263484,12955.026071718945,12832.473928281055,0.0044435362764168,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-1900,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T14:00:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,209.0,-1,12869.25,-165.0,-166.12,87.0,200.5,252.0,5.0,209,HOLD,-1,12839.6319502828,12959.827447442536,12827.672552557464,0.0048160319201331,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-1930,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T14:30:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,239.0,-1,12846.75,-120.0,-121.12,87.0,200.5,207.0,45.0,239,HOLD,-1,12840.5131334991,12959.187747270047,12828.312252729953,0.0047664033259022,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-2000,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T15:00:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,269.0,-1,12829.5,-85.5,-86.62,87.0,200.5,172.5,34.5,269,HOLD,-1,12840.672892813627,12958.33562653155,12829.16437346845,0.0047002949267092,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0001-2030,A-delay2-0001,2021-01-15,MNQH21,2021-01-15T15:30:00-05:00,2021-01-15T10:32:00-05:00,2021-01-15T10:31:00-05:00,12786.75,299.0,-1,12824.0,-74.5,-75.62,87.0,200.5,161.5,11.0,299,HOLD,-1,12839.956100640808,12963.550941966523,12823.949058033477,0.0051049044369769,False,LOSS,-27.24,EOD_CLOSE_PROXY,,False
A-delay2-0002-1600,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T11:00:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,29.0,1,13237.5,19.0,17.88,42.0,4.5,23.0,,29,HOLD,1,13195.451085818222,13189.2006457071,12932.2993542929,0.0039926652868556,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-1630,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T11:30:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,59.0,1,13243.25,30.5,29.38,55.0,45.5,24.5,11.5,59,HOLD,1,13202.065509899225,13189.855326539117,12931.644673460883,0.0040425011162665,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-1700,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T12:00:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,89.0,1,13248.75,41.5,40.38,55.0,45.5,13.5,11.000000000000004,89,HOLD,1,13206.076977489118,13194.246539570444,12927.253460429554,0.0043767704775111,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-1730,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T12:30:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,119.0,1,13252.75,49.5,48.38,63.5,45.5,14.0,8.0,119,HOLD,1,13210.282734103965,13199.13607487346,12922.36392512654,0.0047489732904607,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-1800,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T13:00:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,149.0,1,13267.25,78.5,77.38,93.5,45.5,15.0,28.999999999999993,149,HOLD,1,13215.33838873959,13195.040702820015,12926.459297179985,0.0044372240333428,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-1830,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T13:30:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,179.0,1,13277.0,98.0,96.88,118.5,45.5,20.5,19.5,179,HOLD,1,13220.205239800973,13189.81492427652,12931.68507572348,0.0040394256019578,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-1900,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T14:00:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,209.0,1,13280.5,105.0,103.88,132.5,45.5,27.5,7.0,209,HOLD,1,13224.61285388218,13193.603779626765,12927.89622037324,0.0043278420938787,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-1930,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T14:30:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,239.0,1,13298.25,140.5,139.38,142.0,45.5,1.5,35.5,239,HOLD,1,13228.871247459065,13194.49653484986,12927.003465150145,0.0043958007003145,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-2000,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T15:00:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,269.0,1,13309.75,163.5,162.38,177.5,45.5,14.0,23.0,269,HOLD,1,13234.126746628735,13195.405905276071,12926.094094723929,0.0044650240947017,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0002-2030,A-delay2-0002,2021-01-20,MNQH21,2021-01-20T15:30:00-05:00,2021-01-20T10:32:00-05:00,2021-01-20T10:31:00-05:00,13228.0,299.0,1,13310.5,165.0,163.88,187.0,45.5,22.0,1.5,299,HOLD,1,13238.859227188892,13202.258902885103,12919.241097114897,0.0049866902304682,False,WIN,113.76,EOD_CLOSE_PROXY,,False
A-delay2-0003-1530,A-delay2-0003,2021-01-25,MNQH21,2021-01-25T10:30:00-05:00,2021-01-25T10:02:00-05:00,2021-01-25T10:01:00-05:00,13536.25,29.0,1,13516.5,-39.5,-40.62,28.5,61.0,68.0,,29,HOLD,1,13531.237311590396,13553.174507176587,13299.325492823413,0.0041619994944497,False,LOSS,-497.24,CAT_STOP,,False
A-delay2-0003-1600,A-delay2-0003,2021-01-25,MNQH21,2021-01-25T11:00:00-05:00,2021-01-25T10:02:00-05:00,2021-01-25T10:01:00-05:00,13536.25,59.0,1,13349.0,-374.5,-375.62,28.5,389.0,403.0,-335.0,59,HOLD,1,13495.422915868648,13557.5728815551,13294.9271184449,0.0044878774212862,False,LOSS,-497.24,CAT_STOP,,False
A-delay2-0004-1530,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T10:30:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,29.0,-1,13348.75,-119.0,-120.12,11.0,165.0,130.0,,29,HOLD,-1,13270.675344611833,13539.772782028507,13335.227217971493,0.0040719790906109,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-1600,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T11:00:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,59.0,-1,13364.75,-151.0,-152.12,11.0,188.5,162.0,-32.0,59,HOLD,-1,13284.477776773658,13553.364503818748,13321.635496181254,0.0050870631504506,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-1630,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T11:30:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,89.0,-1,13286.75,5.0,3.88,14.0,188.5,9.0,156.0,89,HOLD,-1,13288.28303590798,13552.021370131812,13322.978629868188,0.0049867525631032,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-1700,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T12:00:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,119.0,-1,13217.25,144.0,142.88,153.0,188.5,9.0,139.0,119,HOLD,-1,13284.123173957696,13551.628812231136,13323.371187768864,0.0049574347714584,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-1730,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T12:30:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,149.0,-1,13303.25,-28.0,-29.12,172.5,188.5,200.5,-172.0,149,HOLD,-1,13281.73254918166,13558.27893734512,13316.72106265488,0.0054540926712687,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-1800,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T13:00:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,179.0,-1,13318.5,-58.5,-59.62,172.5,188.5,231.0,-30.499999999999996,179,HOLD,-1,13282.953357801503,13551.656775754302,13323.343224245698,0.0049595231990367,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-1830,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T13:30:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,209.0,-1,13306.0,-33.5,-34.62,172.5,188.5,206.0,25.0,209,HOLD,-1,13283.785180358676,13548.084164414657,13326.915835585343,0.0046927063174932,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-1900,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T14:00:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,239.0,-1,13261.75,55.0,53.88,172.5,188.5,117.5,88.5,239,HOLD,-1,13283.755022202848,13552.776903702834,13322.223096297168,0.0050431788272994,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-1930,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T14:30:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,269.0,-1,13210.0,158.5,157.38,172.5,188.5,14.0,103.5,269,HOLD,-1,13281.859270704574,13556.757582215158,13318.242417784842,0.0053404717948548,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-2000,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T15:00:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,299.0,-1,13120.25,338.0,336.88,369.0,188.5,31.0,179.5,299,HOLD,-1,13268.11599996934,13559.851085507118,13315.14891449288,0.0055715069741496,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0004-2030,A-delay2-0004,2021-01-27,MNQH21,2021-01-27T15:30:00-05:00,2021-01-27T10:02:00-05:00,2021-01-27T10:01:00-05:00,13289.25,329.0,-1,13073.75,431.0,429.88,470.0,188.5,39.0,93.0,329,HOLD,-1,13254.49826047073,13568.919016875112,13306.080983124888,0.0062487363001632,False,WIN,335.76,EOD_CLOSE_PROXY,,False
A-delay2-0005-1530,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T10:30:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,29.0,1,13235.75,97.0,95.88,183.0,5.5,86.0,,29,HOLD,1,13211.964197948651,13204.48076894788,13070.76923105212,0.0037613659405458,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-1600,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T11:00:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,59.0,1,13276.75,179.0,177.88,198.5,5.5,19.5,82.0,59,HOLD,1,13221.753506203677,13218.939649182605,13056.3103508174,0.0048604826440594,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-1630,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T11:30:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,89.0,1,13274.0,173.5,172.38,262.5,5.5,89.0,-5.5,89,HOLD,1,13233.146045491763,13221.86826485899,13053.381735141009,0.005083106412694,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-1700,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T12:00:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,119.0,1,13307.75,241.0,239.88,262.5,5.5,21.5,67.5,119,HOLD,1,13238.810402889798,13226.43411649632,13048.81588350368,0.005430187494969,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-1730,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T12:30:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,149.0,1,13356.0,337.5,336.38,351.5,5.5,14.0,96.5,149,HOLD,1,13249.157332846264,13228.325159712344,13046.924840287656,0.0055739384045871,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-1800,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T13:00:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,179.0,1,13367.75,361.0,359.88,395.5,5.5,34.5,23.5,179,HOLD,1,13258.18325826918,13219.48622373238,13055.763776267617,0.0049020314505801,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-1830,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T13:30:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,209.0,1,13362.0,349.5,348.38,405.0,5.5,55.5,-11.5,209,HOLD,1,13266.040879802316,13217.057709243065,13058.192290756935,0.0047174237356947,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-1900,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T14:00:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,239.0,1,13376.25,378.0,376.88,413.5,5.5,35.5,28.5,239,HOLD,1,13271.912863889254,13222.8051704416,13052.4448295584,0.0051543269054808,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-1930,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T14:30:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,269.0,1,13346.75,319.0,317.88,413.5,5.5,94.5,-59.0,269,HOLD,1,13277.090372682102,13227.933722884176,13047.316277115822,0.0055441826593825,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-2000,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T15:00:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,299.0,1,13330.75,287.0,285.88,413.5,5.5,126.5,-32.0,299,HOLD,1,13280.430487562366,13238.05120635098,13037.19879364902,0.0063132806044075,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0005-2030,A-delay2-0005,2021-01-28,MNQH21,2021-01-28T15:30:00-05:00,2021-01-28T10:02:00-05:00,2021-01-28T10:01:00-05:00,13187.25,329.0,1,13258.75,143.0,141.88,413.5,5.5,270.5,-144.0,329,HOLD,1,13281.524022940654,13251.337490157352,13023.912509842648,0.0073232603692399,False,LOSS,-6.24,EOD_CLOSE_PROXY,,False
A-delay2-0006-1700,A-delay2-0006,2021-01-29,MNQH21,2021-01-29T12:00:00-05:00,2021-01-29T11:32:00-05:00,2021-01-29T11:31:00-05:00,12984.75,29.0,-1,13030.5,-91.5,-92.62,44.5,103.5,136.0,,29,HOLD,-1,13062.142818674842,13255.849976485162,13039.900023514838,0.0053849949647353,False,WIN,138.76,EOD_CLOSE_PROXY,,False
A-delay2-0006-1730,A-delay2-0006,2021-01-29,MNQH21,2021-01-29T12:30:00-05:00,2021-01-29T11:32:00-05:00,2021-01-29T11:31:00-05:00,12984.75,59.0,-1,12943.0,83.5,82.38,107.5,121.5,24.0,175.0,59,HOLD,-1,13052.639112042987,13259.534004565336,13036.21599543466,0.005665993254669,False,WIN,138.76,EOD_CLOSE_PROXY,,False
A-delay2-0006-1800,A-delay2-0006,2021-01-29,MNQH21,2021-01-29T13:00:00-05:00,2021-01-29T11:32:00-05:00,2021-01-29T11:31:00-05:00,12984.75,89.0,-1,12857.0,255.5,254.38,309.5,121.5,54.0,172.0,89,HOLD,-1,13025.303706041504,13252.15610176315,13043.59389823685,0.0051032456247397,False,WIN,138.76,EOD_CLOSE_PROXY,,False
A-delay2-0006-1830,A-delay2-0006,2021-01-29,MNQH21,2021-01-29T13:30:00-05:00,2021-01-29T11:32:00-05:00,2021-01-29T11:31:00-05:00,12984.75,119.0,-1,12933.5,102.5,101.38,309.5,121.5,207.0,-153.0,119,HOLD,-1,13007.966524616624,13250.68310639102,13045.06689360898,0.0049908932833241,False,WIN,138.76,EOD_CLOSE_PROXY,,False
A-delay2-0006-1900,A-delay2-0006,2021-01-29,MNQH21,2021-01-29T14:00:00-05:00,2021-01-29T11:32:00-05:00,2021-01-29T11:31:00-05:00,12984.75,149.0,-1,12888.0,193.5,192.38,309.5,121.5,116.0,91.0,149,HOLD,-1,13000.86752114921,13255.920238699558,13039.829761300442,0.0053903541969839,False,WIN,138.76,EOD_CLOSE_PROXY,,False
A-delay2-0006-1930,A-delay2-0006,2021-01-29,MNQH21,2021-01-29T14:30:00-05:00,2021-01-29T11:32:00-05:00,2021-01-29T11:31:00-05:00,12984.75,179.0,-1,12930.5,108.5,107.38,309.5,121.5,201.0,-85.0,179,HOLD,-1,12996.554161510769,13264.896878517568,13030.85312148243,0.0060750450797123,False,WIN,138.76,EOD_CLOSE_PROXY,,False
A-delay2-0006-2000,A-delay2-0006,2021-01-29,MNQH21,2021-01-29T15:00:00-05:00,2021-01-29T11:32:00-05:00,2021-01-29T11:31:00-05:00,12984.75,209.0,-1,12912.5,144.5,143.38,309.5,121.5,165.0,36.0,209,HOLD,-1,12990.029146853149,13274.212825159411,13021.537174840589,0.0067856165027581,False,WIN,138.76,EOD_CLOSE_PROXY,,False
A-delay2-0006-2030,A-delay2-0006,2021-01-29,MNQH21,2021-01-29T15:30:00-05:00,2021-01-29T11:32:00-05:00,2021-01-29T11:31:00-05:00,12984.75,239.0,-1,12975.75,18.0,16.88,309.5,121.5,291.5,-126.5,239,HOLD,-1,12989.59194996321,13284.354356241334,13011.395643758666,0.007559159165656,False,WIN,138.76,EOD_CLOSE_PROXY,,False
A-delay2-0007-1700,A-delay2-0007,2021-02-01,MNQH21,2021-02-01T12:00:00-05:00,2021-02-01T11:32:00-05:00,2021-02-01T11:31:00-05:00,13159.75,29.0,1,13175.25,31.0,29.88,76.0,25.5,45.0,,29,HOLD,1,13076.09385289094,13114.649732011076,12850.350267988924,0.0048962497949218,False,WIN,139.26,EOD_CLOSE_PROXY,,False
A-delay2-0007-1730,A-delay2-0007,2021-02-01,MNQH21,2021-02-01T12:30:00-05:00,2021-02-01T11:32:00-05:00,2021-02-01T11:31:00-05:00,13159.75,59.0,1,13241.25,163.0,161.88,168.0,25.5,5.0,132.0,59,HOLD,1,13088.86520628844,13125.655437726857,12839.344562273143,0.0057395504263629,False,WIN,139.26,EOD_CLOSE_PROXY,,False
A-delay2-0007-1800,A-delay2-0007,2021-02-01,MNQH21,2021-02-01T13:00:00-05:00,2021-02-01T11:32:00-05:00,2021-02-01T11:31:00-05:00,13159.75,89.0,1,13255.0,190.5,189.38,194.0,25.5,3.5,27.5,89,HOLD,1,13098.64348303202,13123.180894831794,12841.819105168204,0.0055499411782307,False,WIN,139.26,EOD_CLOSE_PROXY,,False
A-delay2-0007-1830,A-delay2-0007,2021-02-01,MNQH21,2021-02-01T13:30:00-05:00,2021-02-01T11:32:00-05:00,2021-02-01T11:31:00-05:00,13159.75,119.0,1,13253.0,186.5,185.38,224.0,25.5,37.5,-4.0,119,HOLD,1,13107.011281288444,13116.311851168492,12848.688148831508,0.0050236079281645,False,WIN,139.26,EOD_CLOSE_PROXY,,False
A-delay2-0007-1900,A-delay2-0007,2021-02-01,MNQH21,2021-02-01T14:00:00-05:00,2021-02-01T11:32:00-05:00,2021-02-01T11:31:00-05:00,13159.75,149.0,1,13261.5,203.5,202.38,224.0,25.5,20.5,17.0,149,HOLD,1,13113.689157798492,13123.332071490717,12841.667928509283,0.0055615249308058,False,WIN,139.26,EOD_CLOSE_PROXY,,False
A-delay2-0007-1930,A-delay2-0007,2021-02-01,MNQH21,2021-02-01T14:30:00-05:00,2021-02-01T11:32:00-05:00,2021-02-01T11:31:00-05:00,13159.75,179.0,1,13257.75,196.0,194.88,224.0,25.5,28.0,-7.5,179,HOLD,1,13120.036328640075,13129.575513892438,12835.42448610756,0.0060399221418262,False,WIN,139.26,EOD_CLOSE_PROXY,,False
A-delay2-0007-2000,A-delay2-0007,2021-02-01,MNQH21,2021-02-01T15:00:00-05:00,2021-02-01T11:32:00-05:00,2021-02-01T11:31:00-05:00,13159.75,209.0,1,13249.75,180.0,178.88,224.0,25.5,44.0,-16.0,209,HOLD,1,13125.50277068615,13139.451363693785,12825.548636306215,0.0067966487515111,False,WIN,139.26,EOD_CLOSE_PROXY,,False
A-delay2-0007-2030,A-delay2-0007,2021-02-01,MNQH21,2021-02-01T15:30:00-05:00,2021-02-01T11:32:00-05:00,2021-02-01T11:31:00-05:00,13159.75,239.0,1,13248.75,178.0,176.88,224.0,25.5,46.0,-2.0,239,HOLD,1,13131.387446158877,13142.925369993613,12822.074630006387,0.0070628408324129,False,WIN,139.26,EOD_CLOSE_PROXY,,False
A-delay2-0008-1630,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T11:30:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,29.0,1,13428.5,47.5,46.38,60.5,19.0,13.0,,29,HOLD,1,13399.68312806746,13418.252327266404,13164.497672733596,0.0049431614346949,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0008-1700,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T12:00:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,59.0,1,13456.5,103.5,102.38,108.0,19.0,4.5,55.99999999999999,59,HOLD,1,13403.58119110966,13425.698635426304,13157.051364573694,0.0055008433354906,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0008-1730,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T12:30:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,89.0,1,13460.75,112.0,110.88,133.0,19.0,21.0,8.5,89,HOLD,1,13407.769480018624,13440.774489682486,13141.975510317514,0.0066299305122721,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0008-1800,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T13:00:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,119.0,1,13460.75,112.0,110.88,133.0,19.0,21.0,0.0,119,HOLD,1,13410.76761192452,13440.199970587752,13142.550029412248,0.0065869026259808,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0008-1830,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T13:30:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,149.0,1,13440.75,72.0,70.88,133.0,19.0,61.0,-40.0,149,HOLD,1,13412.656171854116,13432.128665217391,13150.621334782603,0.0059824123437917,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0008-1900,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T14:00:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,179.0,1,13472.0,134.5,133.38,161.5,19.0,27.0,62.5,179,HOLD,1,13416.030806889616,13439.639203260913,13143.110796739087,0.0065449046610805,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0008-1930,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T14:30:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,209.0,1,13471.0,132.5,131.38,161.5,19.0,29.0,-2.0,209,HOLD,1,13418.214322759291,13447.675868895962,13135.074131104038,0.0071468006437838,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0008-2000,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T15:00:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,239.0,1,13489.0,168.5,167.38,177.5,19.0,9.0,36.0,239,HOLD,1,13420.625522944389,13455.748389576276,13127.001610423726,0.007751381945086,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0008-2030,A-delay2-0008,2021-02-02,MNQH21,2021-02-02T15:30:00-05:00,2021-02-02T11:02:00-05:00,2021-02-02T11:01:00-05:00,13404.75,269.0,1,13481.0,152.5,151.38,177.5,19.0,25.0,-16.0,269,HOLD,1,13423.293665734514,13458.29553010428,13124.45446989572,0.0079421468369959,False,WIN,83.76,EOD_CLOSE_PROXY,,False
A-delay2-0009-1600,A-delay2-0009,2021-02-03,MNQH21,2021-02-03T11:00:00-05:00,2021-02-03T10:32:00-05:00,2021-02-03T10:31:00-05:00,13410.0,29.0,-1,13426.5,-33.0,-34.12,38.0,72.5,71.0,,29,HOLD,-1,13463.292603259457,13587.1471341009,13391.852865899098,0.0041309660305516,False,WIN,40.26,EOD_CLOSE_PROXY,,False
