trade_id,day,contract,direction,entry_event_timestamp,entry_fill_timestamp,exit_event_timestamp,exit_fill_timestamp,exit_fill_time_basis,entry_fill,exit_fill,quantity,gross,costs,net,exit_reason
A-delay2-0089,2021-08-31,MNQU21,-1,2021-08-31T10:02:00-04:00,2021-08-31T10:01:00-04:00,2021-08-31T16:00:00-04:00,2021-08-31T16:00:00-04:00,session_close_proxy,15534.0,15584.25,1,-100.5,2.24,-102.74,EOD_CLOSE_PROXY
A-delay2-0090,2021-09-08,MNQU21,-1,2021-09-08T11:02:00-04:00,2021-09-08T11:01:00-04:00,2021-09-08T16:00:00-04:00,2021-09-08T16:00:00-04:00,session_close_proxy,15566.75,15622.75,1,-112.0,2.24,-114.24,EOD_CLOSE_PROXY
A-delay2-0091,2021-09-13,MNQU21,-1,2021-09-13T12:02:00-04:00,2021-09-13T12:01:00-04:00,2021-09-13T16:00:00-04:00,2021-09-13T16:00:00-04:00,session_close_proxy,15368.5,15438.25,1,-139.5,2.24,-141.74,EOD_CLOSE_PROXY
A-delay2-0092,2021-09-15,MNQU21,-1,2021-09-15T10:32:00-04:00,2021-09-15T10:31:00-04:00,2021-09-15T15:32:00-04:00,2021-09-15T15:31:00-04:00,bar_open,15345.5,15507.75,1,-324.5,2.24,-326.74,REVERSAL
A-delay2-0093,2021-09-15,MNQU21,1,2021-09-15T15:32:00-04:00,2021-09-15T15:31:00-04:00,2021-09-15T16:00:00-04:00,2021-09-15T16:00:00-04:00,session_close_proxy,15507.75,15505.0,1,-5.5,2.24,-7.74,EOD_CLOSE_PROXY
A-delay2-0094,2021-09-20,MNQZ21,-1,2021-09-20T11:02:00-04:00,2021-09-20T11:01:00-04:00,2021-09-20T16:00:00-04:00,2021-09-20T16:00:00-04:00,session_close_proxy,14991.75,15005.25,1,-27.0,2.24,-29.24,EOD_CLOSE_PROXY
A-delay2-0095,2021-09-22,MNQZ21,1,2021-09-22T10:32:00-04:00,2021-09-22T10:31:00-04:00,2021-09-22T16:00:00-04:00,2021-09-22T16:00:00-04:00,session_close_proxy,15122.75,15161.75,1,78.0,2.24,75.76,EOD_CLOSE_PROXY
A-delay2-0096,2021-09-23,MNQZ21,1,2021-09-23T10:02:00-04:00,2021-09-23T10:01:00-04:00,2021-09-23T16:00:00-04:00,2021-09-23T16:00:00-04:00,session_close_proxy,15285.5,15299.25,1,27.5,2.24,25.26,EOD_CLOSE_PROXY
A-delay2-0097,2021-09-27,MNQZ21,-1,2021-09-27T10:02:00-04:00,2021-09-27T10:01:00-04:00,2021-09-27T16:00:00-04:00,2021-09-27T16:00:00-04:00,session_close_proxy,15110.5,15193.75,1,-166.5,2.24,-168.74,EOD_CLOSE_PROXY
A-delay2-0098,2021-09-28,MNQZ21,-1,2021-09-28T10:02:00-04:00,2021-09-28T10:01:00-04:00,2021-09-28T16:00:00-04:00,2021-09-28T16:00:00-04:00,session_close_proxy,14929.0,14764.0,1,330.0,2.24,327.76,EOD_CLOSE_PROXY
A-delay2-0099,2021-09-29,MNQZ21,1,2021-09-29T10:02:00-04:00,2021-09-29T10:01:00-04:00,2021-09-29T16:00:00-04:00,2021-09-29T16:00:00-04:00,session_close_proxy,14902.5,14743.0,1,-319.0,2.24,-321.24,EOD_CLOSE_PROXY
A-delay2-0100,2021-10-01,MNQZ21,-1,2021-10-01T10:02:00-04:00,2021-10-01T10:01:00-04:00,2021-10-01T16:00:00-04:00,2021-10-01T16:00:00-04:00,session_close_proxy,14634.25,14769.25,1,-270.0,2.24,-272.24,EOD_CLOSE_PROXY
A-delay2-0101,2021-10-04,MNQZ21,-1,2021-10-04T10:02:00-04:00,2021-10-04T10:01:00-04:00,2021-10-04T16:00:00-04:00,2021-10-04T16:00:00-04:00,session_close_proxy,14584.0,14467.25,1,233.5,2.24,231.26,EOD_CLOSE_PROXY
A-delay2-0102,2021-10-05,MNQZ21,1,2021-10-05T10:02:00-04:00,2021-10-05T10:01:00-04:00,2021-10-05T16:00:00-04:00,2021-10-05T16:00:00-04:00,session_close_proxy,14589.75,14658.0,1,136.5,2.24,134.26,EOD_CLOSE_PROXY
A-delay2-0103,2021-10-07,MNQZ21,1,2021-10-07T10:02:00-04:00,2021-10-07T10:01:00-04:00,2021-10-07T16:00:00-04:00,2021-10-07T16:00:00-04:00,session_close_proxy,14956.75,14886.0,1,-141.5,2.24,-143.74,EOD_CLOSE_PROXY
A-delay2-0104,2021-10-14,MNQZ21,1,2021-10-14T12:32:00-04:00,2021-10-14T12:31:00-04:00,2021-10-14T16:00:00-04:00,2021-10-14T16:00:00-04:00,session_close_proxy,15032.5,15036.25,1,7.5,2.24,5.26,EOD_CLOSE_PROXY
A-delay2-0105,2021-10-18,MNQZ21,1,2021-10-18T14:02:00-04:00,2021-10-18T14:01:00-04:00,2021-10-18T16:00:00-04:00,2021-10-18T16:00:00-04:00,session_close_proxy,15245.5,15286.0,1,81.0,2.24,78.76,EOD_CLOSE_PROXY
A-delay2-0106,2021-10-22,MNQZ21,-1,2021-10-22T12:02:00-04:00,2021-10-22T12:01:00-04:00,2021-10-22T16:00:00-04:00,2021-10-22T16:00:00-04:00,session_close_proxy,15300.75,15342.0,1,-82.5,2.24,-84.74,EOD_CLOSE_PROXY
A-delay2-0107,2021-10-25,MNQZ21,1,2021-10-25T14:32:00-04:00,2021-10-25T14:31:00-04:00,2021-10-25T16:00:00-04:00,2021-10-25T16:00:00-04:00,session_close_proxy,15527.75,15500.75,1,-54.0,2.24,-56.24,EOD_CLOSE_PROXY
A-delay2-0108,2021-10-26,MNQZ21,1,2021-10-26T10:32:00-04:00,2021-10-26T10:31:00-04:00,2021-10-26T16:00:00-04:00,2021-10-26T16:00:00-04:00,session_close_proxy,15677.5,15544.75,1,-265.5,2.24,-267.74,EOD_CLOSE_PROXY
A-delay2-0109,2021-10-27,MNQZ21,1,2021-10-27T10:02:00-04:00,2021-10-27T10:01:00-04:00,2021-10-27T16:00:00-04:00,2021-10-27T16:00:00-04:00,session_close_proxy,15631.75,15584.75,1,-94.0,2.24,-96.24,EOD_CLOSE_PROXY
A-delay2-0110,2021-10-28,MNQZ21,1,2021-10-28T11:32:00-04:00,2021-10-28T11:31:00-04:00,2021-10-28T16:00:00-04:00,2021-10-28T16:00:00-04:00,session_close_proxy,15734.0,15761.5,1,55.0,2.24,52.76,EOD_CLOSE_PROXY
A-delay2-0111,2021-11-01,MNQZ21,-1,2021-11-01T10:02:00-04:00,2021-11-01T10:01:00-04:00,2021-11-01T16:00:00-04:00,2021-11-01T16:00:00-04:00,session_close_proxy,15794.0,15893.75,1,-199.5,2.24,-201.74,EOD_CLOSE_PROXY
A-delay2-0112,2021-11-02,MNQZ21,1,2021-11-02T10:02:00-04:00,2021-11-02T10:01:00-04:00,2021-11-02T16:00:00-04:00,2021-11-02T16:00:00-04:00,session_close_proxy,15957.0,15962.0,1,10.0,2.24,7.76,EOD_CLOSE_PROXY
A-delay2-0113,2021-11-03,MNQZ21,1,2021-11-03T15:02:00-04:00,2021-11-03T15:01:00-04:00,2021-11-03T16:00:00-04:00,2021-11-03T16:00:00-04:00,session_close_proxy,16090.25,16129.75,1,79.0,2.24,76.76,EOD_CLOSE_PROXY
A-delay2-0114,2021-11-04,MNQZ21,1,2021-11-04T10:02:00-04:00,2021-11-04T10:01:00-04:00,2021-11-04T16:00:00-04:00,2021-11-04T16:00:00-04:00,session_close_proxy,16239.75,16334.75,1,190.0,2.24,187.76,EOD_CLOSE_PROXY
A-delay2-0115,2021-11-09,MNQZ21,-1,2021-11-09T10:02:00-05:00,2021-11-09T10:01:00-05:00,2021-11-09T16:00:00-05:00,2021-11-09T16:00:00-05:00,session_close_proxy,16235.5,16217.25,1,36.5,2.24,34.26,EOD_CLOSE_PROXY
A-delay2-0116,2021-11-10,MNQZ21,-1,2021-11-10T14:32:00-05:00,2021-11-10T14:31:00-05:00,2021-11-10T16:00:00-05:00,2021-11-10T16:00:00-05:00,session_close_proxy,15946.5,15978.25,1,-63.5,2.24,-65.74,EOD_CLOSE_PROXY
A-delay2-0117,2021-11-12,MNQZ21,1,2021-11-12T11:32:00-05:00,2021-11-12T11:31:00-05:00,2021-11-12T16:00:00-05:00,2021-11-12T16:00:00-05:00,session_close_proxy,16186.5,16189.75,1,6.5,2.24,4.26,EOD_CLOSE_PROXY
A-delay2-0118,2021-11-15,MNQZ21,-1,2021-11-15T12:02:00-05:00,2021-11-15T12:01:00-05:00,2021-11-15T16:00:00-05:00,2021-11-15T16:00:00-05:00,session_close_proxy,16135.75,16188.75,1,-106.0,2.24,-108.24,EOD_CLOSE_PROXY
A-delay2-0119,2021-11-16,MNQZ21,1,2021-11-16T11:32:00-05:00,2021-11-16T11:31:00-05:00,2021-11-16T16:00:00-05:00,2021-11-16T16:00:00-05:00,session_close_proxy,16296.5,16304.75,1,16.5,2.24,14.26,EOD_CLOSE_PROXY
A-delay2-0120,2021-11-17,MNQZ21,1,2021-11-17T12:02:00-05:00,2021-11-17T12:01:00-05:00,2021-11-17T16:00:00-05:00,2021-11-17T16:00:00-05:00,session_close_proxy,16393.75,16313.25,1,-161.0,2.24,-163.24,EOD_CLOSE_PROXY
A-delay2-0121,2021-11-18,MNQZ21,1,2021-11-18T12:32:00-05:00,2021-11-18T12:31:00-05:00,2021-11-18T16:00:00-05:00,2021-11-18T16:00:00-05:00,session_close_proxy,16483.75,16481.25,1,-5.0,2.24,-7.24,EOD_CLOSE_PROXY
A-delay2-0122,2021-11-19,MNQZ21,1,2021-11-19T10:02:00-05:00,2021-11-19T10:01:00-05:00,2021-11-19T16:00:00-05:00,2021-11-19T16:00:00-05:00,session_close_proxy,16605.75,16572.0,1,-67.5,2.24,-69.74,EOD_CLOSE_PROXY
A-delay2-0123,2021-11-22,MNQZ21,1,2021-11-22T10:02:00-05:00,2021-11-22T10:01:00-05:00,2021-11-22T11:59:00-05:00,,intrabar_unknown_within_event_minute,16737.5,16471.25,1,-532.5,2.24,-534.74,CAT_STOP
A-delay2-0124,2021-11-23,MNQZ21,-1,2021-11-23T10:32:00-05:00,2021-11-23T10:31:00-05:00,2021-11-23T16:00:00-05:00,2021-11-23T16:00:00-05:00,session_close_proxy,16251.25,16305.5,1,-108.5,2.24,-110.74,EOD_CLOSE_PROXY
A-delay2-0125,2021-11-30,MNQZ21,-1,2021-11-30T11:02:00-05:00,2021-11-30T11:01:00-05:00,2021-11-30T16:00:00-05:00,2021-11-30T16:00:00-05:00,session_close_proxy,16141.25,16150.0,1,-17.5,2.24,-19.74,EOD_CLOSE_PROXY
A-delay2-0126,2021-12-01,MNQZ21,-1,2021-12-01T15:32:00-05:00,2021-12-01T15:31:00-05:00,2021-12-01T16:00:00-05:00,2021-12-01T16:00:00-05:00,session_close_proxy,15969.25,15875.5,1,187.5,2.24,185.26,EOD_CLOSE_PROXY
A-delay2-0127,2021-12-02,MNQZ21,1,2021-12-02T10:02:00-05:00,2021-12-02T10:01:00-05:00,2021-12-02T16:00:00-05:00,2021-12-02T16:00:00-05:00,session_close_proxy,15954.75,15991.0,1,72.5,2.24,70.26,EOD_CLOSE_PROXY
A-delay2-0128,2021-12-03,MNQZ21,-1,2021-12-03T10:02:00-05:00,2021-12-03T10:01:00-05:00,2021-12-03T16:00:00-05:00,2021-12-03T16:00:00-05:00,session_close_proxy,15843.75,15716.75,1,254.0,2.24,251.76,EOD_CLOSE_PROXY
A-delay2-0129,2021-12-06,MNQZ21,1,2021-12-06T13:32:00-05:00,2021-12-06T13:31:00-05:00,2021-12-06T16:00:00-05:00,2021-12-06T16:00:00-05:00,session_close_proxy,15861.25,15843.75,1,-35.0,2.24,-37.24,EOD_CLOSE_PROXY
A-delay2-0130,2021-12-07,MNQZ21,1,2021-12-07T10:02:00-05:00,2021-12-07T10:01:00-05:00,2021-12-07T16:00:00-05:00,2021-12-07T16:00:00-05:00,session_close_proxy,16223.5,16321.25,1,195.5,2.24,193.26,EOD_CLOSE_PROXY
A-delay2-0131,2021-12-09,MNQZ21,-1,2021-12-09T15:32:00-05:00,2021-12-09T15:31:00-05:00,2021-12-09T16:00:00-05:00,2021-12-09T16:00:00-05:00,session_close_proxy,16182.5,16148.25,1,68.5,2.24,66.26,EOD_CLOSE_PROXY
A-delay2-0132,2021-12-13,MNQZ21,-1,2021-12-13T10:32:00-05:00,2021-12-13T10:31:00-05:00,2021-12-13T16:00:00-05:00,2021-12-13T16:00:00-05:00,session_close_proxy,16201.0,16087.5,1,227.0,2.24,224.76,EOD_CLOSE_PROXY
A-delay2-0133,2021-12-15,MNQZ21,-1,2021-12-15T12:02:00-05:00,2021-12-15T12:01:00-05:00,2021-12-15T14:55:00-05:00,,intrabar_unknown_within_event_minute,15790.5,16028.25,1,-475.5,2.24,-477.74,CAT_STOP
A-delay2-0134,2021-12-15,MNQZ21,1,2021-12-15T15:32:00-05:00,2021-12-15T15:31:00-05:00,2021-12-15T16:00:00-05:00,2021-12-15T16:00:00-05:00,session_close_proxy,16196.25,16287.0,1,181.5,2.24,179.26,EOD_CLOSE_PROXY
A-delay2-0135,2021-12-16,MNQZ21,-1,2021-12-16T10:02:00-05:00,2021-12-16T10:01:00-05:00,2021-12-16T16:00:00-05:00,2021-12-16T16:00:00-05:00,session_close_proxy,16168.25,15866.0,1,604.5,2.24,602.26,EOD_CLOSE_PROXY
A-delay2-0136,2021-12-21,MNQH22,1,2021-12-21T14:02:00-05:00,2021-12-21T14:01:00-05:00,2021-12-21T16:00:00-05:00,2021-12-21T16:00:00-05:00,session_close_proxy,15911.5,15973.5,1,124.0,2.24,121.76,EOD_CLOSE_PROXY
A-delay2-0137,2021-12-22,MNQH22,1,2021-12-22T11:02:00-05:00,2021-12-22T11:01:00-05:00,2021-12-22T16:00:00-05:00,2021-12-22T16:00:00-05:00,session_close_proxy,16094.5,16168.25,1,147.5,2.24,145.26,EOD_CLOSE_PROXY
A-delay2-0138,2021-12-23,MNQH22,1,2021-12-23T11:02:00-05:00,2021-12-23T11:01:00-05:00,2021-12-23T16:00:00-05:00,2021-12-23T16:00:00-05:00,session_close_proxy,16294.0,16294.75,1,1.5,2.24,-0.7400000000000002,EOD_CLOSE_PROXY
A-delay2-0139,2022-01-04,MNQH22,-1,2022-01-04T10:32:00-05:00,2022-01-04T10:31:00-05:00,2022-01-04T16:00:00-05:00,2022-01-04T16:00:00-05:00,session_close_proxy,16395.0,16272.25,1,245.5,2.24,243.26,EOD_CLOSE_PROXY
A-delay2-0140,2022-01-05,MNQH22,-1,2022-01-05T13:02:00-05:00,2022-01-05T13:01:00-05:00,2022-01-05T16:00:00-05:00,2022-01-05T16:00:00-05:00,session_close_proxy,16051.25,15764.0,1,574.5,2.24,572.26,EOD_CLOSE_PROXY
A-delay2-0141,2022-01-07,MNQH22,-1,2022-01-07T10:32:00-05:00,2022-01-07T10:31:00-05:00,2022-01-07T16:00:00-05:00,2022-01-07T16:00:00-05:00,session_close_proxy,15674.5,15585.0,1,179.0,2.24,176.76,EOD_CLOSE_PROXY
A-delay2-0142,2022-01-10,MNQH22,-1,2022-01-10T10:02:00-05:00,2022-01-10T10:01:00-05:00,2022-01-10T15:36:00-05:00,,intrabar_unknown_within_event_minute,15255.25,15510.0,1,-509.5,2.24,-511.74,CAT_STOP
A-delay2-0143,2022-01-11,MNQH22,1,2022-01-11T11:32:00-05:00,2022-01-11T11:31:00-05:00,2022-01-11T16:00:00-05:00,2022-01-11T16:00:00-05:00,session_close_proxy,15744.75,15832.25,1,175.0,2.24,172.76,EOD_CLOSE_PROXY
A-delay2-0144,2022-01-13,MNQH22,-1,2022-01-13T11:02:00-05:00,2022-01-13T11:01:00-05:00,2022-01-13T16:00:00-05:00,2022-01-13T16:00:00-05:00,session_close_proxy,15773.0,15497.25,1,551.5,2.24,549.26,EOD_CLOSE_PROXY
A-delay2-0145,2022-01-14,MNQH22,1,2022-01-14T10:02:00-05:00,2022-01-14T10:01:00-05:00,2022-01-14T16:00:00-05:00,2022-01-14T16:00:00-05:00,session_close_proxy,15543.0,15592.5,1,99.0,2.24,96.76,EOD_CLOSE_PROXY
A-delay2-0146,2022-01-19,MNQH22,1,2022-01-19T10:02:00-05:00,2022-01-19T10:01:00-05:00,2022-01-19T11:23:00-05:00,,intrabar_unknown_within_event_minute,15347.0,15111.25,1,-471.5,2.24,-473.74,CAT_STOP
A-delay2-0147,2022-01-20,MNQH22,1,2022-01-20T10:02:00-05:00,2022-01-20T10:01:00-05:00,2022-01-20T15:09:00-05:00,,intrabar_unknown_within_event_minute,15280.75,15026.75,1,-508.0,2.24,-510.24,CAT_STOP
A-delay2-0148,2022-01-21,MNQH22,-1,2022-01-21T10:02:00-05:00,2022-01-21T10:01:00-05:00,2022-01-21T16:00:00-05:00,2022-01-21T16:00:00-05:00,session_close_proxy,14659.25,14417.25,1,484.0,2.24,481.76,EOD_CLOSE_PROXY
A-delay2-0149,2022-01-24,MNQH22,-1,2022-01-24T10:02:00-05:00,2022-01-24T10:01:00-05:00,2022-01-24T15:33:00-05:00,,intrabar_unknown_within_event_minute,14138.0,14347.25,1,-418.5,2.24,-420.74,CAT_STOP
A-delay2-0150,2022-01-25,MNQH22,-1,2022-01-25T10:02:00-05:00,2022-01-25T10:01:00-05:00,2022-01-25T14:44:00-05:00,,intrabar_unknown_within_event_minute,14117.5,14347.75,1,-460.5,2.24,-462.74,CAT_STOP
A-delay2-0151,2022-01-27,MNQH22,-1,2022-01-27T13:32:00-05:00,2022-01-27T13:31:00-05:00,2022-01-27T16:00:00-05:00,2022-01-27T16:00:00-05:00,session_close_proxy,14017.75,13987.5,1,60.5,2.24,58.26,EOD_CLOSE_PROXY
A-delay2-0152,2022-01-28,MNQH22,-1,2022-01-28T10:02:00-05:00,2022-01-28T10:01:00-05:00,2022-01-28T11:01:00-05:00,,intrabar_unknown_within_event_minute,13882.75,14150.5,1,-535.5,2.24,-537.74,CAT_STOP
A-delay2-0153,2022-01-28,MNQH22,1,2022-01-28T11:32:00-05:00,2022-01-28T11:31:00-05:00,2022-01-28T16:00:00-05:00,2022-01-28T16:00:00-05:00,session_close_proxy,14193.25,14434.0,1,481.5,2.24,479.26,EOD_CLOSE_PROXY
A-delay2-0154,2022-01-31,MNQH22,1,2022-01-31T10:02:00-05:00,2022-01-31T10:01:00-05:00,2022-01-31T16:00:00-05:00,2022-01-31T16:00:00-05:00,session_close_proxy,14644.25,14897.75,1,507.0,2.24,504.76,EOD_CLOSE_PROXY
A-delay2-0155,2022-02-04,MNQH22,1,2022-02-04T13:02:00-05:00,2022-02-04T13:01:00-05:00,2022-02-04T16:00:00-05:00,2022-02-04T16:00:00-05:00,session_close_proxy,14678.75,14680.75,1,4.0,2.24,1.7599999999999998,EOD_CLOSE_PROXY
A-delay2-0156,2022-02-08,MNQH22,1,2022-02-08T11:32:00-05:00,2022-02-08T11:31:00-05:00,2022-02-08T16:00:00-05:00,2022-02-08T16:00:00-05:00,session_close_proxy,14685.75,14733.5,1,95.5,2.24,93.26,EOD_CLOSE_PROXY
A-delay2-0157,2022-02-11,MNQH22,-1,2022-02-11T11:32:00-05:00,2022-02-11T11:31:00-05:00,2022-02-11T16:00:00-05:00,2022-02-11T16:00:00-05:00,session_close_proxy,14591.5,14238.0,1,707.0,2.24,704.76,EOD_CLOSE_PROXY
A-delay2-0158,2022-02-14,MNQH22,1,2022-02-14T11:32:00-05:00,2022-02-14T11:31:00-05:00,2022-02-14T14:08:00-05:00,,intrabar_unknown_within_event_minute,14368.75,14108.25,1,-521.0,2.24,-523.24,CAT_STOP
A-delay2-0159,2022-02-16,MNQH22,-1,2022-02-16T10:02:00-05:00,2022-02-16T10:01:00-05:00,2022-02-16T16:00:00-05:00,2022-02-16T16:00:00-05:00,session_close_proxy,14418.75,14599.75,1,-362.0,2.24,-364.24,EOD_CLOSE_PROXY
A-delay2-0160,2022-02-17,MNQH22,-1,2022-02-17T10:32:00-05:00,2022-02-17T10:31:00-05:00,2022-02-17T16:00:00-05:00,2022-02-17T16:00:00-05:00,session_close_proxy,14354.75,14165.25,1,379.0,2.24,376.76,EOD_CLOSE_PROXY
A-delay2-0161,2022-02-18,MNQH22,-1,2022-02-18T11:02:00-05:00,2022-02-18T11:01:00-05:00,2022-02-18T16:00:00-05:00,2022-02-18T16:00:00-05:00,session_close_proxy,14042.5,14005.25,1,74.5,2.24,72.26,EOD_CLOSE_PROXY
A-delay2-0162,2022-02-23,MNQH22,-1,2022-02-23T11:02:00-05:00,2022-02-23T11:01:00-05:00,2022-02-23T16:00:00-05:00,2022-02-23T16:00:00-05:00,session_close_proxy,13771.75,13507.5,1,528.5,2.24,526.26,EOD_CLOSE_PROXY
A-delay2-0163,2022-02-24,MNQH22,1,2022-02-24T14:32:00-05:00,2022-02-24T14:31:00-05:00,2022-02-24T16:00:00-05:00,2022-02-24T16:00:00-05:00,session_close_proxy,13708.75,13966.5,1,515.5,2.24,513.26,EOD_CLOSE_PROXY
A-delay2-0164,2022-02-25,MNQH22,-1,2022-02-25T10:02:00-05:00,2022-02-25T10:01:00-05:00,2022-02-25T11:20:00-05:00,,intrabar_unknown_within_event_minute,13855.0,14119.25,1,-528.5,2.24,-530.74,CAT_STOP
A-delay2-0165,2022-02-25,MNQH22,1,2022-02-25T11:32:00-05:00,2022-02-25T11:31:00-05:00,2022-02-25T16:00:00-05:00,2022-02-25T16:00:00-05:00,session_close_proxy,14116.75,14181.5,1,129.5,2.24,127.26,EOD_CLOSE_PROXY
A-delay2-0166,2022-03-01,MNQH22,-1,2022-03-01T13:32:00-05:00,2022-03-01T13:31:00-05:00,2022-03-01T16:00:00-05:00,2022-03-01T16:00:00-05:00,session_close_proxy,13983.5,14004.5,1,-42.0,2.24,-44.24,EOD_CLOSE_PROXY
A-delay2-0167,2022-03-02,MNQH22,1,2022-03-02T13:32:00-05:00,2022-03-02T13:31:00-05:00,2022-03-02T16:00:00-05:00,2022-03-02T16:00:00-05:00,session_close_proxy,14249.5,14236.25,1,-26.5,2.24,-28.74,EOD_CLOSE_PROXY
A-delay2-0168,2022-03-03,MNQH22,-1,2022-03-03T11:02:00-05:00,2022-03-03T11:01:00-05:00,2022-03-03T16:00:00-05:00,2022-03-03T16:00:00-05:00,session_close_proxy,14055.5,14034.25,1,42.5,2.24,40.26,EOD_CLOSE_PROXY
A-delay2-0169,2022-03-04,MNQH22,-1,2022-03-04T11:02:00-05:00,2022-03-04T11:01:00-05:00,2022-03-04T16:00:00-05:00,2022-03-04T16:00:00-05:00,session_close_proxy,13793.0,13834.5,1,-83.0,2.24,-85.24,EOD_CLOSE_PROXY
A-delay2-0170,2022-03-07,MNQH22,-1,2022-03-07T10:02:00-05:00,2022-03-07T10:01:00-05:00,2022-03-07T16:00:00-05:00,2022-03-07T16:00:00-05:00,session_close_proxy,13669.5,13320.75,1,697.5,2.24,695.26,EOD_CLOSE_PROXY
A-delay2-0171,2022-03-08,MNQH22,1,2022-03-08T12:32:00-05:00,2022-03-08T12:31:00-05:00,2022-03-08T15:56:00-05:00,,intrabar_unknown_within_event_minute,13495.75,13264.25,1,-463.0,2.24,-465.24,CAT_STOP
A-delay2-0172,2022-03-10,MNQH22,-1,2022-03-10T11:32:00-05:00,2022-03-10T11:31:00-05:00,2022-03-10T16:00:00-05:00,2022-03-10T16:00:00-05:00,session_close_proxy,13410.5,13589.75,1,-358.5,2.24,-360.74,EOD_CLOSE_PROXY
A-delay2-0173,2022-03-11,MNQH22,-1,2022-03-11T12:32:00-05:00,2022-03-11T12:31:00-05:00,2022-03-11T16:00:00-05:00,2022-03-11T16:00:00-05:00,session_close_proxy,13426.75,13298.5,1,256.5,2.24,254.26,EOD_CLOSE_PROXY
A-delay2-0174,2022-03-14,MNQH22,-1,2022-03-14T13:32:00-04:00,2022-03-14T13:31:00-04:00,2022-03-14T16:00:00-04:00,2022-03-14T16:00:00-04:00,session_close_proxy,13065.0,13049.5,1,31.0,2.24,28.76,EOD_CLOSE_PROXY
A-delay2-0175,2022-03-15,MNQH22,1,2022-03-15T11:32:00-04:00,2022-03-15T11:31:00-04:00,2022-03-15T16:00:00-04:00,2022-03-15T16:00:00-04:00,session_close_proxy,13354.25,13456.5,1,204.5,2.24,202.26,EOD_CLOSE_PROXY
A-delay2-0176,2022-03-16,MNQH22,1,2022-03-16T10:02:00-04:00,2022-03-16T10:01:00-04:00,2022-03-16T14:33:00-04:00,,intrabar_unknown_within_event_minute,13737.75,13472.75,1,-530.0,2.24,-532.24,CAT_STOP
A-delay2-0177,2022-03-21,MNQM22,-1,2022-03-21T10:02:00-04:00,2022-03-21T10:01:00-04:00,2022-03-21T16:00:00-04:00,2022-03-21T16:00:00-04:00,session_close_proxy,14311.75,14372.25,1,-121.0,2.24,-123.24,EOD_CLOSE_PROXY
A-delay2-0178,2022-03-22,MNQM22,1,2022-03-22T10:02:00-04:00,2022-03-22T10:01:00-04:00,2022-03-22T16:00:00-04:00,2022-03-22T16:00:00-04:00,session_close_proxy,14509.75,14654.25,1,289.0,2.24,286.76,EOD_CLOSE_PROXY
A-delay2-0179,2022-03-24,MNQM22,1,2022-03-24T15:32:00-04:00,2022-03-24T15:31:00-04:00,2022-03-24T16:00:00-04:00,2022-03-24T16:00:00-04:00,session_close_proxy,14729.5,14766.0,1,73.0,2.24,70.76,EOD_CLOSE_PROXY
A-delay2-0180,2022-03-25,MNQM22,-1,2022-03-25T11:32:00-04:00,2022-03-25T11:31:00-04:00,2022-03-25T16:00:00-04:00,2022-03-25T16:00:00-04:00,session_close_proxy,14603.5,14755.5,1,-304.0,2.24,-306.24,EOD_CLOSE_PROXY
A-delay2-0181,2022-03-28,MNQM22,1,2022-03-28T10:02:00-04:00,2022-03-28T10:01:00-04:00,2022-03-28T16:00:00-04:00,2022-03-28T16:00:00-04:00,session_close_proxy,14866.0,14987.25,1,242.5,2.24,240.26,EOD_CLOSE_PROXY
A-delay2-0182,2022-04-01,MNQM22,-1,2022-04-01T13:02:00-04:00,2022-04-01T13:01:00-04:00,2022-04-01T16:00:00-04:00,2022-04-01T16:00:00-04:00,session_close_proxy,14741.25,14862.0,1,-241.5,2.24,-243.74,EOD_CLOSE_PROXY
A-delay2-0183,2022-04-04,MNQM22,1,2022-04-04T10:02:00-04:00,2022-04-04T10:01:00-04:00,2022-04-04T16:00:00-04:00,2022-04-04T16:00:00-04:00,session_close_proxy,15048.5,15163.5,1,230.0,2.24,227.76,EOD_CLOSE_PROXY
A-delay2-0184,2022-04-05,MNQM22,-1,2022-04-05T10:32:00-04:00,2022-04-05T10:31:00-04:00,2022-04-05T16:00:00-04:00,2022-04-05T16:00:00-04:00,session_close_proxy,14974.0,14831.25,1,285.5,2.24,283.26,EOD_CLOSE_PROXY
A-delay2-0185,2022-04-06,MNQM22,-1,2022-04-06T10:02:00-04:00,2022-04-06T10:01:00-04:00,2022-04-06T16:00:00-04:00,2022-04-06T16:00:00-04:00,session_close_proxy,14490.75,14505.75,1,-30.0,2.24,-32.24,EOD_CLOSE_PROXY
A-delay2-0186,2022-04-08,MNQM22,-1,2022-04-08T10:02:00-04:00,2022-04-08T10:01:00-04:00,2022-04-08T16:00:00-04:00,2022-04-08T16:00:00-04:00,session_close_proxy,14332.0,14336.25,1,-8.5,2.24,-10.74,EOD_CLOSE_PROXY
A-delay2-0187,2022-04-11,MNQM22,-1,2022-04-11T11:02:00-04:00,2022-04-11T11:01:00-04:00,2022-04-11T16:00:00-04:00,2022-04-11T16:00:00-04:00,session_close_proxy,14057.75,14000.75,1,114.0,2.24,111.76,EOD_CLOSE_PROXY
A-delay2-0188,2022-04-13,MNQM22,1,2022-04-13T10:32:00-04:00,2022-04-13T10:31:00-04:00,2022-04-13T16:00:00-04:00,2022-04-13T16:00:00-04:00,session_close_proxy,14107.0,14221.75,1,229.5,2.24,227.26,EOD_CLOSE_PROXY
