entry_time,exit_time,direction,entry_price,exit_price,exit_type,bars_held,pnl
2025-05-21T12:30:00+00:00,2025-05-21T13:32:00+00:00,SHORT,3300.5,3310.1,sl,52,-96.0
2025-05-22T11:02:00+00:00,2025-05-22T11:15:00+00:00,SHORT,3286.9,3293.3,sl,11,-64.0
2025-05-22T14:01:00+00:00,2025-05-22T14:32:00+00:00,SHORT,3291.6,3298.6,sl,24,-70.0
2025-05-28T22:24:00+00:00,2025-05-28T23:16:00+00:00,SHORT,3282.9,3259.7,tp,41,232.0
2025-05-30T02:22:00+00:00,2025-05-30T19:04:00+00:00,SHORT,3303.8,3292.6,time,60,112.0
2025-06-04T13:44:00+00:00,2025-06-04T14:13:00+00:00,SHORT,3352.0,3359.5,sl,0,-75.0
2025-06-05T09:38:00+00:00,2025-06-05T10:48:00+00:00,SHORT,3387.0,3396.2,sl,1,-92.0
2025-06-06T14:15:00+00:00,2025-06-09T01:01:00+00:00,SHORT,3338.8,3322.1,time,60,167.0
2025-06-11T12:06:00+00:00,2025-06-11T12:22:00+00:00,SHORT,3354.8,3361.8,sl,8,-70.0
2025-07-16T15:44:00+00:00,2025-07-16T16:46:00+00:00,SHORT,3370.1,3359.3,time,60,108.0
2025-07-22T01:43:00+00:00,2025-07-22T03:11:00+00:00,SHORT,3402.8,3404.1,time,60,-13.0
2025-07-23T13:24:00+00:00,2025-07-23T14:06:00+00:00,SHORT,3423.1,3428.7,sl,20,-56.0
2025-07-30T11:40:00+00:00,2025-07-30T12:54:00+00:00,SHORT,3325.5,3311.1,tp,52,144.0
2025-08-14T08:02:00+00:00,2025-08-14T09:09:00+00:00,SHORT,3365.0,3370.8,sl,52,-58.0
2025-08-14T10:43:00+00:00,2025-08-14T12:31:00+00:00,SHORT,3376.9,3365.1,time,60,118.0
2025-08-14T12:32:00+00:00,2025-08-14T13:40:00+00:00,SHORT,3372.6,3370.4,time,60,22.0
2025-08-14T14:07:00+00:00,2025-08-14T15:20:00+00:00,SHORT,3363.6,3359.6,time,60,40.0
