entry_time,exit_time,entry_price,stop_loss,target_price,exit_price,direction,pnl,exit_reason,killzone_window,bars_held,rr_target
2024-12-02T14:23:00+00:00,2024-12-02T14:25:00+00:00,95733.5,95704.5,95884.0,95895.0,bullish,148.5,target,NY AM,2,5.19
2024-12-03T00:22:00+00:00,2024-12-03T00:27:00+00:00,95882.5,95845.5,96111.0,95862.0,bullish,-39.0,stop_loss,Asia,5,6.18
2024-12-03T08:39:00+00:00,2024-12-03T08:40:00+00:00,95483.0,95447.0,95639.0,95443.0,bullish,-38.0,stop_loss,London AM,1,4.33
2024-12-04T00:40:00+00:00,2024-12-04T01:14:00+00:00,95851.5,95700.5,96199.0,95724.0,bullish,-153.0,stop_loss,Asia,34,2.3
2024-12-04T14:31:00+00:00,2024-12-04T14:32:00+00:00,95895.0,95859.0,96145.0,96143.0,bullish,248.0,target,NY AM,1,6.94
2024-12-05T09:05:00+00:00,2024-12-05T09:10:00+00:00,102838.0,102796.0,103186.0,103251.0,bullish,346.0,target,London AM,5,8.29
2024-12-05T14:51:00+00:00,2024-12-05T14:52:00+00:00,103363.0,103257.0,103703.0,103478.0,bullish,338.0,target,NY AM,1,3.21
2024-12-07T00:40:00+00:00,2024-12-07T00:49:00+00:00,100426.0,100382.0,100641.0,100353.0,bullish,-46.0,stop_loss,Asia,9,4.89
2024-12-07T08:05:00+00:00,2024-12-07T08:07:00+00:00,99647.0,99625.0,99727.0,99730.0,bullish,78.0,target,London AM,2,3.64
2024-12-07T14:53:00+00:00,2024-12-07T14:56:00+00:00,99648.0,99580.0,99794.0,99603.0,bullish,-70.0,stop_loss,NY AM,3,2.15
2024-12-08T00:11:00+00:00,2024-12-08T00:17:00+00:00,99956.0,99876.0,100129.0,99876.0,bullish,-82.0,stop_loss,Asia,6,2.16
2024-12-08T08:41:00+00:00,2024-12-08T08:42:00+00:00,99403.5,99292.5,99634.0,99329.0,bullish,-113.0,stop_loss,London AM,1,2.08
2024-12-10T08:59:00+00:00,2024-12-10T09:07:00+00:00,97464.5,97403.5,97604.0,97624.0,bullish,137.5,target,London AM,8,2.29
2024-12-10T14:59:00+00:00,2024-12-10T15:22:00+00:00,97700.5,97407.5,98397.0,97384.0,bullish,-295.0,stop_loss,NY AM,23,2.38
2024-12-11T00:08:00+00:00,2024-12-11T00:16:00+00:00,96816.5,96667.5,97208.0,96681.0,bullish,-151.0,stop_loss,Asia,8,2.63
2024-12-12T00:40:00+00:00,2024-12-12T00:41:00+00:00,101037.0,100927.0,101285.0,100927.0,bullish,-112.0,stop_loss,Asia,1,2.25
2024-12-12T08:53:00+00:00,2024-12-12T09:01:00+00:00,100993.0,100971.0,101074.0,101104.0,bullish,79.0,target,London AM,8,3.68
2024-12-13T00:12:00+00:00,2024-12-13T00:13:00+00:00,100089.5,99992.5,100312.0,99952.0,bullish,-99.0,stop_loss,Asia,1,2.29
2024-12-14T14:53:00+00:00,2024-12-14T14:54:00+00:00,101527.5,101472.5,101688.0,101464.0,bullish,-57.0,stop_loss,NY AM,1,2.92
2024-12-15T08:32:00+00:00,2024-12-15T08:34:00+00:00,101761.0,101741.0,101814.0,101822.0,bullish,51.0,target,London AM,2,2.65
2024-12-15T15:06:00+00:00,2024-12-15T15:16:00+00:00,102829.5,102760.5,103042.0,102882.0,bullish,-71.0,stop_loss,NY AM,10,3.08
2024-12-16T08:34:00+00:00,2024-12-16T08:42:00+00:00,104828.0,104786.0,105050.0,104769.0,bullish,-44.0,stop_loss,London AM,8,5.29
2024-12-16T14:08:00+00:00,2024-12-16T14:09:00+00:00,104127.5,104104.5,104174.0,104204.0,bullish,44.5,target,NY AM,1,2.02
2024-12-17T14:16:00+00:00,2024-12-17T14:17:00+00:00,107576.5,107555.5,107677.0,107534.0,bullish,-23.0,stop_loss,NY AM,1,4.79
2024-12-18T08:40:00+00:00,2024-12-18T08:41:00+00:00,104002.5,103953.5,104103.0,103865.0,bullish,-51.0,stop_loss,London AM,1,2.05
