entry_time,exit_time,entry_price,stop_loss,target_price,exit_price,direction,pnl,exit_reason,killzone_window,bars_held,rr_target
2024-12-19T00:17:00+00:00,2024-12-19T00:19:00+00:00,100785.0,100719.0,100953.0,100761.0,bullish,-68.0,stop_loss,Asia,2,2.55
2024-12-19T14:10:00+00:00,2024-12-19T14:17:00+00:00,102226.0,102198.0,102378.0,102272.0,bullish,150.0,target,NY AM,7,5.43
2024-12-20T00:11:00+00:00,2024-12-20T00:16:00+00:00,97586.0,97278.0,98322.0,97294.0,bullish,-310.0,stop_loss,Asia,5,2.39
2024-12-20T14:46:00+00:00,2024-12-20T14:47:00+00:00,95615.5,95450.5,95968.0,95441.0,bullish,-167.0,stop_loss,NY AM,1,2.14
2024-12-22T00:13:00+00:00,2024-12-22T00:14:00+00:00,97187.0,97125.0,97317.0,97117.0,bullish,-64.0,stop_loss,Asia,1,2.1
2024-12-22T08:28:00+00:00,2024-12-22T08:40:00+00:00,96479.5,96414.5,96622.0,96369.0,bullish,-67.0,stop_loss,London AM,12,2.19
2024-12-22T14:09:00+00:00,2024-12-22T14:16:00+00:00,96719.0,96577.0,97038.0,96589.0,bullish,-144.0,stop_loss,NY AM,7,2.25
2024-12-24T00:08:00+00:00,2024-12-24T00:09:00+00:00,94617.0,94551.0,94755.0,94520.0,bullish,-68.0,stop_loss,Asia,1,2.09
2024-12-24T14:47:00+00:00,2024-12-24T14:52:00+00:00,96765.0,96599.0,97189.0,97299.0,bullish,422.0,target,NY AM,5,2.55
2024-12-25T00:53:00+00:00,2024-12-25T00:55:00+00:00,98562.5,98499.5,98831.0,98471.0,bullish,-65.0,stop_loss,Asia,2,4.26
2024-12-26T09:00:00+00:00,2024-12-26T09:01:00+00:00,95868.0,95704.0,96204.0,95721.0,bullish,-166.0,stop_loss,London AM,1,2.05
2024-12-27T00:56:00+00:00,2024-12-27T00:58:00+00:00,95647.0,95611.0,95753.0,95758.0,bullish,104.0,target,Asia,2,2.94
2024-12-28T00:21:00+00:00,2024-12-28T00:24:00+00:00,94298.0,94260.0,94389.0,94182.0,bullish,-40.0,stop_loss,Asia,3,2.39
2024-12-28T08:10:00+00:00,2024-12-28T08:20:00+00:00,94233.0,94223.0,94353.0,94218.0,bullish,-12.0,stop_loss,London AM,10,12.0
2024-12-28T14:33:00+00:00,2024-12-28T14:40:00+00:00,94713.0,94507.0,95250.0,94505.0,bullish,-208.0,stop_loss,NY AM,7,2.61
2024-12-29T14:49:00+00:00,2024-12-29T14:51:00+00:00,94179.0,94147.0,94278.0,94437.0,bullish,97.0,target,NY AM,2,3.09
2024-12-30T08:30:00+00:00,2024-12-30T08:32:00+00:00,93654.5,93637.5,93765.0,93595.0,bullish,-19.0,stop_loss,London AM,2,6.5
2024-12-31T14:40:00+00:00,2024-12-31T15:07:00+00:00,95437.0,95163.0,96204.0,95019.0,bullish,-276.0,stop_loss,NY AM,27,2.8
2025-01-01T00:26:00+00:00,2025-01-01T00:32:00+00:00,93611.0,93577.0,93766.0,93791.0,bullish,153.0,target,Asia,6,4.56
2025-01-01T08:38:00+00:00,2025-01-01T08:45:00+00:00,93329.5,93300.5,93388.0,93280.0,bullish,-31.0,stop_loss,London AM,7,2.02
2025-01-02T00:57:00+00:00,2025-01-02T01:01:00+00:00,94940.0,94828.0,95236.0,95201.0,bullish,294.0,target,Asia,4,2.64
2025-01-02T08:01:00+00:00,2025-01-02T08:04:00+00:00,95740.5,95725.5,95797.0,95800.0,bullish,54.5,target,London AM,3,3.77
2025-01-03T14:48:00+00:00,2025-01-03T15:06:00+00:00,96720.5,96469.5,97247.0,97143.0,bullish,524.5,target,NY AM,18,2.1
2025-01-04T08:16:00+00:00,2025-01-04T08:19:00+00:00,98219.0,98201.0,98284.0,98196.0,bullish,-20.0,stop_loss,London AM,3,3.61
2025-01-05T00:00:00+00:00,2025-01-05T00:02:00+00:00,98246.0,98228.0,98286.0,98214.0,bullish,-20.0,stop_loss,Asia,2,2.22
2025-01-06T00:06:00+00:00,2025-01-06T00:10:00+00:00,98476.0,98422.0,98586.0,98616.0,bullish,108.0,target,Asia,4,2.04
2025-01-06T08:21:00+00:00,2025-01-06T08:25:00+00:00,99434.5,99365.5,99573.0,99338.0,bullish,-71.0,stop_loss,London AM,4,2.01
2025-01-07T00:10:00+00:00,2025-01-07T00:16:00+00:00,102078.0,102010.0,102303.0,102056.0,bullish,-70.0,stop_loss,Asia,6,3.31
2025-01-08T14:21:00+00:00,2025-01-08T14:27:00+00:00,95242.5,95125.5,95480.0,95480.0,bullish,235.5,target,NY AM,6,2.03
2025-01-09T14:13:00+00:00,2025-01-09T14:14:00+00:00,92351.5,92308.5,92542.0,92363.0,bullish,-45.0,stop_loss,NY AM,1,4.43
2025-01-10T14:50:00+00:00,2025-01-10T15:02:00+00:00,93853.5,93516.5,94570.0,93432.0,bullish,-339.0,stop_loss,NY AM,12,2.13
2025-01-11T00:45:00+00:00,2025-01-11T00:55:00+00:00,94405.5,94334.5,94583.0,94598.0,bullish,175.5,target,Asia,10,2.5
2025-01-13T08:10:00+00:00,2025-01-13T08:13:00+00:00,93432.0,93378.0,93603.0,93354.0,bullish,-56.0,stop_loss,London AM,3,3.17
2025-01-13T14:21:00+00:00,2025-01-13T14:26:00+00:00,90867.5,90786.5,91126.0,90778.0,bullish,-83.0,stop_loss,NY AM,5,3.19
2025-01-14T00:31:00+00:00,2025-01-14T00:34:00+00:00,94513.0,94479.0,94823.0,94450.0,bullish,-36.0,stop_loss,Asia,3,9.12
2025-01-14T08:58:00+00:00,2025-01-14T09:13:00+00:00,95537.0,95415.0,95800.0,95796.0,bullish,261.0,target,London AM,15,2.16
2025-01-15T00:38:00+00:00,2025-01-15T01:43:00+00:00,96924.0,96740.0,97342.0,97396.0,bullish,416.0,target,Asia,65,2.27
2025-01-15T08:37:00+00:00,2025-01-15T08:38:00+00:00,97491.5,97484.5,97533.0,97508.0,bullish,39.5,target,London AM,1,5.93
2025-01-15T14:35:00+00:00,2025-01-15T14:38:00+00:00,98743.0,98647.0,99061.0,98770.0,bullish,-98.0,stop_loss,NY AM,3,3.31
2025-01-16T08:24:00+00:00,2025-01-16T08:41:00+00:00,99485.0,99319.0,99821.0,99323.0,bullish,-168.0,stop_loss,London AM,17,2.02
2025-01-17T00:23:00+00:00,2025-01-17T00:26:00+00:00,100330.5,100281.5,100463.0,100158.0,bullish,-51.0,stop_loss,Asia,3,2.7
2025-01-17T14:25:00+00:00,2025-01-17T14:27:00+00:00,102681.5,102636.5,102780.0,102794.0,bullish,96.5,target,NY AM,2,2.19
2025-01-18T00:23:00+00:00,2025-01-18T00:26:00+00:00,104388.0,104306.0,104644.0,104305.0,bullish,-84.0,stop_loss,Asia,3,3.12
2025-01-18T14:28:00+00:00,2025-01-18T14:30:00+00:00,104215.0,104179.0,104518.0,104180.0,bullish,-38.0,stop_loss,NY AM,2,8.42
2025-01-19T08:49:00+00:00,2025-01-19T09:02:00+00:00,104416.0,104208.0,104902.0,104203.0,bullish,-210.0,stop_loss,London AM,13,2.34
2025-01-19T14:59:00+00:00,2025-01-19T15:00:00+00:00,105047.0,105013.0,105144.0,105160.0,bullish,95.0,target,NY AM,1,2.85
2025-01-20T08:59:00+00:00,2025-01-20T09:00:00+00:00,108231.5,108208.5,108372.0,108239.0,bullish,138.5,target,London AM,1,6.11
2025-01-21T00:38:00+00:00,2025-01-21T00:39:00+00:00,102062.5,101977.5,102296.0,102082.0,bullish,-87.0,stop_loss,Asia,1,2.75
2025-01-21T09:03:00+00:00,2025-01-21T09:04:00+00:00,102276.0,102222.0,102384.0,102446.0,bullish,106.0,target,London AM,1,2.0
2025-01-21T14:32:00+00:00,2025-01-21T14:33:00+00:00,104665.5,104514.5,105250.0,104553.0,bullish,-153.0,stop_loss,NY AM,1,3.87
2025-01-22T00:45:00+00:00,2025-01-22T00:53:00+00:00,105883.5,105830.5,106005.0,105842.0,bullish,-55.0,stop_loss,Asia,8,2.29
2025-01-22T14:32:00+00:00,2025-01-22T14:33:00+00:00,104625.0,104545.0,104923.0,104395.0,bullish,-82.0,stop_loss,NY AM,1,3.73
2025-01-23T00:13:00+00:00,2025-01-23T00:15:00+00:00,103653.0,103593.0,103819.0,103620.0,bullish,-62.0,stop_loss,Asia,2,2.77
2025-01-23T14:04:00+00:00,2025-01-23T14:10:00+00:00,102376.5,102253.5,102698.0,102198.0,bullish,-125.0,stop_loss,NY AM,6,2.61
2025-01-24T00:15:00+00:00,2025-01-24T00:18:00+00:00,103869.0,103827.0,104190.0,103818.0,bullish,-44.0,stop_loss,Asia,3,7.64
2025-01-24T08:57:00+00:00,2025-01-24T09:00:00+00:00,105517.5,105472.5,105610.0,105526.0,bullish,-47.0,stop_loss,London AM,3,2.06
2025-01-24T14:31:00+00:00,2025-01-24T14:32:00+00:00,105074.0,105024.0,105336.0,104819.0,bullish,-52.0,stop_loss,NY AM,1,5.24
2025-01-25T08:11:00+00:00,2025-01-25T08:12:00+00:00,104431.5,104408.5,104513.0,104443.0,bullish,-25.0,stop_loss,London AM,1,3.54
2025-01-25T14:28:00+00:00,2025-01-25T14:29:00+00:00,104622.5,104579.5,104728.0,104583.0,bullish,-45.0,stop_loss,NY AM,1,2.45
2025-01-26T00:13:00+00:00,2025-01-26T00:24:00+00:00,104721.0,104699.0,104849.0,104686.0,bullish,-24.0,stop_loss,Asia,11,5.82
2025-01-26T08:52:00+00:00,2025-01-26T08:55:00+00:00,105047.0,105021.0,105117.0,105013.0,bullish,-28.0,stop_loss,London AM,3,2.69
2025-01-26T14:36:00+00:00,2025-01-26T14:37:00+00:00,104876.0,104868.0,104892.0,104921.0,bullish,14.0,target,NY AM,1,2.0
2025-01-27T08:27:00+00:00,2025-01-27T08:28:00+00:00,99170.0,99114.0,99308.0,99086.0,bullish,-58.0,stop_loss,London AM,1,2.46
2025-01-28T08:08:00+00:00,2025-01-28T08:13:00+00:00,102694.0,102602.0,102900.0,102914.0,bullish,204.0,target,London AM,5,2.24
2025-01-28T14:32:00+00:00,2025-01-28T14:38:00+00:00,102309.5,102260.5,102878.0,102708.0,bullish,566.5,target,NY AM,6,11.6
2025-01-31T00:55:00+00:00,2025-01-31T00:58:00+00:00,104902.0,104866.0,104988.0,104897.0,bullish,-38.0,stop_loss,Asia,3,2.39
2025-01-31T08:36:00+00:00,2025-01-31T08:40:00+00:00,104084.0,104044.0,104219.0,104224.0,bullish,133.0,target,London AM,4,3.38
2025-01-31T14:40:00+00:00,2025-01-31T14:50:00+00:00,104266.0,104150.0,104878.0,104155.0,bullish,-118.0,stop_loss,NY AM,10,5.28
2025-02-01T00:21:00+00:00,2025-02-01T00:26:00+00:00,102365.0,102301.0,102540.0,102240.0,bullish,-66.0,stop_loss,Asia,5,2.73
2025-02-01T08:14:00+00:00,2025-02-01T08:16:00+00:00,102226.5,102157.5,102367.0,102120.0,bullish,-71.0,stop_loss,London AM,2,2.04
2025-02-02T00:24:00+00:00,2025-02-02T00:27:00+00:00,100800.0,100720.0,101053.0,101009.0,bullish,251.0,target,Asia,3,3.16
2025-02-03T08:40:00+00:00,2025-02-03T08:41:00+00:00,95204.5,95007.5,95701.0,95071.0,bullish,-199.0,stop_loss,London AM,1,2.52
2025-02-04T08:39:00+00:00,2025-02-04T08:43:00+00:00,98205.0,97951.0,98726.0,97960.0,bullish,-256.0,stop_loss,London AM,4,2.05
2025-02-04T14:25:00+00:00,2025-02-04T14:26:00+00:00,99154.5,99103.5,99324.0,99175.0,bullish,-53.0,stop_loss,NY AM,1,3.32
2025-02-05T00:00:00+00:00,2025-02-05T00:43:00+00:00,97846.5,97695.5,98240.0,98229.0,bullish,391.5,target,Asia,43,2.61
2025-02-05T08:15:00+00:00,2025-02-05T08:28:00+00:00,97893.5,97802.5,98091.0,97740.0,bullish,-93.0,stop_loss,London AM,13,2.17
2025-02-06T00:29:00+00:00,2025-02-06T00:38:00+00:00,96687.5,96580.5,96970.0,96960.0,bullish,280.5,target,Asia,9,2.64
2025-02-06T08:13:00+00:00,2025-02-06T08:21:00+00:00,98184.5,98115.5,98350.0,98082.0,bullish,-71.0,stop_loss,London AM,8,2.4
2025-02-06T14:01:00+00:00,2025-02-06T14:03:00+00:00,98674.0,98644.0,98816.0,98631.0,bullish,-32.0,stop_loss,NY AM,2,4.73
2025-02-07T08:22:00+00:00,2025-02-07T08:30:00+00:00,96818.5,96769.5,96950.0,96984.0,bullish,129.5,target,London AM,8,2.68
2025-02-08T14:54:00+00:00,2025-02-08T15:01:00+00:00,96094.0,96032.0,96377.0,96017.0,bullish,-64.0,stop_loss,NY AM,7,4.56
2025-02-09T00:11:00+00:00,2025-02-09T00:19:00+00:00,96511.5,96484.5,96584.0,96471.0,bullish,-29.0,stop_loss,Asia,8,2.69
2025-02-09T08:05:00+00:00,2025-02-09T08:07:00+00:00,97179.5,97152.5,97238.0,97232.0,bullish,56.5,target,London AM,2,2.17
2025-02-09T14:31:00+00:00,2025-02-09T14:35:00+00:00,96129.0,96037.0,96458.0,96049.0,bullish,-94.0,stop_loss,NY AM,4,3.58
2025-02-10T08:54:00+00:00,2025-02-10T08:59:00+00:00,97770.5,97739.5,97837.0,97728.0,bullish,-33.0,stop_loss,London AM,5,2.15
2025-02-11T00:00:00+00:00,2025-02-11T00:01:00+00:00,97462.0,97446.0,97499.0,97463.0,bullish,-18.0,stop_loss,Asia,1,2.31
2025-02-11T08:53:00+00:00,2025-02-11T08:58:00+00:00,98216.0,98202.0,98251.0,98267.0,bullish,33.0,target,London AM,5,2.5
2025-02-12T00:37:00+00:00,2025-02-12T00:39:00+00:00,95958.5,95905.5,96093.0,95810.0,bullish,-55.0,stop_loss,Asia,2,2.54
2025-02-12T14:06:00+00:00,2025-02-12T14:08:00+00:00,95022.0,95008.0,95183.0,94980.0,bullish,-16.0,stop_loss,NY AM,2,11.5
2025-02-14T01:08:00+00:00,2025-02-14T01:15:00+00:00,96758.0,96722.0,97000.0,96681.0,bullish,-38.0,stop_loss,Asia,7,6.72
2025-02-14T14:09:00+00:00,2025-02-14T14:12:00+00:00,96808.0,96782.0,96931.0,96782.0,bullish,-28.0,stop_loss,NY AM,3,4.73
2025-02-15T14:21:00+00:00,2025-02-15T14:23:00+00:00,97666.5,97615.5,97794.0,97602.0,bullish,-53.0,stop_loss,NY AM,2,2.5
2025-02-16T14:19:00+00:00,2025-02-16T14:45:00+00:00,96814.5,96757.5,96947.0,96981.0,bullish,130.5,target,NY AM,26,2.32
2025-02-17T08:17:00+00:00,2025-02-17T08:30:00+00:00,96179.5,96064.5,96451.0,96075.0,bullish,-117.0,stop_loss,London AM,13,2.36
2025-02-19T00:14:00+00:00,2025-02-19T00:21:00+00:00,95572.5,95549.5,95817.0,95557.0,bullish,-25.0,stop_loss,Asia,7,10.63
2025-02-19T08:36:00+00:00,2025-02-19T08:47:00+00:00,95750.5,95689.5,95873.0,95690.0,bullish,-63.0,stop_loss,London AM,11,2.01
2025-02-20T00:12:00+00:00,2025-02-20T00:16:00+00:00,96569.5,96528.5,96686.0,96525.0,bullish,-43.0,stop_loss,Asia,4,2.84
2025-02-21T08:34:00+00:00,2025-02-21T08:35:00+00:00,98216.0,98172.0,98306.0,98208.0,bullish,-46.0,stop_loss,London AM,1,2.05
2025-02-22T14:54:00+00:00,2025-02-22T14:55:00+00:00,96579.5,96560.5,96645.0,96556.0,bullish,-21.0,stop_loss,NY AM,1,3.45
2025-02-23T08:41:00+00:00,2025-02-23T08:50:00+00:00,96387.0,96349.0,96471.0,96339.0,bullish,-40.0,stop_loss,London AM,9,2.21
2025-02-24T00:58:00+00:00,2025-02-24T00:59:00+00:00,96363.5,96286.5,96538.0,96287.0,bullish,-79.0,stop_loss,Asia,1,2.27
2025-02-24T08:15:00+00:00,2025-02-24T08:17:00+00:00,95766.5,95707.5,95960.0,95725.0,bullish,-61.0,stop_loss,London AM,2,3.28
2025-02-24T14:35:00+00:00,2025-02-24T14:41:00+00:00,95423.5,95320.5,95759.0,95273.0,bullish,-105.0,stop_loss,NY AM,6,3.26
2025-02-25T14:24:00+00:00,2025-02-25T14:38:00+00:00,88721.0,88531.0,89320.0,88380.0,bullish,-192.0,stop_loss,NY AM,14,3.15
2025-02-28T08:38:00+00:00,2025-02-28T08:42:00+00:00,78721.0,78563.0,79086.0,78524.0,bullish,-160.0,stop_loss,London AM,4,2.31
2025-02-28T14:53:00+00:00,2025-02-28T14:55:00+00:00,81936.0,81798.0,82525.0,81840.0,bullish,-140.0,stop_loss,NY AM,2,4.27
2025-03-01T00:00:00+00:00,2025-03-01T00:03:00+00:00,84335.0,84235.0,84538.0,84271.0,bullish,-102.0,stop_loss,Asia,3,2.03
2025-03-01T14:15:00+00:00,2025-03-01T14:17:00+00:00,84550.5,84501.5,84821.0,84475.0,bullish,-51.0,stop_loss,NY AM,2,5.52
2025-03-02T00:58:00+00:00,2025-03-02T01:10:00+00:00,85992.5,85905.5,86250.0,86201.0,bullish,255.5,target,Asia,12,2.96
2025-03-03T00:39:00+00:00,2025-03-03T00:59:00+00:00,93531.5,93344.5,93968.0,93374.0,bullish,-189.0,stop_loss,Asia,20,2.33
2025-03-06T08:50:00+00:00,2025-03-06T08:59:00+00:00,91300.5,91167.5,91600.0,91160.0,bullish,-135.0,stop_loss,London AM,9,2.25
2025-03-07T00:22:00+00:00,2025-03-07T00:36:00+00:00,87919.0,86379.0,91326.0,85950.0,bullish,-1542.0,stop_loss,Asia,14,2.21
2025-03-07T08:21:00+00:00,2025-03-07T08:48:00+00:00,88013.5,87946.5,88208.0,88300.0,bullish,192.5,target,London AM,27,2.9
2025-03-08T08:36:00+00:00,2025-03-08T08:37:00+00:00,86106.0,86082.0,86191.0,86177.0,bullish,83.0,target,London AM,1,3.54
2025-03-08T14:12:00+00:00,2025-03-08T14:29:00+00:00,86289.5,86200.5,86468.0,86449.0,bullish,176.5,target,NY AM,17,2.01
2025-03-09T00:34:00+00:00,2025-03-09T00:35:00+00:00,86358.5,86329.5,86502.0,86338.0,bullish,-31.0,stop_loss,Asia,1,4.95
2025-03-09T14:43:00+00:00,2025-03-09T14:46:00+00:00,83404.0,83354.0,83787.0,83349.0,bullish,-52.0,stop_loss,NY AM,3,7.66
2025-03-10T00:19:00+00:00,2025-03-10T00:21:00+00:00,80677.5,80472.5,81294.0,80525.0,bullish,-207.0,stop_loss,Asia,2,3.01
2025-03-11T00:17:00+00:00,2025-03-11T00:18:00+00:00,78662.5,78459.5,79191.0,78283.0,bullish,-205.0,stop_loss,Asia,1,2.6
2025-03-11T08:58:00+00:00,2025-03-11T09:26:00+00:00,81125.5,80956.5,81537.0,81513.0,bullish,409.5,target,London AM,28,2.43
2025-03-12T00:40:00+00:00,2025-03-12T00:42:00+00:00,82860.0,82760.0,83122.0,82704.0,bullish,-102.0,stop_loss,Asia,2,2.62
2025-03-12T08:47:00+00:00,2025-03-12T08:51:00+00:00,82649.5,82630.5,82785.0,82600.0,bullish,-21.0,stop_loss,London AM,4,7.13
2025-03-13T14:47:00+00:00,2025-03-13T14:48:00+00:00,82000.0,81948.0,82141.0,81899.0,bullish,-54.0,stop_loss,NY AM,1,2.71
2025-03-14T14:07:00+00:00,2025-03-14T14:08:00+00:00,83196.5,83129.5,83477.0,83066.0,bullish,-69.0,stop_loss,NY AM,1,4.19
2025-03-15T00:50:00+00:00,2025-03-15T01:10:00+00:00,84296.0,84238.0,84412.0,84456.0,bullish,114.0,target,Asia,20,2.0
2025-03-16T08:41:00+00:00,2025-03-16T09:07:00+00:00,84235.5,84194.5,84330.0,84194.0,bullish,-43.0,stop_loss,London AM,26,2.3
2025-03-17T00:39:00+00:00,2025-03-17T00:45:00+00:00,82825.0,82783.0,82985.0,82987.0,bullish,158.0,target,Asia,6,3.81
2025-03-17T08:57:00+00:00,2025-03-17T09:03:00+00:00,83574.5,83529.5,83719.0,83496.0,bullish,-47.0,stop_loss,London AM,6,3.21
2025-03-17T14:36:00+00:00,2025-03-17T14:38:00+00:00,82959.0,82887.0,83142.0,83190.0,bullish,181.0,target,NY AM,2,2.54
2025-03-18T08:07:00+00:00,2025-03-18T08:09:00+00:00,83230.5,83191.5,83322.0,83184.0,bullish,-41.0,stop_loss,London AM,2,2.35
2025-03-18T14:15:00+00:00,2025-03-18T14:19:00+00:00,81298.5,81173.5,81591.0,81192.0,bullish,-127.0,stop_loss,NY AM,4,2.34
2025-03-19T00:18:00+00:00,2025-03-19T00:22:00+00:00,82755.5,82724.5,82851.0,82861.0,bullish,93.5,target,Asia,4,3.08
2025-03-19T08:44:00+00:00,2025-03-19T08:50:00+00:00,83396.5,83357.5,83500.0,83506.0,bullish,101.5,target,London AM,6,2.65
2025-03-20T00:00:00+00:00,2025-03-20T00:02:00+00:00,86889.5,86858.5,87191.0,87138.0,bullish,299.5,target,Asia,2,9.73
2025-03-21T09:01:00+00:00,2025-03-21T09:03:00+00:00,83922.5,83899.5,83999.0,83918.0,bullish,-25.0,stop_loss,London AM,2,3.33
2025-03-21T15:04:00+00:00,2025-03-21T15:05:00+00:00,84033.0,84023.0,84248.0,84036.0,bullish,-12.0,stop_loss,NY AM,1,21.5
2025-03-22T00:08:00+00:00,2025-03-22T00:10:00+00:00,84036.0,84004.0,84105.0,84109.0,bullish,67.0,target,Asia,2,2.16
2025-03-23T08:05:00+00:00,2025-03-23T08:06:00+00:00,84280.0,84264.0,84335.0,84259.0,bullish,-18.0,stop_loss,London AM,1,3.44
2025-03-23T14:48:00+00:00,2025-03-23T14:49:00+00:00,84969.0,84941.0,85034.0,84929.0,bullish,-30.0,stop_loss,NY AM,1,2.32
2025-03-24T08:20:00+00:00,2025-03-24T08:22:00+00:00,87198.5,87187.5,87290.0,87312.0,bullish,89.5,target,London AM,2,8.32
2025-03-25T00:28:00+00:00,2025-03-25T00:30:00+00:00,87534.0,87518.0,87709.0,87430.0,bullish,-18.0,stop_loss,Asia,2,10.94
2025-03-25T08:58:00+00:00,2025-03-25T09:01:00+00:00,86744.5,86721.5,86800.0,86715.0,bullish,-25.0,stop_loss,London AM,3,2.41
2025-03-26T00:04:00+00:00,2025-03-26T00:05:00+00:00,87395.0,87327.0,87545.0,87314.0,bullish,-70.0,stop_loss,Asia,1,2.21
2025-03-26T08:07:00+00:00,2025-03-26T08:11:00+00:00,88146.5,88117.5,88264.0,88096.0,bullish,-31.0,stop_loss,London AM,4,4.05
2025-03-27T00:43:00+00:00,2025-03-27T00:58:00+00:00,87120.0,87060.0,87245.0,87246.0,bullish,123.0,target,Asia,15,2.08
2025-03-27T08:46:00+00:00,2025-03-27T08:50:00+00:00,87426.0,87402.0,87606.0,87391.0,bullish,-26.0,stop_loss,London AM,4,7.5
2025-03-27T14:12:00+00:00,2025-03-27T14:30:00+00:00,86269.5,86112.5,86670.0,86632.0,bullish,398.5,target,NY AM,18,2.55
2025-03-29T00:08:00+00:00,2025-03-29T00:09:00+00:00,84371.0,84363.0,84409.0,84394.0,bullish,36.0,target,Asia,1,4.75
2025-03-29T14:11:00+00:00,2025-03-29T14:22:00+00:00,82668.5,82585.5,82857.0,82568.0,bullish,-85.0,stop_loss,NY AM,11,2.27
2025-04-01T00:51:00+00:00,2025-04-01T00:52:00+00:00,82617.5,82568.5,82777.0,82693.0,bullish,157.5,target,Asia,1,3.26
2025-04-01T08:41:00+00:00,2025-04-01T10:41:00+00:00,84009.0,83925.0,84678.0,84334.0,bullish,323.0,time_exit,London AM,120,7.96
2025-04-02T00:17:00+00:00,2025-04-02T00:28:00+00:00,85120.5,85095.5,85251.0,85089.0,bullish,-27.0,stop_loss,Asia,11,5.22
2025-04-02T08:09:00+00:00,2025-04-02T08:15:00+00:00,84351.5,84318.5,84433.0,84295.0,bullish,-35.0,stop_loss,London AM,6,2.47
2025-04-02T14:43:00+00:00,2025-04-02T14:56:00+00:00,85557.0,85447.0,85845.0,85860.0,bullish,286.0,target,NY AM,13,2.62
2025-04-03T00:39:00+00:00,2025-04-03T00:40:00+00:00,83332.0,83256.0,83532.0,83211.0,bullish,-78.0,stop_loss,Asia,1,2.63
2025-04-03T08:22:00+00:00,2025-04-03T08:33:00+00:00,83605.5,83566.5,83710.0,83650.0,bullish,102.5,target,London AM,11,2.68
2025-04-03T14:34:00+00:00,2025-04-03T14:35:00+00:00,82127.5,82024.5,82334.0,82041.0,bullish,-105.0,stop_loss,NY AM,1,2.0
2025-04-04T08:08:00+00:00,2025-04-04T08:10:00+00:00,84076.0,83974.0,84337.0,84245.0,bullish,259.0,target,London AM,2,2.56
2025-04-04T14:27:00+00:00,2025-04-04T14:29:00+00:00,82791.5,82712.5,83210.0,82652.0,bullish,-81.0,stop_loss,NY AM,2,5.3
2025-04-05T00:22:00+00:00,2025-04-05T00:24:00+00:00,83772.5,83759.5,83910.0,83751.0,bullish,-15.0,stop_loss,Asia,2,10.58
2025-04-05T14:09:00+00:00,2025-04-05T14:15:00+00:00,82778.0,82716.0,82949.0,82718.0,bullish,-64.0,stop_loss,NY AM,6,2.76
2025-04-06T08:52:00+00:00,2025-04-06T08:53:00+00:00,82907.0,82905.0,82948.0,82980.0,bullish,39.0,target,London AM,1,20.5
2025-04-07T00:40:00+00:00,2025-04-07T00:44:00+00:00,77928.0,77816.0,78157.0,77891.0,bullish,-114.0,stop_loss,Asia,4,2.04
2025-04-08T00:29:00+00:00,2025-04-08T00:30:00+00:00,79396.5,79313.5,79580.0,79109.0,bullish,-85.0,stop_loss,Asia,1,2.21
2025-04-09T00:00:00+00:00,2025-04-09T00:02:00+00:00,76274.0,76204.0,76483.0,76022.0,bullish,-72.0,stop_loss,Asia,2,2.99
2025-04-09T08:08:00+00:00,2025-04-09T08:09:00+00:00,77525.0,77415.0,77844.0,77401.0,bullish,-112.0,stop_loss,London AM,1,2.9
2025-04-09T14:42:00+00:00,2025-04-09T14:44:00+00:00,77508.5,77437.5,77895.0,77429.0,bullish,-73.0,stop_loss,NY AM,2,5.44
2025-04-10T08:22:00+00:00,2025-04-10T08:26:00+00:00,81681.0,81625.0,81856.0,81665.0,bullish,-58.0,stop_loss,London AM,4,3.12
2025-04-10T14:26:00+00:00,2025-04-10T14:27:00+00:00,81339.0,81317.0,81461.0,81317.0,bullish,-24.0,stop_loss,NY AM,1,5.55
2025-04-11T08:11:00+00:00,2025-04-11T08:14:00+00:00,81570.5,81425.5,81900.0,81410.0,bullish,-147.0,stop_loss,London AM,3,2.27
2025-04-11T14:55:00+00:00,2025-04-11T15:05:00+00:00,81959.0,81799.0,82305.0,81799.0,bullish,-162.0,stop_loss,NY AM,10,2.16
2025-04-12T00:00:00+00:00,2025-04-12T00:03:00+00:00,83410.0,83386.0,83542.0,83367.0,bullish,-26.0,stop_loss,Asia,3,5.5
2025-04-12T14:38:00+00:00,2025-04-12T14:41:00+00:00,84959.5,84812.5,85255.0,84802.0,bullish,-149.0,stop_loss,NY AM,3,2.01
2025-04-13T00:13:00+00:00,2025-04-13T00:22:00+00:00,85415.0,85385.0,85505.0,85333.0,bullish,-32.0,stop_loss,Asia,9,3.0
2025-04-13T08:23:00+00:00,2025-04-13T08:32:00+00:00,84444.5,84411.5,84547.0,84591.0,bullish,100.5,target,London AM,9,3.11
2025-04-14T08:53:00+00:00,2025-04-14T09:23:00+00:00,84731.5,84654.5,84947.0,84638.0,bullish,-79.0,stop_loss,London AM,30,2.8
2025-04-16T08:46:00+00:00,2025-04-16T08:48:00+00:00,83851.5,83800.5,84110.0,83851.0,bullish,-53.0,stop_loss,London AM,2,5.07
2025-04-16T14:54:00+00:00,2025-04-16T14:56:00+00:00,84646.5,84561.5,84850.0,84505.0,bullish,-87.0,stop_loss,NY AM,2,2.39
2025-04-17T00:06:00+00:00,2025-04-17T00:07:00+00:00,84004.5,83979.5,84132.0,84009.0,bullish,-27.0,stop_loss,Asia,1,5.1
