date,daily_pnl,cumulative_pnl,drawdown
2025-05-26,-75.0,-75.0,0.0
2025-05-28,35.0,-40.0,0.0
2025-05-29,-5.0,-45.0,5.0
2025-06-09,-110.0,-155.0,115.0
2025-06-11,-75.0,-230.0,190.0
2025-06-12,-145.0,-375.0,335.0
2025-06-16,-65.0,-440.0,400.0
2025-06-18,240.0,-200.0,160.0
2025-06-23,40.0,-160.0,120.0
2025-06-25,-15.0,-175.0,135.0
2025-06-26,175.0,0.0,0.0
2025-06-27,120.0,120.0,0.0
2025-07-17,320.0,440.0,0.0
2025-07-18,-130.0,310.0,130.0
2025-07-21,-200.0,110.0,330.0
2025-07-23,255.0,365.0,75.0
2025-07-24,-35.0,330.0,110.0
2025-08-08,55.0,385.0,55.0
2025-08-14,110.0,495.0,0.0
2025-08-15,70.0,565.0,0.0
2025-08-18,-60.0,505.0,60.0
2025-08-22,-5.0,500.0,65.0
2025-09-19,-100.0,400.0,165.0
2025-09-24,-130.0,270.0,295.0
2025-10-01,0.0,270.0,295.0
2025-10-02,440.0,710.0,0.0
2025-10-06,25.0,735.0,0.0
2025-10-08,405.0,1140.0,0.0
2025-10-16,-290.0,850.0,290.0
2025-10-17,85.0,935.0,205.0
2025-10-29,355.0,1290.0,0.0
2025-10-31,130.0,1420.0,0.0
2025-11-03,35.0,1455.0,0.0
2025-11-06,-110.0,1345.0,110.0
2025-11-07,-125.0,1220.0,235.0
2025-11-19,240.0,1460.0,0.0
2025-11-26,-620.0,840.0,620.0
2025-11-27,-270.0,570.0,890.0
2025-12-24,-300.0,270.0,1190.0
2025-12-31,-715.0,-445.0,1905.0
2026-01-07,435.0,-10.0,1470.0
2026-01-12,-510.0,-520.0,1980.0
2026-01-19,155.0,-365.0,1825.0
2026-01-21,1030.0,665.0,795.0
2026-01-22,-600.0,65.0,1395.0
2026-01-23,-530.0,-465.0,1925.0
2026-01-28,350.0,-115.0,1575.0
2026-01-29,2085.0,1970.0,0.0
2026-02-04,-810.0,1160.0,810.0
2026-02-09,-100.0,1060.0,910.0
2026-02-11,10.0,1070.0,900.0
2026-02-18,-695.0,375.0,1595.0
2026-02-19,-800.0,-425.0,2395.0
2026-02-23,-355.0,-780.0,2750.0
2026-02-25,-1100.0,-1880.0,3850.0
2026-02-26,1110.0,-770.0,2740.0
