entry_time,exit_time,direction,entry_price,exit_price,exit_type,bars_held,pnl
2025-05-22T12:00:00+00:00,2025-05-22T12:53:00+00:00,SHORT,21121.0,21166.5,sl,12,-91.0
2025-05-27T00:24:00+00:00,2025-05-27T00:52:00+00:00,SHORT,21217.25,21237.25,sl,15,-40.0
2025-05-28T18:53:00+00:00,2025-05-28T19:09:00+00:00,SHORT,21463.0,21511.5,sl,11,-97.0
2025-05-28T19:52:00+00:00,2025-05-28T20:22:00+00:00,SHORT,21408.0,21440.5,sl,0,-65.0
2025-06-05T07:36:00+00:00,2025-06-05T11:29:00+00:00,SHORT,21895.0,21752.25,time,60,285.5
2025-06-05T18:43:00+00:00,2025-06-06T01:16:00+00:00,SHORT,21816.5,21583.5,time,60,466.0
2025-06-09T11:59:00+00:00,2025-06-09T18:23:00+00:00,SHORT,21922.5,21869.75,time,60,105.5
2025-06-10T02:06:00+00:00,2025-06-10T07:18:00+00:00,SHORT,22069.75,21809.0,time,60,521.5
2025-06-12T02:21:00+00:00,2025-06-12T10:03:00+00:00,SHORT,21889.0,22044.25,time,60,-310.5
2025-06-16T22:49:00+00:00,2025-06-16T23:09:00+00:00,SHORT,22085.75,22113.75,sl,16,-56.0
2025-06-18T18:04:00+00:00,2025-06-18T19:33:00+00:00,SHORT,22030.5,21957.5,time,60,146.0
2025-06-20T15:02:00+00:00,2025-06-20T15:15:00+00:00,SHORT,21805.5,21846.5,sl,9,-82.0
2025-06-25T15:34:00+00:00,2025-06-25T16:36:00+00:00,SHORT,22447.75,22423.5,time,60,48.5
2025-06-25T17:42:00+00:00,2025-06-25T18:43:00+00:00,SHORT,22417.0,22417.25,time,60,-0.5
2025-06-27T13:30:00+00:00,2025-06-27T13:38:00+00:00,SHORT,22714.5,22731.0,sl,7,-33.0
2025-06-27T14:53:00+00:00,2025-06-27T15:36:00+00:00,SHORT,22778.5,22808.5,sl,42,-60.0
2025-06-27T17:46:00+00:00,2025-06-29T22:28:00+00:00,SHORT,22761.75,22801.75,sl,26,-80.0
2025-06-30T13:34:00+00:00,2025-06-30T14:39:00+00:00,SHORT,22841.0,22818.5,time,60,45.0
2025-06-30T20:01:00+00:00,2025-07-01T02:00:00+00:00,SHORT,22905.0,22912.0,time,60,-14.0
2025-07-07T13:35:00+00:00,2025-07-07T13:52:00+00:00,SHORT,22935.0,22963.5,sl,16,-57.0
2025-07-10T14:22:00+00:00,2025-07-10T14:42:00+00:00,SHORT,22952.0,22978.5,sl,5,-53.0
2025-07-11T00:24:00+00:00,2025-07-11T02:27:00+00:00,SHORT,22935.5,22920.5,time,60,30.0
2025-07-16T15:18:00+00:00,2025-07-16T16:56:00+00:00,SHORT,23011.25,23029.75,time,60,-37.0
2025-07-24T14:11:00+00:00,2025-07-24T14:58:00+00:00,SHORT,23346.25,23375.25,sl,21,-58.0
2025-07-30T19:01:00+00:00,2025-07-30T19:15:00+00:00,SHORT,23422.75,23464.75,sl,12,-84.0
2025-07-30T19:24:00+00:00,2025-07-30T19:51:00+00:00,SHORT,23411.5,23443.0,sl,20,-63.0
2025-08-07T13:44:00+00:00,2025-08-07T14:01:00+00:00,SHORT,23623.25,23666.25,sl,9,-86.0
2025-08-07T14:26:00+00:00,2025-08-07T15:40:00+00:00,SHORT,23579.5,23512.25,time,60,134.5
2025-09-04T16:58:00+00:00,2025-09-04T23:48:00+00:00,SHORT,23664.0,23705.0,time,60,-82.0
2025-09-19T20:01:00+00:00,2025-09-21T22:04:00+00:00,SHORT,24870.0,24851.0,time,60,38.0
