entry_time,direction,entry,stop,target,pnl,exit_reason,quality_score,killzone_window,fvg_size,date
2025-11-04 15:20:00,bullish,25858.625,25746.75,26082.375,-2237.5,stop,71.33324739914903,,405.0,2025-11-04
2025-11-05 14:35:00,bullish,25523.75,25499.25,25572.75,980.0,target,93.84416998754664,NY PM,1440.0,2025-11-05
2025-11-05 14:00:00,bearish,25545.375,25552.0,25532.125,-132.5,stop,90.6701017175324,NY PM,1845.0,2025-11-05
2025-11-05 14:45:00,bullish,25536.75,25499.25,25611.75,1500.0,target,89.84416998754664,NY PM,690.0,2025-11-05
2025-11-05 14:05:00,bearish,25544.625,25552.0,25529.875,-147.5,stop,88.6701017175324,NY PM,1765.0,2025-11-05
2025-11-05 10:20:00,bearish,25498.875,25503.5,25489.625,-92.5,stop,82.32595215896761,NY AM,395.0,2025-11-05
2025-11-05 14:40:00,bearish,25547.5,25552.0,25538.5,-90.0,stop,78.40082365547629,NY PM,1060.0,2025-11-05
2025-11-05 15:05:00,bullish,25669.125,25499.25,26008.875,1917.5,timeout,74.34416998754664,,865.0,2025-11-05
2025-11-06 14:00:00,bullish,25773.25,25759.75,25800.25,-270.0,stop,92.24177855574224,NY PM,560.0,2025-11-06
2025-11-06 14:15:00,bearish,25713.0,25766.25,25606.5,2130.0,target,86.48715797114085,NY PM,520.0,2025-11-06
2025-11-10 14:25:00,bearish,25539.375,25551.5,25515.125,-242.5,stop,96.01020269728929,NY PM,715.0,2025-11-10
2025-11-10 14:30:00,bullish,25535.75,25529.25,25548.75,260.0,target,90.28371186258565,NY PM,470.0,2025-11-10
2025-11-10 14:50:00,bullish,25608.125,25529.25,25765.875,527.5,timeout,82.28371186258565,NY PM,785.0,2025-11-10
2025-11-10 14:55:00,bullish,25622.5,25529.25,25809.0,150.0,timeout,80.28371186258565,NY PM,1000.0,2025-11-10
2025-11-10 15:05:00,bullish,25639.875,25529.25,25861.125,-247.5,timeout,70.78371186258565,,515.0,2025-11-10
2025-11-11 14:35:00,bearish,25620.5,25628.75,25604.0,330.0,target,92.40248405764198,NY PM,1020.0,2025-11-11
2025-11-11 14:50:00,bearish,25597.125,25628.75,25533.875,-632.5,stop,86.40248405764198,NY PM,535.0,2025-11-11
2025-11-11 14:40:00,bullish,25609.5,25596.25,25636.0,-265.0,stop,84.1875355206582,NY PM,1030.0,2025-11-11
2025-11-11 14:45:00,bullish,25623.0,25596.25,25676.5,-535.0,stop,82.1875355206582,NY PM,920.0,2025-11-11
2025-11-11 20:50:00,bullish,25654.625,25646.5,25670.875,-162.5,stop,81.32115845622096,,335.0,2025-11-11
2025-11-11 15:00:00,bearish,25598.0,25628.75,25536.5,1230.0,target,74.90248405764198,,1500.0,2025-11-11
2025-11-12 11:35:00,bullish,25770.0,25763.75,25782.5,-125.0,stop,85.89765868263467,,610.0,2025-11-12
2025-11-12 12:25:00,bullish,25783.875,25779.0,25793.625,195.0,target,65.24066543952705,,135.0,2025-11-12
2025-11-12 07:20:00,bullish,25781.875,25646.5,26052.625,-2707.5,stop,64.94615845622096,,165.0,2025-11-12
2025-11-12 12:20:00,bullish,25781.625,25779.0,25786.875,105.0,target,63.49066543952705,,105.0,2025-11-12
2025-11-12 07:10:00,bullish,25780.875,25646.5,26049.625,-2687.5,stop,62.69615845622095,,115.0,2025-11-12
2025-11-13 14:00:00,bullish,25543.5,25530.75,25569.0,-255.0,stop,97.65534251675354,NY PM,2460.0,2025-11-13
2025-11-13 09:05:00,bullish,25644.875,25643.0,25648.625,-37.5,stop,88.25142639138254,,1645.0,2025-11-13
2025-11-13 09:30:00,bearish,25569.875,25639.25,25431.125,2775.0,target,69.54260397127112,,115.0,2025-11-13
2025-11-14 14:40:00,bearish,24733.375,24783.5,24633.125,-1002.5,stop,92.45836371977623,NY PM,4295.0,2025-11-14
2025-11-14 14:45:00,bearish,24774.125,24783.5,24755.375,-187.5,stop,90.45836371977623,NY PM,5685.0,2025-11-14
2025-11-14 15:05:00,bullish,24933.375,24900.0,25000.125,-667.5,stop,76.26304521693687,,1485.0,2025-11-14
2025-11-14 15:10:00,bullish,24917.0,24900.0,24951.0,-340.0,stop,76.26304521693687,,2110.0,2025-11-14
2025-11-14 15:15:00,bullish,24923.5,24900.0,24970.5,940.0,target,76.26304521693687,,2440.0,2025-11-14
2025-11-14 15:25:00,bullish,24944.5,24900.0,25033.5,1780.0,target,76.12031165292304,,1680.0,2025-11-14
2025-11-17 14:35:00,bearish,25086.0,25175.5,24907.0,-1790.0,stop,94.59507340553563,NY PM,3680.0,2025-11-17
2025-11-17 14:40:00,bearish,25077.25,25175.5,24880.75,-1965.0,stop,92.59507340553563,NY PM,4880.0,2025-11-17
2025-11-17 14:45:00,bearish,25140.0,25175.5,25069.0,-710.0,stop,90.59507340553563,NY PM,3270.0,2025-11-17
2025-11-17 09:05:00,bullish,25332.625,25302.0,25393.875,-612.5,stop,80.14007102260065,,1175.0,2025-11-17
2025-11-17 09:20:00,bullish,25318.125,25302.0,25350.375,-322.5,stop,74.14007102260065,,615.0,2025-11-17
2025-11-17 15:15:00,bearish,25107.875,25175.5,24972.625,2705.0,target,73.09507340553563,,1475.0,2025-11-17
2025-11-17 15:30:00,bearish,25106.375,25175.5,24968.125,2765.0,target,72.61836174570729,,2015.0,2025-11-17
2025-11-17 09:25:00,bullish,25313.75,25302.0,25337.25,-235.0,stop,72.14007102260065,,390.0,2025-11-17
2025-11-17 15:25:00,bearish,25113.75,25244.75,24851.75,5240.0,target,71.52080878136547,,1160.0,2025-11-17
2025-11-18 14:35:00,bearish,24748.5,24803.0,24639.5,2180.0,target,93.08758080187937,NY PM,2140.0,2025-11-18
2025-11-18 15:10:00,bearish,24513.625,24765.0,24010.875,-5027.5,stop,72.33688768612008,,2315.0,2025-11-18
2025-11-19 14:25:00,bearish,24633.5,24652.0,24596.5,740.0,target,87.92419134425553,NY PM,500.0,2025-11-19
2025-11-19 15:10:00,bullish,24912.875,24676.5,25385.625,-4727.5,stop,71.15806018746903,,745.0,2025-11-19
2025-11-20 14:00:00,bearish,25191.125,25207.0,25159.375,-317.5,stop,92.09847037932171,NY PM,2255.0,2025-11-20
2025-11-20 14:05:00,bearish,25194.0,25207.0,25168.0,-260.0,stop,90.09847037932171,NY PM,2200.0,2025-11-20
2025-11-21 12:35:00,bearish,24073.375,24178.75,23862.625,-2107.5,stop,87.84054015139603,,4735.0,2025-11-21
2025-11-21 14:00:00,bullish,24229.875,24099.5,24490.625,-2607.5,stop,86.21686085305137,NY PM,625.0,2025-11-21
2025-11-21 15:00:00,bullish,24162.125,24099.5,24287.375,-1252.5,stop,85.96311364738204,,3515.0,2025-11-21
2025-11-21 12:40:00,bearish,24076.375,24178.75,23871.625,-2047.5,stop,85.84054015139603,,4615.0,2025-11-21
2025-11-21 12:45:00,bullish,24169.25,24099.5,24308.75,-1395.0,stop,84.71686085305137,,900.0,2025-11-21
2025-11-21 15:05:00,bullish,24201.875,24099.5,24406.625,-2047.5,stop,83.96311364738204,,3855.0,2025-11-21
2025-11-21 15:15:00,bullish,24134.75,24099.5,24205.25,-705.0,stop,79.96311364738204,,3580.0,2025-11-21
2025-11-21 15:10:00,bearish,24126.5,24178.75,24022.0,-1045.0,stop,74.5511504001734,,2090.0,2025-11-21
2025-11-21 15:20:00,bearish,24115.375,24178.75,23988.625,-1267.5,stop,74.5511504001734,,1385.0,2025-11-21
2025-11-21 15:25:00,bearish,24125.875,24217.25,23943.125,3655.0,target,71.80727434020986,,3225.0,2025-11-21
2025-11-24 14:10:00,bearish,24532.5,24556.0,24485.5,-470.0,stop,91.86769469628504,NY PM,1660.0,2025-11-24
2025-11-24 09:25:00,bullish,24450.25,24426.75,24497.25,-470.0,stop,89.98833450978935,,3330.0,2025-11-24
2025-11-24 14:15:00,bearish,24542.5,24556.0,24515.5,-270.0,stop,89.86769469628504,NY PM,1280.0,2025-11-24
2025-11-24 09:30:00,bullish,24430.0,24426.75,24436.5,-65.0,stop,87.98833450978935,,2570.0,2025-11-24
2025-11-25 14:35:00,bullish,24851.375,24843.0,24868.125,-167.5,stop,90.48770796399512,NY PM,625.0,2025-11-25
2025-11-25 14:40:00,bearish,24838.0,24876.25,24761.5,1530.0,target,90.12533335916919,NY PM,820.0,2025-11-25
2025-11-25 12:00:00,bearish,24878.875,24899.0,24838.625,-402.5,stop,86.60548275523445,,1385.0,2025-11-25
2025-11-25 12:05:00,bearish,24887.5,24899.0,24864.5,-230.0,stop,84.60548275523445,,1180.0,2025-11-25
2025-11-25 14:55:00,bearish,24720.875,24876.25,24410.125,-3107.5,stop,84.12533335916919,NY PM,3315.0,2025-11-25
2025-11-25 14:15:00,bearish,24860.75,24899.0,24784.25,1530.0,target,80.10548275523445,NY PM,540.0,2025-11-25
2025-11-25 15:00:00,bearish,24713.875,24876.25,24389.125,-3247.5,stop,74.62533335916919,,4475.0,2025-11-25
