entry_time,exit_time,direction,entry_price,exit_price,pnl,bars_held,split
2025-03-05 09:00:00+00:00,2025-03-05 09:15:00+00:00,short,87732.0,88366.15176633274,-72.22008422159058,0,train
2025-03-07 06:30:00+00:00,2025-03-07 09:15:00+00:00,short,87992.0,88949.71523326602,-104.61860908826519,10,train
2025-03-07 09:15:00+00:00,2025-03-07 13:30:00+00:00,short,88661.0,89515.04061908394,-94.31286393934842,16,train
2025-03-07 18:15:00+00:00,2025-03-08 14:15:00+00:00,short,88260.0,86430.78631859491,174.18682882457927,79,train
2025-03-08 16:45:00+00:00,2025-03-08 21:15:00+00:00,short,86079.0,86476.52881191368,-48.3806576319639,17,train
2025-03-09 00:15:00+00:00,2025-03-10 02:15:00+00:00,short,86310.0,81976.38843790794,424.9468367873107,103,train
2025-03-10 02:15:00+00:00,2025-03-10 09:15:00+00:00,short,81928.0,82395.9558506541,-55.01178285794341,27,train
2025-03-10 14:45:00+00:00,2025-03-10 21:00:00+00:00,short,79651.0,79576.08731284966,-0.47008565060853424,24,train
2025-03-10 21:00:00+00:00,2025-03-11 01:30:00+00:00,short,79238.0,78412.36051531695,74.68143044253932,17,train
2025-03-11 01:30:00+00:00,2025-03-11 03:00:00+00:00,short,77691.0,79598.52475619299,-198.6169518571083,5,train
2025-03-11 03:00:00+00:00,2025-03-11 08:00:00+00:00,short,79332.0,80807.72624585457,-155.57961089775011,19,train
2025-03-13 18:30:00+00:00,2025-03-13 22:45:00+00:00,short,80886.0,81197.4632394957,-39.25049711154486,16,train
2025-03-13 22:45:00+00:00,2025-03-14 01:30:00+00:00,short,81112.0,81627.14846726903,-59.651804150266216,10,train
2025-03-14 01:30:00+00:00,2025-03-14 02:45:00+00:00,short,81413.0,82115.34906055337,-78.41132350836502,4,train
2025-03-16 12:45:00+00:00,2025-03-16 16:00:00+00:00,short,82648.0,83419.06920346113,-85.41027380628582,12,train
2025-03-16 16:00:00+00:00,2025-03-16 16:15:00+00:00,short,83328.0,84126.86871435345,-88.25961487106247,0,train
