entry_time,exit_time,direction,entry_price,exit_price,exit_type,bars_held,pnl
2025-05-28T15:25:00+00:00,2025-05-28T17:03:00+00:00,SHORT,42292.0,42322.0,sl,55,-15.0
2025-05-30T12:11:00+00:00,2025-05-30T14:30:00+00:00,SHORT,42226.0,42319.0,time,60,-46.5
2025-05-30T15:34:00+00:00,2025-05-30T17:08:00+00:00,SHORT,42259.0,42123.0,time,60,68.0
2025-06-05T12:32:00+00:00,2025-06-05T12:50:00+00:00,SHORT,42513.0,42577.0,sl,15,-32.0
2025-06-05T16:47:00+00:00,2025-06-05T18:16:00+00:00,SHORT,42547.0,42458.0,time,60,44.5
2025-06-05T18:18:00+00:00,2025-06-05T18:24:00+00:00,SHORT,42431.0,42491.0,sl,5,-30.0
2025-06-09T14:38:00+00:00,2025-06-09T16:16:00+00:00,SHORT,43014.0,43122.0,sl,15,-54.0
2025-06-09T16:58:00+00:00,2025-06-09T17:27:00+00:00,SHORT,43176.0,43216.0,sl,5,-20.0
2025-06-09T19:56:00+00:00,2025-06-10T01:34:00+00:00,SHORT,43190.0,43236.0,sl,1,-23.0
2025-06-16T19:59:00+00:00,2025-06-16T20:01:00+00:00,SHORT,42843.0,42891.0,sl,1,-24.0
2025-06-16T22:49:00+00:00,2025-06-16T23:53:00+00:00,SHORT,42760.0,42685.0,time,60,37.5
2025-06-17T00:36:00+00:00,2025-06-17T01:01:00+00:00,SHORT,42694.0,42746.0,sl,10,-26.0
2025-06-18T10:23:00+00:00,2025-06-18T12:47:00+00:00,SHORT,42610.0,42577.0,time,60,16.5
2025-06-25T17:04:00+00:00,2025-06-25T18:21:00+00:00,SHORT,43256.0,43220.0,time,60,18.0
2025-06-25T23:30:00+00:00,2025-06-26T00:39:00+00:00,SHORT,43291.0,43323.0,sl,54,-16.0
2025-06-30T16:20:00+00:00,2025-06-30T16:43:00+00:00,SHORT,44285.0,44321.0,sl,16,-18.0
2025-06-30T17:23:00+00:00,2025-06-30T18:28:00+00:00,SHORT,44298.0,44265.0,time,60,16.5
2025-06-30T20:01:00+00:00,2025-07-01T01:04:00+00:00,SHORT,44406.0,44425.0,time,60,-9.5
2025-07-04T08:34:00+00:00,2025-07-04T09:39:00+00:00,SHORT,44862.0,44858.0,time,60,2.0
2025-07-09T15:12:00+00:00,2025-07-09T15:47:00+00:00,SHORT,44560.0,44606.0,sl,19,-23.0
2025-07-16T15:32:00+00:00,2025-07-16T15:56:00+00:00,SHORT,44161.0,44221.0,sl,11,-30.0
2025-07-18T14:07:00+00:00,2025-07-18T15:08:00+00:00,SHORT,44577.0,44538.0,time,60,19.5
2025-07-18T15:13:00+00:00,2025-07-18T16:15:00+00:00,SHORT,44526.0,44529.0,time,60,-1.5
2025-07-21T16:41:00+00:00,2025-07-21T17:02:00+00:00,SHORT,44776.0,44806.0,sl,13,-15.0
2025-07-23T14:14:00+00:00,2025-07-23T14:31:00+00:00,SHORT,44894.0,44938.0,sl,12,-22.0
