timestamp,regime,model_used,direction,entry_price,exit_price,pnl_pct,outcome
2024-01-05 15:00:00,0,Regime 0,long,16499.75,16541.25,0.25151896240852134,win
2024-01-05 15:03:00,0,Regime 0,long,16533.0,16524.75,-0.049900199600798396,loss
2024-01-05 15:14:00,0,Regime 0,short,16526.0,16516.0,0.06051071039574004,win
2024-01-05 15:22:00,0,Regime 0,long,16533.5,16494.0,-0.23890888196691565,loss
2024-01-05 16:19:00,2,Regime 2,short,16541.25,16456.0,0.515378221113882,win
2024-01-05 16:51:00,2,Regime 2,long,16516.0,16491.0,-0.15136837006539114,loss
2024-01-05 17:05:00,2,Regime 2,short,16494.0,16483.0,0.06669091790954286,win
2024-01-05 17:09:00,2,Regime 2,short,16475.25,16474.5,0.004552282969909409,win
2024-01-05 18:00:00,2,Regime 2,short,16453.0,16430.25,0.1382726554427764,win
2024-01-05 18:31:00,0,Regime 0,long,16491.5,16471.0,-0.1243064609041021,loss
2024-01-05 19:12:00,0,Regime 0,short,16491.0,16443.5,0.2880358983688072,win
2024-01-05 19:17:00,0,Regime 0,short,16473.5,16446.5,0.1638995963213646,win
2024-01-05 19:48:00,2,Regime 2,short,16426.75,16452.25,-0.15523460209718903,loss
2024-01-05 20:34:00,2,Regime 2,long,16430.25,16444.5,0.08673026886383348,win
2024-01-08 06:33:00,2,Regime 2,long,16457.25,16553.5,0.5848486229473333,win
2024-01-08 07:10:00,2,Regime 2,short,16439.75,16553.0,-0.6888790887939293,loss
2024-01-08 09:08:00,2,Regime 2,short,16412.5,16586.5,-1.0601675552170602,loss
2024-01-08 09:28:00,2,Regime 2,short,16384.5,16590.5,-1.2572858494308645,loss
2024-01-08 09:37:00,2,Regime 2,long,16418.0,16583.0,1.0049945182117188,win
2024-01-08 10:41:00,2,Regime 2,short,16412.5,16609.0,-1.1972581873571972,loss
2024-01-08 11:07:00,0,Regime 0,long,16444.5,16628.5,1.1189151388002068,win
2024-01-08 11:37:00,0,Regime 0,long,16461.0,16620.75,0.9704756697648989,win
2024-01-08 12:48:00,0,Regime 0,long,16479.25,16635.25,0.9466450232868607,win
2024-01-08 13:10:00,0,Regime 0,long,16491.25,16635.25,0.8731903282043507,win
2024-01-08 14:11:00,0,Regime 0,long,16502.75,16654.0,0.9165139143476088,win
2024-01-08 14:32:00,0,Regime 0,long,16536.0,16660.0,0.7498790517658442,win
2024-01-08 14:59:00,0,Regime 0,long,16628.5,16685.0,0.3397780918302914,win
2024-01-08 15:04:00,0,Regime 0,long,16640.75,16682.0,0.247885461893244,win
2024-01-08 16:04:00,0,Regime 0,long,16672.25,16748.5,0.4573467888257434,win
2024-01-08 16:10:00,0,Regime 0,short,16645.5,16746.5,-0.6067705986602986,loss
2024-01-08 17:28:00,0,Regime 0,long,16697.75,16801.25,0.6198439909568655,win
2024-01-08 20:51:00,0,Regime 0,long,16801.0,16716.75,-0.5014582465329445,loss
2024-01-09 02:33:00,2,Regime 2,short,16777.75,16671.25,0.6347692628630179,win
2024-01-09 06:50:00,2,Regime 2,short,16768.0,16699.75,0.40702528625954193,win
2024-01-09 12:05:00,2,Regime 2,long,16712.5,16687.5,-0.14958863126402394,loss
2024-01-09 13:23:00,2,Regime 2,short,16685.0,16729.0,-0.2637099190890021,loss
2024-01-09 14:36:00,0,Regime 0,short,16691.0,16746.5,-0.33251452878796955,loss
2024-01-09 14:44:00,2,Regime 2,short,16675.5,16757.25,-0.4902401727084645,loss
2024-01-09 14:58:00,0,Regime 0,long,16705.0,16784.75,0.4774019754564502,win
2024-01-09 16:00:00,0,Regime 0,long,16749.75,16851.75,0.6089643129001925,win
2024-01-09 18:04:00,0,Regime 0,short,16839.75,16826.0,0.08165204352796211,win
2024-01-09 18:27:00,2,Regime 2,short,16807.25,16804.25,0.01784943997382082,win
2024-01-09 18:35:00,2,Regime 2,long,16817.5,16838.5,0.12486992715920915,win
2024-01-09 18:49:00,0,Regime 0,long,16838.75,16827.75,-0.06532551406725559,loss
2024-01-09 19:13:00,0,Regime 0,short,16831.25,16833.5,-0.013367991088005942,loss
2024-01-09 19:30:00,2,Regime 2,long,16831.0,16814.0,-0.10100409957815935,loss
2024-01-09 20:03:00,2,Regime 2,short,16817.25,16864.0,-0.2779883750315896,loss
2024-01-09 20:54:00,0,Regime 0,long,16838.5,16861.75,0.13807643198622205,win
2024-01-10 07:23:00,0,Regime 0,long,16845.75,16865.75,0.11872430731786951,win
2024-01-10 09:07:00,0,Regime 0,long,16892.25,16867.5,-0.14651689384185054,loss
2024-01-10 12:34:00,2,Regime 2,short,16844.75,16831.5,0.07865952299677942,win
2024-01-10 14:24:00,0,Regime 0,long,16861.75,16857.25,-0.02668762139161119,loss
2024-01-10 15:02:00,2,Regime 2,short,16810.75,16880.5,-0.41491307645405473,loss
2024-01-10 15:40:00,0,Regime 0,long,16877.0,16926.75,0.2947798779403923,win
2024-01-10 16:10:00,0,Regime 0,short,16868.0,16918.0,-0.29641925539483044,loss
2024-01-10 18:04:00,0,Regime 0,long,16926.75,16939.25,0.07384760807597442,win
2024-01-10 18:08:00,0,Regime 0,short,16897.75,16935.0,-0.22044355017679867,loss
2024-01-10 20:24:00,2,Regime 2,short,16928.0,16999.0,-0.41942344045368624,loss
2024-01-10 20:26:00,2,Regime 2,long,16946.25,17002.5,0.33193184332816994,win
2024-01-10 20:53:00,2,Regime 2,long,16930.0,17009.25,0.46810395747194333,win
2024-01-11 08:14:00,0,Regime 0,long,17041.5,16925.25,-0.6821582607164862,loss
2024-01-11 09:05:00,0,Regime 0,short,17019.75,16958.5,0.3598760263811161,win
2024-01-11 09:17:00,2,Regime 2,short,16999.0,16958.25,0.23971998352844284,win
2024-01-11 10:52:00,0,Regime 0,long,17018.0,16999.0,-0.11164649194970032,loss
2024-01-11 13:21:00,0,Regime 0,long,17026.5,17013.75,-0.07488327019645846,loss
2024-01-11 13:31:00,1,Generic,short,16956.5,17011.75,-0.32583375106891166,loss
2024-01-11 13:32:00,1,Generic,short,16905.5,16991.5,-0.5087101830765136,loss
2024-01-11 13:33:00,1,Generic,long,16923.0,16987.25,0.3796608166400756,win
2024-01-11 13:34:00,1,Generic,long,16949.0,16967.0,0.10620095580860228,win
2024-01-11 13:36:00,1,Generic,long,16968.25,16965.0,-0.01915341888527102,loss
2024-01-11 13:39:00,1,Generic,short,16932.75,16933.5,-0.004429286441954201,loss
2024-01-11 13:53:00,2,Regime 2,short,16923.75,16942.5,-0.11079104808331486,loss
2024-01-11 14:07:00,2,Regime 2,long,16943.0,16841.0,-0.60201853272738,loss
2024-01-11 14:23:00,0,Regime 0,long,16976.0,16852.75,-0.7260249764373233,loss
2024-01-11 14:31:00,0,Regime 0,long,17002.25,16843.75,-0.9322295578526372,loss
2024-01-11 14:33:00,0,Regime 0,short,16980.5,16886.25,0.5550484379140779,win
2024-01-11 14:34:00,0,Regime 0,long,17000.5,16877.0,-0.7264492220817035,loss
2024-01-11 14:35:00,0,Regime 0,long,17031.0,16885.5,-0.8543244671481416,loss
2024-01-11 14:43:00,1,Generic,short,16991.5,16890.5,0.5944148544860666,win
2024-01-11 14:46:00,1,Generic,short,16967.0,16893.5,0.4331938468792361,win
2024-01-11 14:55:00,2,Regime 2,long,16955.75,16870.75,-0.5013048670804889,loss
2024-01-11 14:59:00,2,Regime 2,long,16958.75,16865.0,-0.5528119702218619,loss
2024-01-11 15:03:00,2,Regime 2,short,16920.5,16847.25,0.432906828994415,win
2024-01-11 15:05:00,1,Generic,short,16890.5,16845.75,0.2649418312068914,win
2024-01-11 15:06:00,1,Generic,short,16867.75,16848.5,0.11412310474129626,win
2024-01-11 15:07:00,1,Generic,short,16841.0,16842.25,-0.007422362092512321,loss
2024-01-11 15:09:00,1,Generic,short,16837.75,16787.75,0.29695178987691345,win
2024-01-11 15:17:00,1,Generic,long,16868.25,16795.0,-0.4342477731833474,loss
2024-01-11 15:20:00,1,Generic,long,16886.25,16799.75,-0.5122510918646828,loss
2024-01-11 15:29:00,1,Generic,long,16908.75,16770.0,-0.8205810601020183,loss
2024-01-11 15:33:00,1,Generic,short,16890.5,16791.5,0.5861282969716705,win
2024-01-11 15:35:00,1,Generic,short,16869.0,16802.5,0.3942142391368783,win
2024-01-11 15:36:00,0,Regime 0,long,16893.5,16783.5,-0.6511380116612899,loss
2024-01-11 15:49:00,2,Regime 2,short,16874.75,16802.5,0.4281544911776471,win
2024-01-11 15:53:00,2,Regime 2,short,16853.5,16809.75,0.25958999614323436,win
2024-01-11 16:12:00,2,Regime 2,short,16808.0,16828.5,-0.12196573060447406,loss
2024-01-11 16:15:00,2,Regime 2,short,16787.75,16842.5,-0.3261306607496538,loss
2024-01-11 16:43:00,2,Regime 2,short,16770.0,16898.75,-0.7677400119260585,loss
2024-01-11 16:48:00,2,Regime 2,long,16791.5,16894.0,0.610427895065956,win
2024-01-11 16:52:00,2,Regime 2,short,16783.5,16931.25,-0.8803288944499061,loss
2024-01-11 17:41:00,0,Regime 0,long,16831.75,16979.5,0.8778053381258634,win
2024-01-11 17:59:00,0,Regime 0,long,16858.5,16941.75,0.4938161758163538,win
2024-01-11 18:56:00,0,Regime 0,long,16931.25,16958.75,0.162421557770395,win
2024-01-11 19:20:00,0,Regime 0,short,16921.25,16962.5,-0.24377631676146855,loss
2024-01-11 19:25:00,0,Regime 0,long,16947.75,16949.5,0.010325854464456934,win
2024-01-12 00:24:00,2,Regime 2,short,16934.25,16921.0,0.07824379585750771,win
2024-01-12 01:32:00,2,Regime 2,long,16946.0,16902.0,-0.2596482945827924,loss
2024-01-12 08:02:00,0,Regime 0,long,16944.5,16943.5,-0.005901619994688542,loss
2024-01-12 08:36:00,2,Regime 2,short,16941.25,16962.25,-0.12395779532206892,loss
2024-01-12 08:50:00,0,Regime 0,long,16964.25,16974.25,0.05894749252103689,win
2024-01-12 10:33:00,2,Regime 2,short,16918.0,16980.5,-0.3694290105213382,loss
2024-01-12 11:04:00,2,Regime 2,short,16913.0,17004.5,-0.5410039614497724,loss
2024-01-12 11:37:00,2,Regime 2,short,16896.5,17013.25,-0.6909715029739887,loss
2024-01-12 11:47:00,2,Regime 2,short,16869.0,17027.75,-0.9410753453079613,loss
2024-01-12 12:24:00,0,Regime 0,long,16921.0,17019.25,0.5806394421133503,win
2024-01-12 13:20:00,1,Generic,long,16952.75,16959.0,0.03686717494211854,win
2024-01-12 14:32:00,0,Regime 0,short,16980.5,16967.75,0.07508612820588322,win
2024-01-12 14:59:00,2,Regime 2,short,16986.5,16946.75,0.234009360374415,win
2024-01-12 15:01:00,2,Regime 2,short,16964.75,16973.75,-0.05305117965192531,loss
2024-01-12 15:06:00,2,Regime 2,long,16979.5,16987.0,0.04417091198209606,win
2024-01-12 15:12:00,2,Regime 2,short,16970.0,16989.25,-0.11343547436652916,loss
2024-01-12 15:18:00,2,Regime 2,short,16949.25,16940.5,0.05162470315795684,win
2024-01-12 15:29:00,0,Regime 0,long,16983.0,16938.5,-0.2620267326149679,loss
2024-01-12 15:47:00,2,Regime 2,short,16948.5,16937.25,0.06637755553588813,win
2024-01-12 15:58:00,2,Regime 2,long,16944.5,16957.25,0.0752456549322789,win
2024-01-12 16:07:00,0,Regime 0,long,16973.75,16956.75,-0.1001546505633699,loss
2024-01-12 16:37:00,2,Regime 2,short,16940.5,16988.75,-0.28482040081461585,loss
2024-01-12 17:49:00,0,Regime 0,long,16957.25,16966.5,0.05454893924427605,win
2024-01-12 19:21:00,0,Regime 0,short,16969.25,16998.0,-0.169424105367061,loss
2024-01-12 19:29:00,2,Regime 2,short,16953.25,16990.5,-0.2197218822349697,loss
2024-01-15 02:16:00,0,Regime 0,long,16978.25,16973.25,-0.029449442669297485,loss
2024-01-15 06:30:00,0,Regime 0,long,17016.5,16970.25,-0.27179502247818293,loss
2024-01-15 07:12:00,0,Regime 0,short,16998.0,16958.25,0.23385104129897633,win
2024-01-15 08:54:00,2,Regime 2,short,16963.0,16902.75,0.3551848140069563,win
2024-01-15 09:06:00,2,Regime 2,long,16980.25,16884.5,-0.563890402084775,loss
2024-01-15 14:13:00,2,Regime 2,long,16962.25,16885.0,-0.4554230718212501,loss
2024-01-15 23:40:00,2,Regime 2,short,16921.75,16858.25,0.3752566962636843,win
2024-01-16 00:29:00,2,Regime 2,short,16902.75,16884.25,0.10944964576770051,win
2024-01-16 00:47:00,2,Regime 2,short,16884.5,16885.5,-0.005922591726139358,loss
2024-01-16 07:57:00,2,Regime 2,short,16846.0,16894.0,-0.28493410898729665,loss
2024-01-16 08:22:00,2,Regime 2,long,16839.75,16932.0,0.5478109829421458,win
2024-01-16 13:31:00,0,Regime 0,long,16909.0,16898.25,-0.06357561062156249,loss
2024-01-16 13:44:00,0,Regime 0,short,16903.5,16925.75,-0.1316295441772414,loss
2024-01-16 14:25:00,0,Regime 0,long,16917.0,16964.75,0.2822604480699888,win
2024-01-16 14:41:00,2,Regime 2,short,16884.25,16992.25,-0.639649377378326,loss
2024-01-16 14:55:00,2,Regime 2,long,16894.0,16968.0,0.43802533443826214,win
2024-01-16 15:02:00,0,Regime 0,long,16925.0,16973.0,0.2836041358936484,win
2024-01-16 15:04:00,0,Regime 0,short,16898.25,16975.5,-0.45714792951932887,loss
2024-01-16 15:40:00,0,Regime 0,long,17009.25,16980.0,-0.17196525419992062,loss
2024-01-16 16:00:00,2,Regime 2,short,16968.0,16922.0,0.2710985384252711,win
2024-01-16 16:13:00,2,Regime 2,short,16941.75,16925.25,0.09739253619018107,win
2024-01-16 16:14:00,2,Regime 2,long,16976.0,16922.0,-0.3180961357210179,loss
2024-01-16 16:16:00,0,Regime 0,long,16993.0,16919.75,-0.43105984817277704,loss
2024-01-16 16:22:00,0,Regime 0,long,17014.5,16900.5,-0.6700167504187605,loss
2024-01-16 16:31:00,0,Regime 0,long,17014.0,16925.5,-0.520159868343717,loss
2024-01-16 16:53:00,2,Regime 2,short,16956.75,16924.25,0.19166408657319356,win
2024-01-16 17:26:00,2,Regime 2,short,16916.0,16883.25,0.19360368881532278,win
2024-01-16 18:36:00,0,Regime 0,short,16928.25,16971.5,-0.2554900831450386,loss
2024-01-16 19:09:00,2,Regime 2,short,16882.0,16912.0,-0.17770406349958537,loss
2024-01-16 19:25:00,2,Regime 2,long,16895.75,16847.75,-0.28409511267626475,loss
2024-01-17 05:38:00,2,Regime 2,short,16888.0,16858.25,0.1761605873993368,win
2024-01-17 06:06:00,1,Generic,short,16847.75,16848.5,-0.004451633007374872,loss
2024-01-17 06:21:00,1,Generic,short,16838.75,16820.5,0.10838096652067404,win
2024-01-17 08:40:00,2,Regime 2,short,16838.75,16794.75,0.26130205626902236,win
2024-01-17 08:57:00,2,Regime 2,short,16821.25,16773.25,0.28535334770008175,win
2024-01-17 09:14:00,2,Regime 2,long,16845.75,16774.75,-0.42147129097843666,loss
2024-01-17 09:24:00,0,Regime 0,long,16864.0,16761.0,-0.6107685009487666,loss
2024-01-17 11:17:00,0,Regime 0,long,16887.0,16752.25,-0.7979510866346894,loss
2024-01-17 12:14:00,0,Regime 0,long,16903.0,16718.0,-1.0944802697745961,loss
2024-01-17 13:27:00,2,Regime 2,short,16843.5,16712.25,0.7792323448214445,win
2024-01-17 13:44:00,2,Regime 2,short,16820.5,16738.0,0.4904729348116881,win
2024-01-17 14:32:00,2,Regime 2,short,16794.75,16746.0,0.2902692805787523,win
2024-01-17 14:33:00,2,Regime 2,short,16773.25,16761.25,0.07154248580328798,win
2024-01-17 14:59:00,2,Regime 2,short,16690.75,16810.0,-0.7144675943261987,loss
2024-01-17 15:02:00,2,Regime 2,long,16708.75,16801.5,0.5550983765990873,win
2024-01-17 15:04:00,2,Regime 2,long,16728.0,16806.25,0.46777857484457197,win
2024-01-17 15:14:00,0,Regime 0,long,16749.5,16818.75,0.4134451774679841,win
2024-01-17 15:24:00,0,Regime 0,long,16746.0,16821.25,0.4493610414427326,win
2024-01-17 15:38:00,0,Regime 0,long,16765.5,16805.5,0.23858518982434168,win
2024-01-17 15:59:00,0,Regime 0,long,16777.75,16804.25,0.15794728136967115,win
2024-01-17 16:20:00,0,Regime 0,long,16825.25,16769.5,-0.3313472310961204,loss
2024-01-17 16:51:00,2,Regime 2,short,16803.0,16760.5,0.25293102422186514,win
2024-01-17 18:08:00,2,Regime 2,short,16787.75,16818.75,-0.18465845631487246,loss
2024-01-17 19:19:00,0,Regime 0,long,16788.5,16859.5,0.42290853858295857,win
2024-01-17 19:57:00,0,Regime 0,short,16817.0,16894.0,-0.457870012487364,loss
2024-01-17 20:35:00,0,Regime 0,long,16836.0,16924.25,0.5241743882157283,win
2024-01-17 20:49:00,0,Regime 0,long,16870.5,16941.25,0.41937109155033936,win
2024-01-18 05:38:00,0,Regime 0,long,16870.5,17038.25,0.9943392312023948,win
2024-01-18 06:06:00,0,Regime 0,long,16887.5,17022.75,0.8008882309400445,win
2024-01-18 07:48:00,0,Regime 0,long,16894.0,16993.75,0.5904463123002249,win
2024-01-18 09:02:00,0,Regime 0,long,16917.0,17014.0,0.5733877164981971,win
2024-01-18 11:00:00,0,Regime 0,long,16959.75,17035.0,0.4436975780892997,win
2024-01-18 11:56:00,0,Regime 0,long,17003.0,17039.5,0.2146679997647474,win
2024-01-18 13:33:00,0,Regime 0,long,17038.25,17036.5,-0.01027100787933033,loss
2024-01-18 14:08:00,0,Regime 0,long,17020.0,17034.5,0.08519388954171564,win
2024-01-18 14:30:00,0,Regime 0,long,17030.0,17034.0,0.023487962419260128,win
2024-01-18 14:40:00,0,Regime 0,long,17045.5,17058.75,0.07773312604499721,win
2024-01-18 15:02:00,2,Regime 2,short,17000.25,17037.5,-0.21911442478787074,loss
2024-01-18 15:11:00,0,Regime 0,long,17020.75,17066.25,0.2673207702363292,win
2024-01-18 15:17:00,0,Regime 0,long,17034.5,17075.5,0.24068801549796,win
2024-01-18 15:19:00,2,Regime 2,short,17016.5,17081.0,-0.37904386918579025,loss
2024-01-18 15:34:00,0,Regime 0,long,17039.75,17082.25,0.24941680482401443,win
2024-01-18 15:57:00,0,Regime 0,short,17050.0,17020.5,0.17302052785923755,win
2024-01-18 17:01:00,2,Regime 2,short,17051.25,16956.5,0.5556777362363463,win
2024-01-18 17:04:00,2,Regime 2,short,17023.75,16978.25,0.2672736617960203,win
2024-01-18 17:37:00,2,Regime 2,long,17017.25,17090.25,0.4289764797484905,win
2024-01-18 17:49:00,2,Regime 2,short,17005.5,17099.75,-0.5542324542059922,loss
2024-01-18 18:11:00,2,Regime 2,short,16963.0,17105.0,-0.8371160761657725,loss
2024-01-18 18:31:00,2,Regime 2,long,16977.0,17093.0,0.6832773752724274,win
2024-01-18 18:37:00,0,Regime 0,long,17002.25,17106.5,0.6131541413636431,win
2024-01-18 19:10:00,0,Regime 0,long,17056.25,17117.0,0.3561744228655185,win
2024-01-18 19:22:00,0,Regime 0,long,17076.5,17141.25,0.3791760606681697,win
2024-01-18 19:39:00,0,Regime 0,short,17082.25,17168.0,-0.5019830525838224,loss
2024-01-18 19:48:00,0,Regime 0,long,17094.5,17172.0,0.4533621925180613,win
2024-01-18 21:04:00,0,Regime 0,long,17122.0,17233.75,0.6526690807148697,win
2024-01-18 23:33:00,0,Regime 0,long,17135.75,17246.25,0.6448506776767868,win
2024-01-19 01:03:00,0,Regime 0,short,17132.75,17233.75,-0.5895142344340518,loss
2024-01-19 01:22:00,0,Regime 0,long,17150.5,17245.0,0.5510043438966794,win
2024-01-19 07:06:00,0,Regime 0,long,17188.5,17208.75,0.11781132734095472,win
2024-01-19 08:33:00,0,Regime 0,long,17194.25,17178.75,-0.09014641522602033,loss
2024-01-19 10:20:00,0,Regime 0,long,17234.0,17192.75,-0.2393524428455379,loss
2024-01-19 12:45:00,0,Regime 0,long,17233.75,17214.5,-0.11169942699644593,loss
2024-01-19 14:29:00,2,Regime 2,short,17184.75,17210.25,-0.14838737834417143,loss
2024-01-19 16:11:00,0,Regime 0,long,17265.5,17302.0,0.2114042454606006,win
2024-01-19 21:44:00,0,Regime 0,long,17488.5,17539.25,0.29019069674357434,win
2024-01-22 00:00:00,0,Regime 0,long,17503.25,17581.0,0.44420321940211105,win
