entry_time,exit_time,direction,entry_price,exit_price,exit_type,bars_held,pnl
2025-05-22T11:15:00+00:00,2025-05-22T11:49:00+00:00,SHORT,1071.6,1075.0,sl,33,-170.0
2025-05-27T00:24:00+00:00,2025-05-27T00:38:00+00:00,SHORT,1083.9,1086.5,sl,13,-130.0
2025-05-29T12:42:00+00:00,2025-05-29T13:44:00+00:00,SHORT,1092.6,1089.1,time,60,175.0
2025-05-29T13:58:00+00:00,2025-05-29T15:13:00+00:00,SHORT,1089.2,1082.8,time,60,320.0
2025-06-16T22:09:00+00:00,2025-06-16T23:17:00+00:00,SHORT,1237.3,1236.7,time,60,30.0
2025-06-18T06:47:00+00:00,2025-06-18T07:40:00+00:00,SHORT,1266.6,1273.2,sl,46,-330.0
2025-06-19T07:22:00+00:00,2025-06-19T07:41:00+00:00,SHORT,1308.8,1314.6,sl,18,-290.0
2025-06-19T09:06:00+00:00,2025-06-19T10:07:00+00:00,SHORT,1287.9,1292.4,time,60,-225.0
2025-06-23T05:41:00+00:00,2025-06-23T06:44:00+00:00,SHORT,1259.5,1265.5,sl,43,-300.0
2025-06-25T11:36:00+00:00,2025-06-25T11:57:00+00:00,SHORT,1298.6,1303.0,sl,15,-220.0
2025-06-25T12:35:00+00:00,2025-06-25T13:41:00+00:00,SHORT,1302.3,1301.0,time,60,65.0
2025-06-25T19:57:00+00:00,2025-06-26T01:07:00+00:00,SHORT,1359.3,1367.9,sl,39,-430.0
2025-06-27T19:58:00+00:00,2025-06-30T05:02:00+00:00,SHORT,1337.9,1349.5,sl,4,-580.0
2025-06-30T05:36:00+00:00,2025-06-30T07:00:00+00:00,SHORT,1367.8,1373.4,sl,0,-280.0
2025-07-14T12:51:00+00:00,2025-07-17T01:07:00+00:00,SHORT,1427.1,1438.2,time,60,-555.0
2025-07-23T09:15:00+00:00,2025-07-23T10:40:00+00:00,SHORT,1485.7,1483.7,time,60,100.0
2025-07-28T13:52:00+00:00,2025-07-28T14:16:00+00:00,SHORT,1423.2,1428.4,sl,22,-260.0
2025-08-06T15:49:00+00:00,2025-08-06T16:53:00+00:00,SHORT,1346.2,1335.8,time,60,520.0
2025-08-08T11:24:00+00:00,2025-08-08T12:33:00+00:00,SHORT,1340.0,1344.4,sl,59,-220.0
2025-08-13T09:38:00+00:00,2025-08-13T10:02:00+00:00,SHORT,1359.2,1362.6,sl,16,-170.0
2025-08-13T10:05:00+00:00,2025-08-13T10:56:00+00:00,SHORT,1361.1,1364.7,sl,43,-180.0
2025-08-13T11:25:00+00:00,2025-08-13T12:32:00+00:00,SHORT,1360.8,1348.8,tp,60,600.0
2025-08-21T06:26:00+00:00,2025-08-21T07:02:00+00:00,SHORT,1337.3,1326.1,tp,30,560.0
2025-08-22T07:13:00+00:00,2025-08-22T08:23:00+00:00,SHORT,1354.0,1348.0,time,60,300.0
2025-08-22T11:02:00+00:00,2025-08-22T12:03:00+00:00,SHORT,1341.6,1331.6,time,60,500.0
2025-08-22T13:57:00+00:00,2025-08-22T14:01:00+00:00,SHORT,1342.0,1344.8,sl,0,-140.0
2025-08-22T15:59:00+00:00,2025-08-22T17:06:00+00:00,SHORT,1364.0,1363.2,time,60,40.0
2025-08-25T15:33:00+00:00,2025-08-25T17:21:00+00:00,SHORT,1339.8,1339.0,time,60,40.0
2025-08-27T07:02:00+00:00,2025-08-27T10:35:00+00:00,SHORT,1345.0,1339.2,time,60,290.0
2025-08-27T22:18:00+00:00,2025-08-28T00:40:00+00:00,SHORT,1345.0,1345.4,time,60,-20.0
2025-08-28T01:23:00+00:00,2025-08-28T02:35:00+00:00,SHORT,1348.0,1349.2,time,60,-60.0
2025-08-28T08:10:00+00:00,2025-08-28T12:52:00+00:00,SHORT,1358.8,1346.8,tp,51,600.0
2025-09-10T15:25:00+00:00,2025-09-10T16:19:00+00:00,SHORT,1393.2,1399.1,sl,52,-295.0
2025-09-15T01:10:00+00:00,2025-09-15T03:34:00+00:00,SHORT,1409.5,1414.7,time,60,-260.0
2025-09-15T06:14:00+00:00,2025-09-15T07:12:00+00:00,SHORT,1407.7,1411.7,sl,36,-200.0
2025-09-15T15:21:00+00:00,2025-09-15T17:38:00+00:00,SHORT,1420.2,1417.6,time,60,130.0
2025-09-19T07:07:00+00:00,2025-09-19T07:21:00+00:00,SHORT,1389.8,1393.4,sl,5,-180.0
2025-09-19T12:02:00+00:00,2025-09-19T12:21:00+00:00,SHORT,1388.2,1392.4,sl,18,-210.0
2025-09-19T13:39:00+00:00,2025-09-19T14:52:00+00:00,SHORT,1403.2,1406.4,sl,20,-160.0
2025-09-22T05:54:00+00:00,2025-09-22T07:03:00+00:00,SHORT,1429.7,1427.2,time,60,125.0
2025-09-22T07:11:00+00:00,2025-09-22T08:57:00+00:00,SHORT,1426.9,1430.5,sl,39,-180.0
2025-09-22T09:09:00+00:00,2025-09-22T10:18:00+00:00,SHORT,1428.2,1427.5,time,60,35.0
2025-09-22T13:41:00+00:00,2025-09-22T15:15:00+00:00,SHORT,1414.6,1417.8,sl,21,-160.0
2025-09-24T14:10:00+00:00,2025-09-24T15:14:00+00:00,SHORT,1487.5,1484.2,time,60,165.0
2025-10-20T00:06:00+00:00,2025-10-20T02:19:00+00:00,SHORT,1612.2,1622.6,time,60,-520.0
2025-10-23T14:56:00+00:00,2025-10-23T16:10:00+00:00,SHORT,1599.1,1598.0,time,60,55.0
2025-10-29T18:37:00+00:00,2025-10-29T19:56:00+00:00,SHORT,1590.2,1587.0,time,60,160.0
2025-10-30T01:13:00+00:00,2025-10-30T02:24:00+00:00,SHORT,1587.2,1580.5,time,60,335.0
2025-10-31T10:18:00+00:00,2025-10-31T11:21:00+00:00,SHORT,1594.6,1593.1,time,60,75.0
2025-10-31T14:23:00+00:00,2025-10-31T15:34:00+00:00,SHORT,1596.5,1594.7,time,60,90.0
2025-11-05T07:21:00+00:00,2025-11-05T08:08:00+00:00,SHORT,1541.3,1547.7,sl,23,-320.0
2025-11-05T08:22:00+00:00,2025-11-05T09:28:00+00:00,SHORT,1543.0,1532.1,time,60,545.0
2025-11-05T23:06:00+00:00,2025-11-06T04:45:00+00:00,SHORT,1563.7,1563.2,time,60,25.0
2025-11-07T12:34:00+00:00,2025-11-07T13:10:00+00:00,SHORT,1560.2,1564.6,sl,4,-220.0
2025-11-07T13:57:00+00:00,2025-11-07T14:37:00+00:00,SHORT,1564.8,1546.3,tp,36,925.0
2025-11-11T04:56:00+00:00,2025-11-11T07:28:00+00:00,SHORT,1603.7,1601.7,time,60,100.0
2025-11-12T05:19:00+00:00,2025-11-12T06:36:00+00:00,SHORT,1591.8,1596.0,time,60,-210.0
2025-11-12T15:54:00+00:00,2025-11-12T16:57:00+00:00,SHORT,1634.2,1634.1,time,60,5.0
2025-11-13T01:09:00+00:00,2025-11-13T02:15:00+00:00,SHORT,1636.4,1638.5,time,60,-105.0
2025-11-19T16:27:00+00:00,2025-11-19T19:12:00+00:00,SHORT,1559.3,1555.8,time,60,175.0
2025-11-20T03:36:00+00:00,2025-11-20T05:30:00+00:00,SHORT,1562.4,1560.9,time,60,75.0
2025-11-20T06:51:00+00:00,2025-11-20T08:04:00+00:00,SHORT,1552.5,1545.5,time,60,350.0
2025-11-24T14:06:00+00:00,2025-11-24T15:06:00+00:00,SHORT,1546.5,1552.5,sl,31,-300.0
2025-11-26T08:26:00+00:00,2025-11-26T10:21:00+00:00,SHORT,1575.9,1575.9,time,60,0.0
2025-12-03T17:52:00+00:00,2025-12-03T18:53:00+00:00,SHORT,1665.4,1665.0,time,60,20.0
2025-12-04T14:43:00+00:00,2025-12-04T14:56:00+00:00,SHORT,1649.3,1655.6,sl,10,-315.0
2025-12-05T11:49:00+00:00,2025-12-05T12:12:00+00:00,SHORT,1664.3,1668.7,sl,14,-220.0
2025-12-05T13:04:00+00:00,2025-12-05T13:17:00+00:00,SHORT,1655.9,1663.3,sl,7,-370.0
2025-12-05T14:03:00+00:00,2025-12-05T15:38:00+00:00,SHORT,1664.9,1670.1,sl,55,-260.0
2025-12-05T15:46:00+00:00,2025-12-05T17:28:00+00:00,SHORT,1664.3,1660.4,time,60,195.0
2025-12-05T17:37:00+00:00,2025-12-05T18:10:00+00:00,SHORT,1657.9,1665.9,sl,31,-400.0
2025-12-08T12:09:00+00:00,2025-12-08T12:52:00+00:00,SHORT,1675.8,1681.8,sl,39,-300.0
2025-12-08T13:21:00+00:00,2025-12-08T14:34:00+00:00,SHORT,1677.2,1674.4,time,60,140.0
2025-12-08T14:35:00+00:00,2025-12-08T15:51:00+00:00,SHORT,1676.4,1654.8,tp,59,1080.0
2025-12-10T13:00:00+00:00,2025-12-10T14:17:00+00:00,SHORT,1680.8,1678.5,time,60,115.0
2025-12-11T13:08:00+00:00,2025-12-11T14:41:00+00:00,SHORT,1688.3,1694.3,sl,32,-300.0
2025-12-18T08:30:00+00:00,2025-12-18T09:06:00+00:00,SHORT,1968.5,1977.3,sl,35,-440.0
2025-12-18T13:00:00+00:00,2025-12-18T14:02:00+00:00,SHORT,1939.2,1943.6,time,60,-220.0
2025-12-22T17:29:00+00:00,2025-12-22T18:20:00+00:00,SHORT,2090.9,2100.9,sl,26,-500.0
2026-01-15T23:33:00+00:00,2026-01-16T00:55:00+00:00,SHORT,2408.8,2388.6,time,60,1010.0
2026-01-20T01:13:00+00:00,2026-01-20T05:38:00+00:00,SHORT,2371.0,2379.0,sl,6,-400.0
2026-01-29T15:18:00+00:00,2026-01-29T15:29:00+00:00,SHORT,2654.2,2530.2,tp,10,6200.0
2026-01-29T15:29:00+00:00,2026-01-29T16:35:00+00:00,SHORT,2561.4,2599.0,time,60,-1880.0
2026-02-09T10:03:00+00:00,2026-02-09T11:09:00+00:00,SHORT,2058.2,2055.7,time,60,125.0
2026-02-10T00:49:00+00:00,2026-02-10T01:35:00+00:00,SHORT,2076.2,2096.6,sl,40,-1020.0
2026-02-11T08:16:00+00:00,2026-02-11T09:26:00+00:00,SHORT,2152.9,2165.0,sl,55,-605.0
2026-02-11T14:24:00+00:00,2026-02-11T15:25:00+00:00,SHORT,2166.9,2119.7,tp,17,2360.0
2026-02-11T15:39:00+00:00,2026-02-11T15:56:00+00:00,SHORT,2109.9,2124.3,sl,14,-720.0
2026-02-12T06:03:00+00:00,2026-02-12T07:56:00+00:00,SHORT,2125.7,2120.8,time,60,245.0
2026-02-12T08:32:00+00:00,2026-02-12T10:20:00+00:00,SHORT,2124.9,2110.1,time,60,740.0
2026-02-16T10:15:00+00:00,2026-02-16T13:24:00+00:00,SHORT,2042.2,2030.6,time,60,580.0
2026-02-16T14:29:00+00:00,2026-02-16T15:23:00+00:00,SHORT,2024.8,2033.8,sl,39,-450.0
2026-02-16T15:33:00+00:00,2026-02-16T16:26:00+00:00,SHORT,2035.8,2045.0,sl,44,-460.0
2026-02-16T16:38:00+00:00,2026-02-16T19:13:00+00:00,SHORT,2046.1,2055.7,sl,56,-480.0
2026-02-17T00:03:00+00:00,2026-02-17T03:38:00+00:00,SHORT,2048.0,2020.8,time,60,1360.0
2026-02-17T03:40:00+00:00,2026-02-17T05:42:00+00:00,SHORT,2024.6,2003.4,time,60,1060.0
2026-02-18T10:32:00+00:00,2026-02-18T12:13:00+00:00,SHORT,2048.9,2059.1,sl,55,-510.0
2026-02-19T09:38:00+00:00,2026-02-19T10:50:00+00:00,SHORT,2096.1,2093.1,time,60,150.0
2026-02-19T11:53:00+00:00,2026-02-19T13:02:00+00:00,SHORT,2076.3,2073.0,time,60,165.0
2026-02-19T13:20:00+00:00,2026-02-19T13:53:00+00:00,SHORT,2062.3,2071.9,sl,29,-480.0
2026-02-26T14:32:00+00:00,2026-02-26T15:36:00+00:00,SHORT,2255.0,2226.6,time,60,1420.0
