entry_time,exit_time,dir,reason,pnl_pts,proba
2025-01-23 03:15:00+00:00,2025-01-23 04:15:00+00:00,1,SL,-837.3999999999942,
2025-01-23 11:30:00+00:00,2025-01-23 13:15:00+00:00,1,SL,-740.6000000000058,
2025-01-23 15:30:00+00:00,2025-01-23 16:00:00+00:00,0,SL,-1593.699999999997,
2025-01-23 17:15:00+00:00,2025-01-24 08:15:00+00:00,0,TIME_STOP,-792.0,
2025-01-24 10:00:00+00:00,2025-01-24 13:00:00+00:00,0,SL,-635.1999999999971,
2025-01-24 15:00:00+00:00,2025-01-24 20:30:00+00:00,1,SL,-734.5,
2025-01-27 03:30:00+00:00,2025-01-27 04:30:00+00:00,1,SL,-1210.3999999999942,
2025-01-28 08:00:00+00:00,2025-01-28 15:30:00+00:00,0,SL,-648.3000000000029,
2025-01-29 19:30:00+00:00,2025-01-29 19:45:00+00:00,0,SL,-883.3999999999942,
2025-01-29 20:00:00+00:00,2025-01-30 11:00:00+00:00,1,TIME_STOP,1577.0,
2025-01-30 15:00:00+00:00,2025-01-30 17:00:00+00:00,1,SL,-573.8999999999942,
2025-01-31 16:30:00+00:00,2025-01-31 18:30:00+00:00,0,TP,1521.199999999997,
2025-02-01 03:15:00+00:00,2025-02-01 09:45:00+00:00,0,TP,982.3999999999942,
2025-02-01 10:30:00+00:00,2025-02-01 19:30:00+00:00,1,SL,-356.1999999999971,
2025-02-03 15:00:00+00:00,2025-02-03 15:30:00+00:00,1,TP,2408.399999999994,
2025-02-04 15:30:00+00:00,2025-02-04 19:15:00+00:00,0,SL,-1055.3999999999942,
2025-02-04 20:15:00+00:00,2025-02-05 11:15:00+00:00,0,TIME_STOP,657.0,
2025-02-06 12:30:00+00:00,2025-02-06 15:30:00+00:00,0,TP,1211.3999999999942,
2025-02-07 13:30:00+00:00,2025-02-07 13:45:00+00:00,0,SL,-437.3999999999942,
2025-02-07 15:30:00+00:00,2025-02-07 20:00:00+00:00,0,TP,2042.3999999999942,
2025-02-08 03:45:00+00:00,2025-02-08 15:30:00+00:00,0,TP,1007.8000000000029,
2025-02-12 14:00:00+00:00,2025-02-12 14:45:00+00:00,0,SL,-708.1999999999971,
2025-02-13 09:30:00+00:00,2025-02-13 11:45:00+00:00,1,SL,-546.3000000000029,
2025-02-14 14:00:00+00:00,2025-02-14 14:45:00+00:00,1,TP,741.6000000000058,
2025-02-14 15:30:00+00:00,2025-02-14 15:45:00+00:00,0,SL,-557.1999999999971,
2025-02-15 04:00:00+00:00,2025-02-15 19:00:00+00:00,0,TIME_STOP,67.0,
2025-02-15 22:45:00+00:00,2025-02-16 00:15:00+00:00,0,SL,-215.10000000000582,
2025-02-16 10:00:00+00:00,2025-02-16 12:45:00+00:00,1,SL,-194.3000000000029,
2025-02-16 21:00:00+00:00,2025-02-16 21:30:00+00:00,0,SL,-281.8999999999942,
2025-02-18 09:45:00+00:00,2025-02-18 14:15:00+00:00,1,TP,917.6000000000058,
2025-02-18 15:00:00+00:00,2025-02-18 17:15:00+00:00,0,TP,1064.3999999999942,
2025-02-18 20:00:00+00:00,2025-02-19 00:00:00+00:00,1,TP,1596.6000000000058,
2025-02-20 15:15:00+00:00,2025-02-20 16:00:00+00:00,0,SL,-432.0,
2025-02-21 08:00:00+00:00,2025-02-21 09:15:00+00:00,0,SL,-236.5,
2025-02-21 14:30:00+00:00,2025-02-21 15:15:00+00:00,0,TP,918.8000000000029,
2025-02-22 09:30:00+00:00,2025-02-22 12:45:00+00:00,1,TP,480.1999999999971,
2025-02-22 19:45:00+00:00,2025-02-23 05:15:00+00:00,1,SL,-270.8000000000029,
2025-02-23 08:30:00+00:00,2025-02-23 12:15:00+00:00,0,TP,374.1999999999971,
2025-02-23 18:00:00+00:00,2025-02-24 00:00:00+00:00,1,TP,740.1999999999971,
2025-02-26 11:45:00+00:00,2025-02-26 12:45:00+00:00,0,TP,1130.199999999997,
2025-02-26 15:15:00+00:00,2025-02-26 16:00:00+00:00,1,SL,-1064.6000000000058,
2025-02-28 09:45:00+00:00,2025-02-28 15:00:00+00:00,1,TP,2908.800000000003,
2025-03-01 03:30:00+00:00,2025-03-01 04:00:00+00:00,0,SL,-713.6000000000058,
2025-03-01 23:30:00+00:00,2025-03-02 00:00:00+00:00,0,SL,-508.0,
2025-03-02 02:45:00+00:00,2025-03-02 06:45:00+00:00,0,SL,-665.1999999999971,
2025-03-02 15:45:00+00:00,2025-03-02 16:30:00+00:00,1,TP,1839.6000000000058,
2025-03-03 15:00:00+00:00,2025-03-03 15:15:00+00:00,0,SL,-1338.0,
2025-03-04 15:30:00+00:00,2025-03-04 17:00:00+00:00,0,SL,-1584.199999999997,
2025-03-04 21:15:00+00:00,2025-03-05 10:15:00+00:00,0,SL,-1722.3999999999942,
2025-03-05 13:30:00+00:00,2025-03-05 23:45:00+00:00,0,SL,-1141.0,
2025-03-06 06:45:00+00:00,2025-03-06 12:45:00+00:00,0,TP,1838.3999999999942,
