entry_time,entry_price,stop_loss,take_profit,direction,probability,regime,bar_index,exit_time,pnl,exit_reason,date
2025-10-01 01:40:00+00:00,24801.5,24751.897,24875.904499999997,bullish,0.529050886631012,1,100,2025-10-01 03:43:00+00:00,-189.375,time,2025-10-01
2025-10-01 02:05:00+00:00,24802.5,24852.105,24728.0925,bearish,0.5163914561271667,1,124,2025-10-01 03:43:00+00:00,168.125,time,2025-10-01
2025-10-01 03:43:00+00:00,24766.25,24815.7825,24691.95125,bearish,0.529016375541687,2,211,2025-10-01 06:25:00+00:00,65.625,time,2025-10-01
