contract,date,p_prior,p1530,p1559,move_usd,r_rod,r_lh,dir,gross,net3,net2,yr
MNQH24,2024-02-22,17535.5,18059.25,18053.5,-11.5,0.029867982093467527,-0.0003183963896618014,1,-11.5,-14.5,-13.5,2024
MNQH24,2024-02-23,18053.5,17972.75,18000.75,56.0,-0.004472816905309207,0.0015579140643473544,-1,-56.0,-59.0,-58.0,2024
MNQH24,2024-02-26,18000.75,18014.25,17982.75,-63.0,0.0007499687513019548,-0.0017486156792538843,1,-63.0,-66.0,-65.0,2024
MNQH24,2024-02-27,17982.75,18025.75,18019.0,-13.5,0.0023911804368075273,-0.0003744643080038079,1,-13.5,-16.5,-15.5,2024
MNQH24,2024-02-28,18019.0,17925.0,17916.0,-18.0,-0.005216715688994955,-0.0005020920502092352,-1,18.0,15.0,16.0,2024
MNQH24,2024-02-29,17916.0,18049.75,18105.75,112.0,0.007465394061174413,0.003102536046205584,1,112.0,109.0,110.0,2024
MNQH24,2024-03-01,18105.75,18344.5,18341.0,-7.0,0.013186418679148826,-0.00019079288069989708,1,-7.0,-10.0,-9.0,2024
MNQH24,2024-03-04,18341.0,18321.0,18262.0,-118.0,-0.00109045308325606,-0.0032203482342666456,-1,118.0,115.0,116.0,2024
MNQH24,2024-03-05,18262.0,17841.5,17934.0,185.0,-0.023025955536085885,0.005184541658492803,-1,-185.0,-188.0,-187.0,2024
MNQH24,2024-03-06,17934.0,18019.0,18048.0,58.0,0.004739600758336016,0.0016094122870302652,1,58.0,55.0,56.0,2024
MNQH24,2024-03-07,18048.0,18304.0,18320.25,32.5,0.014184397163120588,0.0008877840909091717,1,32.5,29.5,30.5,2024
MNQH24,2024-03-08,18320.25,18050.5,18053.75,6.5,-0.014724144048252619,0.00018005041411606193,-1,-6.5,-9.5,-8.5,2024
MNQH24,2024-03-11,18053.75,17959.25,17968.5,18.5,-0.0052343695908052545,0.0005150549159904649,-1,-18.5,-21.5,-20.5,2024
MNQH24,2024-03-12,17968.5,18220.25,18230.75,21.0,0.014010629713109068,0.0005762818841672512,1,21.0,18.0,19.0,2024
MNQH24,2024-03-13,18230.75,18064.75,18078.5,27.5,-0.009105494837019834,0.0007611508601004235,-1,-27.5,-30.5,-29.5,2024
MNQH24,2024-03-14,18078.5,17946.0,18011.0,130.0,-0.0073291478828442225,0.0036219770422378783,-1,-130.0,-133.0,-132.0,2024
MNQH25,2024-12-23,21540.75,21707.5,21757.25,99.5,0.007741141789399109,0.0022918346193712136,1,99.5,96.5,97.5,2024
MNQH25,2024-12-26,21757.25,22046.25,22013.75,-65.0,0.013282928678946204,-0.0014741736122922955,1,-65.0,-68.0,-67.0,2024
MNQH25,2024-12-27,22013.75,21648.0,21689.5,83.0,-0.01661461586508428,0.0019170362158167364,-1,-83.0,-86.0,-85.0,2024
MNQH25,2024-12-30,21689.5,21467.75,21434.25,-67.0,-0.01022384102906937,-0.0015604802552666719,-1,67.0,64.0,65.0,2024
MNQH25,2024-12-31,21434.25,21308.75,21216.75,-184.0,-0.00585511506117542,-0.0043174752155804574,-1,184.0,181.0,182.0,2024
MNQH25,2025-01-02,21216.75,21156.5,21161.5,10.0,-0.0028397374715731782,0.00023633398719069554,-1,-10.0,-13.0,-12.0,2025
MNQH25,2025-01-03,21161.5,21522.75,21511.0,-23.5,0.017071096094322336,-0.0005459339536072472,1,-23.5,-26.5,-25.5,2025
MNQH25,2025-01-06,21511.0,21727.5,21734.5,14.0,0.010064618102366252,0.00032217236221376844,1,14.0,11.0,12.0,2025
MNQH25,2025-01-07,21734.5,21326.75,21358.25,63.0,-0.018760495985644887,0.0014770182986156843,-1,-63.0,-66.0,-65.0,2025
MNQH25,2025-01-08,21358.25,21348.25,21357.25,18.0,-0.0004682031533482789,0.00042158022320326616,-1,-18.0,-21.0,-20.0,2025
MNQH25,2025-01-10,21357.25,21010.75,21030.0,38.5,-0.016223998876259804,0.000916197660721263,-1,-38.5,-41.5,-40.5,2025
MNQH25,2025-01-13,21030.0,20883.25,20959.5,152.5,-0.006978126485972402,0.00365125160116353,-1,-152.5,-155.5,-154.5,2025
MNQH25,2025-01-14,20959.5,20835.25,20892.75,115.0,-0.00592809942985284,0.0027597461033583848,-1,-115.0,-118.0,-117.0,2025
MNQH25,2025-01-15,20892.75,21440.25,21401.75,-77.0,0.02620526259109024,-0.0017956880166976052,1,-77.0,-80.0,-79.0,2025
MNQH25,2025-01-16,21401.75,21331.25,21262.0,-138.5,-0.0032941231441354635,-0.003246410782302922,-1,138.5,135.5,136.5,2025
MNQH25,2025-01-17,21262.0,21601.25,21581.0,-40.5,0.01595569560718646,-0.0009374457496672539,1,-40.5,-43.5,-42.5,2025
MNQH25,2025-01-21,21581.0,21743.25,21712.75,-61.0,0.007518187294379253,-0.0014027341818725336,1,-61.0,-64.0,-63.0,2025
MNQH25,2025-01-22,21712.75,22015.5,22006.75,-17.5,0.013943420340583268,-0.00039744725307166995,1,-17.5,-20.5,-19.5,2025
MNQH25,2025-01-23,22006.75,21969.75,22033.0,126.5,-0.0016813023276949224,0.002878958568031109,-1,-126.5,-129.5,-128.5,2025
MNQH25,2025-01-24,22033.0,21864.75,21911.0,92.5,-0.007636272863432159,0.0021152768725918314,-1,-92.5,-95.5,-94.5,2025
MNQH25,2025-01-27,21911.0,21178.0,21254.25,152.5,-0.03345351649856232,0.0036004344130702304,-1,-152.5,-155.5,-154.5,2025
MNQH25,2025-01-28,21254.25,21616.75,21574.5,-84.5,0.017055412446922436,-0.001954502873928732,1,-84.5,-87.5,-86.5,2025
MNQH25,2025-01-29,21574.5,21584.0,21536.0,-96.0,0.00044033465433734875,-0.002223869532987366,1,-96.0,-99.0,-98.0,2025
MNQH25,2025-01-30,21536.0,21690.0,21631.5,-117.0,0.007150817236255547,-0.0026970954356846377,1,-117.0,-120.0,-119.0,2025
MNQH25,2025-01-31,21631.5,21559.25,21589.75,61.0,-0.0033400365208146043,0.0014147059846700838,-1,-61.0,-64.0,-63.0,2025
MNQH25,2025-02-03,21589.75,21457.75,21425.75,-64.0,-0.00611401243645715,-0.0014913026761892434,-1,64.0,61.0,62.0,2025
MNQH25,2025-02-04,21425.75,21629.75,21674.5,89.5,0.009521253631728177,0.002068909719252332,1,89.5,86.5,87.5,2025
MNQH25,2025-02-05,21674.5,21744.0,21764.5,41.0,0.003206533022676483,0.0009427888153052955,1,41.0,38.0,39.0,2025
MNQH25,2025-02-06,21764.5,21790.0,21869.5,159.0,0.0011716327046336072,0.0036484625975217178,1,159.0,156.0,157.0,2025
MNQH25,2025-02-07,21869.5,21574.75,21586.5,23.5,-0.013477674386702887,0.00054461812998996,-1,-23.5,-26.5,-25.5,2025
MNQH25,2025-02-10,21586.5,21862.25,21846.5,-31.5,0.012774187570935513,-0.0007204199018856494,1,-31.5,-34.5,-33.5,2025
MNQH25,2025-02-11,21846.5,21810.75,21785.5,-50.5,-0.001636417732817641,-0.0011576860034615555,-1,50.5,47.5,48.5,2025
MNQH25,2025-02-12,21785.5,21815.5,21807.0,-17.0,0.001377062725207212,-0.0003896312255048384,1,-17.0,-20.0,-19.0,2025
MNQH25,2025-02-13,21807.0,22084.0,22119.0,70.0,0.01270234328426656,0.0015848578156130166,1,70.0,67.0,68.0,2025
MNQH25,2025-02-14,22119.0,22185.25,22210.75,51.0,0.0029951625299515783,0.0011494123347719487,1,51.0,48.0,49.0,2025
MNQH25,2025-02-18,22210.75,22170.0,22231.75,123.5,-0.0018346971624101371,0.002785295444294178,-1,-123.5,-126.5,-125.5,2025
MNQH25,2025-02-19,22231.75,22219.0,22251.25,64.5,-0.0005735041101128102,0.001451460461767029,-1,-64.5,-67.5,-66.5,2025
MNQH25,2025-02-20,22251.25,22102.25,22144.75,85.0,-0.006696253019493281,0.0019228811546336821,-1,-85.0,-88.0,-87.0,2025
MNQH25,2025-02-21,22144.75,21701.75,21693.0,-17.5,-0.02000474153015952,-0.0004031932908636904,-1,17.5,14.5,15.5,2025
MNQH25,2025-02-24,21693.0,21522.25,21419.0,-206.5,-0.007871202692112611,-0.004797360870726797,-1,206.5,203.5,204.5,2025
MNQH25,2025-02-25,21419.0,21226.5,21164.0,-125.0,-0.00898734768196463,-0.0029444326667137366,-1,125.0,122.0,123.0,2025
MNQH25,2025-02-26,21164.0,21148.0,21171.5,47.0,-0.0007560007560007964,0.00111121619065635,-1,-47.0,-50.0,-49.0,2025
MNQH25,2025-02-27,21171.5,20689.5,20613.25,-152.5,-0.022766454903998312,-0.003685444307498953,-1,152.5,149.5,150.5,2025
MNQH25,2025-02-28,20613.25,20766.75,20938.5,343.5,0.007446666585812611,0.008270432301636044,1,343.5,340.5,341.5,2025
MNQH25,2025-03-03,20938.5,20381.25,20466.25,170.0,-0.026613654273228704,0.004170499846672726,-1,-170.0,-173.0,-172.0,2025
MNQH25,2025-03-04,20466.25,20671.5,20394.5,-554.0,0.01002870579612769,-0.013400091913987833,1,-554.0,-557.0,-556.0,2025
MNQH25,2025-03-05,20394.5,20690.0,20664.25,-51.5,0.014489200519747891,-0.0012445625906234437,1,-51.5,-54.5,-53.5,2025
MNQH25,2025-03-06,20664.25,20106.25,20090.75,-31.0,-0.02700315762730321,-0.0007709045694747063,-1,31.0,28.0,29.0,2025
MNQH25,2025-03-07,20090.75,20225.25,20249.5,48.5,0.0066946231474682705,0.0011989963041247886,1,48.5,45.5,46.5,2025
MNQH25,2025-03-10,20249.5,19433.75,19452.5,37.5,-0.04028494530729154,0.0009648163632856033,-1,-37.5,-40.5,-39.5,2025
MNQH25,2025-03-11,19452.5,19551.5,19422.25,-258.5,0.005089320138799591,-0.006610745978569366,1,-258.5,-261.5,-260.5,2025
MNQH25,2025-03-12,19422.25,19619.0,19618.0,-2.0,0.010130134253240497,-5.097099750239753e-05,1,-2.0,-5.0,-4.0,2025
MNQH25,2025-03-13,19618.0,19260.5,19231.5,-58.0,-0.01822306045468447,-0.0015056722307312809,-1,58.0,55.0,56.0,2025
MNQH25,2025-03-14,19231.5,19668.25,19731.5,126.5,0.02271013701479352,0.003215842792317458,1,126.5,123.5,124.5,2025
MNQH25,2025-03-17,19731.5,19917.75,19840.0,-155.5,0.009439221549299326,-0.003903553363206136,1,-155.5,-158.5,-157.5,2025
MNQH25,2025-03-18,19840.0,19503.5,19502.25,-2.5,-0.016960685483870974,-6.409106057891911e-05,-1,2.5,-0.5,0.5,2025
MNQH25,2025-03-19,19502.25,19752.75,19732.0,-41.5,0.012844671768642124,-0.0010504866411006342,1,-41.5,-44.5,-43.5,2025
MNQH25,2025-03-20,19732.0,19633.5,19686.5,106.0,-0.00499189134400968,0.0026994677464537986,-1,-106.0,-109.0,-108.0,2025
MNQH26,2025-12-22,25563.75,25688.5,25698.5,20.0,0.004879956970319288,0.00038927924946952075,1,20.0,17.0,18.0,2025
MNQH26,2025-12-23,25698.5,25798.0,25816.5,37.0,0.0038718213125279455,0.0007171098534770604,1,37.0,34.0,35.0,2025
MNQH26,2025-12-26,25816.5,25873.25,25866.25,-14.0,0.0021982065733154865,-0.0002705496990134115,1,-14.0,-17.0,-16.0,2025
MNQH26,2025-12-29,25866.25,25750.25,25742.0,-16.5,-0.004484608321654648,-0.0003203852389782602,-1,16.5,13.5,14.5,2025
MNQH26,2025-12-30,25742.0,25704.75,25684.5,-40.5,-0.0014470515111491,-0.0007877921395851306,-1,40.5,37.5,38.5,2025
MNQH26,2025-12-31,25684.5,25477.5,25465.0,-25.0,-0.008059335396834677,-0.0004906289863605418,-1,25.0,22.0,23.0,2025
MNQH26,2026-01-02,25465.0,25432.25,25382.25,-100.0,-0.0012860789318672738,-0.0019660077264103126,-1,100.0,97.0,98.0,2026
MNQH26,2026-01-05,25382.25,25600.0,25579.0,-42.0,0.008578829693979051,-0.0008203125000000311,1,-42.0,-45.0,-44.0,2026
MNQH26,2026-01-06,25579.0,25810.0,25830.75,41.5,0.009030845615543903,0.000803951956605875,1,41.5,38.5,39.5,2026
MNQH26,2026-01-07,25830.75,25860.25,25825.5,-69.5,0.0011420496888399079,-0.0013437611778694958,1,-69.5,-72.5,-71.5,2026
MNQH26,2026-01-08,25825.5,25676.0,25692.0,32.0,-0.005788852103541076,0.000623150023368213,-1,-32.0,-35.0,-34.0,2026
MNQH26,2026-01-09,25692.0,25967.5,25950.0,-35.0,0.01072318231356073,-0.0006739193222297102,1,-35.0,-38.0,-37.0,2026
MNQH26,2026-01-12,25950.0,25991.0,25959.0,-64.0,0.0015799614643545734,-0.001231195413797126,1,-64.0,-67.0,-66.0,2026
MNQH26,2026-01-13,25959.0,25827.0,25892.25,130.5,-0.005084941638737961,0.0025264258334301015,-1,-130.5,-133.5,-132.5,2026
MNQH26,2026-01-14,25892.25,25564.25,25624.25,120.0,-0.012667883246917477,0.0023470275873533897,-1,-120.0,-123.0,-122.0,2026
MNQH26,2026-01-15,25624.25,25718.75,25692.75,-52.0,0.003687912816960459,-0.0010109356014580406,1,-52.0,-55.0,-54.0,2026
MNQH26,2026-01-16,25692.75,25711.5,25704.5,-14.0,0.0007297778556207835,-0.00027225171615818944,1,-14.0,-17.0,-16.0,2026
MNQH26,2026-01-20,25704.5,25128.75,25128.75,0.0,-0.02239880176622766,0.0,-1,-0.0,-3.0,-2.0,2026
MNQH26,2026-01-21,25128.75,25486.5,25474.5,-24.0,0.014236681092374193,-0.00047083750220699994,1,-24.0,-27.0,-26.0,2026
MNQH26,2026-01-22,25474.5,25609.25,25650.0,81.5,0.005289603328819004,0.001591221921766639,1,81.5,78.5,79.5,2026
MNQH26,2026-01-23,25650.0,25710.25,25751.75,83.0,0.002348927875243767,0.0016141422195428135,1,83.0,80.0,81.0,2026
MNQH26,2026-01-26,25751.75,25880.75,25846.75,-68.0,0.005009368295358474,-0.0013137177245636789,1,-68.0,-71.0,-70.0,2026
MNQH26,2026-01-27,25846.75,26096.0,26075.5,-41.0,0.009643378761353016,-0.0007855610055180762,1,-41.0,-44.0,-43.0,2026
MNQH26,2026-01-28,26075.5,26174.25,26178.25,8.0,0.003787079825890105,0.000152821952873472,1,8.0,5.0,6.0,2026
MNQH26,2026-01-29,26178.25,25853.25,26013.5,320.5,-0.012414886403789405,0.006198447003761709,-1,-320.5,-323.5,-322.5,2026
MNQH26,2026-01-30,26013.5,25596.0,25665.0,138.0,-0.01604935898668003,0.002695733708391934,-1,-138.0,-141.0,-140.0,2026
MNQH26,2026-02-02,25665.0,25864.75,25856.0,-17.5,0.007782972920319597,-0.0003382982630800724,1,-17.5,-20.5,-19.5,2026
MNQH26,2026-02-03,25856.0,25330.5,25449.75,238.5,-0.020324102722772297,0.0047077633682715,-1,-238.5,-241.5,-240.5,2026
MNQH26,2026-02-04,25449.75,25059.0,25002.25,-113.5,-0.015353785400642472,-0.0022646554132247365,-1,113.5,110.5,111.5,2026
MNQH26,2026-02-05,25002.25,24637.75,24650.5,25.5,-0.014578687918087363,0.0005174985540481458,-1,-25.5,-28.5,-27.5,2026
MNQH26,2026-02-06,24650.5,25110.75,25177.75,134.0,0.018671020871787514,0.002668179962765027,1,134.0,131.0,132.0,2026
MNQH26,2026-02-09,25177.75,25364.0,25375.0,22.0,0.007397404454329681,0.00043368553855849257,1,22.0,19.0,20.0,2026
MNQH26,2026-02-10,25375.0,25254.5,25218.25,-72.5,-0.004748768472906395,-0.0014353877526777081,-1,72.5,69.5,70.5,2026
MNQH26,2026-02-11,25218.25,25285.0,25294.75,19.5,0.002646892627363062,0.0003856041131105048,1,19.5,16.5,17.5,2026
MNQH26,2026-02-12,25294.75,24804.75,24765.25,-79.0,-0.01937160873303745,-0.001592436932442376,-1,79.0,76.0,77.0,2026
MNQH26,2026-02-17,24800.5,24773.0,24759.0,-28.0,-0.0011088486119231744,-0.0005651313930489232,-1,28.0,25.0,26.0,2026
MNQH26,2026-02-18,24759.0,24876.0,24973.75,195.5,0.004725554343874894,0.003929490271747937,1,195.5,192.5,193.5,2026
MNQH26,2026-02-19,24973.75,24788.25,24851.75,127.0,-0.007427799189148598,0.0025616975784898965,-1,-127.0,-130.0,-129.0,2026
MNQH26,2026-02-20,24851.75,25021.25,25061.25,80.0,0.006820445240274919,0.0015986411550181767,1,80.0,77.0,78.0,2026
MNQH26,2026-02-23,25061.25,24706.5,24746.5,80.0,-0.014155319467305083,0.001619007143869089,-1,-80.0,-83.0,-82.0,2026
MNQH26,2026-02-24,24746.5,24999.25,25037.5,76.5,0.010213565554724857,0.001530045901376953,1,76.5,73.5,74.5,2026
MNQH26,2026-02-25,25037.5,25366.75,25374.5,15.5,0.013150274588117794,0.00030551805020362366,1,15.5,12.5,13.5,2026
MNQH26,2026-02-26,25374.5,25029.25,25074.0,89.5,-0.013606179432107068,0.0017879081474674319,-1,-89.5,-92.5,-91.5,2026
MNQH26,2026-02-27,25074.0,24978.75,24996.75,36.0,-0.003798755683177779,0.0007206125206424829,-1,-36.0,-39.0,-38.0,2026
MNQH26,2026-03-02,24996.75,24967.25,25042.0,149.5,-0.0011801534199445962,0.002993922037869634,-1,-149.5,-152.5,-151.5,2026
MNQH26,2026-03-03,25042.0,24782.5,24760.75,-43.5,-0.010362590847376452,-0.0008776354282256094,-1,43.5,40.5,41.5,2026
MNQH26,2026-03-04,24760.75,25151.0,25135.5,-31.0,0.01576083115414506,-0.0006162776827959293,1,-31.0,-34.0,-33.0,2026
MNQH26,2026-03-05,25135.5,24953.75,25048.0,188.5,-0.007230809015137951,0.0037769874267394865,-1,-188.5,-191.5,-190.5,2026
MNQH26,2026-03-06,25048.0,24652.75,24686.0,66.5,-0.01577970297029707,0.0013487339140663135,-1,-66.5,-69.5,-68.5,2026
MNQH26,2026-03-09,24686.0,24953.5,25005.5,104.0,0.010836101434011258,0.002083876009377539,1,104.0,101.0,102.0,2026
MNQH26,2026-03-10,25005.5,24988.75,24971.25,-35.0,-0.0006698526324209197,-0.0007003151418137898,-1,35.0,32.0,33.0,2026
MNQH26,2026-03-11,24971.25,24935.0,24988.0,106.0,-0.0014516694198327684,0.002125526368558228,-1,-106.0,-109.0,-108.0,2026
MNQH26,2026-03-12,24988.0,24615.5,24554.0,-123.0,-0.014907155434608632,-0.0024984257886291328,-1,123.0,120.0,121.0,2026
MNQH26,2026-03-13,24554.0,24376.75,24398.25,43.0,-0.007218783090331526,0.000881987959838737,-1,-43.0,-46.0,-45.0,2026
MNQH26,2026-03-16,24398.25,24683.5,24671.5,-24.0,0.01169141229391446,-0.0004861547187392512,1,-24.0,-27.0,-26.0,2026
MNQH26,2026-03-17,24671.5,24787.75,24785.5,-4.5,0.004711914557282704,-9.077064275697655e-05,1,-4.5,-7.5,-6.5,2026
MNQH26,2026-03-18,24785.5,24505.25,24437.0,-136.5,-0.011307014181678787,-0.0027851174748267926,-1,136.5,133.5,134.5,2026
MNQH26,2026-03-19,24437.0,24381.5,24372.5,-18.0,-0.0022711462127101845,-0.0003691323339417574,-1,18.0,15.0,16.0,2026
MNQM21,2021-03-22,12849.25,13099.25,13072.0,-54.5,0.019456388505165734,-0.0020802717712846697,1,-54.5,-57.5,-56.5,2021
MNQM21,2021-03-23,13072.0,13010.75,12998.75,-24.0,-0.004685587515299905,-0.0009223142401475481,-1,24.0,21.0,22.0,2021
MNQM21,2021-03-24,12998.75,12861.25,12795.5,-131.5,-0.010577940186556445,-0.005112255807172672,-1,131.5,128.5,129.5,2021
MNQM21,2021-03-25,12795.5,12774.75,12779.25,9.0,-0.0016216638662029936,0.00035225738272770535,-1,-9.0,-12.0,-11.0,2021
MNQM21,2021-03-26,12779.25,12846.25,12941.75,191.0,0.005242874190582336,0.00743407609224489,1,191.0,188.0,189.0,2021
MNQM21,2021-03-29,12941.75,12955.75,12946.75,-18.0,0.0010817702397281082,-0.0006946722497732649,1,-18.0,-21.0,-20.0,2021
MNQM21,2021-03-30,12946.75,12896.5,12853.25,-86.5,-0.0038812829474578203,-0.003353623076028378,-1,86.5,83.5,84.5,2021
MNQM21,2021-03-31,12853.25,13126.75,13099.0,-55.5,0.021278664929103464,-0.0021140038471061384,1,-55.5,-58.5,-57.5,2021
MNQM21,2021-04-01,13099.0,13286.75,13316.75,60.0,0.014333155202687298,0.0022578884979396197,1,60.0,57.0,58.0,2021
MNQM21,2021-04-05,13316.75,13578.5,13580.25,3.5,0.019655696772861164,0.00012888021504586789,1,3.5,0.5,1.5,2021
MNQM21,2021-04-06,13580.25,13599.25,13560.75,-77.0,0.0013990905911158702,-0.0028310384763865493,1,-77.0,-80.0,-79.0,2021
MNQM21,2021-04-07,13560.75,13587.75,13604.0,32.5,0.0019910403185665615,0.0011959301576787151,1,32.5,29.5,30.5,2021
MNQM21,2021-04-08,13604.0,13728.75,13736.0,14.5,0.009170097030285262,0.0005280888646088666,1,14.5,11.5,12.5,2021
MNQM21,2021-04-09,13736.0,13798.0,13829.25,62.5,0.004513686662783956,0.0022648209885489656,1,62.5,59.5,60.5,2021
MNQM21,2021-04-12,13829.25,13790.25,13808.5,36.5,-0.0028201095504094553,0.0013233987781222645,-1,-36.5,-39.5,-38.5,2021
MNQM21,2021-04-13,13808.5,13991.75,13973.5,-36.5,0.013270811456711495,-0.0013043400575338815,1,-36.5,-39.5,-38.5,2021
MNQM21,2021-04-14,13973.5,13830.0,13789.75,-80.5,-0.010269438580169599,-0.00291033984092548,-1,80.5,77.5,78.5,2021
MNQM21,2021-04-15,13789.75,13986.25,14008.0,43.5,0.014249714461828544,0.0015550987577084285,1,43.5,40.5,41.5,2021
MNQM21,2021-04-16,14008.0,14028.75,14035.0,12.5,0.001481296402056076,0.0004455136772698598,1,12.5,9.5,10.5,2021
MNQM21,2021-04-19,14035.0,13863.0,13889.75,53.5,-0.012255076594228753,0.0019295967683763404,-1,-53.5,-56.5,-55.5,2021
MNQM21,2021-04-20,13889.75,13785.75,13803.25,35.0,-0.00748753577278205,0.0012694267631430112,-1,-35.0,-38.0,-37.0,2021
MNQM21,2021-04-21,13803.25,13872.5,13918.25,91.5,0.005016934417618968,0.003297891511984119,1,91.5,88.5,89.5,2021
MNQM21,2021-04-22,13918.25,13735.75,13745.0,18.5,-0.013112280638729712,0.000673425186102028,-1,-18.5,-21.5,-20.5,2021
MNQM21,2021-04-23,13745.0,13964.5,13932.75,-63.5,0.015969443433975883,-0.0022736223996562277,1,-63.5,-66.5,-65.5,2021
MNQM21,2021-04-26,13932.75,13995.0,14006.75,23.5,0.004467890402110042,0.0008395855662737262,1,23.5,20.5,21.5,2021
MNQM21,2021-04-27,14006.75,13962.0,13960.75,-2.5,-0.0031948881789137795,-8.95287208136919e-05,-1,2.5,-0.5,0.5,2021
MNQM21,2021-04-28,13960.75,13931.5,13888.25,-86.5,-0.002095159644001976,-0.0031044754692602927,-1,86.5,83.5,84.5,2021
MNQM21,2021-04-29,13888.25,13947.25,13948.25,2.0,0.004248195416989287,7.169872197021476e-05,1,2.0,-1.0,0.0,2021
MNQM21,2021-04-30,13948.25,13870.5,13840.25,-60.5,-0.005574175971896134,-0.0021808874950434154,-1,60.5,57.5,58.5,2021
MNQM21,2021-05-03,13840.25,13798.5,13780.25,-36.5,-0.0030165640071529998,-0.0013226075298039541,-1,36.5,33.5,34.5,2021
MNQM21,2021-05-04,13780.25,13471.0,13529.25,116.5,-0.022441537707951542,0.004324103630020115,-1,-116.5,-119.5,-118.5,2021
MNQM21,2021-05-05,13529.25,13478.25,13487.0,17.5,-0.0037696102888187255,0.0006491940719306477,-1,-17.5,-20.5,-19.5,2021
MNQM21,2021-05-06,13487.0,13524.75,13587.75,126.0,0.0027989916215616084,0.004658126767592696,1,126.0,123.0,124.0,2021
MNQM21,2021-05-07,13587.75,13730.0,13713.25,-33.5,0.010468988611065155,-0.0012199563000728775,1,-33.5,-36.5,-35.5,2021
MNQM21,2021-05-10,13713.25,13393.75,13356.25,-75.0,-0.023298634532295415,-0.002799813345776947,-1,75.0,72.0,73.0,2021
MNQM21,2021-05-11,13356.25,13356.75,13352.0,-9.5,3.743565746372468e-05,-0.00035562543283362835,1,-9.5,-12.5,-11.5,2021
MNQM21,2021-05-12,13352.0,13002.5,13007.25,9.5,-0.026175853804673466,0.00036531436262254857,-1,-9.5,-12.5,-11.5,2021
MNQM21,2021-05-13,13007.25,13137.0,13103.5,-67.0,0.009975206135039993,-0.0025500494785719585,1,-67.0,-70.0,-69.0,2021
MNQM21,2021-05-14,13103.5,13403.25,13391.5,-23.5,0.022875567596443602,-0.0008766530505660564,1,-23.5,-26.5,-25.5,2021
MNQM21,2021-05-17,13391.5,13253.25,13300.0,93.5,-0.010323712802897345,0.0035274366664779233,-1,-93.5,-96.5,-95.5,2021
MNQM21,2021-05-18,13300.0,13293.0,13225.0,-136.0,-0.000526315789473708,-0.005115474309787094,-1,136.0,133.0,134.0,2021
MNQM21,2021-05-19,13225.0,13211.25,13228.75,35.0,-0.0010396975425330801,0.0013246286309016586,-1,-35.0,-38.0,-37.0,2021
MNQM21,2021-05-20,13228.75,13522.25,13483.5,-77.5,0.022186525559860115,-0.002865647358982426,1,-77.5,-80.5,-79.5,2021
MNQM21,2021-05-21,13483.5,13447.5,13398.5,-98.0,-0.002669929914339786,-0.0036437999628183837,-1,98.0,95.0,96.0,2021
MNQM21,2021-05-24,13398.5,13670.25,13636.25,-68.0,0.020282121132962683,-0.0024871527587279063,1,-68.0,-71.0,-70.0,2021
MNQM21,2021-05-25,13636.25,13651.25,13650.5,-1.5,0.0011000091667430212,-5.4940023807348304e-05,1,-1.5,-4.5,-3.5,2021
MNQM21,2021-05-26,13650.5,13702.0,13691.25,-21.5,0.003772755576718856,-0.0007845569989782808,1,-21.5,-24.5,-23.5,2021
MNQM21,2021-05-27,13691.25,13657.25,13671.5,28.5,-0.0024833378982926924,0.0010434018561569225,-1,-28.5,-31.5,-30.5,2021
MNQM21,2021-05-28,13671.5,13723.5,13685.75,-75.5,0.003803532896902384,-0.002750756002477539,1,-75.5,-78.5,-77.5,2021
MNQM21,2021-06-01,13685.75,13669.75,13646.75,-46.0,-0.0011690992455656302,-0.001682547230198117,-1,46.0,43.0,44.0,2021
MNQM21,2021-06-02,13646.75,13640.5,13669.0,57.0,-0.0004579845018044537,0.002089366225578315,-1,-57.0,-60.0,-59.0,2021
MNQM21,2021-06-03,13669.0,13547.5,13532.0,-31.0,-0.008888726315019357,-0.0011441225318324921,-1,31.0,28.0,29.0,2021
MNQM21,2021-06-04,13532.0,13767.25,13766.0,-2.5,0.017384717706177888,-9.079518422339117e-05,1,-2.5,-5.5,-4.5,2021
MNQM21,2021-06-07,13766.0,13801.0,13804.75,7.5,0.002542496004649175,0.0002717194406203216,1,7.5,4.5,5.5,2021
MNQM21,2021-06-08,13804.75,13819.5,13813.75,-11.5,0.0010684728082726025,-0.00041607872933169254,1,-11.5,-14.5,-13.5,2021
MNQM21,2021-06-09,13813.75,13821.0,13817.5,-7.0,0.0005248393810515228,-0.000253237826495889,1,-7.0,-10.0,-9.0,2021
MNQM21,2021-06-10,13817.5,13946.5,13960.0,27.0,0.009335986973041388,0.0009679847990535784,1,27.0,24.0,25.0,2021
MNQM21,2021-06-11,13960.0,13969.75,13991.5,43.5,0.0006984240687679666,0.0015569355213944647,1,43.5,40.5,41.5,2021
MNQM21,2021-06-14,13991.5,14075.25,14115.25,80.0,0.005985777078940879,0.0028418678176231893,1,80.0,77.0,78.0,2021
MNQM21,2021-06-15,14115.25,14022.75,14025.0,4.5,-0.006553196011406137,0.00016045354869764772,-1,-4.5,-7.5,-6.5,2021
MNQM21,2021-06-16,14025.0,14003.5,13984.25,-38.5,-0.0015329768270945232,-0.0013746563359160469,-1,38.5,35.5,36.5,2021
MNQM21,2021-06-17,13984.25,14193.75,14179.25,-29.0,0.014981139496218931,-0.0010215763980625514,1,-29.0,-32.0,-31.0,2021
