contract,date,p_prior,p1530,p1559,move_usd,r_rod,r_lh,dir,gross,net3,net2,yr
MNQH21,2021-02-03,13444.5,13414.25,13404.0,-20.5,-0.0022499907025177457,-0.0007641127905025913,-1,20.5,17.5,18.5,2021
MNQH21,2021-02-04,13404.0,13515.75,13532.5,33.5,0.008337063563115477,0.0012392948966946093,1,33.5,30.5,31.5,2021
MNQH21,2021-02-05,13532.5,13571.0,13601.0,60.0,0.002845002771106664,0.0022105961240881378,1,60.0,57.0,58.0,2021
MNQH21,2021-02-08,13601.0,13646.5,13673.5,54.0,0.0033453422542459865,0.001978529293225284,1,54.0,51.0,52.0,2021
MNQH21,2021-02-09,13673.5,13691.25,13674.75,-33.0,0.0012981314220938955,-0.0012051492741714798,1,-33.0,-36.0,-35.0,2021
MNQH21,2021-02-10,13674.75,13663.0,13641.25,-43.5,-0.0008592478838735929,-0.0015918905072092038,-1,43.5,40.5,41.5,2021
MNQH21,2021-02-11,13641.25,13704.0,13722.0,36.0,0.004600018326766264,0.0013134851138354442,1,36.0,33.0,34.0,2021
MNQH21,2021-02-12,13722.0,13749.0,13805.0,112.0,0.0019676432006996425,0.004073023492617622,1,112.0,109.0,110.0,2021
MNQH21,2021-02-16,13805.0,13768.75,13771.0,4.5,-0.002625860195581309,0.00016341352700854905,-1,-4.5,-7.5,-6.5,2021
MNQH21,2021-02-17,13771.0,13685.25,13696.25,22.0,-0.006226853532786292,0.0008037850970936677,-1,-22.0,-25.0,-24.0,2021
MNQH21,2021-02-18,13696.25,13653.0,13637.75,-30.5,-0.00315779866751853,-0.0011169706291657144,-1,30.5,27.5,28.5,2021
MNQH21,2021-02-19,13637.75,13596.25,13573.25,-46.0,-0.0030430239592308395,-0.0016916429162452395,-1,46.0,43.0,44.0,2021
MNQH21,2021-02-22,13573.25,13254.0,13232.75,-42.5,-0.023520527508150257,-0.0016032895729590768,-1,42.5,39.5,40.5,2021
MNQH21,2021-02-23,13232.75,13249.0,13205.75,-86.5,0.0012280138293250253,-0.003264397313004763,1,-86.5,-89.5,-88.5,2021
MNQH21,2021-02-24,13205.75,13274.0,13294.0,40.0,0.005168203244798608,0.0015067048365224878,1,40.0,37.0,38.0,2021
MNQH21,2021-02-25,13294.0,12826.5,12843.0,33.0,-0.03516624040920713,0.001286399251549497,-1,-33.0,-36.0,-35.0,2021
MNQH21,2021-02-26,12843.0,12962.25,12949.25,-26.0,0.00928521373510871,-0.0010029123030338427,1,-26.0,-29.0,-28.0,2021
MNQH21,2021-03-01,12949.25,13272.0,13259.0,-26.0,0.02492422341062217,-0.000979505726341201,1,-26.0,-29.0,-28.0,2021
MNQH21,2021-03-02,13259.0,13112.5,13060.75,-103.5,-0.011049098725394058,-0.003946615824594879,-1,103.5,100.5,101.5,2021
MNQH21,2021-03-03,13060.75,12717.0,12689.0,-56.0,-0.026319315506383667,-0.002201777148698625,-1,56.0,53.0,54.0,2021
MNQH21,2021-03-04,12689.0,12461.25,12465.5,8.5,-0.01794861691228622,0.00034105727756039705,-1,-8.5,-11.5,-10.5,2021
MNQH21,2021-03-05,12465.5,12656.0,12668.0,24.0,0.015282178813525338,0.0009481668773703156,1,24.0,21.0,22.0,2021
MNQH21,2021-03-08,12668.0,12341.25,12318.5,-45.5,-0.025793337543416506,-0.0018434113238123828,-1,45.5,42.5,43.5,2021
MNQH21,2021-03-09,12318.5,12848.75,12788.75,-120.0,0.043045013597434734,-0.004669714952816428,1,-120.0,-123.0,-122.0,2021
MNQH21,2021-03-10,12788.75,12774.25,12759.0,-30.5,-0.001133809011826803,-0.0011938078556471554,-1,30.5,27.5,28.5,2021
MNQH21,2021-03-11,12759.0,13085.0,13044.5,-81.0,0.02555059173916452,-0.0030951471150172383,1,-81.0,-84.0,-83.0,2021
MNQH21,2021-03-12,13044.5,12908.25,12938.25,60.0,-0.010445015140480685,0.002324095055487696,-1,-60.0,-63.0,-62.0,2021
MNQH21,2021-03-15,12938.25,13006.75,13074.25,135.0,0.005294379069812338,0.005189613085513356,1,135.0,132.0,133.0,2021
MNQH21,2021-03-16,13074.25,13161.75,13156.5,-10.5,0.006692544505420894,-0.0003988831272436766,1,-10.5,-13.5,-12.5,2021
MNQH21,2021-03-17,13156.5,13227.75,13195.5,-64.5,0.00541557405084947,-0.0024380563587911297,1,-64.5,-67.5,-66.5,2021
MNQH21,2021-03-18,13195.5,12861.0,12805.5,-111.0,-0.025349550983289726,-0.004315372055050171,-1,111.0,108.0,109.0,2021
MNQH22,2021-12-20,15812.5,15616.25,15635.0,37.5,-0.012411067193675906,0.0012006723765307648,-1,-37.5,-40.5,-39.5,2021
MNQH22,2021-12-21,15635.0,15940.75,15971.5,61.5,0.01955548448992639,0.001929018396248594,1,61.5,58.5,59.5,2021
MNQH22,2021-12-22,15971.5,16120.5,16163.25,85.5,0.009329117490530114,0.00265190285661121,1,85.5,82.5,83.5,2021
MNQH22,2021-12-23,16163.25,16314.5,16314.0,-1.0,0.009357647750297682,-3.064758343807039e-05,1,-1.0,-4.0,-3.0,2021
MNQH22,2021-12-27,16314.0,16537.75,16557.75,40.0,0.01371521392668873,0.0012093543559432707,1,40.0,37.0,38.0,2021
MNQH22,2021-12-28,16557.75,16498.0,16474.75,-46.5,-0.0036085820839184546,-0.0014092617286943776,-1,46.5,43.5,44.5,2021
MNQH22,2021-12-29,16474.75,16486.25,16498.5,24.5,0.0006980379064933651,0.0007430434452952994,1,24.5,21.5,22.5,2021
MNQH22,2021-12-30,16498.5,16495.25,16420.75,-149.0,-0.00019698760493380707,-0.004516451705794067,-1,149.0,146.0,147.0,2021
MNQH22,2021-12-31,16420.75,16381.25,16322.75,-117.0,-0.002405493049952079,-0.0035711560473101756,-1,117.0,114.0,115.0,2021
MNQH22,2022-01-03,16322.75,16481.5,16477.25,-8.5,0.009725689604999088,-0.0002578648788035265,1,-8.5,-11.5,-10.5,2022
MNQH22,2022-01-04,16477.25,16285.5,16288.5,6.0,-0.011637257430699877,0.00018421295017034822,-1,-6.0,-9.0,-8.0,2022
MNQH22,2022-01-05,16288.5,15834.0,15784.0,-100.0,-0.027903121834423006,-0.0031577617784513956,-1,100.0,97.0,98.0,2022
MNQH22,2022-01-06,15784.0,15803.25,15761.5,-83.5,0.0012195894576787492,-0.0026418616423836694,1,-83.5,-86.5,-85.5,2022
MNQH22,2022-01-07,15761.5,15613.5,15598.0,-31.0,-0.009389969228817074,-0.0009927306497582444,-1,31.0,28.0,29.0,2022
MNQH22,2022-01-10,15598.0,15473.75,15601.25,255.0,-0.00796576484164635,0.008239760885370373,-1,-255.0,-258.0,-257.0,2022
MNQH22,2022-01-11,15601.25,15819.0,15821.75,5.5,0.01395721496674951,0.00017384158290667528,1,5.5,2.5,3.5,2022
MNQH22,2022-01-12,15821.75,15873.5,15890.5,34.0,0.003270813911229853,0.0010709673354962757,1,34.0,31.0,32.0,2022
MNQH22,2022-01-13,15890.5,15582.5,15482.0,-201.0,-0.019382650011012914,-0.006449542756297166,-1,201.0,198.0,199.0,2022
MNQH22,2022-01-14,15482.0,15562.75,15601.0,76.5,0.005215734401240235,0.00245779184270134,1,76.5,73.5,74.5,2022
MNQH22,2022-01-18,15601.0,15245.75,15198.0,-95.5,-0.022770976219473105,-0.003132020399127633,-1,95.5,92.5,93.5,2022
MNQH22,2022-01-19,15198.0,15134.5,15037.75,-193.5,-0.004178181339649978,-0.006392678978492827,-1,193.5,190.5,191.5,2022
MNQH22,2022-01-20,15037.75,14970.5,14826.75,-287.5,-0.004472078602184459,-0.009602217694799742,-1,287.5,284.5,285.5,2022
MNQH22,2022-01-21,14826.75,14464.75,14484.0,38.5,-0.02441533039944699,0.001330821479804456,-1,-38.5,-41.5,-40.5,2022
MNQH22,2022-01-24,14484.0,14262.0,14502.25,480.5,-0.015327257663628857,0.016845463469359112,-1,-480.5,-483.5,-482.5,2022
MNQH22,2022-01-25,14502.25,14218.25,14151.75,-133.0,-0.01958316812908345,-0.004677087545935654,-1,133.0,130.0,131.0,2022
MNQH22,2022-01-26,14151.75,14165.0,14149.5,-31.0,0.0009362799653753751,-0.001094246381927233,1,-31.0,-34.0,-33.0,2022
MNQH22,2022-01-27,14149.5,13998.75,14002.25,7.0,-0.01065408671684509,0.0002500223234216392,-1,-7.0,-10.0,-9.0,2022
MNQH22,2022-01-28,14002.25,14253.75,14420.5,333.5,0.017961399060865135,0.01169867578707362,1,333.5,330.5,331.5,2022
MNQH22,2022-01-31,14420.5,14769.0,14901.5,265.0,0.024166984501230893,0.008971494346265763,1,265.0,262.0,263.0,2022
MNQH22,2022-02-01,14901.5,14944.75,15008.25,127.0,0.0029023923766062776,0.0042489837568375766,1,127.0,124.0,125.0,2022
MNQH22,2022-02-02,15008.25,15107.75,15115.5,15.5,0.006629687005480278,0.0005129817477784737,1,15.5,12.5,13.5,2022
MNQH22,2022-02-03,15115.5,14596.75,14510.0,-173.5,-0.03431907644470911,-0.005943103773100145,-1,173.5,170.5,171.5,2022
MNQH22,2022-02-04,14510.0,14776.75,14697.0,-159.5,0.018383873190902733,-0.005396991896052916,1,-159.5,-162.5,-161.5,2022
MNQH22,2022-02-07,14697.0,14640.25,14544.75,-191.0,-0.0038613322446757747,-0.006523112651764862,-1,191.0,188.0,189.0,2022
MNQH22,2022-02-08,14544.75,14699.25,14734.0,69.5,0.01062238952199257,0.0023640661938533203,1,69.5,66.5,67.5,2022
MNQH22,2022-02-09,14734.0,15005.75,15023.75,36.0,0.018443735577575726,0.0011995401762656677,1,36.0,33.0,34.0,2022
MNQH22,2022-02-10,15023.75,14722.25,14717.75,-9.0,-0.020068225309925913,-0.0003056598006418998,-1,9.0,6.0,7.0,2022
MNQH22,2022-02-11,14717.75,14260.0,14264.25,8.5,-0.03110190076608177,0.0002980364656381962,-1,-8.5,-11.5,-10.5,2022
MNQH22,2022-02-14,14264.25,14243.5,14266.75,46.5,-0.0014546856652120077,0.001632323515989853,-1,-46.5,-49.5,-48.5,2022
MNQH22,2022-02-15,14266.75,14582.25,14594.25,24.0,0.02211435680866347,0.0008229182739289964,1,24.0,21.0,22.0,2022
MNQH22,2022-02-16,14594.25,14635.5,14604.5,-62.0,0.002826455624646673,-0.002118137405623277,1,-62.0,-65.0,-64.0,2022
MNQH22,2022-02-17,14604.5,14197.5,14169.5,-56.0,-0.027868122838850984,-0.00197217820038742,-1,56.0,53.0,54.0,2022
MNQH22,2022-02-18,14169.5,14014.25,13997.75,-33.0,-0.010956632202971162,-0.0011773730310219443,-1,33.0,30.0,31.0,2022
MNQH22,2022-02-22,13997.75,13962.0,13860.25,-203.5,-0.0025539818899465994,-0.007287637874230035,-1,203.5,200.5,201.5,2022
MNQH22,2022-02-23,13860.25,13579.75,13514.75,-130.0,-0.020237730199671677,-0.004786538780168992,-1,130.0,127.0,128.0,2022
MNQH22,2022-02-24,13514.75,13812.5,13948.75,272.5,0.022031484119203082,0.009864253393665257,1,272.5,269.5,270.5,2022
MNQH22,2022-02-25,13948.75,14134.5,14175.0,81.0,0.013316605430594208,0.002865329512893977,1,81.0,78.0,79.0,2022
MNQH22,2022-02-28,14175.0,14106.75,14228.75,244.0,-0.004814814814814827,0.008648342105729512,-1,-244.0,-247.0,-246.0,2022
MNQH22,2022-03-01,14228.75,13980.25,14001.5,42.5,-0.017464640253008867,0.0015200014305896126,-1,-42.5,-45.5,-44.5,2022
MNQH22,2022-03-02,14001.5,14263.0,14239.5,-47.0,0.018676570367460732,-0.001647619715347437,1,-47.0,-50.0,-49.0,2022
MNQH22,2022-03-03,14239.5,14043.0,14015.0,-56.0,-0.013799641841356736,-0.001993875952431834,-1,56.0,53.0,54.0,2022
MNQH22,2022-03-04,14015.0,13789.25,13837.75,97.0,-0.016107741705315703,0.0035172326268650966,-1,-97.0,-100.0,-99.0,2022
MNQH22,2022-03-07,13837.75,13414.5,13336.75,-155.5,-0.030586619934599213,-0.005795967050579609,-1,155.5,152.5,153.5,2022
MNQH22,2022-03-08,13336.75,13349.75,13254.75,-190.0,0.0009747502202559488,-0.007116238131800179,1,-190.0,-193.0,-192.0,2022
MNQH22,2022-03-09,13254.75,13770.5,13721.75,-97.5,0.038910579226315134,-0.0035401764641807,1,-97.5,-100.5,-99.5,2022
MNQH22,2022-03-10,13721.75,13584.0,13603.0,38.0,-0.010038807003479921,0.0013987043580683256,-1,-38.0,-41.0,-40.0,2022
MNQH22,2022-03-11,13603.0,13370.5,13302.25,-136.5,-0.01709181798132764,-0.005104521147301866,-1,136.5,133.5,134.5,2022
MNQH22,2022-03-14,13302.25,13075.5,13052.75,-45.5,-0.017045988460598793,-0.0017398952238920629,-1,45.5,42.5,43.5,2022
MNQH22,2022-03-15,13052.75,13437.5,13453.25,31.5,0.02947654708777847,0.0011720930232557158,1,31.5,28.5,29.5,2022
MNQH22,2022-03-16,13453.25,13850.5,13926.75,152.5,0.029528180922825387,0.005505216418179915,1,152.5,149.5,150.5,2022
MNQH22,2022-03-17,13926.75,14056.5,14092.75,72.5,0.00931660294038461,0.002578878099100068,1,72.5,69.5,70.5,2022
MNQH23,2022-12-19,11352.25,11151.0,11197.5,93.0,-0.01772776321874514,0.00417002959375834,-1,-93.0,-96.0,-95.0,2022
MNQH23,2022-12-20,11197.5,11191.5,11175.5,-32.0,-0.0005358338914935867,-0.0014296564356878205,-1,32.0,29.0,30.0,2022
MNQH23,2022-12-21,11175.5,11324.5,11335.25,21.5,0.013332736790300226,0.0009492692834121019,1,21.5,18.5,19.5,2022
MNQH23,2022-12-22,11335.25,11041.0,11048.75,15.5,-0.025958845195297897,0.0007019291730820942,-1,-15.5,-18.5,-17.5,2022
MNQH23,2022-12-23,11048.75,11053.5,11072.5,38.0,0.00042991288607319156,0.0017189125616321466,1,38.0,35.0,36.0,2022
MNQH23,2022-12-27,11072.5,10940.25,10914.25,-52.0,-0.01194400541883045,-0.002376545325746715,-1,52.0,49.0,50.0,2022
MNQH23,2022-12-28,10914.25,10773.25,10769.5,-7.5,-0.012918890441395381,-0.0003480843756527019,-1,7.5,4.5,5.5,2022
MNQH23,2022-12-29,10769.5,11047.5,11038.75,-17.5,0.025813640373276492,-0.0007920343969223254,1,-17.5,-20.5,-19.5,2022
MNQH23,2022-12-30,11038.75,10942.75,11019.75,154.0,-0.00869663684746913,0.007036622421237704,-1,-154.0,-157.0,-156.0,2022
MNQH23,2023-01-03,11019.75,10943.5,10948.25,9.5,-0.006919394723110761,0.00043404760816923016,-1,-9.5,-12.5,-11.5,2023
MNQH23,2023-01-04,10948.25,10957.0,10988.5,63.0,0.000799214486333355,0.0028748745094460126,1,63.0,60.0,61.0,2023
MNQH23,2023-01-05,10988.5,10836.5,10821.75,-29.5,-0.013832643217909668,-0.0013611405896737372,-1,29.5,26.5,27.5,2023
MNQH23,2023-01-06,10821.75,11133.25,11112.75,-41.0,0.028784623559036104,-0.0018413311476882521,1,-41.0,-44.0,-43.0,2023
MNQH23,2023-01-09,11112.75,11215.25,11181.5,-67.5,0.009223639513171733,-0.0030092953790598065,1,-67.5,-70.5,-69.5,2023
MNQH23,2023-01-10,11181.5,11242.5,11277.75,70.5,0.005455439788937033,0.0031354236157439264,1,70.5,67.5,68.5,2023
MNQH23,2023-01-11,11277.75,11441.75,11471.0,58.5,0.01454190773868902,0.002556427119977167,1,58.5,55.5,56.5,2023
MNQH23,2023-01-12,11471.0,11516.75,11532.0,30.5,0.003988318368058685,0.0013241582911844851,1,30.5,27.5,28.5,2023
MNQH23,2023-01-13,11532.0,11598.25,11609.75,23.0,0.005744883801595657,0.0009915288944453149,1,23.0,20.0,21.0,2023
MNQH23,2023-01-17,11609.75,11627.5,11623.25,-8.5,0.0015288873576089212,-0.00036551279294771977,1,-8.5,-11.5,-10.5,2023
MNQH23,2023-01-18,11623.25,11517.5,11473.5,-88.0,-0.009098143806594572,-0.0038202734968526553,-1,88.0,85.0,86.0,2023
MNQH23,2023-01-19,11473.5,11418.0,11362.25,-111.5,-0.004837233625310522,-0.004882641443335056,-1,111.5,108.5,109.5,2023
MNQH23,2023-01-20,11362.25,11656.0,11671.25,30.5,0.02585315408479838,0.0013083390528483285,1,30.5,27.5,28.5,2023
MNQH23,2023-01-23,11671.25,11903.5,11929.0,51.0,0.01989932526507454,0.0021422270760700357,1,51.0,48.0,49.0,2023
MNQH23,2023-01-24,11929.0,11905.0,11909.5,9.0,-0.0020119037639366733,0.00037799244015124245,-1,-9.0,-12.0,-11.0,2023
MNQH23,2023-01-25,11909.5,11868.0,11871.0,6.0,-0.003484613123976632,0.00025278058645095136,-1,-6.0,-9.0,-8.0,2023
MNQH23,2023-01-26,11871.0,12078.5,12097.25,37.5,0.01747957206638029,0.0015523450759613588,1,37.5,34.5,35.5,2023
MNQH23,2023-01-27,12097.25,12292.25,12225.25,-134.0,0.016119365971605015,-0.005450588785616994,1,-134.0,-137.0,-136.0,2023
MNQH23,2023-01-30,12225.25,11972.0,11961.5,-21.0,-0.020715322795034852,-0.0008770464416972823,-1,21.0,18.0,19.0,2023
MNQH23,2023-01-31,11961.5,12077.0,12144.25,134.5,0.009655979601220555,0.005568435869835131,1,134.5,131.5,132.5,2023
MNQH23,2023-02-01,12144.25,12431.0,12415.5,-31.0,0.02361199744735165,-0.0012468827930174342,1,-31.0,-34.0,-33.0,2023
MNQH23,2023-02-02,12415.5,12782.0,12833.0,102.0,0.029519552172687424,0.003989985917696837,1,102.0,99.0,100.0,2023
MNQH23,2023-02-03,12833.0,12629.0,12634.5,11.0,-0.015896516792643922,0.0004355055823896947,-1,-11.0,-14.0,-13.0,2023
MNQH23,2023-02-06,12634.5,12485.0,12510.75,51.5,-0.011832680359333603,0.0020624749699640343,-1,-51.5,-54.5,-53.5,2023
MNQH23,2023-02-07,12510.75,12749.25,12787.5,76.5,0.0190636052994424,0.0030001764809695075,1,76.5,73.5,74.5,2023
MNQH23,2023-02-08,12787.5,12533.5,12542.25,17.5,-0.01986314760508312,0.0006981290142418217,-1,-17.5,-20.5,-19.5,2023
MNQH23,2023-02-09,12542.25,12404.5,12422.5,36.0,-0.010982877872789953,0.001451086299326887,-1,-36.0,-39.0,-38.0,2023
MNQH23,2023-02-10,12422.5,12311.0,12352.0,82.0,-0.008975649023948429,0.0033303549671026556,-1,-82.0,-85.0,-84.0,2023
MNQH23,2023-02-13,12352.0,12526.0,12528.5,5.0,0.014086787564766778,0.0001995848634839259,1,5.0,2.0,3.0,2023
MNQH23,2023-02-14,12528.5,12629.0,12635.75,13.5,0.008021710500059953,0.0005344841238419384,1,13.5,10.5,11.5,2023
MNQH23,2023-02-15,12635.75,12680.5,12718.25,75.5,0.0035415388876798293,0.0029770119474783474,1,75.5,72.5,73.5,2023
MNQH23,2023-02-16,12718.25,12513.0,12485.0,-56.0,-0.016138226564189284,-0.0022376728202668783,-1,56.0,53.0,54.0,2023
MNQH23,2023-02-17,12485.0,12360.5,12388.75,56.5,-0.009971966359631601,0.0022855062497471046,-1,-56.5,-59.5,-58.5,2023
MNQH23,2023-02-21,12388.75,12110.25,12095.0,-30.5,-0.022480072646554383,-0.0012592638467413542,-1,30.5,27.5,28.5,2023
MNQH23,2023-02-22,12095.0,12073.25,12085.5,24.5,-0.0017982637453493044,0.0010146398028700876,-1,-24.5,-27.5,-26.5,2023
MNQH23,2023-02-23,12085.5,12242.0,12215.25,-53.5,0.012949402176161584,-0.002185100473778845,1,-53.5,-56.5,-55.5,2023
MNQH23,2023-02-24,12215.25,11976.5,11992.25,31.5,-0.019545240580422063,0.0013150753559052486,-1,-31.5,-34.5,-33.5,2023
MNQH23,2023-02-27,11992.25,12088.0,12080.5,-15.0,0.007984323208738875,-0.000620450033090636,1,-15.0,-18.0,-17.0,2023
MNQH23,2023-02-28,12080.5,12091.5,12093.25,3.5,0.0009105583378170579,0.00014472976884594146,1,3.5,0.5,1.5,2023
MNQH23,2023-03-01,12093.25,11945.5,11960.5,30.0,-0.01221755938230007,0.0012557029843873746,-1,-30.0,-33.0,-32.0,2023
MNQH23,2023-03-02,11960.5,12051.0,12061.75,21.5,0.007566573303791735,0.000892042154178041,1,21.5,18.5,19.5,2023
MNQH23,2023-03-03,12061.75,12307.25,12311.75,9.0,0.020353597114846522,0.0003656381401206943,1,9.0,6.0,7.0,2023
MNQH23,2023-03-06,12311.75,12317.75,12322.25,9.0,0.00048733933031464005,0.00036532645978359923,1,9.0,6.0,7.0,2023
MNQH23,2023-03-07,12322.25,12154.0,12166.75,25.5,-0.01365416218628901,0.0010490373539575604,-1,-25.5,-28.5,-27.5,2023
MNQH23,2023-03-08,12166.75,12169.75,12224.75,110.0,0.00024657365360503114,0.0045194026171448964,1,110.0,107.0,108.0,2023
MNQH23,2023-03-09,12224.75,11997.75,12019.0,42.5,-0.01856888688930247,0.0017711654268508514,-1,-42.5,-45.5,-44.5,2023
MNQH23,2023-03-10,12019.0,11864.25,11840.75,-47.0,-0.012875447208586355,-0.001980740459784691,-1,47.0,44.0,45.0,2023
MNQH23,2023-03-13,11840.75,11967.25,11930.5,-73.5,0.01068344488313655,-0.0030708809459149,1,-73.5,-76.5,-75.5,2023
MNQH23,2023-03-14,11930.5,12076.5,12197.5,242.0,0.012237542433259252,0.010019459280420584,1,242.0,239.0,240.0,2023
MNQH23,2023-03-15,12197.5,12258.0,12235.25,-45.5,0.00496003279360524,-0.0018559308206885783,1,-45.5,-48.5,-47.5,2023
MNQH23,2023-03-16,12235.25,12594.0,12585.25,-17.5,0.029321019186367314,-0.0006947752898205373,1,-17.5,-20.5,-19.5,2023
MNQH24,2023-12-18,16839.5,16970.0,16941.75,-56.5,0.00774963627186076,-0.0016647024160282298,1,-56.5,-59.5,-58.5,2023
MNQH24,2023-12-19,16941.75,16996.75,17017.5,41.5,0.0032464178730060578,0.001220821627664126,1,41.5,38.5,39.5,2023
MNQH24,2023-12-20,17017.5,16793.75,16774.0,-39.5,-0.013148229763478736,-0.0011760327502791101,-1,39.5,36.5,37.5,2023
MNQH24,2023-12-21,16774.0,16939.5,16954.25,29.5,0.009866459997615262,0.0008707458897843079,1,29.5,26.5,27.5,2023
MNQH24,2023-12-22,16954.25,16990.0,16971.75,-36.5,0.0021086158337879635,-0.0010741612713360826,1,-36.5,-39.5,-38.5,2023
MNQH24,2023-12-26,16971.75,17100.5,17081.75,-37.5,0.00758613578446532,-0.0010964591678606084,1,-37.5,-40.5,-39.5,2023
MNQH24,2023-12-27,17081.75,17083.5,17096.0,25.0,0.00010244851961882517,0.0007317001785347443,1,25.0,22.0,23.0,2023
MNQH24,2023-12-28,17096.0,17100.25,17089.5,-21.5,0.0002485961628451161,-0.0006286457800324108,1,-21.5,-24.5,-23.5,2023
MNQH24,2023-12-29,17089.5,17034.5,17006.5,-56.0,-0.003218350449106122,-0.00164372303266902,-1,56.0,53.0,54.0,2023
MNQH24,2024-01-02,17006.5,16645.75,16723.75,156.0,-0.021212477582100986,0.004685880780379348,-1,-156.0,-159.0,-158.0,2024
MNQH24,2024-01-03,16723.75,16558.25,16539.5,-37.5,-0.009896105837506552,-0.0011323660410973435,-1,37.5,34.5,35.5,2024
MNQH24,2024-01-04,16539.5,16484.75,16448.0,-73.5,-0.0033102572629160054,-0.0022293331715677045,-1,73.5,70.5,71.5,2024
MNQH24,2024-01-05,16448.0,16418.75,16465.0,92.5,-0.0017783317120622089,0.0028169014084507005,-1,-92.5,-95.5,-94.5,2024
MNQH24,2024-01-08,16465.0,16778.0,16809.75,63.5,0.019010021257212184,0.0018923590416020097,1,63.5,60.5,61.5,2024
MNQH24,2024-01-09,16809.75,16826.25,16832.0,11.5,0.0009815731941285044,0.00034172795483256024,1,11.5,8.5,9.5,2024
MNQH24,2024-01-10,16832.0,16939.0,16946.25,14.5,0.00635693916349811,0.00042800637581907885,1,14.5,11.5,12.5,2024
MNQH24,2024-01-11,16946.25,16947.0,16970.25,46.5,4.425757911041828e-05,0.0013719242343777083,1,46.5,43.5,44.5,2024
MNQH24,2024-01-12,16970.25,16954.0,16975.75,43.5,-0.0009575580795804228,0.0012828830954347836,-1,-43.5,-46.5,-45.5,2024
MNQH24,2024-01-16,16975.75,16928.5,16965.0,73.0,-0.0027833821775179457,0.002156127241043304,-1,-73.0,-76.0,-75.0,2024
MNQH24,2024-01-17,16965.0,16804.5,16879.5,150.0,-0.0094606542882405,0.004463090243684631,-1,-150.0,-153.0,-152.0,2024
MNQH24,2024-01-18,16879.5,17108.75,17114.0,10.5,0.013581563434935884,0.000306860524585284,1,10.5,7.5,8.5,2024
MNQH24,2024-01-19,17114.0,17430.0,17434.25,8.5,0.01846441509874963,0.0002438324727480623,1,8.5,5.5,6.5,2024
MNQH24,2024-01-22,17434.25,17485.25,17458.5,-53.5,0.0029252763956006955,-0.001529860882743983,1,-53.5,-56.5,-55.5,2024
MNQH24,2024-01-23,17458.5,17509.75,17533.75,48.0,0.0029355328350086918,0.0013706649152613881,1,48.0,45.0,46.0,2024
MNQH24,2024-01-24,17533.75,17616.75,17616.75,0.0,0.004733727810650956,0.0,1,0.0,-3.0,-2.0,2024
MNQH24,2024-01-25,17616.75,17598.0,17627.0,58.0,-0.0010643279833113528,0.001647914535742645,-1,-58.0,-61.0,-60.0,2024
MNQH24,2024-01-26,17627.0,17539.0,17529.75,-18.5,-0.004992341294604907,-0.0005273960887165474,-1,18.5,15.5,16.5,2024
MNQH24,2024-01-29,17529.75,17704.5,17705.5,2.0,0.009968767381166366,5.6482815103509054e-05,1,2.0,-1.0,0.0,2024
MNQH24,2024-01-30,17705.5,17599.0,17590.25,-17.5,-0.006015080059868394,-0.0004971873401897753,-1,17.5,14.5,15.5,2024
MNQH24,2024-01-31,17590.25,17298.5,17258.5,-80.0,-0.01658589275308764,-0.002312339220163606,-1,80.0,77.0,78.0,2024
MNQH24,2024-02-01,17258.5,17438.5,17430.25,-16.5,0.010429643364139318,-0.00047309114889471093,1,-16.5,-19.5,-18.5,2024
MNQH24,2024-02-02,17430.25,17766.25,17742.75,-47.0,0.01927683194446428,-0.0013227327094913477,1,-47.0,-50.0,-49.0,2024
MNQH24,2024-02-05,17742.75,17715.0,17715.75,1.5,-0.0015640191063955866,4.233700254019368e-05,-1,-1.5,-4.5,-3.5,2024
MNQH24,2024-02-06,17715.75,17635.5,17653.25,35.5,-0.004529867490792094,0.0010064925859771812,-1,-35.5,-38.5,-37.5,2024
MNQH24,2024-02-07,17653.25,17855.75,17838.5,-34.5,0.011470975599393807,-0.0009660753538776046,1,-34.5,-37.5,-36.5,2024
MNQH24,2024-02-08,17838.5,17870.75,17856.5,-28.5,0.0018078874344815699,-0.0007973923870010502,1,-28.5,-31.5,-30.5,2024
MNQH24,2024-02-09,17856.5,18042.0,18040.25,-3.5,0.010388373981463417,-9.699589845912904e-05,1,-3.5,-6.5,-5.5,2024
MNQH24,2024-02-12,18040.25,17973.5,17958.0,-31.0,-0.00370005958897468,-0.0008623807271816997,-1,31.0,28.0,29.0,2024
MNQH24,2024-02-13,17958.0,17574.0,17676.75,205.5,-0.02138322753090549,0.005846705360191162,-1,-205.5,-208.5,-207.5,2024
MNQH24,2024-02-14,17676.75,17837.0,17875.75,77.5,0.009065580494151959,0.0021724505241913494,1,77.5,74.5,75.5,2024
MNQH24,2024-02-15,17875.75,17896.0,17908.25,24.5,0.001132819601974644,0.0006845105051407341,1,24.5,21.5,22.5,2024
MNQH24,2024-02-16,17908.25,17788.25,17742.75,-91.0,-0.006700822246729854,-0.0025578682557305665,-1,91.0,88.0,89.0,2024
MNQH24,2024-02-20,17742.75,17586.5,17596.75,20.5,-0.008806413887362474,0.0005828334233644039,-1,-20.5,-23.5,-22.5,2024
MNQH24,2024-02-21,17596.75,17421.5,17535.5,228.0,-0.009959225425149487,0.006543638607467761,-1,-228.0,-231.0,-230.0,2024
