entry_time,exit_time,direction,entry_price,exit_price,exit_type,bars_held,pnl
2025-05-26T07:21:00+00:00,2025-05-26T07:51:00+00:00,SHORT,33.58,33.655,sl,22,-75.0
2025-05-28T15:30:00+00:00,2025-05-28T17:15:00+00:00,SHORT,33.18,33.145,time,60,35.0
2025-05-30T03:47:00+00:00,2025-05-30T05:13:00+00:00,SHORT,33.1,33.105,time,60,-5.0
2025-06-09T13:37:00+00:00,2025-06-09T13:47:00+00:00,SHORT,36.51,36.585,sl,5,-75.0
2025-06-09T14:42:00+00:00,2025-06-09T15:43:00+00:00,SHORT,36.755,36.79,time,60,-35.0
2025-06-11T05:55:00+00:00,2025-06-11T06:42:00+00:00,SHORT,36.61,36.685,sl,46,-75.0
2025-06-13T00:45:00+00:00,2025-06-13T01:03:00+00:00,SHORT,36.185,36.33,sl,17,-145.0
2025-06-17T00:57:00+00:00,2025-06-17T01:34:00+00:00,SHORT,36.36,36.425,sl,32,-65.0
2025-06-18T11:41:00+00:00,2025-06-18T12:38:00+00:00,SHORT,37.235,36.995,tp,48,240.0
2025-06-23T22:15:00+00:00,2025-06-24T01:47:00+00:00,SHORT,35.985,35.945,time,60,40.0
2025-06-26T03:49:00+00:00,2025-06-26T05:11:00+00:00,SHORT,36.34,36.355,time,60,-15.0
2025-06-26T06:35:00+00:00,2025-06-26T07:41:00+00:00,SHORT,36.305,36.24,time,60,65.0
2025-06-26T12:42:00+00:00,2025-06-26T13:43:00+00:00,SHORT,36.42,36.31,time,60,110.0
2025-06-27T05:48:00+00:00,2025-06-27T07:09:00+00:00,SHORT,36.46,36.34,time,60,120.0
2025-07-17T11:50:00+00:00,2025-07-17T12:57:00+00:00,SHORT,38.065,37.745,tp,59,320.0
2025-07-18T14:17:00+00:00,2025-07-18T14:28:00+00:00,SHORT,38.595,38.67,sl,7,-75.0
2025-07-18T15:15:00+00:00,2025-07-18T16:16:00+00:00,SHORT,38.56,38.535,time,60,25.0
2025-07-18T21:00:00+00:00,2025-07-21T00:52:00+00:00,SHORT,38.445,38.525,sl,59,-80.0
2025-07-21T06:20:00+00:00,2025-07-21T06:49:00+00:00,SHORT,38.575,38.635,sl,27,-60.0
2025-07-21T07:52:00+00:00,2025-07-21T08:21:00+00:00,SHORT,38.795,38.855,sl,18,-60.0
2025-07-21T12:33:00+00:00,2025-07-21T13:19:00+00:00,SHORT,38.865,38.945,sl,45,-80.0
2025-07-23T13:02:00+00:00,2025-07-23T14:13:00+00:00,SHORT,39.775,39.805,time,60,-30.0
2025-07-23T14:28:00+00:00,2025-07-23T14:33:00+00:00,SHORT,39.67,39.74,sl,2,-70.0
2025-07-23T15:49:00+00:00,2025-07-23T16:04:00+00:00,SHORT,39.72,39.365,tp,13,355.0
2025-07-24T11:32:00+00:00,2025-07-24T12:37:00+00:00,SHORT,39.31,39.345,time,60,-35.0
2025-08-08T10:18:00+00:00,2025-08-08T11:21:00+00:00,SHORT,38.505,38.45,time,60,55.0
2025-08-14T07:24:00+00:00,2025-08-14T08:25:00+00:00,SHORT,38.515,38.385,time,60,130.0
2025-08-14T12:32:00+00:00,2025-08-14T13:36:00+00:00,SHORT,38.25,38.27,time,60,-20.0
2025-08-15T09:08:00+00:00,2025-08-15T10:21:00+00:00,SHORT,37.935,37.865,time,60,70.0
2025-08-19T02:02:00+00:00,2025-08-19T03:08:00+00:00,SHORT,37.89,37.95,sl,32,-60.0
2025-08-22T08:47:00+00:00,2025-08-22T09:03:00+00:00,SHORT,37.97,38.02,sl,14,-50.0
2025-08-22T10:16:00+00:00,2025-08-22T10:53:00+00:00,SHORT,37.955,37.995,sl,19,-40.0
2025-08-22T11:43:00+00:00,2025-08-22T12:46:00+00:00,SHORT,37.905,37.74,time,60,165.0
2025-08-22T14:23:00+00:00,2025-08-22T14:29:00+00:00,SHORT,38.645,38.725,sl,4,-80.0
2025-09-19T14:19:00+00:00,2025-09-19T14:26:00+00:00,SHORT,42.58,42.68,sl,5,-100.0
2025-09-24T10:50:00+00:00,2025-09-24T11:37:00+00:00,SHORT,44.19,44.32,sl,43,-130.0
2025-10-01T12:26:00+00:00,2025-10-01T13:33:00+00:00,SHORT,47.53,47.66,sl,55,-130.0
2025-10-01T14:48:00+00:00,2025-10-01T18:33:00+00:00,SHORT,47.73,47.6,time,60,130.0
2025-10-02T13:16:00+00:00,2025-10-02T13:45:00+00:00,SHORT,47.92,47.48,tp,27,440.0
2025-10-06T10:10:00+00:00,2025-10-06T11:11:00+00:00,SHORT,48.34,48.315,time,60,25.0
2025-10-08T19:08:00+00:00,2025-10-08T20:22:00+00:00,SHORT,48.835,48.52,time,60,315.0
2025-10-08T22:04:00+00:00,2025-10-08T23:06:00+00:00,SHORT,48.275,48.185,time,60,90.0
2025-10-16T05:32:00+00:00,2025-10-16T07:09:00+00:00,SHORT,51.835,51.91,time,60,-75.0
2025-10-16T13:28:00+00:00,2025-10-16T13:43:00+00:00,SHORT,52.24,52.455,sl,6,-215.0
2025-10-17T07:21:00+00:00,2025-10-17T08:25:00+00:00,SHORT,52.76,52.675,time,60,85.0
2025-10-29T18:37:00+00:00,2025-10-29T20:23:00+00:00,SHORT,47.705,47.35,time,60,355.0
2025-10-31T16:16:00+00:00,2025-10-31T17:30:00+00:00,SHORT,48.26,48.13,time,60,130.0
2025-11-03T15:29:00+00:00,2025-11-03T16:44:00+00:00,SHORT,48.2,48.165,time,60,35.0
2025-11-06T15:14:00+00:00,2025-11-06T15:21:00+00:00,SHORT,47.88,47.99,sl,3,-110.0
2025-11-07T11:24:00+00:00,2025-11-07T12:05:00+00:00,SHORT,48.51,48.63,sl,13,-120.0
2025-11-07T13:02:00+00:00,2025-11-07T13:21:00+00:00,SHORT,48.34,48.5,sl,16,-160.0
2025-11-07T14:32:00+00:00,2025-11-07T15:34:00+00:00,SHORT,48.39,48.185,time,60,205.0
2025-11-07T17:06:00+00:00,2025-11-07T18:58:00+00:00,SHORT,48.1,48.15,time,60,-50.0
2025-11-19T16:27:00+00:00,2025-11-19T21:21:00+00:00,SHORT,51.12,50.88,time,60,240.0
2025-11-27T01:23:00+00:00,2025-11-27T08:09:00+00:00,SHORT,52.91,53.53,time,60,-620.0
2025-11-27T15:05:00+00:00,2025-11-28T00:15:00+00:00,SHORT,52.955,53.225,sl,12,-270.0
2025-12-24T15:38:00+00:00,2025-12-24T16:02:00+00:00,SHORT,70.625,70.925,sl,23,-300.0
2025-12-31T06:25:00+00:00,2025-12-31T07:01:00+00:00,SHORT,70.87,71.585,sl,31,-715.0
2026-01-07T05:36:00+00:00,2026-01-07T07:02:00+00:00,SHORT,79.24,78.805,time,60,435.0
2026-01-12T14:04:00+00:00,2026-01-12T15:27:00+00:00,SHORT,85.14,85.65,sl,48,-510.0
2026-01-20T01:58:00+00:00,2026-01-20T03:32:00+00:00,SHORT,93.315,93.16,time,60,155.0
2026-01-21T12:11:00+00:00,2026-01-21T14:01:00+00:00,SHORT,94.5,95.04,sl,28,-540.0
2026-01-21T14:13:00+00:00,2026-01-21T15:22:00+00:00,SHORT,94.37,92.8,time,60,1570.0
2026-01-22T17:10:00+00:00,2026-01-22T17:47:00+00:00,SHORT,95.97,96.57,sl,35,-600.0
2026-01-23T08:22:00+00:00,2026-01-23T10:57:00+00:00,SHORT,98.425,98.955,sl,32,-530.0
2026-01-28T15:09:00+00:00,2026-01-28T17:58:00+00:00,SHORT,114.8,114.45,time,60,350.0
2026-01-29T15:18:00+00:00,2026-01-29T16:22:00+00:00,SHORT,114.195,112.11,time,60,2085.0
2026-02-04T16:48:00+00:00,2026-02-04T17:56:00+00:00,SHORT,85.25,84.68,time,60,570.0
2026-02-04T18:02:00+00:00,2026-02-04T18:27:00+00:00,SHORT,84.155,85.535,sl,22,-1380.0
2026-02-09T10:27:00+00:00,2026-02-09T12:55:00+00:00,SHORT,79.97,80.07,time,60,-100.0
2026-02-11T15:13:00+00:00,2026-02-11T18:09:00+00:00,SHORT,83.905,84.12,time,60,-215.0
2026-02-12T00:01:00+00:00,2026-02-12T02:58:00+00:00,SHORT,83.095,82.87,time,60,225.0
2026-02-18T19:29:00+00:00,2026-02-18T21:28:00+00:00,SHORT,77.0,77.255,time,60,-255.0
2026-02-19T00:46:00+00:00,2026-02-19T01:56:00+00:00,SHORT,76.66,77.1,sl,46,-440.0
2026-02-19T11:53:00+00:00,2026-02-19T12:46:00+00:00,SHORT,77.72,78.09,sl,46,-370.0
2026-02-19T14:36:00+00:00,2026-02-19T14:45:00+00:00,SHORT,77.4,77.81,sl,7,-410.0
2026-02-19T16:58:00+00:00,2026-02-19T18:06:00+00:00,SHORT,77.63,77.65,time,60,-20.0
2026-02-24T01:17:00+00:00,2026-02-24T02:34:00+00:00,SHORT,86.25,86.605,time,60,-355.0
2026-02-25T21:00:00+00:00,2026-02-25T23:23:00+00:00,SHORT,88.71,89.34,time,60,-630.0
2026-02-25T23:50:00+00:00,2026-02-26T00:57:00+00:00,SHORT,88.82,89.29,sl,12,-470.0
2026-02-26T07:26:00+00:00,2026-02-26T09:31:00+00:00,SHORT,88.37,87.26,time,60,1110.0
