date,daily_pnl,cumulative_pnl,drawdown
2025-05-28,-15.0,-15.0,0.0
2025-05-30,21.5,6.5,0.0
2025-06-05,-17.5,-11.0,17.5
2025-06-09,-97.0,-108.0,114.5
2025-06-16,-12.5,-120.5,127.0
2025-06-18,16.5,-104.0,110.5
2025-06-25,2.0,-102.0,108.5
2025-06-30,-11.0,-113.0,119.5
2025-07-04,2.0,-111.0,117.5
2025-07-09,-23.0,-134.0,140.5
2025-07-16,-30.0,-164.0,170.5
2025-07-18,18.0,-146.0,152.5
2025-07-21,-15.0,-161.0,167.5
2025-07-23,-22.0,-183.0,189.5
2025-07-24,-15.0,-198.0,204.5
2025-07-28,-19.5,-217.5,224.0
2025-08-06,15.0,-202.5,209.0
2025-08-11,72.0,-130.5,137.0
2025-08-14,-21.0,-151.5,158.0
2025-08-15,78.5,-73.0,79.5
2025-08-21,-46.0,-119.0,125.5
2025-08-27,-9.5,-128.5,135.0
2025-08-29,-1.0,-129.5,136.0
2025-09-03,66.5,-63.0,69.5
2025-09-05,-24.5,-87.5,94.0
2025-09-10,41.5,-46.0,52.5
2025-09-11,-30.0,-76.0,82.5
2025-09-15,-12.0,-88.0,94.5
2025-09-22,-15.0,-103.0,109.5
2025-09-29,-24.0,-127.0,133.5
2025-10-02,22.5,-104.5,111.0
2025-10-03,46.0,-58.5,65.0
2025-10-15,76.0,17.5,0.0
2025-10-22,64.0,81.5,0.0
2025-10-31,18.0,99.5,0.0
2025-11-03,-19.0,80.5,19.0
2025-11-06,73.0,153.5,0.0
2025-11-10,6.0,159.5,0.0
2025-11-13,-37.0,122.5,37.0
2025-11-19,-32.0,90.5,69.0
2025-11-21,-129.0,-38.5,198.0
2025-11-26,-74.0,-112.5,272.0
2025-11-28,-51.0,-163.5,323.0
2025-12-03,-60.0,-223.5,383.0
2025-12-04,-27.0,-250.5,410.0
2025-12-05,58.5,-192.0,351.5
2025-12-08,98.5,-93.5,253.0
2025-12-10,-24.0,-117.5,277.0
2025-12-12,84.5,-33.0,192.5
2025-12-18,-57.0,-90.0,249.5
2025-12-31,49.0,-41.0,200.5
2026-01-02,-16.0,-57.0,216.5
2026-01-07,-12.0,-69.0,228.5
2026-01-15,6.0,-63.0,222.5
2026-01-16,48.0,-15.0,174.5
2026-01-23,-23.0,-38.0,197.5
2026-01-28,-5.5,-43.5,203.0
2026-01-29,276.0,232.5,0.0
2026-02-11,-24.0,208.5,24.0
2026-02-12,96.0,304.5,0.0
2026-02-16,-43.0,261.5,43.0
2026-02-18,74.0,335.5,0.0
2026-02-25,-27.0,308.5,27.0
2026-02-26,58.5,367.0,0.0
