date,daily_pnl,cumulative_pnl,drawdown
2025-05-22,-459.0,-459.0,0.0
2025-05-26,-204.0,-663.0,204.0
2025-05-28,-818.0,-1481.0,1022.0
2025-06-16,-284.0,-1765.0,1306.0
2025-06-18,726.0,-1039.0,580.0
2025-06-20,-86.0,-1125.0,666.0
2025-06-25,40.0,-1085.0,626.0
2025-06-27,-185.0,-1270.0,811.0
2025-06-30,23.0,-1247.0,788.0
2025-07-07,-61.0,-1308.0,849.0
2025-07-10,-31.0,-1339.0,880.0
2025-07-16,-104.0,-1443.0,984.0
2025-07-24,-62.0,-1505.0,1046.0
2025-07-30,-155.0,-1660.0,1201.0
2025-08-07,40.5,-1619.5,1160.5
2025-09-19,34.0,-1585.5,1126.5
2025-10-02,41.0,-1544.5,1085.5
2025-10-03,55.5,-1489.0,1030.0
2025-10-16,-238.0,-1727.0,1268.0
2025-11-06,241.0,-1486.0,1027.0
2025-11-12,57.5,-1428.5,969.5
2025-11-17,282.0,-1146.5,687.5
2025-11-27,26.0,-1120.5,661.5
2025-12-17,312.0,-808.5,349.5
2025-12-19,-349.0,-1157.5,698.5
2025-12-24,-159.0,-1316.5,857.5
2026-01-02,-828.0,-2144.5,1685.5
2026-01-07,329.5,-1815.0,1356.0
2026-01-08,-85.5,-1900.5,1441.5
2026-01-09,-753.0,-2653.5,2194.5
2026-01-14,2520.0,-133.5,0.0
2026-01-15,157.0,23.5,0.0
2026-01-16,263.5,287.0,0.0
2026-01-18,80.0,367.0,0.0
2026-01-19,54.0,421.0,0.0
2026-01-21,-108.0,313.0,108.0
2026-01-22,-108.5,204.5,216.5
2026-01-23,-101.5,103.0,318.0
2026-01-25,-96.0,7.0,414.0
2026-01-28,167.0,174.0,247.0
2026-02-04,120.0,294.0,127.0
2026-02-09,-96.0,198.0,223.0
2026-02-11,-394.0,-196.0,617.0
2026-02-18,54.0,-142.0,563.0
2026-02-19,495.5,353.5,67.5
2026-02-20,-92.0,261.5,159.5
2026-02-26,138.5,400.0,21.0
2026-02-27,-333.0,67.0,354.0
2026-03-06,-1053.0,-986.0,1407.0
2026-03-11,805.5,-180.5,601.5
2026-03-18,712.0,531.5,0.0
2026-04-01,796.0,1327.5,0.0
2026-04-06,1167.0,2494.5,0.0
2026-04-09,-314.0,2180.5,314.0
2026-04-15,-329.0,1851.5,643.0
2026-04-22,-474.0,1377.5,1117.0
2026-04-27,-309.0,1068.5,1426.0
2026-05-04,191.0,1259.5,1235.0
2026-05-13,488.5,1748.0,746.5
