timestamp_entry,timestamp_exit,direction,entry_price,exit_price,tp_price,sl_price,gap_size,pnl_usd,exit_reason,h1_sweep_bars_ago,m15_confirmed,kill_zone_active,vol_regime_pct,contracts
2026-01-02T11:01:00-05:00,2026-01-02T12:10:00-05:00,BEARISH,25594.5,25565.25,25429.5,25732.0,27.5,288.5,TIME_STOP,0,False,False,0.0,5
2026-01-02T12:21:00-05:00,2026-01-02T12:49:00-05:00,BEARISH,25608.25,25560.25,25560.25,25648.25,8.0,476.0,TP,1,False,False,0.0,5
2026-01-02T12:58:00-05:00,2026-01-02T13:51:00-05:00,BEARISH,25557.0,25497.0,25497.0,25607.0,10.0,596.0,TP,1,False,False,0.0,5
2026-01-02T13:51:00-05:00,2026-01-02T14:35:00-05:00,BEARISH,25515.875,25657.125,25346.375,25657.125,28.25,-1416.5,SL,2,False,False,0.0,5
2026-01-07T05:35:00-05:00,2026-01-07T08:52:00-05:00,BEARISH,25964.375,26003.5,25887.875,26028.125,12.75,-395.25,TIME_STOP,5,False,False,0.1688,5
2026-01-07T09:02:00-05:00,2026-01-07T09:36:00-05:00,BEARISH,26007.875,26054.125,25952.375,26054.125,9.25,-466.5,SL,0,False,False,0.0,5
2026-01-08T00:34:00-05:00,2026-01-08T05:54:00-05:00,BEARISH,25979.875,25983.0,25903.375,26043.625,12.75,-35.25,TIME_STOP,2,False,False,0.4526,5
2026-01-08T07:01:00-05:00,2026-01-08T09:35:00-05:00,BEARISH,25996.25,25921.25,25921.25,26058.75,12.5,746.0,TP,3,False,False,0.598,5
2026-01-09T01:20:00-05:00,2026-01-09T05:26:00-05:00,BEARISH,25910.75,25961.0,25799.75,26003.25,18.5,-506.5,TIME_STOP,0,False,False,0.7311,5
2026-01-09T10:08:00-05:00,2026-01-09T10:23:00-05:00,BEARISH,25908.875,26002.625,25796.375,26002.625,18.75,-941.5,SL,0,False,True,0.375,5
2026-01-12T09:46:00-05:00,2026-01-12T11:00:00-05:00,BEARISH,26093.0,26146.5,25970.0,26195.5,20.5,-539.0,TIME_STOP,0,False,True,0.3083,5
2026-01-14T09:30:00-05:00,2026-01-14T10:00:00-05:00,BEARISH,25982.0,25823.0,25823.0,26114.5,26.5,1586.0,TP,0,False,True,0.25,5
2026-01-14T10:01:00-05:00,2026-01-14T10:16:00-05:00,BEARISH,25818.5,25903.5,25716.5,25903.5,17.0,-854.0,SL,0,False,True,0.4083,5
2026-01-15T10:16:00-05:00,2026-01-15T11:20:00-05:00,BEARISH,26099.75,26144.5,26000.75,26182.25,16.5,-451.5,TIME_STOP,0,False,True,0.525,5
2026-01-15T11:28:00-05:00,2026-01-15T13:03:00-05:00,BEARISH,26142.0,26101.25,26022.0,26242.0,20.0,403.5,TIME_STOP,0,False,False,0.5583,5
2026-01-15T15:40:00-05:00,2026-01-15T18:31:00-05:00,BEARISH,25941.125,25964.25,25840.625,26024.875,16.75,-235.25,TIME_STOP,0,False,False,0.5333,5
2026-01-16T10:01:00-05:00,2026-01-16T10:20:00-05:00,BEARISH,25970.0,25910.0,25910.0,26020.0,10.0,596.0,TP,0,False,True,0.0667,5
2026-01-16T10:31:00-05:00,2026-01-16T12:17:00-05:00,BEARISH,25909.875,25933.75,25806.375,25996.125,17.25,-242.75,TIME_STOP,0,False,True,0.0667,5
2026-01-16T12:31:00-05:00,2026-01-16T14:35:00-05:00,BEARISH,25938.125,25923.0,25858.625,26004.375,13.25,147.25,TIME_STOP,0,False,False,0.1083,5
2026-01-19T19:30:00-05:00,2026-01-19T21:38:00-05:00,BEARISH,25565.5,25652.75,25439.5,25670.5,21.0,-876.5,TIME_STOP,1,False,False,0.725,5
2026-01-21T04:25:00-05:00,2026-01-21T09:59:00-05:00,BEARISH,25423.0,25553.0,25267.0,25553.0,26.0,-1304.0,SL,1,False,False,0.7333,5
2026-01-22T10:52:00-05:00,2026-01-22T12:51:00-05:00,BEARISH,25871.625,25945.0,25729.125,25990.375,23.75,-737.75,TIME_STOP,0,False,True,0.7167,5
2026-01-22T14:40:00-05:00,2026-01-23T03:50:00-05:00,BEARISH,25924.0,25836.5,25756.0,26064.0,28.0,871.0,TIME_STOP,0,False,False,0.275,5
2026-01-23T03:54:00-05:00,2026-01-23T06:14:00-05:00,BEARISH,25835.125,25858.0,25662.625,25978.875,28.75,-232.75,TIME_STOP,0,False,False,0.2,5
2026-01-23T09:34:00-05:00,2026-01-23T10:26:00-05:00,BEARISH,25842.25,25992.25,25662.25,25992.25,30.0,-1504.0,SL,0,False,True,0.1333,5
2026-01-25T23:34:00-05:00,2026-01-26T03:44:00-05:00,BEARISH,25868.5,25957.25,25730.5,25983.5,23.0,-891.5,TIME_STOP,0,False,False,0.6667,5
2026-01-26T04:32:00-05:00,2026-01-26T09:31:00-05:00,BEARISH,25912.0,25967.0,25789.0,26014.5,20.5,-554.0,TIME_STOP,0,False,False,0.5667,5
2026-01-26T10:12:00-05:00,2026-01-26T11:32:00-05:00,BEARISH,26052.25,26149.75,25935.25,26149.75,19.5,-979.0,SL,0,False,True,0.5,5
2026-01-28T01:46:00-05:00,2026-01-28T04:08:00-05:00,BEARISH,26553.125,26499.5,26398.625,26681.875,25.75,532.25,TIME_STOP,1,False,False,0.1,5
2026-01-28T11:23:00-05:00,2026-01-28T12:43:00-05:00,BEARISH,26400.5,26360.75,26286.5,26495.5,19.0,393.5,TIME_STOP,0,False,False,0.225,5
2026-01-28T13:03:00-05:00,2026-01-28T14:58:00-05:00,BEARISH,26372.0,26408.25,26237.0,26484.5,22.5,-366.5,TIME_STOP,2,False,False,0.3083,5
2026-01-28T14:58:00-05:00,2026-01-28T16:02:00-05:00,BEARISH,26417.75,26303.75,26303.75,26512.75,19.0,1136.0,TP,3,False,False,0.3167,5
