entry_time,exit_time,entry_price,exit_price,direction,pnl,exit_reason,ml_prediction,killzone_window,bars_held,stop_loss,target_price
2025-11-05 15:11:00+00:00,2025-11-05 15:21:00+00:00,25660.625,25644.75,bullish,-54.3,stop_loss,0.0,NY AM,10,25634.375,25713.125
2025-11-05 19:27:00+00:00,2025-11-05 19:28:00+00:00,25859.0,25855.5,bullish,-8.8,stop_loss,0.0,NY PM,1,25855.5,25866.0
2025-11-07 08:20:00+00:00,2025-11-07 08:21:00+00:00,25334.25,25324.75,bullish,-16.8,stop_loss,0.0,London AM,1,25326.75,25349.25
2025-11-10 09:03:00+00:00,2025-11-10 09:04:00+00:00,25518.375,25529.0,bullish,21.2,target,0.0,London AM,1,25512.625,25529.875
2025-11-10 15:45:00+00:00,2025-11-10 15:48:00+00:00,25626.0,25613.0,bullish,-31.8,stop_loss,0.0,NY AM,3,25611.0,25656.0
2025-11-11 08:23:00+00:00,2025-11-11 08:26:00+00:00,25651.875,25643.0,bullish,-15.3,stop_loss,0.0,London AM,3,25645.125,25665.375
2025-11-13 08:58:00+00:00,2025-11-13 08:59:00+00:00,25676.625,25683.0,bullish,13.2,target,0.0,London AM,1,25672.875,25684.125
2025-11-14 19:50:00+00:00,2025-11-14 19:53:00+00:00,25203.0,25235.25,bullish,72.2,target,0.0,NY PM,3,25184.5,25240.0
2025-11-17 08:25:00+00:00,2025-11-17 08:26:00+00:00,25336.625,25346.75,bullish,23.2,target,0.0,London AM,1,25330.375,25349.125
2025-11-18 08:44:00+00:00,2025-11-18 08:45:00+00:00,24826.0,24819.5,bullish,-20.8,stop_loss,0.0,London AM,1,24816.5,24845.0
2025-11-18 19:01:00+00:00,2025-11-18 19:41:00+00:00,24715.0,24796.75,bullish,168.2,target,0.0,NY PM,40,24672.5,24800.0
2025-11-19 08:05:00+00:00,2025-11-19 08:06:00+00:00,24600.875,24597.75,bullish,-17.3,stop_loss,0.0,London AM,1,24593.125,24616.375
2025-11-21 08:22:00+00:00,2025-11-21 08:46:00+00:00,24106.875,24172.0,bullish,113.2,target,0.0,London AM,24,24078.125,24164.375
2025-11-21 19:02:00+00:00,2025-11-21 19:05:00+00:00,24482.125,24522.0,bullish,89.2,target,0.0,NY PM,3,24459.375,24527.625
2025-11-24 19:58:00+00:00,2025-11-24 20:02:00+00:00,24909.875,24926.0,bullish,25.2,target,0.0,NY PM,4,24903.125,24923.375
2025-11-25 08:02:00+00:00,2025-11-25 08:03:00+00:00,24913.375,24922.5,bullish,5.2,target,0.0,London AM,1,24911.625,24916.875
2025-11-25 15:50:00+00:00,2025-11-25 15:52:00+00:00,24807.75,24779.5,bullish,-59.8,stop_loss,0.0,NY AM,2,24778.75,24865.75
2025-11-27 08:44:00+00:00,2025-11-27 08:45:00+00:00,25316.625,25314.75,bullish,-8.3,stop_loss,0.0,London AM,1,25313.375,25323.125
2025-11-28 15:28:00+00:00,2025-11-28 15:30:00+00:00,25368.125,25369.75,bullish,-20.3,stop_loss,0.0,NY AM,2,25358.875,25386.625
2025-12-02 16:01:00+00:00,2025-12-02 16:02:00+00:00,25877.125,25909.75,bullish,25.2,target,0.0,NY AM,1,25870.375,25890.625
2025-12-03 15:23:00+00:00,2025-12-03 15:25:00+00:00,25760.25,25800.5,bullish,74.2,target,0.0,NY AM,2,25741.25,25798.25
2025-12-05 15:20:00+00:00,2025-12-05 15:21:00+00:00,26094.5,26094.25,bullish,-10.8,stop_loss,0.0,NY AM,1,26090.0,26103.5
2025-12-09 15:06:00+00:00,2025-12-09 15:09:00+00:00,25886.75,25874.5,bullish,-34.8,stop_loss,0.0,NY AM,3,25870.25,25919.75
2025-12-09 19:06:00+00:00,2025-12-09 19:08:00+00:00,25966.875,25956.0,bullish,-14.3,stop_loss,0.0,NY PM,2,25960.625,25979.375
2025-12-10 15:12:00+00:00,2025-12-10 15:18:00+00:00,25880.125,25900.25,bullish,37.2,target,0.0,NY AM,6,25870.375,25899.625
2025-12-10 19:16:00+00:00,2025-12-10 19:24:00+00:00,25952.25,25934.75,bullish,-40.8,stop_loss,0.0,NY PM,8,25932.75,25991.25
2025-12-11 19:54:00+00:00,2025-12-11 19:55:00+00:00,25960.875,25956.0,bullish,-12.3,stop_loss,0.0,NY PM,1,25955.625,25971.375
2025-12-15 08:10:00+00:00,2025-12-15 08:11:00+00:00,25500.625,25496.25,bullish,-11.3,stop_loss,0.0,London AM,1,25495.875,25510.125
2025-12-15 19:16:00+00:00,2025-12-15 19:18:00+00:00,25386.5,25378.75,bullish,-14.8,stop_loss,0.0,NY PM,2,25380.0,25399.5
2025-12-17 08:56:00+00:00,2025-12-17 09:16:00+00:00,25403.25,25435.5,bullish,48.2,target,0.0,London AM,20,25390.75,25428.25
2025-12-17 20:05:00+00:00,2025-12-17 20:17:00+00:00,24951.625,24973.5,bullish,41.2,target,0.0,NY PM,12,24940.875,24973.125
2025-12-18 08:26:00+00:00,2025-12-18 08:27:00+00:00,25029.625,25024.25,bullish,-10.3,stop_loss,0.0,London AM,1,25025.375,25038.125
2025-12-19 08:19:00+00:00,2025-12-19 08:20:00+00:00,25371.625,25372.25,bullish,7.2,target,0.0,London AM,1,25369.375,25376.125
2025-12-19 15:08:00+00:00,2025-12-19 15:16:00+00:00,25541.875,25541.0,bullish,-29.3,stop_loss,0.0,NY AM,8,25528.125,25569.375
2025-12-19 19:32:00+00:00,2025-12-19 19:33:00+00:00,25572.375,25580.0,bullish,9.2,target,0.0,NY PM,1,25569.625,25577.875
