date,daily_pnl,cumulative_pnl,drawdown
2025-05-28,63.0,63.0,0.0
2025-06-02,-18.0,45.0,18.0
2025-06-04,7.0,52.0,11.0
2025-06-05,52.0,104.0,0.0
2025-06-06,53.0,157.0,0.0
2025-06-11,-25.0,132.0,25.0
2025-06-18,59.0,191.0,0.0
2025-06-25,30.5,221.5,0.0
2025-06-30,3.5,225.0,0.0
2025-07-03,-2.0,223.0,2.0
2025-07-07,6.5,229.5,0.0
2025-07-10,-5.5,224.0,5.5
2025-07-11,-18.0,206.0,23.5
2025-07-14,-17.0,189.0,40.5
2025-07-16,-23.5,165.5,64.0
2025-07-18,-28.0,137.5,92.0
2025-07-21,0.5,138.0,91.5
2025-07-23,-20.0,118.0,111.5
2025-07-24,-8.0,110.0,119.5
2025-07-28,-15.5,94.5,135.0
2025-08-11,38.5,133.0,96.5
2025-08-18,-31.0,102.0,127.5
2025-09-05,-12.5,89.5,140.0
2025-09-08,-33.0,56.5,173.0
2025-09-10,-53.0,3.5,226.0
2025-09-15,-26.5,-23.0,252.5
2025-09-17,-39.0,-62.0,291.5
2025-10-02,-16.0,-78.0,307.5
2025-10-03,34.0,-44.0,273.5
2025-10-06,62.5,18.5,211.0
2025-10-09,-14.0,4.5,225.0
2025-10-15,88.0,92.5,137.0
2025-10-16,37.0,129.5,100.0
2025-10-17,-30.0,99.5,130.0
2025-10-27,-31.0,68.5,161.0
2025-10-29,-17.0,51.5,178.0
2025-10-31,-17.0,34.5,195.0
2025-11-03,11.5,46.0,183.5
2025-11-06,26.5,72.5,157.0
2025-11-10,-22.0,50.5,179.0
2025-11-12,-24.0,26.5,203.0
2025-11-17,54.0,80.5,149.0
2025-11-26,-15.0,65.5,164.0
2025-11-28,13.5,79.0,150.5
2025-12-03,-17.5,61.5,168.0
2025-12-04,-22.0,39.5,190.0
2025-12-05,-13.0,26.5,203.0
2025-12-08,33.5,60.0,169.5
2025-12-10,-162.5,-102.5,332.0
2025-12-12,18.5,-84.0,313.5
2025-12-17,-21.0,-105.0,334.5
2025-12-18,-20.0,-125.0,354.5
2025-12-24,-21.5,-146.5,376.0
2025-12-26,-5.0,-151.5,381.0
2025-12-31,44.0,-107.5,337.0
2026-01-02,-32.0,-139.5,369.0
2026-01-07,-13.0,-152.5,382.0
2026-01-12,-40.0,-192.5,422.0
2026-01-14,-59.0,-251.5,481.0
2026-01-15,30.5,-221.0,450.5
2026-01-16,-12.0,-233.0,462.5
2026-01-23,18.5,-214.5,444.0
2026-01-29,118.5,-96.0,325.5
2026-02-04,25.5,-70.5,300.0
2026-02-09,-18.0,-88.5,318.0
2026-02-11,166.5,78.0,151.5
2026-02-12,-19.0,59.0,170.5
2026-02-16,24.0,83.0,146.5
2026-02-19,-64.5,18.5,211.0
2026-02-20,89.0,107.5,122.0
2026-02-26,-58.0,49.5,180.0
