entry_time,exit_time,entry_price,exit_price,direction,pnl,exit_reason,gap_size,bars_held
2024-01-02 10:05:00+00:00,2024-01-02 10:10:00+00:00,16992.875,16985.5,bearish,1.8125,gap_fill,145.0,1
2024-01-02 10:10:00+00:00,2024-01-02 10:40:00+00:00,16991.0,16995.0,bullish,3.0,gap_fill,240.0,6
2024-01-02 10:15:00+00:00,2024-01-02 10:40:00+00:00,16990.375,16995.0,bullish,3.0625,gap_fill,245.0,5
2024-01-02 10:20:00+00:00,2024-01-02 10:25:00+00:00,16989.875,16983.75,bearish,2.4375,gap_fill,195.0,1
2024-01-02 10:25:00+00:00,2024-01-02 10:30:00+00:00,16988.125,16987.5,bearish,1.9375,gap_fill,155.0,1
2024-01-02 10:30:00+00:00,2024-01-02 10:40:00+00:00,16988.625,16995.0,bullish,3.0625,gap_fill,245.0,2
2024-01-02 10:35:00+00:00,2024-01-02 10:50:00+00:00,16986.125,16979.25,bearish,1.6875,gap_fill,135.0,3
2024-01-02 10:40:00+00:00,2024-01-02 10:50:00+00:00,16990.0,16979.25,bearish,3.75,gap_fill,300.0,2
2024-01-02 10:45:00+00:00,2024-01-02 10:50:00+00:00,16991.125,16979.25,bearish,2.4375,gap_fill,195.0,1
2024-01-02 10:50:00+00:00,2024-01-02 11:05:00+00:00,16988.0,16946.75,bullish,-19.0,stop_loss,380.0,3
2024-01-02 10:55:00+00:00,2024-01-02 11:15:00+00:00,16982.125,16900.25,bullish,-27.75,stop_loss,555.0,4
2024-01-02 11:00:00+00:00,2024-01-02 11:15:00+00:00,16978.375,16900.25,bullish,-24.25,stop_loss,485.0,3
2024-01-02 11:05:00+00:00,2024-01-02 11:10:00+00:00,16972.625,16939.75,bearish,2.1875,gap_fill,175.0,1
2024-01-02 11:10:00+00:00,2024-01-02 11:25:00+00:00,16954.75,16885.25,bullish,-37.0,stop_loss,740.0,3
2024-01-02 11:15:00+00:00,2024-01-02 12:55:00+00:00,16937.5,16825.0,bullish,-56.25,time_exit,1580.0,20
2024-01-02 11:20:00+00:00,2024-01-02 14:00:00+00:00,16923.25,16843.75,bullish,-39.75,time_exit,1190.0,20
2024-01-02 11:25:00+00:00,2024-01-02 14:05:00+00:00,16910.625,16854.25,bullish,-28.1875,time_exit,1285.0,20
2024-01-02 11:30:00+00:00,2024-01-02 14:10:00+00:00,16890.375,16862.0,bullish,-14.1875,time_exit,805.0,20
2024-01-02 11:35:00+00:00,2024-01-02 14:15:00+00:00,16874.625,16864.25,bullish,-5.1875,time_exit,1175.0,20
2024-01-02 11:40:00+00:00,2024-01-02 14:20:00+00:00,16869.875,16873.25,bullish,1.6875,time_exit,705.0,20
2024-01-02 11:45:00+00:00,2024-01-02 12:50:00+00:00,16858.625,16834.75,bearish,6.6875,gap_fill,535.0,13
2024-01-02 11:50:00+00:00,2024-01-02 12:05:00+00:00,16862.75,16858.0,bearish,5.25,gap_fill,420.0,3
2024-01-02 11:55:00+00:00,2024-01-02 12:00:00+00:00,16869.5,16870.25,bullish,1.25,gap_fill,100.0,1
2024-01-02 12:00:00+00:00,2024-01-02 12:05:00+00:00,16870.75,16858.0,bearish,3.75,gap_fill,300.0,1
2024-01-02 12:05:00+00:00,2024-01-02 14:35:00+00:00,16863.0,16803.5,bullish,-31.0,stop_loss,620.0,18
2024-01-02 12:10:00+00:00,2024-01-02 12:55:00+00:00,16868.375,16825.0,bullish,-19.75,stop_loss,395.0,9
2024-01-02 12:15:00+00:00,2024-01-02 12:45:00+00:00,16859.0,16847.75,bearish,5.75,gap_fill,460.0,6
2024-01-02 12:20:00+00:00,2024-01-02 12:55:00+00:00,16862.25,16825.0,bullish,-22.5,stop_loss,450.0,7
2024-01-02 12:25:00+00:00,2024-01-02 12:35:00+00:00,16861.0,16854.75,bearish,3.5,gap_fill,280.0,2
2024-01-02 12:30:00+00:00,2024-01-02 12:50:00+00:00,16860.5,16834.75,bullish,-11.0,stop_loss,220.0,4
