slow_length,entry_line,exit_type,mtf_slope_filter,sl_pct,tp_pct,trade_count,win_rate_pct,profit_factor,avg_hold_bars,total_pnl,sharpe,pct_sl,pct_tp,pct_timeout
200,upper,midline,False,0.01,0.02,6929,37.0,0.9713,57.8,-26792.5,-0.5,5.5,1.6,0.0
200,lower,timeout,True,0.005,0.01,1208,37.3,0.9713,194.4,-9658.0,-0.31,57.3,25.7,17.1
300,upper,timeout,True,0.01,0.01,1547,49.7,0.9709,281.2,-16348.5,-0.36,33.6,34.3,32.1
300,mid,upper_rail,False,0.01,0.02,5565,70.3,0.9706,62.3,-23190.5,-0.5,11.9,0.3,0.0
500,upper,timeout,True,0.005,0.01,1623,36.8,0.9697,187.5,-13997.0,-0.39,58.6,25.9,15.5
300,lower,upper_rail,False,0.02,0.02,3350,64.1,0.9697,114.5,-21991.5,-0.43,6.0,0.3,0.1
500,upper,timeout,True,0.005,0.02,1464,32.0,0.9697,239.0,-13523.5,-0.33,62.6,9.0,28.3
400,mid,timeout,True,0.02,0.02,863,49.6,0.9697,423.0,-10973.0,-0.24,12.5,12.1,75.4
200,lower,upper_rail,False,0.02,0.03,4752,62.7,0.9695,81.8,-25894.5,-0.49,3.8,0.1,0.0
400,upper,upper_rail,False,0.005,0.01,7840,54.3,0.9693,31.1,-19063.5,-0.54,14.1,3.3,0.1
300,upper,timeout,False,0.01,0.01,2245,50.1,0.9689,259.4,-25972.5,-0.46,35.5,35.4,29.1
200,upper,midline,False,0.01,0.03,6890,36.9,0.9689,59.0,-28781.5,-0.52,5.5,0.4,0.0
200,lower,upper_rail,False,0.01,0.03,5089,61.5,0.9689,72.9,-28163.0,-0.58,13.7,0.1,0.0
500,lower,timeout,True,0.005,0.01,534,37.5,0.9687,205.6,-4653.5,-0.27,56.2,24.9,18.9
500,mid,upper_rail,True,0.005,0.02,1406,62.4,0.9685,66.4,-6828.0,-0.36,31.3,0.2,0.3
500,mid,timeout,True,0.005,0.03,998,31.0,0.9683,257.9,-9874.5,-0.28,63.3,4.1,32.6
400,mid,midline,False,0.005,0.02,8758,44.2,0.9676,37.9,-22966.0,-0.51,12.6,1.3,0.1
300,mid,timeout,False,0.01,0.02,2029,43.1,0.9676,325.8,-27208.5,-0.43,39.2,12.5,48.3
200,upper,midline,False,0.005,0.01,7296,36.6,0.9676,48.5,-31007.5,-0.67,17.6,7.2,0.0
400,upper,timeout,True,0.02,0.01,1330,56.2,0.9676,343.9,-17215.5,-0.35,13.0,36.2,50.8
300,mid,timeout,False,0.02,0.03,1603,49.5,0.9675,431.1,-23814.5,-0.34,15.3,5.6,79.1
400,upper,midline,True,0.005,0.02,2506,32.1,0.9673,77.2,-12409.5,-0.4,20.0,2.8,0.1
500,mid,timeout,False,0.02,0.02,1535,49.6,0.9671,410.5,-22995.0,-0.37,15.0,12.9,72.1
300,lower,midline,False,0.02,0.03,5097,69.3,0.9671,56.8,-23700.0,-0.5,3.2,0.0,0.0
200,lower,upper_rail,False,0.02,0.02,4752,62.7,0.9667,81.8,-28257.0,-0.53,3.8,0.1,0.0
300,mid,timeout,True,0.005,0.02,1049,32.1,0.9665,247.9,-10601.0,-0.31,61.4,9.2,29.4
300,lower,midline,False,0.02,0.02,5097,69.3,0.9664,56.8,-24201.0,-0.51,3.2,0.1,0.0
200,lower,upper_rail,False,0.01,0.02,5089,61.5,0.9663,72.9,-30525.5,-0.63,13.7,0.1,0.0
500,mid,timeout,False,0.01,0.01,2089,49.9,0.9657,266.2,-26535.5,-0.51,35.2,34.2,30.6
400,mid,timeout,True,0.01,0.03,876,43.7,0.9655,378.5,-11640.0,-0.28,34.5,4.1,61.4
500,mid,timeout,True,0.02,0.03,815,48.7,0.9654,440.7,-12537.5,-0.27,13.0,4.5,82.5
400,upper,timeout,True,0.01,0.02,1302,44.8,0.9653,341.9,-18309.5,-0.36,37.7,12.5,49.8
300,lower,timeout,True,0.01,0.01,710,49.0,0.9651,291.6,-9201.0,-0.32,33.1,33.7,33.2
400,mid,timeout,False,0.01,0.03,1836,43.0,0.9651,351.4,-26618.0,-0.42,39.7,4.8,55.5
400,lower,timeout,True,0.02,0.01,533,54.6,0.9651,345.8,-7536.0,-0.28,12.8,36.2,51.0
200,upper,timeout,False,0.02,0.03,1603,49.8,0.9648,430.3,-26006.5,-0.37,15.6,5.6,78.8
300,mid,timeout,True,0.02,0.03,869,49.5,0.9647,442.2,-13311.5,-0.28,12.8,5.2,82.0
300,mid,midline,True,0.02,0.02,2366,54.4,0.9647,39.6,-6412.0,-0.27,1.1,0.9,0.0
200,lower,upper_rail,False,0.02,0.01,4783,62.8,0.9647,81.0,-30125.5,-0.58,3.8,2.5,0.0
400,upper,upper_rail,False,0.005,0.03,7733,53.9,0.9642,34.9,-22410.5,-0.57,14.4,0.3,0.2
300,mid,upper_rail,False,0.01,0.01,5589,70.4,0.964,61.7,-28456.5,-0.62,11.9,1.3,0.0
300,mid,timeout,True,0.005,0.01,1174,36.6,0.964,199.4,-11966.0,-0.41,57.2,26.3,16.4
300,upper,timeout,False,0.02,0.01,1888,55.5,0.9636,330.0,-27932.5,-0.46,13.4,38.0,48.6
200,lower,upper_rail,False,0.01,0.01,5121,61.6,0.9635,72.1,-33238.0,-0.7,13.7,2.5,0.0
200,upper,timeout,True,0.02,0.03,1249,50.3,0.9634,439.5,-20512.0,-0.34,13.8,5.1,81.1
300,upper,midline,False,0.005,0.02,5139,33.3,0.9632,68.1,-28412.0,-0.58,20.5,2.5,0.0
200,upper,upper_rail,True,0.005,0.02,5152,63.3,0.9631,31.7,-15810.0,-0.55,15.8,0.5,0.0
300,lower,midline,False,0.02,0.01,5108,69.4,0.9624,56.6,-27214.0,-0.57,3.2,0.7,0.0
500,upper,timeout,False,0.01,0.01,1957,49.8,0.9624,264.5,-27305.0,-0.54,35.5,34.2,30.3
500,upper,timeout,False,0.02,0.02,1434,49.9,0.9623,413.9,-24049.0,-0.39,14.5,12.8,72.7
200,upper,midline,False,0.01,0.01,7153,37.6,0.9621,53.2,-36360.0,-0.73,5.5,7.2,0.0
300,upper,midline,True,0.02,0.03,2895,36.6,0.9621,74.0,-15066.5,-0.39,1.5,0.4,0.0
300,mid,timeout,False,0.01,0.01,2420,49.8,0.962,255.4,-34426.0,-0.61,35.7,35.0,29.4
300,upper,upper_rail,False,0.005,0.03,8810,54.1,0.962,32.5,-27018.0,-0.66,14.2,0.2,0.0
400,mid,midline,True,0.01,0.01,2171,53.2,0.962,38.1,-6373.5,-0.31,4.9,4.3,0.0
400,mid,timeout,False,0.01,0.01,2245,49.5,0.962,260.3,-31861.0,-0.57,35.9,34.8,29.3
500,mid,upper_rail,True,0.005,0.03,1406,62.4,0.9615,66.8,-8340.0,-0.45,31.3,0.0,0.4
200,upper,midline,False,0.02,0.01,7127,37.8,0.9615,55.0,-36672.0,-0.67,1.2,7.1,0.0
400,mid,midline,False,0.01,0.03,8375,45.8,0.9613,44.1,-26579.5,-0.54,4.9,0.4,0.1
300,mid,timeout,True,0.005,0.03,1019,31.7,0.9613,265.3,-11961.0,-0.34,61.7,3.4,34.8
200,upper,timeout,True,0.02,0.01,1527,55.9,0.9612,341.2,-24273.5,-0.45,13.0,37.5,49.5
400,upper,upper_rail,True,0.02,0.03,3761,61.0,0.961,56.8,-13262.5,-0.38,2.1,0.2,0.6
200,mid,timeout,False,0.005,0.02,3094,29.9,0.9608,213.6,-38003.0,-0.62,65.7,10.1,24.2
400,mid,upper_rail,True,0.01,0.03,1478,68.9,0.9606,89.9,-9388.0,-0.38,14.4,0.1,0.5
300,upper,midline,False,0.01,0.02,4997,34.6,0.9605,75.3,-30305.5,-0.59,6.6,2.5,0.0
400,mid,midline,False,0.01,0.02,8416,46.1,0.9605,42.8,-27376.0,-0.58,4.9,1.4,0.1
300,upper,timeout,False,0.01,0.03,1765,42.9,0.9597,357.3,-29563.0,-0.47,38.9,4.7,56.4
500,upper,upper_rail,False,0.02,0.01,6704,56.5,0.9593,51.0,-23394.5,-0.52,2.2,3.9,0.8
400,mid,midline,True,0.01,0.02,2162,53.0,0.9592,41.6,-6946.0,-0.31,5.1,1.2,0.1
200,lower,timeout,False,0.005,0.02,2772,30.8,0.959,218.0,-35486.5,-0.61,65.2,9.8,25.0
400,mid,midline,True,0.02,0.03,2149,53.3,0.9589,46.0,-6790.0,-0.27,1.3,0.3,0.1
500,lower,timeout,False,0.005,0.02,2282,30.9,0.9581,224.7,-29466.0,-0.55,64.2,9.4,26.5
300,upper,upper_rail,False,0.005,0.02,8834,54.1,0.9581,32.0,-29900.5,-0.73,14.3,0.7,0.0
400,mid,upper_rail,True,0.01,0.02,1480,69.0,0.958,89.3,-10003.0,-0.41,14.4,0.3,0.4
400,mid,timeout,True,0.005,0.03,983,31.5,0.9578,268.5,-12548.5,-0.36,61.3,3.6,35.1
300,mid,timeout,False,0.005,0.01,3426,36.6,0.9575,165.9,-41823.5,-0.81,60.2,27.2,12.6
300,mid,midline,True,0.005,0.01,2387,53.6,0.9572,29.4,-7403.5,-0.43,12.1,3.2,0.0
500,mid,timeout,False,0.005,0.02,2528,30.3,0.9571,222.0,-33872.0,-0.61,65.1,9.5,25.4
300,mid,timeout,True,0.02,0.02,893,50.1,0.9567,422.0,-16860.0,-0.36,13.1,12.4,74.5
500,mid,upper_rail,True,0.02,0.02,1270,69.5,0.9566,115.5,-9555.5,-0.36,4.3,0.2,1.4
400,mid,timeout,True,0.005,0.02,1008,32.3,0.9565,253.3,-13163.0,-0.4,60.8,8.5,30.7
500,mid,timeout,False,0.01,0.02,1834,43.8,0.9564,331.3,-32953.5,-0.56,39.2,12.2,48.6
200,upper,upper_rail,True,0.005,0.01,5189,63.4,0.9562,30.2,-18763.0,-0.68,15.6,2.0,0.0
400,mid,midline,False,0.01,0.01,8550,46.7,0.9561,38.2,-30085.0,-0.71,4.8,4.6,0.0
500,upper,timeout,False,0.01,0.03,1576,43.4,0.9557,357.4,-28939.0,-0.5,39.1,4.6,56.3
200,upper,timeout,False,0.01,0.03,1928,42.8,0.9556,348.6,-36173.0,-0.54,39.8,4.8,55.3
500,lower,midline,False,0.02,0.02,3381,70.7,0.9556,84.3,-26984.0,-0.57,5.3,0.1,0.1
500,lower,midline,False,0.02,0.01,3393,70.8,0.9555,83.9,-27183.5,-0.57,5.4,1.4,0.0
300,mid,timeout,False,0.01,0.03,1940,42.2,0.9554,346.9,-36441.0,-0.55,39.8,5.3,54.9
500,lower,midline,False,0.02,0.03,3381,70.7,0.9548,84.4,-27486.0,-0.58,5.3,0.0,0.1
300,mid,midline,False,0.01,0.03,9685,45.8,0.9548,39.6,-36095.5,-0.74,4.7,0.3,0.0
400,upper,upper_rail,False,0.01,0.03,7422,56.4,0.9548,45.1,-28893.0,-0.64,6.6,0.3,0.2
200,mid,timeout,False,0.01,0.03,2040,42.5,0.9545,345.2,-39230.0,-0.57,40.1,5.1,54.8
300,upper,timeout,False,0.01,0.02,1859,43.1,0.9544,334.1,-35217.0,-0.57,39.0,12.7,48.3
500,mid,midline,False,0.005,0.02,7742,43.6,0.9543,40.1,-29142.5,-0.69,13.1,1.5,0.3
500,mid,upper_rail,True,0.01,0.02,1317,68.6,0.9541,96.8,-10420.5,-0.45,15.6,0.2,0.6
400,mid,upper_rail,True,0.01,0.01,1484,69.1,0.9541,88.8,-10955.0,-0.46,14.4,1.5,0.3
500,mid,midline,False,0.005,0.03,7703,43.6,0.954,41.4,-29022.0,-0.67,13.0,0.5,0.4
400,upper,midline,False,0.005,0.02,4099,32.0,0.9537,82.3,-31680.0,-0.72,23.4,3.3,0.1
300,upper,midline,False,0.005,0.01,5415,34.7,0.9537,59.9,-37040.5,-0.83,20.1,9.9,0.0
500,upper,midline,False,0.01,0.01,3552,35.3,0.9535,91.0,-30422.5,-0.73,8.8,14.7,0.4
500,lower,upper_rail,False,0.02,0.01,2269,65.4,0.9535,164.1,-28743.5,-0.54,9.0,6.8,2.2
400,upper,timeout,False,0.02,0.01,1788,55.6,0.9531,334.9,-34556.5,-0.58,13.6,37.6,48.8
200,upper,upper_rail,False,0.005,0.03,10912,54.4,0.9531,29.3,-41519.5,-0.93,14.0,0.2,0.0
500,upper,timeout,True,0.01,0.01,1362,49.3,0.953,282.8,-23741.5,-0.55,34.8,32.9,32.3
300,lower,timeout,True,0.02,0.03,621,49.3,0.953,432.9,-13391.0,-0.37,14.5,5.0,80.5
500,upper,timeout,True,0.01,0.02,1223,44.8,0.9525,346.9,-23357.0,-0.48,37.4,11.0,51.5
200,mid,timeout,False,0.005,0.01,3809,35.8,0.9524,160.7,-52348.5,-0.95,60.6,27.5,11.9
300,upper,timeout,False,0.02,0.02,1581,48.5,0.9522,412.9,-34345.5,-0.52,14.7,13.4,71.9
400,upper,timeout,False,0.005,0.03,2239,30.1,0.952,240.2,-33829.0,-0.62,65.0,3.7,31.3
200,upper,timeout,False,0.01,0.02,2026,43.3,0.9519,326.7,-40776.0,-0.64,39.4,12.7,47.9
400,mid,timeout,False,0.02,0.01,1862,54.9,0.9518,332.4,-37083.0,-0.61,14.2,37.5,48.2
300,mid,upper_rail,True,0.02,0.03,1719,69.1,0.9518,88.5,-12394.5,-0.41,3.0,0.2,0.1
300,upper,timeout,True,0.01,0.03,1280,42.3,0.9516,373.8,-25082.5,-0.46,37.1,4.7,58.2
300,upper,timeout,True,0.02,0.03,1176,48.6,0.9515,441.2,-25594.5,-0.42,13.8,4.8,81.5
200,upper,timeout,False,0.02,0.02,1677,49.7,0.9515,406.5,-37673.5,-0.56,15.4,14.0,70.5
500,lower,upper_rail,False,0.02,0.02,2229,65.0,0.9515,169.0,-29681.0,-0.58,9.0,0.4,2.8
500,upper,upper_rail,False,0.01,0.01,6833,56.3,0.9514,44.2,-27454.5,-0.7,6.3,3.7,0.6
500,lower,upper_rail,False,0.02,0.03,2228,64.9,0.9514,169.1,-29688.5,-0.58,9.0,0.0,2.9
500,upper,timeout,False,0.005,0.01,2531,36.3,0.9513,169.1,-35410.5,-0.78,59.7,26.9,13.4
500,upper,timeout,True,0.02,0.03,1083,50.4,0.9509,438.9,-23158.5,-0.43,13.5,3.8,82.7
500,mid,upper_rail,True,0.02,0.03,1270,69.5,0.9509,115.6,-10809.0,-0.41,4.3,0.0,1.4
300,upper,midline,False,0.01,0.01,5267,36.0,0.9507,66.8,-39197.0,-0.83,6.4,10.0,0.0
400,upper,upper_rail,True,0.01,0.01,3816,60.7,0.9506,46.3,-16350.0,-0.57,6.7,3.1,0.1
300,upper,midline,False,0.005,0.03,5082,33.3,0.9503,70.5,-37885.0,-0.78,20.4,0.6,0.0
500,lower,timeout,False,0.005,0.01,2588,36.2,0.95,173.4,-37189.0,-0.82,59.7,26.1,14.2
300,mid,timeout,True,0.02,0.01,1012,54.2,0.9494,352.4,-20515.0,-0.47,12.2,35.8,52.1
500,upper,timeout,False,0.01,0.02,1651,43.9,0.9494,335.5,-34452.0,-0.61,39.2,11.8,49.0
200,mid,midline,False,0.01,0.01,11959,46.1,0.949,30.3,-47912.5,-1.02,3.6,3.7,0.0
500,mid,midline,False,0.02,0.02,7290,46.0,0.949,50.8,-31792.5,-0.64,1.6,1.4,0.3
200,mid,timeout,False,0.02,0.03,1661,50.1,0.9489,430.7,-39048.0,-0.55,15.9,5.2,78.9
400,mid,timeout,False,0.005,0.01,3114,36.0,0.9488,170.0,-46019.5,-0.93,60.1,26.9,13.1
200,mid,timeout,False,0.01,0.02,2172,43.1,0.9488,318.9,-47075.5,-0.74,40.4,12.9,46.7
500,upper,timeout,False,0.005,0.02,2168,30.6,0.9487,221.7,-34598.0,-0.69,64.6,9.9,25.5
400,upper,upper_rail,False,0.01,0.01,7528,56.8,0.9486,41.4,-32882.0,-0.84,6.4,3.3,0.1
400,upper,midline,True,0.01,0.03,2464,33.6,0.9485,88.9,-20728.0,-0.59,7.5,0.9,0.2
300,upper,timeout,True,0.005,0.02,1615,31.5,0.9484,245.9,-25163.0,-0.57,62.5,8.7,28.8
300,upper,upper_rail,True,0.005,0.03,4354,59.2,0.9479,35.9,-18604.0,-0.62,15.2,0.2,0.1
200,upper,timeout,False,0.005,0.03,2642,29.8,0.9477,240.3,-43581.5,-0.69,65.7,3.6,30.7
200,mid,midline,True,0.005,0.01,3167,58.0,0.9477,25.1,-11658.5,-0.64,11.5,2.2,0.0
300,mid,midline,True,0.01,0.03,2368,54.0,0.9476,37.9,-9821.0,-0.42,5.0,0.3,0.0
500,lower,timeout,False,0.02,0.01,1653,55.6,0.9476,331.6,-36655.0,-0.62,14.9,37.5,47.6
400,upper,upper_rail,False,0.02,0.02,7276,57.6,0.9475,50.7,-33278.0,-0.67,2.2,0.7,0.3
500,mid,upper_rail,True,0.01,0.03,1317,68.6,0.9474,97.1,-11932.5,-0.52,15.6,0.0,0.7
500,lower,timeout,True,0.01,0.03,470,41.9,0.9474,378.9,-9555.5,-0.37,33.2,2.8,64.0
500,mid,timeout,False,0.005,0.03,2440,29.5,0.9474,238.2,-40621.5,-0.7,65.8,4.0,30.2
400,upper,midline,False,0.005,0.03,4039,31.6,0.9472,85.2,-35647.0,-0.78,23.3,1.1,0.2
400,mid,midline,True,0.005,0.03,2173,51.6,0.9472,35.8,-8634.0,-0.43,12.2,0.3,0.1
400,upper,timeout,True,0.005,0.02,1552,31.8,0.947,236.9,-25235.5,-0.62,63.3,9.1,27.6
400,upper,midline,True,0.01,0.02,2486,33.8,0.9469,86.2,-21487.5,-0.62,7.5,3.0,0.2
400,upper,timeout,True,0.005,0.01,1744,36.9,0.9468,187.0,-26451.0,-0.73,58.7,25.8,15.5
400,upper,timeout,False,0.01,0.01,2082,49.4,0.9468,264.7,-41656.0,-0.77,35.7,34.6,29.7
400,upper,upper_rail,False,0.01,0.02,7441,56.4,0.9467,44.4,-34122.5,-0.78,6.6,0.8,0.2
500,mid,upper_rail,True,0.005,0.01,1406,62.4,0.9464,66.3,-11605.5,-0.65,31.3,1.2,0.3
300,lower,timeout,True,0.02,0.02,638,49.8,0.9463,414.8,-15332.0,-0.44,13.8,11.4,74.8
300,mid,timeout,False,0.02,0.02,1680,49.5,0.9462,405.3,-42024.0,-0.63,16.1,13.8,70.1
400,upper,timeout,False,0.01,0.02,1758,43.3,0.946,334.0,-39521.5,-0.65,39.3,12.6,48.1
300,mid,midline,False,0.02,0.02,9553,46.5,0.9458,40.0,-41779.0,-0.82,1.2,1.0,0.0
300,upper,timeout,True,0.01,0.02,1332,43.1,0.9456,352.4,-29183.0,-0.57,37.1,12.1,50.8
200,upper,timeout,True,0.02,0.02,1301,50.9,0.9453,417.5,-32335.0,-0.54,14.4,12.6,73.0
400,upper,timeout,False,0.005,0.02,2353,30.3,0.9451,220.7,-40411.0,-0.78,65.0,9.6,25.4
200,mid,timeout,False,0.005,0.03,2878,29.3,0.9449,235.6,-50152.0,-0.78,66.1,3.7,30.2
300,upper,timeout,False,0.005,0.01,3046,35.7,0.9443,167.4,-49185.0,-0.97,60.3,27.2,12.5
300,mid,midline,True,0.02,0.01,2370,54.7,0.9443,37.8,-9857.5,-0.45,1.1,3.1,0.0
200,mid,timeout,False,0.01,0.01,2638,49.4,0.9442,247.9,-56211.5,-0.96,36.6,35.7,27.7
300,mid,upper_rail,True,0.02,0.01,1723,69.2,0.9442,87.9,-14293.5,-0.5,2.9,1.3,0.1
500,lower,timeout,False,0.02,0.03,1419,50.5,0.9441,431.8,-36797.0,-0.59,15.8,4.6,79.6
400,upper,timeout,True,0.01,0.01,1474,49.9,0.944,278.0,-30738.5,-0.67,34.5,33.2,32.3
200,mid,midline,True,0.02,0.01,3152,59.5,0.944,30.7,-12872.5,-0.53,1.0,2.2,0.0
500,upper,midline,False,0.01,0.02,3287,32.9,0.9437,108.1,-35513.5,-0.75,9.2,4.4,1.2
500,upper,midline,False,0.005,0.03,3350,30.7,0.9437,101.1,-34862.5,-0.77,27.3,1.5,1.3
500,lower,timeout,True,0.005,0.03,498,31.5,0.9436,271.4,-8430.0,-0.39,60.6,2.2,37.1
500,mid,midline,False,0.01,0.03,7404,45.2,0.9433,48.8,-35677.5,-0.76,5.4,0.5,0.4
500,upper,midline,False,0.005,0.01,3689,33.3,0.9433,79.8,-37414.0,-0.96,26.5,14.3,0.3
500,lower,timeout,True,0.01,0.02,477,42.3,0.9433,362.0,-10375.5,-0.43,32.9,10.3,56.8
500,lower,upper_rail,True,0.005,0.01,575,51.0,0.9433,111.0,-7109.0,-0.52,45.2,4.2,0.7
300,upper,upper_rail,False,0.005,0.01,8943,54.3,0.9432,30.0,-40974.5,-1.06,14.2,3.1,0.0
300,mid,timeout,False,0.005,0.02,2885,30.5,0.9432,216.7,-51364.5,-0.86,65.6,9.9,24.4
300,lower,timeout,True,0.02,0.01,701,54.2,0.9425,346.4,-16798.5,-0.5,12.8,36.9,50.2
200,upper,timeout,False,0.005,0.02,2809,30.1,0.9425,219.3,-50734.0,-0.85,65.6,9.9,24.5
500,mid,timeout,True,0.02,0.02,836,48.3,0.9425,421.2,-21591.0,-0.48,12.8,13.0,74.2
500,upper,timeout,True,0.01,0.03,1189,44.2,0.9422,367.9,-27727.0,-0.57,37.4,3.8,58.8
400,upper,timeout,False,0.02,0.02,1519,49.7,0.9422,411.8,-40411.5,-0.63,15.3,13.3,71.4
300,upper,midline,False,0.02,0.02,4973,34.9,0.942,78.2,-45171.5,-0.79,1.8,2.5,0.0
300,mid,midline,False,0.01,0.01,9881,46.8,0.9418,35.6,-46912.5,-1.06,4.6,4.3,0.0
200,lower,timeout,True,0.005,0.02,1068,32.2,0.9416,242.6,-18724.5,-0.53,61.8,8.2,30.0
400,upper,timeout,False,0.005,0.01,2755,36.2,0.9409,169.6,-47009.0,-1.01,60.0,26.5,13.4
300,upper,upper_rail,True,0.02,0.03,4264,62.4,0.9408,52.4,-22754.5,-0.57,2.1,0.2,0.1
500,upper,midline,False,0.01,0.03,3225,32.6,0.9407,112.9,-36876.5,-0.76,9.2,1.5,1.5
200,upper,timeout,False,0.01,0.01,2484,49.5,0.9403,252.1,-56580.5,-0.98,36.8,35.3,27.9
300,upper,midline,False,0.01,0.03,4945,34.5,0.9403,77.6,-45320.0,-0.89,6.6,0.6,0.0
500,mid,timeout,False,0.01,0.03,1767,42.6,0.9403,352.6,-44065.5,-0.71,39.6,4.8,55.6
400,upper,midline,True,0.02,0.03,2459,33.9,0.9401,93.5,-24240.5,-0.62,2.0,0.9,0.3
300,upper,upper_rail,True,0.01,0.03,4291,61.9,0.9398,46.1,-23201.5,-0.67,7.1,0.2,0.1
200,mid,timeout,False,0.02,0.02,1742,50.5,0.9396,405.7,-49247.0,-0.72,16.6,13.7,69.7
500,upper,upper_rail,True,0.005,0.01,3562,55.5,0.9395,32.1,-17497.0,-0.75,14.8,3.8,0.1
500,mid,upper_rail,True,0.02,0.01,1271,69.6,0.9392,115.2,-13377.5,-0.51,4.3,1.2,1.4
200,mid,upper_rail,False,0.005,0.03,8665,66.4,0.9391,34.5,-58994.5,-1.49,21.6,0.0,0.0
300,mid,upper_rail,True,0.01,0.03,1737,68.1,0.9387,79.0,-15887.0,-0.59,11.7,0.2,0.0
300,mid,midline,False,0.01,0.02,9721,45.8,0.9384,38.4,-49198.0,-1.07,4.7,1.0,0.0
400,upper,upper_rail,False,0.02,0.01,7361,57.7,0.9384,48.0,-39215.5,-0.87,2.2,3.2,0.2
500,lower,upper_rail,True,0.01,0.03,546,60.8,0.9384,156.5,-8341.5,-0.5,22.9,0.0,1.6
200,upper,upper_rail,False,0.005,0.02,10937,54.4,0.9382,29.0,-54947.5,-1.28,14.0,0.6,0.0
200,mid,upper_rail,False,0.005,0.02,8673,66.4,0.9381,34.4,-60079.5,-1.54,21.6,0.1,0.0
300,mid,timeout,False,0.005,0.03,2725,29.5,0.9379,236.3,-53715.0,-0.84,66.3,3.9,29.8
500,lower,upper_rail,True,0.01,0.02,546,60.8,0.9378,156.5,-8414.0,-0.5,22.9,0.2,1.6
400,mid,timeout,False,0.005,0.02,2681,30.0,0.9377,219.2,-52536.0,-0.91,65.5,9.7,24.8
400,upper,midline,False,0.01,0.02,3964,33.7,0.9376,91.8,-43116.0,-0.91,7.9,3.3,0.2
200,mid,midline,False,0.02,0.03,11588,46.4,0.9374,33.7,-56772.0,-0.98,0.8,0.3,0.0
200,mid,midline,False,0.01,0.02,11789,46.0,0.9373,32.4,-58104.0,-1.18,3.7,0.8,0.0
500,mid,timeout,True,0.01,0.03,875,42.7,0.9373,368.7,-22970.5,-0.53,37.9,4.3,57.7
300,upper,midline,False,0.02,0.01,5240,36.2,0.9366,69.7,-50878.0,-0.95,1.6,9.9,0.0
200,mid,midline,True,0.01,0.01,3155,59.3,0.9364,29.2,-14680.5,-0.67,4.1,2.3,0.0
300,mid,upper_rail,True,0.02,0.02,1720,69.0,0.936,88.3,-16549.0,-0.57,3.0,0.3,0.1
300,mid,midline,True,0.01,0.02,2370,54.1,0.936,37.0,-11955.0,-0.55,5.0,0.9,0.0
400,upper,midline,False,0.01,0.03,3905,33.4,0.9357,94.8,-43789.0,-0.9,7.8,1.1,0.3
200,mid,midline,False,0.005,0.01,12427,45.1,0.9352,27.5,-62542.0,-1.4,11.1,3.5,0.0
500,mid,midline,False,0.01,0.01,7546,45.9,0.935,41.6,-39921.5,-1.02,5.1,4.8,0.1
400,upper,upper_rail,True,0.02,0.02,3766,61.0,0.935,56.1,-22374.0,-0.65,2.2,0.7,0.5
500,lower,timeout,True,0.005,0.02,504,31.9,0.935,258.3,-9783.0,-0.48,60.3,8.3,31.3
200,upper,timeout,False,0.02,0.01,1998,55.6,0.9347,330.2,-55059.0,-0.88,14.5,38.0,47.5
300,upper,upper_rail,False,0.01,0.01,8558,56.8,0.9345,38.4,-47290.5,-1.1,6.0,3.0,0.0
500,upper,upper_rail,False,0.01,0.03,6738,55.6,0.9345,49.0,-37924.5,-0.91,6.5,0.3,0.9
400,lower,midline,True,0.01,0.02,701,65.9,0.9344,79.4,-7493.5,-0.52,12.8,0.1,0.0
500,upper,midline,False,0.005,0.02,3416,30.7,0.9343,96.0,-41692.0,-0.96,27.6,4.3,1.0
400,upper,midline,True,0.02,0.02,2481,34.1,0.9343,90.8,-26822.5,-0.7,2.0,2.9,0.3
500,mid,upper_rail,True,0.01,0.01,1317,68.6,0.9334,96.7,-15103.0,-0.67,15.6,1.4,0.6
400,upper,midline,True,0.005,0.01,2596,33.2,0.933,67.6,-25973.0,-0.93,19.8,10.1,0.0
500,upper,upper_rail,False,0.01,0.02,6750,55.7,0.9325,48.2,-38862.0,-0.94,6.5,0.8,0.8
500,upper,midline,True,0.005,0.01,2200,33.3,0.9325,78.9,-25174.0,-0.89,24.0,12.6,0.2
400,mid,timeout,False,0.005,0.03,2566,29.2,0.9319,236.5,-55642.5,-0.91,66.2,3.9,29.9
300,lower,midline,True,0.01,0.01,1033,67.5,0.9317,65.7,-10560.0,-0.6,11.0,1.0,0.0
500,upper,upper_rail,False,0.005,0.01,7128,53.2,0.9316,32.4,-39167.0,-1.16,14.3,3.8,0.2
500,mid,timeout,True,0.005,0.02,1020,31.2,0.9316,242.7,-21666.0,-0.66,63.1,9.0,27.8
500,lower,upper_rail,True,0.02,0.01,545,64.2,0.9315,175.5,-9908.0,-0.48,8.8,5.5,2.2
500,lower,midline,True,0.02,0.03,606,68.2,0.9315,102.0,-7929.0,-0.46,5.8,0.0,0.0
500,lower,midline,True,0.02,0.02,606,68.2,0.9315,102.0,-7929.0,-0.46,5.8,0.0,0.0
200,mid,upper_rail,False,0.005,0.01,8691,66.4,0.9314,34.2,-66747.5,-1.73,21.6,0.7,0.0
300,upper,upper_rail,True,0.005,0.02,4362,59.1,0.9313,35.4,-24690.5,-0.86,15.3,0.6,0.1
