slow_length,entry_line,exit_type,mtf_slope_filter,sl_pct,tp_pct,trade_count,win_rate_pct,profit_factor,avg_hold_bars,total_pnl,sharpe,pct_sl,pct_tp,pct_timeout
500,lower,midline,True,0.02,0.01,607,68.2,0.9312,101.5,-8021.5,-0.46,5.9,1.5,0.0
300,mid,midline,False,0.02,0.03,9518,46.0,0.9311,41.3,-53987.0,-1.02,1.3,0.3,0.0
300,mid,timeout,False,0.02,0.01,1969,55.1,0.9303,329.1,-57663.5,-0.97,14.5,37.4,48.0
300,lower,midline,True,0.02,0.03,1027,68.3,0.9301,71.4,-10812.0,-0.53,3.5,0.0,0.0
300,lower,midline,True,0.02,0.02,1027,68.3,0.9301,71.4,-10812.0,-0.53,3.5,0.0,0.0
300,mid,midline,False,0.02,0.01,9706,46.8,0.9297,37.2,-55480.0,-1.14,1.2,4.2,0.0
400,upper,midline,False,0.005,0.01,4360,33.7,0.9294,70.7,-50435.0,-1.28,23.1,11.7,0.0
400,lower,midline,True,0.01,0.01,701,65.9,0.9294,79.3,-8069.5,-0.57,12.8,1.0,0.0
500,mid,midline,True,0.005,0.02,2003,46.0,0.9291,36.5,-11172.5,-0.56,12.9,1.4,0.1
200,upper,timeout,False,0.005,0.01,3481,35.7,0.9289,162.1,-72095.5,-1.37,61.0,26.7,12.3
400,lower,midline,True,0.01,0.03,701,65.9,0.9287,79.5,-8149.0,-0.57,12.8,0.0,0.0
200,mid,upper_rail,False,0.02,0.01,7024,70.4,0.9285,51.4,-60850.5,-1.25,2.2,0.9,0.0
500,upper,midline,False,0.02,0.01,3533,35.7,0.9283,96.7,-48192.5,-1.01,2.7,14.7,0.5
300,lower,midline,True,0.02,0.01,1029,68.3,0.9282,71.1,-11234.0,-0.56,3.6,1.0,0.0
400,mid,upper_rail,True,0.02,0.03,1445,70.3,0.9277,104.5,-17830.5,-0.59,4.9,0.1,0.8
300,upper,timeout,False,0.005,0.03,2430,28.8,0.9275,239.6,-56134.5,-0.95,65.9,3.8,30.3
200,mid,upper_rail,False,0.02,0.02,7008,70.3,0.9274,51.7,-61867.5,-1.27,2.2,0.1,0.0
300,lower,midline,True,0.01,0.03,1031,67.4,0.9271,66.0,-11227.5,-0.63,11.0,0.0,0.0
300,lower,midline,True,0.01,0.02,1031,67.4,0.9271,66.0,-11227.5,-0.63,11.0,0.0,0.0
200,mid,upper_rail,False,0.02,0.03,7004,70.3,0.9271,51.7,-61951.0,-1.27,2.2,0.0,0.0
300,mid,upper_rail,True,0.01,0.01,1741,68.2,0.9264,78.4,-19087.0,-0.75,11.7,1.2,0.0
200,upper,upper_rail,False,0.005,0.01,11052,54.6,0.9262,27.4,-66160.5,-1.63,14.0,2.6,0.0
300,mid,upper_rail,True,0.01,0.02,1738,68.1,0.9257,78.8,-19325.5,-0.74,11.7,0.3,0.0
300,upper,upper_rail,True,0.005,0.01,4384,59.4,0.9253,33.5,-26750.0,-1.02,15.1,2.4,0.1
400,mid,upper_rail,True,0.02,0.02,1447,70.4,0.9252,103.8,-18445.5,-0.62,4.9,0.3,0.8
400,upper,timeout,False,0.01,0.03,1677,42.7,0.925,356.0,-52986.5,-0.85,39.5,4.5,56.0
400,lower,upper_rail,True,0.02,0.02,611,63.2,0.9246,155.2,-11350.0,-0.55,7.7,0.2,1.0
400,mid,timeout,True,0.02,0.01,953,53.9,0.9236,356.7,-29358.0,-0.74,12.3,33.9,53.8
200,mid,midline,True,0.005,0.03,3146,57.8,0.9236,26.4,-17028.5,-0.9,11.6,0.1,0.0
200,upper,upper_rail,True,0.01,0.01,5132,65.6,0.9234,38.6,-35464.0,-1.08,6.6,2.0,0.0
400,mid,midline,True,0.01,0.03,2160,52.9,0.9233,42.9,-13202.0,-0.58,5.2,0.3,0.1
200,mid,midline,True,0.005,0.02,3151,57.8,0.9232,26.2,-17181.0,-0.92,11.7,0.4,0.0
400,lower,upper_rail,True,0.02,0.03,611,63.2,0.9231,155.2,-11580.0,-0.56,7.7,0.0,1.0
200,mid,timeout,False,0.02,0.01,2064,55.8,0.9228,327.8,-68316.0,-1.05,15.1,38.2,46.7
200,mid,midline,False,0.005,0.02,12286,44.4,0.9227,29.5,-76116.5,-1.58,11.7,0.8,0.0
300,upper,upper_rail,True,0.02,0.02,4272,62.3,0.9227,52.2,-29932.0,-0.78,2.1,0.5,0.1
200,mid,midline,False,0.01,0.03,11755,45.9,0.9227,32.9,-71706.0,-1.43,3.7,0.2,0.0
500,upper,upper_rail,True,0.005,0.02,3547,54.9,0.9221,35.7,-23021.0,-0.92,15.3,0.9,0.4
200,mid,midline,True,0.02,0.03,3133,59.3,0.9219,32.0,-17997.5,-0.71,1.0,0.1,0.0
500,upper,upper_rail,True,0.005,0.03,3545,54.9,0.9217,36.5,-23218.5,-0.9,15.3,0.4,0.5
200,upper,upper_rail,True,0.02,0.01,5123,66.1,0.9213,42.7,-36964.5,-0.97,1.7,2.0,0.0
400,mid,timeout,True,0.02,0.03,839,48.4,0.9211,444.1,-28282.5,-0.64,12.8,4.2,83.1
500,lower,timeout,True,0.02,0.01,499,54.1,0.921,351.2,-16139.5,-0.6,12.2,34.5,53.3
300,mid,upper_rail,True,0.005,0.03,1794,63.6,0.9209,58.1,-19985.5,-0.88,27.9,0.2,0.0
400,upper,midline,False,0.01,0.01,4219,35.4,0.9208,80.1,-57086.5,-1.33,7.7,11.9,0.1
500,mid,midline,False,0.005,0.01,7867,43.9,0.9207,34.3,-50352.5,-1.4,12.8,4.9,0.1
400,mid,midline,False,0.02,0.03,8231,46.2,0.9205,46.5,-55374.0,-1.05,1.6,0.4,0.1
300,upper,midline,False,0.02,0.03,4922,34.7,0.92,80.5,-61962.5,-1.09,1.8,0.6,0.0
400,mid,upper_rail,True,0.02,0.01,1451,70.4,0.9198,103.2,-19821.0,-0.68,4.8,1.7,0.8
300,upper,upper_rail,True,0.01,0.01,4318,62.1,0.9195,43.9,-30890.5,-1.01,6.9,2.4,0.1
400,upper,upper_rail,True,0.02,0.01,3787,61.1,0.919,53.5,-27782.5,-0.85,2.1,3.1,0.3
500,lower,upper_rail,True,0.005,0.03,567,50.6,0.9189,116.1,-10048.5,-0.74,45.3,0.0,1.1
300,lower,midline,True,0.005,0.01,1037,62.7,0.9188,52.3,-11938.5,-0.87,28.1,0.9,0.0
300,upper,upper_rail,True,0.02,0.01,4292,62.6,0.9187,50.1,-31426.0,-0.87,2.0,2.3,0.1
500,lower,upper_rail,True,0.005,0.02,567,50.6,0.9184,116.1,-10121.0,-0.75,45.3,0.2,1.1
200,mid,midline,True,0.02,0.02,3136,59.3,0.9184,31.9,-18790.0,-0.75,1.0,0.4,0.0
200,mid,upper_rail,True,0.02,0.01,2479,69.1,0.9183,64.8,-27192.0,-0.9,2.5,1.2,0.0
200,upper,upper_rail,True,0.01,0.02,5101,65.4,0.9182,40.2,-38149.0,-1.12,6.7,0.5,0.0
200,mid,upper_rail,False,0.01,0.02,7520,69.6,0.9179,45.6,-75653.0,-1.78,8.9,0.1,0.0
200,upper,upper_rail,False,0.02,0.02,10230,57.2,0.9178,37.3,-69485.5,-1.34,1.3,0.4,0.0
400,lower,upper_rail,True,0.02,0.01,615,63.3,0.9176,153.2,-12600.5,-0.61,7.8,3.9,0.8
200,mid,upper_rail,False,0.01,0.03,7515,69.6,0.9175,45.7,-75887.5,-1.77,8.9,0.0,0.0
500,upper,upper_rail,False,0.005,0.02,7037,52.5,0.9174,35.4,-47896.5,-1.33,14.7,0.9,0.3
200,mid,upper_rail,False,0.01,0.01,7532,69.6,0.9173,45.4,-75951.5,-1.79,8.9,0.9,0.0
400,upper,midline,False,0.02,0.03,3886,33.6,0.9173,98.6,-56882.5,-1.08,2.2,1.1,0.4
400,upper,timeout,False,0.02,0.03,1448,49.1,0.9171,434.2,-56495.5,-0.87,15.5,4.7,79.8
300,upper,upper_rail,False,0.02,0.03,8257,57.6,0.917,45.7,-59066.0,-1.14,1.7,0.3,0.1
200,upper,upper_rail,True,0.01,0.03,5097,65.3,0.9169,40.6,-39051.5,-1.12,6.8,0.1,0.0
300,mid,midline,True,0.01,0.01,2374,54.5,0.9167,35.3,-15167.5,-0.75,4.8,3.1,0.0
400,upper,midline,False,0.02,0.02,3942,33.9,0.9163,95.8,-58455.5,-1.13,2.2,3.1,0.3
400,upper,midline,False,0.02,0.01,4197,35.6,0.9163,84.1,-60355.0,-1.24,2.0,11.9,0.1
500,upper,upper_rail,True,0.01,0.01,3493,58.0,0.9163,45.4,-25884.0,-0.88,7.2,3.8,0.4
200,lower,midline,True,0.01,0.01,1939,65.2,0.9161,49.0,-21124.5,-0.93,8.2,0.5,0.0
500,upper,midline,True,0.02,0.01,2167,35.3,0.9158,96.7,-33112.0,-0.96,2.4,13.2,0.4
200,upper,upper_rail,False,0.02,0.03,10218,57.1,0.9157,37.3,-71382.0,-1.37,1.4,0.1,0.0
200,lower,upper_rail,True,0.02,0.03,1633,60.2,0.9152,93.7,-25871.0,-0.81,3.4,0.0,0.0
200,lower,upper_rail,True,0.02,0.02,1633,60.2,0.9149,93.7,-25953.5,-0.81,3.4,0.1,0.0
200,upper,upper_rail,False,0.01,0.03,10439,55.6,0.9144,35.3,-76608.0,-1.57,5.5,0.2,0.0
500,upper,midline,True,0.01,0.01,2172,34.9,0.9143,90.5,-33541.5,-1.06,8.8,13.2,0.2
300,upper,upper_rail,True,0.01,0.02,4299,61.8,0.9143,45.8,-33363.0,-1.01,7.2,0.6,0.1
300,upper,timeout,False,0.005,0.02,2540,29.2,0.9137,222.5,-69369.5,-1.22,65.7,9.3,25.0
200,mid,midline,True,0.01,0.03,3135,59.1,0.9136,30.5,-20052.5,-0.86,4.2,0.1,0.0
500,mid,timeout,True,0.005,0.01,1100,36.0,0.912,195.2,-28114.0,-0.98,58.9,25.0,16.1
500,upper,upper_rail,False,0.02,0.03,6605,55.8,0.9117,56.5,-52749.0,-1.1,2.3,0.2,1.3
300,lower,upper_rail,True,0.01,0.01,883,60.8,0.9108,114.0,-16936.0,-0.8,17.8,3.1,0.1
400,upper,midline,True,0.02,0.01,2571,35.2,0.9106,81.4,-36936.0,-1.03,1.8,10.5,0.1
500,mid,midline,True,0.005,0.01,2006,46.6,0.9103,32.9,-13773.5,-0.78,12.4,4.4,0.0
500,upper,midline,False,0.02,0.02,3268,33.2,0.9103,113.8,-58471.0,-1.11,2.9,4.4,1.3
300,lower,midline,True,0.005,0.03,1035,62.6,0.9101,52.6,-13215.0,-0.95,28.1,0.0,0.0
300,lower,midline,True,0.005,0.02,1035,62.6,0.9101,52.6,-13215.0,-0.95,28.1,0.0,0.0
500,lower,timeout,False,0.005,0.03,2201,29.9,0.9098,243.2,-62100.5,-1.14,65.0,3.0,32.0
200,upper,upper_rail,False,0.01,0.01,10543,56.1,0.9097,33.2,-79540.5,-1.72,5.3,2.4,0.0
200,mid,midline,False,0.005,0.03,12245,44.4,0.9095,30.0,-88511.0,-1.86,11.6,0.2,0.0
300,lower,upper_rail,True,0.005,0.01,888,53.3,0.9095,88.4,-15570.5,-0.94,39.0,2.8,0.0
200,lower,upper_rail,True,0.02,0.01,1639,60.3,0.9092,92.7,-27760.5,-0.88,3.5,2.3,0.0
500,mid,timeout,True,0.01,0.02,895,42.5,0.9091,350.5,-34176.5,-0.84,38.2,11.5,50.3
300,mid,upper_rail,True,0.005,0.01,1797,63.7,0.909,57.8,-22966.5,-1.09,27.8,1.1,0.0
300,mid,upper_rail,True,0.005,0.02,1795,63.6,0.9089,58.0,-23066.0,-1.06,27.9,0.3,0.0
500,mid,midline,False,0.02,0.01,7397,46.6,0.9088,45.9,-55632.0,-1.25,1.5,4.5,0.2
200,lower,midline,True,0.01,0.02,1937,65.2,0.9085,49.1,-23034.5,-1.02,8.2,0.0,0.0
200,lower,midline,True,0.01,0.03,1937,65.2,0.9085,49.1,-23034.5,-1.02,8.2,0.0,0.0
500,upper,upper_rail,True,0.01,0.03,3474,57.6,0.9081,50.1,-29031.5,-0.93,7.5,0.3,0.8
500,mid,midline,True,0.005,0.03,2001,45.8,0.908,38.2,-14580.5,-0.69,13.0,0.4,0.1
200,upper,upper_rail,True,0.02,0.02,5091,65.9,0.908,44.3,-43879.0,-1.1,1.8,0.5,0.0
200,upper,upper_rail,False,0.01,0.02,10461,55.7,0.9077,34.7,-82754.0,-1.75,5.6,0.6,0.0
200,mid,midline,True,0.01,0.02,3139,59.1,0.9071,30.3,-21641.0,-0.95,4.3,0.4,0.0
200,mid,upper_rail,True,0.02,0.03,2471,69.0,0.9068,65.3,-31167.0,-1.02,2.5,0.0,0.0
500,upper,upper_rail,False,0.005,0.03,7017,52.5,0.9065,36.3,-54036.0,-1.48,14.7,0.3,0.4
300,lower,upper_rail,True,0.01,0.02,876,60.5,0.9064,116.2,-17682.0,-0.83,17.8,0.2,0.1
400,mid,midline,False,0.02,0.01,8410,47.6,0.9063,40.9,-66893.0,-1.34,1.6,4.6,0.1
400,mid,midline,False,0.02,0.02,8271,46.5,0.9059,44.9,-66414.5,-1.29,1.6,1.3,0.1
200,mid,upper_rail,True,0.02,0.02,2472,69.1,0.9059,65.2,-31463.5,-1.03,2.5,0.1,0.0
300,lower,upper_rail,True,0.01,0.03,876,60.5,0.9058,116.2,-17799.5,-0.84,17.8,0.0,0.1
300,lower,upper_rail,True,0.02,0.01,879,62.8,0.9057,126.0,-18498.0,-0.76,6.3,3.4,0.1
400,upper,midline,True,0.01,0.01,2577,34.9,0.9057,76.7,-39041.5,-1.22,7.4,10.5,0.1
500,lower,timeout,True,0.02,0.02,467,47.8,0.9054,419.8,-19702.0,-0.69,12.8,11.6,75.6
300,lower,upper_rail,True,0.005,0.03,881,53.1,0.9054,90.0,-16184.0,-0.98,39.0,0.0,0.0
500,upper,upper_rail,False,0.02,0.02,6613,55.8,0.9052,55.4,-55986.5,-1.19,2.3,0.7,1.1
300,lower,upper_rail,True,0.005,0.02,881,53.1,0.905,90.0,-16246.5,-0.98,39.0,0.1,0.0
300,lower,upper_rail,True,0.02,0.02,872,62.5,0.9049,128.3,-18460.0,-0.76,6.2,0.2,0.1
500,upper,midline,False,0.02,0.03,3208,32.8,0.9047,118.5,-61442.0,-1.14,3.0,1.5,1.7
200,upper,upper_rail,True,0.02,0.03,5087,65.7,0.9046,44.7,-45790.5,-1.15,1.8,0.1,0.0
300,lower,upper_rail,True,0.02,0.03,872,62.5,0.9043,128.4,-18577.5,-0.76,6.2,0.0,0.1
500,upper,upper_rail,True,0.01,0.02,3476,57.7,0.9039,49.5,-30264.0,-0.99,7.4,0.8,0.7
200,lower,midline,True,0.005,0.01,1946,62.1,0.9034,40.9,-23632.5,-1.31,23.6,0.5,0.0
500,upper,upper_rail,True,0.02,0.01,3452,58.6,0.9034,54.0,-30266.5,-0.91,2.2,3.8,0.9
500,mid,timeout,True,0.02,0.01,900,52.7,0.901,355.0,-36360.0,-0.91,11.7,34.1,54.2
500,upper,midline,True,0.005,0.02,2119,31.1,0.9004,92.5,-37036.5,-1.16,24.9,3.4,0.9
500,upper,upper_rail,True,0.02,0.03,3432,58.2,0.8992,58.9,-32336.5,-0.93,2.3,0.3,1.4
200,lower,midline,True,0.02,0.02,1936,65.4,0.8988,52.4,-25887.5,-1.01,2.1,0.0,0.0
200,lower,midline,True,0.02,0.03,1936,65.4,0.8988,52.4,-25887.5,-1.01,2.1,0.0,0.0
200,lower,midline,True,0.02,0.01,1938,65.4,0.8982,52.3,-26224.5,-1.02,2.2,0.5,0.0
200,lower,midline,True,0.005,0.03,1944,62.1,0.8976,41.0,-24998.0,-1.4,23.6,0.0,0.0
200,lower,midline,True,0.005,0.02,1944,62.1,0.8976,41.0,-24998.0,-1.4,23.6,0.0,0.0
500,upper,midline,True,0.005,0.03,2104,31.1,0.8971,96.3,-37938.5,-1.14,24.8,1.1,1.1
500,upper,upper_rail,True,0.02,0.02,3434,58.3,0.8971,58.3,-32795.0,-0.95,2.3,0.8,1.3
500,mid,midline,True,0.01,0.02,1981,47.7,0.8962,44.4,-17353.5,-0.8,5.7,1.4,0.2
200,lower,upper_rail,True,0.01,0.03,1635,59.3,0.896,86.5,-32064.0,-1.12,13.3,0.0,0.0
200,lower,upper_rail,True,0.01,0.02,1635,59.3,0.8957,86.5,-32146.5,-1.12,13.3,0.1,0.0
200,upper,upper_rail,False,0.02,0.01,10319,56.7,0.8945,36.4,-90788.5,-1.82,1.3,2.2,0.0
500,lower,upper_rail,True,0.02,0.03,538,63.6,0.8945,181.0,-15338.5,-0.75,8.9,0.0,2.8
500,lower,upper_rail,True,0.02,0.02,538,63.6,0.894,181.0,-15411.0,-0.76,8.9,0.2,2.8
200,lower,upper_rail,True,0.005,0.03,1644,54.3,0.8937,70.5,-30485.0,-1.33,33.9,0.0,0.0
200,lower,upper_rail,True,0.005,0.02,1644,54.3,0.8934,70.5,-30567.5,-1.33,33.9,0.1,0.0
300,upper,upper_rail,False,0.02,0.02,8271,57.7,0.8925,45.3,-76792.0,-1.53,1.8,0.6,0.1
200,lower,upper_rail,True,0.01,0.01,1641,59.5,0.8923,85.8,-33203.5,-1.17,13.3,2.3,0.0
500,mid,midline,False,0.02,0.03,7265,45.4,0.8916,51.8,-69588.5,-1.37,1.8,0.5,0.4
200,mid,upper_rail,True,0.01,0.01,2485,68.3,0.8905,59.5,-37235.0,-1.4,9.7,1.1,0.0
500,lower,timeout,True,0.02,0.03,460,47.2,0.8893,438.6,-23167.0,-0.78,13.3,3.0,83.7
500,upper,midline,True,0.01,0.02,2091,33.0,0.8885,104.7,-43600.0,-1.24,9.2,3.6,1.0
200,lower,upper_rail,True,0.005,0.01,1650,54.4,0.8883,69.8,-32086.5,-1.42,33.9,2.0,0.0
500,upper,midline,True,0.01,0.03,2074,32.8,0.8868,108.7,-43921.5,-1.21,9.2,1.2,1.1
500,mid,midline,True,0.01,0.03,1979,47.6,0.8863,46.2,-18984.0,-0.83,5.7,0.5,0.2
200,mid,upper_rail,True,0.01,0.03,2478,68.2,0.8845,60.0,-39323.5,-1.46,9.7,0.0,0.0
200,mid,upper_rail,True,0.01,0.02,2479,68.2,0.8836,59.9,-39620.0,-1.48,9.7,0.1,0.0
400,lower,midline,True,0.005,0.02,706,59.8,0.8795,61.5,-13449.0,-1.16,31.9,0.1,0.0
400,lower,midline,True,0.02,0.02,700,66.4,0.8768,87.7,-15156.0,-0.87,4.7,0.1,0.0
200,mid,upper_rail,True,0.005,0.03,2520,64.9,0.874,47.6,-41355.5,-1.87,25.2,0.0,0.0
300,upper,upper_rail,False,0.02,0.01,8355,57.5,0.8738,44.0,-92299.0,-1.89,1.7,2.7,0.1
500,mid,midline,True,0.01,0.01,1985,48.2,0.8737,40.5,-20696.5,-1.05,5.5,4.4,0.1
400,lower,midline,True,0.005,0.03,706,59.8,0.8736,61.6,-14104.5,-1.23,31.9,0.0,0.0
400,lower,midline,True,0.005,0.01,706,59.8,0.8734,61.4,-14127.0,-1.23,31.9,0.7,0.0
200,mid,upper_rail,True,0.005,0.02,2521,64.9,0.8731,47.6,-41652.0,-1.88,25.2,0.1,0.0
500,upper,midline,True,0.02,0.02,2086,33.3,0.8729,111.2,-50596.5,-1.32,2.7,3.6,1.2
400,lower,midline,True,0.02,0.01,700,66.4,0.8721,87.6,-15732.0,-0.91,4.7,1.0,0.0
200,mid,upper_rail,True,0.005,0.01,2527,64.9,0.8718,47.1,-42214.0,-1.92,25.2,0.9,0.0
400,lower,midline,True,0.02,0.03,700,66.4,0.8715,87.8,-15811.5,-0.91,4.7,0.0,0.0
500,upper,midline,True,0.02,0.03,2069,33.2,0.8692,115.3,-51776.5,-1.32,2.8,1.2,1.3
500,mid,timeout,True,0.01,0.01,964,47.1,0.8631,290.9,-51116.5,-1.44,35.4,30.9,33.7
500,mid,midline,True,0.02,0.02,1969,48.1,0.854,48.4,-25141.0,-1.05,1.8,1.4,0.2
500,mid,midline,True,0.02,0.03,1966,48.1,0.8523,50.2,-25264.5,-1.02,1.8,0.5,0.3
500,mid,midline,True,0.02,0.01,1973,48.5,0.8281,44.6,-29085.5,-1.3,1.8,4.3,0.1
