timestamp,month,pnl_base,pnl_dep,cum_baseline,cum_deployed
1755541740000000000,2025-08,43.2,43.2,74.74999999999879,535.0000000000014
1755627180000000000,2025-08,-44.3,-44.3,30.449999999998795,490.70000000000135
1755629040000000000,2025-08,-26.8,-26.8,3.649999999998794,463.90000000000134
1755629760000000000,2025-08,-36.8,-36.8,-33.1500000000012,427.10000000000133
1755714360000000000,2025-08,80.7,80.7,47.5499999999988,507.8000000000013
1755759840000000000,2025-08,108.2,108.2,155.7499999999988,616.0000000000014
1755782160000000000,2025-08,20.7,20.7,176.4499999999988,636.7000000000014
1755782640000000000,2025-08,10.7,10.7,187.14999999999878,647.4000000000015
1755783060000000000,2025-08,-21.8,-21.8,165.34999999999877,625.6000000000015
1755784380000000000,2025-08,203.2,203.2,368.54999999999876,828.8000000000015
1755786660000000000,2025-08,-111.8,-111.8,256.74999999999875,717.0000000000016
1755799560000000000,2025-08,10.7,0.0,267.44999999999874,717.0000000000016
1755801180000000000,2025-08,-26.8,0.0,240.64999999999873,717.0000000000016
1755802200000000000,2025-08,-14.3,0.0,226.34999999999872,717.0000000000016
1755846540000000000,2025-08,40.7,40.7,267.0499999999987,757.7000000000016
1755849600000000000,2025-08,10.7,10.7,277.7499999999987,768.4000000000017
1755868500000000000,2025-08,8.2,8.2,285.9499999999987,776.6000000000017
1755869220000000000,2025-08,-11.8,-11.8,274.14999999999867,764.8000000000018
1755869640000000000,2025-08,-226.8,-226.8,47.34999999999866,538.0000000000018
1755872760000000000,2025-08,-89.3,-89.3,-41.95000000000134,448.7000000000018
1756127160000000000,2025-08,-71.8,-71.8,-113.75000000000134,376.9000000000018
1756129500000000000,2025-08,-19.3,-19.3,-133.05000000000135,357.6000000000018
1756131420000000000,2025-08,-16.8,-16.8,-149.85000000000136,340.8000000000018
1756131960000000000,2025-08,15.7,15.7,-134.15000000000137,356.50000000000176
1756132500000000000,2025-08,25.7,25.7,-108.45000000000137,382.20000000000175
1756133580000000000,2025-08,43.2,0.0,-65.25000000000136,382.20000000000175
1756145580000000000,2025-08,10.7,10.7,-54.55000000000136,392.90000000000174
1756147860000000000,2025-08,10.7,10.7,-43.85000000000136,403.6000000000017
1756148340000000000,2025-08,-29.3,0.0,-73.15000000000136,403.6000000000017
1756278900000000000,2025-08,-29.3,-29.3,-102.45000000000135,374.3000000000017
1756280220000000000,2025-08,-14.3,-14.3,-116.75000000000135,360.0000000000017
1756281900000000000,2025-08,-16.8,-16.8,-133.55000000000135,343.2000000000017
1756300440000000000,2025-08,-29.3,-29.3,-162.85000000000136,313.9000000000017
1756303020000000000,2025-08,55.7,55.7,-107.15000000000136,369.60000000000167
1756304640000000000,2025-08,78.2,78.2,-28.950000000001353,447.80000000000166
1756319460000000000,2025-08,-76.8,0.0,-105.75000000000135,447.80000000000166
1756406400000000000,2025-08,-9.3,-9.3,-115.05000000000135,438.50000000000165
1756711980000000000,2025-09,108.2,108.2,-6.850000000001344,546.7000000000016
1756824480000000000,2025-09,-76.8,-76.8,-83.65000000000134,469.9000000000016
1757082060000000000,2025-09,215.7,215.7,132.04999999999865,685.6000000000016
1757083920000000000,2025-09,-46.8,-46.8,85.24999999999865,638.8000000000017
1757684700000000000,2025-09,13.2,13.2,98.44999999999865,652.0000000000017
1757686680000000000,2025-09,-81.8,-81.8,16.649999999998656,570.2000000000018
1757703180000000000,2025-09,-16.8,-16.8,-0.15000000000134506,553.4000000000018
1757920320000000000,2025-09,3.2,3.2,3.049999999998655,556.6000000000018
1757920800000000000,2025-09,-24.3,-24.3,-21.250000000001346,532.3000000000019
1757922120000000000,2025-09,3.2,3.2,-18.050000000001347,535.5000000000019
1757922960000000000,2025-09,25.7,25.7,7.649999999998652,561.200000000002
1757941560000000000,2025-09,-6.8,-6.8,0.8499999999986523,554.400000000002
1757942280000000000,2025-09,-16.8,-16.8,-15.95000000000135,537.6000000000021
1757943240000000000,2025-09,-9.3,0.0,-25.25000000000135,537.6000000000021
1757945100000000000,2025-09,15.7,0.0,-9.55000000000135,537.6000000000021
1757946660000000000,2025-09,18.2,0.0,8.649999999998649,537.6000000000021
1757947380000000000,2025-09,10.7,0.0,19.349999999998648,537.6000000000021
1758006600000000000,2025-09,-21.8,-21.8,-2.450000000001353,515.8000000000021
1758007140000000000,2025-09,-9.3,-9.3,-11.750000000001354,506.5000000000021
1758032400000000000,2025-09,-21.8,-21.8,-33.550000000001354,484.7000000000021
1758033540000000000,2025-09,-24.3,-24.3,-57.85000000000136,460.4000000000021
1758034860000000000,2025-09,-16.8,-16.8,-74.65000000000136,443.60000000000207
1758046200000000000,2025-09,3.45,3.45,-71.20000000000135,447.05000000000206
1758092820000000000,2025-09,25.7,25.7,-45.50000000000135,472.75000000000205
1758094620000000000,2025-09,-16.8,-16.8,-62.30000000000135,455.95000000000203
1758114720000000000,2025-09,5.7,0.0,-56.600000000001344,455.95000000000203
1758115380000000000,2025-09,-14.3,0.0,-70.90000000000134,455.95000000000203
1758115800000000000,2025-09,20.7,20.7,-50.20000000000134,476.650000000002
1758117540000000000,2025-09,-21.8,-21.8,-72.00000000000134,454.850000000002
1758117960000000000,2025-09,-34.3,-34.3,-106.30000000000133,420.550000000002
1758119760000000000,2025-09,-26.8,-26.8,-133.10000000000133,393.750000000002
1758120120000000000,2025-09,-21.8,-21.8,-154.90000000000134,371.950000000002
1758120600000000000,2025-09,-21.8,-21.8,-176.70000000000135,350.15000000000197
1758179460000000000,2025-09,-26.8,-26.8,-203.50000000000136,323.35000000000196
1758180360000000000,2025-09,-29.3,-29.3,-232.80000000000138,294.05000000000194
1758266040000000000,2025-09,35.7,35.7,-197.1000000000014,329.75000000000193
1758268020000000000,2025-09,-11.8,-11.8,-208.9000000000014,317.9500000000019
1758290460000000000,2025-09,40.7,40.7,-168.2000000000014,358.6500000000019
1758291780000000000,2025-09,-36.8,-36.8,-205.00000000000142,321.8500000000019
1758292380000000000,2025-09,33.2,33.2,-171.80000000000143,355.0500000000019
1758292980000000000,2025-09,23.2,23.2,-148.60000000000144,378.2500000000019
1758306120000000000,2025-09,8.2,8.2,-140.40000000000146,386.45000000000186
1758306720000000000,2025-09,-16.8,-16.8,-157.20000000000147,369.65000000000185
1758308340000000000,2025-09,-21.8,-21.8,-179.00000000000148,347.85000000000184
1758550680000000000,2025-09,-64.3,-64.3,-243.3000000000015,283.55000000000183
1758551640000000000,2025-09,-16.8,-16.8,-260.1000000000015,266.7500000000018
1758565560000000000,2025-09,-34.3,-34.3,-294.4000000000015,232.4500000000018
1758567480000000000,2025-09,25.7,25.7,-268.7000000000015,258.1500000000018
1758611580000000000,2025-09,-61.8,-61.8,-330.50000000000153,196.35000000000178
1758635100000000000,2025-09,48.2,48.2,-282.30000000000155,244.55000000000177
1758636480000000000,2025-09,-28.3,-28.3,-310.60000000000156,216.25000000000176
1758738360000000000,2025-09,45.7,45.7,-264.90000000000157,261.95000000000175
1758740520000000000,2025-09,34.7,34.7,-230.20000000000158,296.65000000000174
1758871560000000000,2025-09,43.2,43.2,-187.0000000000016,339.8500000000017
1758892620000000000,2025-09,-26.8,-26.8,-213.8000000000016,313.0500000000017
1758894720000000000,2025-09,-141.8,-141.8,-355.6000000000016,171.2500000000017
1758897240000000000,2025-09,83.2,83.2,-272.4000000000016,254.4500000000017
1758898080000000000,2025-09,162.7,162.7,-109.70000000000164,417.1500000000017
1758909960000000000,2025-09,70.7,70.7,-39.000000000001634,487.85000000000167
1758912660000000000,2025-09,-11.8,0.0,-50.80000000000163,487.85000000000167
1758913320000000000,2025-09,40.7,0.0,-10.100000000001629,487.85000000000167
1759169280000000000,2025-09,-16.8,-16.8,-26.90000000000163,471.05000000000166
1759238520000000000,2025-09,5.7,5.7,-21.20000000000163,476.75000000000165
1759240200000000000,2025-09,-66.8,-66.8,-88.00000000000162,409.95000000000164
1759241160000000000,2025-09,-41.8,-41.8,-129.8000000000016,368.1500000000016
1759242000000000000,2025-09,50.7,50.7,-79.1000000000016,418.8500000000016
1759256940000000000,2025-09,45.7,45.7,-33.4000000000016,464.5500000000016
1759475520000000000,2025-10,23.2,23.2,-10.200000000001598,487.7500000000016
1759499220000000000,2025-10,31.45,31.45,21.2499999999984,519.2000000000016
1759755960000000000,2025-10,-19.3,-19.3,1.9499999999984006,499.9000000000016
1759757700000000000,2025-10,78.2,78.2,80.1499999999984,578.1000000000016
1759758360000000000,2025-10,-51.8,-51.8,28.349999999998403,526.3000000000017
1759758780000000000,2025-10,-111.8,-111.8,-83.4500000000016,414.50000000000165
1759773780000000000,2025-10,-14.3,-14.3,-97.75000000000159,400.20000000000164
1759774080000000000,2025-10,5.7,5.7,-92.05000000000159,405.9000000000016
1759774380000000000,2025-10,-11.8,-11.8,-103.85000000000159,394.1000000000016
1759776840000000000,2025-10,28.2,28.2,-75.65000000000158,422.3000000000016
1759928700000000000,2025-10,-19.3,-19.3,-94.95000000000158,403.0000000000016
1759931160000000000,2025-10,-36.8,0.0,-131.7500000000016,403.0000000000016
1759933500000000000,2025-10,-36.8,-36.8,-168.5500000000016,366.2000000000016
1759934700000000000,2025-10,50.7,50.7,-117.8500000000016,416.90000000000157
1759949760000000000,2025-10,-26.8,-26.8,-144.6500000000016,390.10000000000156
