timestamp_entry,timestamp_exit,direction,entry_price,exit_price,tp_price,sl_price,gap_size,pnl_usd,exit_reason,h1_sweep_bars_ago,m15_confirmed,kill_zone_active,vol_regime_pct,contracts
2025-01-02T09:02:00-05:00,2025-01-02T10:21:00-05:00,BEARISH,21405.75,21318.75,21318.75,21478.25,14.5,866.0,TP,0,False,False,0.0,5
2025-01-03T09:49:00-05:00,2025-01-03T11:00:00-05:00,BEARISH,21396.75,21376.5,21234.75,21531.75,27.0,198.5,TIME_STOP,0,False,True,0.0,5
2025-01-08T08:35:00-05:00,2025-01-08T09:55:00-05:00,BEARISH,21357.75,21318.25,21246.75,21450.25,18.5,391.0,TIME_STOP,0,False,False,0.1415,5
2025-01-09T20:00:00-05:00,2025-01-09T21:00:00-05:00,BEARISH,21206.75,21246.75,21128.75,21271.75,13.0,-404.0,TIME_STOP,0,False,False,0.0,5
2025-01-10T07:07:00-05:00,2025-01-10T08:31:00-05:00,BEARISH,21297.0,21189.0,21189.0,21387.0,18.0,1076.0,TP,0,False,False,0.2167,5
2025-01-10T09:39:00-05:00,2025-01-10T10:01:00-05:00,BEARISH,21119.125,20973.625,20973.625,21240.375,24.25,1451.0,TP,0,False,True,0.35,5
2025-01-10T10:52:00-05:00,2025-01-10T14:23:00-05:00,BEARISH,21087.0,21053.75,20925.0,21222.0,27.0,328.5,TIME_STOP,1,False,True,0.7083,5
2025-01-15T11:33:00-05:00,2025-01-15T12:38:00-05:00,BEARISH,21304.5,21346.5,21208.5,21384.5,16.0,-424.0,TIME_STOP,0,False,False,0.2583,5
2025-01-17T10:00:00-05:00,2025-01-17T11:00:00-05:00,BEARISH,21522.875,21593.25,21401.375,21624.125,20.25,-707.75,TIME_STOP,0,False,True,0.1167,5
2025-01-20T08:02:00-05:00,2025-01-20T08:31:00-05:00,BEARISH,21576.375,21635.125,21505.875,21635.125,11.75,-591.5,SL,0,False,False,0.0,5
2025-01-20T12:26:00-05:00,2025-01-20T18:36:00-05:00,BEARISH,21693.0,21722.0,21609.0,21763.0,14.0,-294.0,TIME_STOP,1,False,False,0.0417,5
2025-01-23T08:11:00-05:00,2025-01-23T09:16:00-05:00,BEARISH,21892.75,21881.5,21835.75,21940.25,9.5,108.5,TIME_STOP,4,False,False,0.0,5
2025-01-30T10:31:00-05:00,2025-01-30T11:15:00-05:00,BEARISH,21547.875,21426.375,21426.375,21649.125,20.25,1211.0,TP,0,False,True,0.4917,5
2025-02-06T10:26:00-05:00,2025-02-06T11:36:00-05:00,BEARISH,21812.375,21785.5,21660.875,21938.625,25.25,264.75,TIME_STOP,0,False,True,0.0167,5
2025-02-06T14:33:00-05:00,2025-02-06T15:50:00-05:00,BEARISH,21770.125,21829.25,21660.625,21861.375,18.25,-595.25,TIME_STOP,0,False,False,0.0667,5
2025-02-07T10:14:00-05:00,2025-02-07T11:15:00-05:00,BEARISH,21726.0,21666.25,21585.0,21843.5,23.5,593.5,TIME_STOP,0,False,True,0.15,5
2025-02-10T21:19:00-05:00,2025-02-11T00:02:00-05:00,BEARISH,21777.75,21787.0,21708.75,21835.25,11.5,-96.5,TIME_STOP,0,False,False,0.05,5
2025-02-12T08:37:00-05:00,2025-02-12T09:46:00-05:00,BEARISH,21572.375,21659.75,21408.875,21708.625,27.25,-877.75,TIME_STOP,0,False,False,0.0333,5
2025-02-13T09:39:00-05:00,2025-02-13T10:41:00-05:00,BEARISH,21910.625,22039.375,21756.125,22039.375,25.75,-1291.5,SL,0,False,True,0.35,5
2025-02-19T10:10:00-05:00,2025-02-19T10:46:00-05:00,BEARISH,22137.375,22191.125,22072.875,22191.125,10.75,-541.5,SL,1,False,True,0.225,5
2025-02-19T10:57:00-05:00,2025-02-19T11:43:00-05:00,BEARISH,22175.875,22229.625,22111.375,22229.625,10.75,-541.5,SL,1,False,True,0.225,5
2025-02-20T10:01:00-05:00,2025-02-20T10:21:00-05:00,BEARISH,22020.375,22089.125,21937.875,22089.125,13.75,-691.5,SL,0,False,True,0.4917,5
2025-02-20T11:17:00-05:00,2025-02-20T12:21:00-05:00,BEARISH,22047.375,22085.0,21964.875,22116.125,13.75,-380.25,TIME_STOP,0,False,False,0.725,5
2025-02-21T09:32:00-05:00,2025-02-21T09:42:00-05:00,BEARISH,22176.125,22099.625,22099.625,22239.875,12.75,761.0,TP,0,False,True,0.2,5
2025-02-26T13:30:00-05:00,2025-02-26T13:57:00-05:00,BEARISH,21203.625,21103.125,21103.125,21287.375,16.75,1001.0,TP,0,False,False,0.3083,5
2025-03-17T09:50:00-04:00,2025-03-17T10:52:00-04:00,BEARISH,19995.125,19932.5,19867.625,20101.375,21.25,622.25,TIME_STOP,1,False,True,0.0083,5
2025-03-19T09:43:00-04:00,2025-03-19T09:58:00-04:00,BEARISH,19756.625,19842.875,19653.125,19842.875,17.25,-866.5,SL,0,False,True,0.0,5
2025-03-21T08:38:00-04:00,2025-03-21T11:24:00-04:00,BEARISH,19766.25,19720.0,19676.25,19841.25,15.0,458.5,TIME_STOP,0,False,False,0.0833,5
2025-03-26T10:21:00-04:00,2025-03-26T11:31:00-04:00,BEARISH,20288.75,20287.5,20213.75,20351.25,12.5,8.5,TIME_STOP,0,False,True,0.125,5
2025-03-26T14:49:00-04:00,2025-03-26T16:00:00-04:00,BEARISH,20070.75,20112.5,19983.75,20143.25,14.5,-421.5,TIME_STOP,0,False,False,0.4417,5
2025-03-27T09:34:00-04:00,2025-03-27T10:39:00-04:00,BEARISH,20015.625,20154.375,19849.125,20154.375,27.75,-1391.5,SL,0,False,True,0.4417,5
2025-04-28T09:35:00-04:00,2025-04-28T10:40:00-04:00,BEARISH,19527.0,19519.75,19410.0,19624.5,19.5,68.5,TIME_STOP,2,False,True,0.0,5
2025-04-30T08:23:00-04:00,2025-04-30T08:40:00-04:00,BEARISH,19446.5,19338.5,19338.5,19536.5,18.0,1076.0,TP,0,False,False,0.0,5
2025-04-30T08:42:00-04:00,2025-04-30T11:12:00-04:00,BEARISH,19328.125,19399.375,19242.625,19399.375,14.25,-716.5,SL,0,False,False,0.0,5
