month,entry_time,exit_time,entry_price,exit_price,direction,pnl,exit_reason,killzone_window,lr_regime,cumulative_pnl
2025-08,2025-08-29T14:22:00+00:00,2025-08-29T14:26:00+00:00,108789.5,108598.5,bullish,-193.0,stop_loss,NY AM,SIDEWAYS,131.0
2025-08,2025-08-04T14:27:00+00:00,2025-08-04T14:28:00+00:00,115433.5,115371.0,bearish,60.5,target,NY AM,UP,191.5
2025-08,2025-08-06T08:22:00+00:00,2025-08-06T08:25:00+00:00,114103.0,114129.0,bearish,-28.0,stop_loss,London AM,SIDEWAYS,163.5
2025-08,2025-08-06T14:19:00+00:00,2025-08-06T14:20:00+00:00,114276.5,114317.5,bearish,-43.0,stop_loss,NY AM,SIDEWAYS,120.5
2025-08,2025-08-11T14:50:00+00:00,2025-08-11T14:51:00+00:00,120130.5,120143.5,bearish,-15.0,stop_loss,NY AM,SIDEWAYS,105.5
2025-08,2025-08-18T14:36:00+00:00,2025-08-18T14:37:00+00:00,115368.0,115216.0,bearish,150.0,target,NY AM,SIDEWAYS,255.5
2025-08,2025-08-27T14:51:00+00:00,2025-08-27T15:03:00+00:00,112170.5,111785.0,bearish,383.5,target,NY AM,UP,639.0
2025-09,2025-09-01T08:54:00+00:00,2025-09-01T08:56:00+00:00,109600.0,109560.0,bullish,-42.0,stop_loss,London AM,SIDEWAYS,597.0
2025-09,2025-09-01T14:23:00+00:00,2025-09-01T14:28:00+00:00,109094.5,109053.5,bullish,-43.0,stop_loss,NY AM,SIDEWAYS,554.0
2025-09,2025-09-12T08:31:00+00:00,2025-09-12T08:34:00+00:00,115198.0,115152.0,bullish,-48.0,stop_loss,London AM,SIDEWAYS,506.0
2025-09,2025-09-12T14:14:00+00:00,2025-09-12T14:37:00+00:00,115174.5,115047.5,bullish,-129.0,stop_loss,NY AM,SIDEWAYS,377.0
2025-09,2025-09-15T14:33:00+00:00,2025-09-15T14:34:00+00:00,114897.5,114882.5,bullish,-17.0,stop_loss,NY AM,DOWN,360.0
2025-09,2025-09-16T14:51:00+00:00,2025-09-16T14:52:00+00:00,115283.0,115277.0,bullish,-8.0,stop_loss,NY AM,SIDEWAYS,352.0
2025-09,2025-09-19T08:52:00+00:00,2025-09-19T09:01:00+00:00,117003.0,116985.0,bullish,-20.0,stop_loss,London AM,DOWN,332.0
2025-09,2025-09-22T08:52:00+00:00,2025-09-22T08:54:00+00:00,112801.5,112770.5,bullish,-33.0,stop_loss,London AM,DOWN,299.0
2025-09,2025-09-22T14:40:00+00:00,2025-09-22T14:55:00+00:00,113066.0,112906.0,bullish,-162.0,stop_loss,NY AM,SIDEWAYS,137.0
2025-09,2025-09-23T08:23:00+00:00,2025-09-23T08:28:00+00:00,113199.0,113276.0,bullish,75.0,target,London AM,SIDEWAYS,212.0
2025-09,2025-09-24T09:02:00+00:00,2025-09-24T09:38:00+00:00,112590.5,112820.0,bullish,227.5,target,London AM,SIDEWAYS,439.5
2025-09,2025-09-30T08:17:00+00:00,2025-09-30T08:18:00+00:00,113785.5,113784.5,bullish,-3.0,stop_loss,London AM,SIDEWAYS,436.5
2025-09,2025-09-30T14:28:00+00:00,2025-09-30T14:48:00+00:00,113135.0,113411.0,bullish,274.0,target,NY AM,SIDEWAYS,710.5
2025-09,2025-09-02T14:09:00+00:00,2025-09-02T14:16:00+00:00,111133.5,110820.0,bearish,311.5,target,NY AM,SIDEWAYS,1022.0
2025-09,2025-09-03T08:31:00+00:00,2025-09-03T08:37:00+00:00,111156.0,111080.0,bearish,74.0,target,London AM,SIDEWAYS,1096.0
2025-09,2025-09-08T14:45:00+00:00,2025-09-08T14:55:00+00:00,112658.0,112487.0,bearish,169.0,target,NY AM,UP,1265.0
2025-09,2025-09-09T08:28:00+00:00,2025-09-09T08:30:00+00:00,113048.5,113141.5,bearish,-95.0,stop_loss,London AM,UP,1170.0
2025-09,2025-09-16T08:08:00+00:00,2025-09-16T08:10:00+00:00,115920.5,115963.5,bearish,-45.0,stop_loss,London AM,SIDEWAYS,1125.0
2025-09,2025-09-17T14:28:00+00:00,2025-09-17T14:29:00+00:00,115854.0,115771.0,bearish,81.0,target,NY AM,SIDEWAYS,1206.0
2025-09,2025-09-23T14:41:00+00:00,2025-09-23T14:53:00+00:00,112946.0,112681.0,bearish,263.0,target,NY AM,SIDEWAYS,1469.0
2025-09,2025-09-29T09:01:00+00:00,2025-09-29T09:05:00+00:00,112187.0,112197.0,bearish,-12.0,stop_loss,London AM,UP,1457.0
2025-10,2025-10-06T08:03:00+00:00,2025-10-06T08:12:00+00:00,123541.5,123711.0,bullish,167.5,target,London AM,DOWN,1624.5
2025-10,2025-10-07T08:11:00+00:00,2025-10-07T08:19:00+00:00,123647.5,123584.5,bullish,-65.0,stop_loss,London AM,SIDEWAYS,1559.5
2025-10,2025-10-13T08:16:00+00:00,2025-10-13T08:17:00+00:00,115435.5,115384.5,bullish,-53.0,stop_loss,London AM,SIDEWAYS,1506.5
2025-10,2025-10-17T08:39:00+00:00,2025-10-17T08:42:00+00:00,105317.5,105148.5,bullish,-171.0,stop_loss,London AM,DOWN,1335.5
2025-10,2025-10-20T14:59:00+00:00,2025-10-20T15:02:00+00:00,111282.5,111201.5,bullish,-83.0,stop_loss,NY AM,SIDEWAYS,1252.5
2025-10,2025-10-21T08:22:00+00:00,2025-10-21T08:23:00+00:00,107904.5,107895.5,bullish,-11.0,stop_loss,London AM,DOWN,1241.5
2025-10,2025-10-21T14:29:00+00:00,2025-10-21T14:49:00+00:00,109699.0,110652.0,bullish,951.0,target,NY AM,SIDEWAYS,2192.5
2025-10,2025-10-22T08:51:00+00:00,2025-10-22T08:53:00+00:00,108292.0,108256.0,bullish,-38.0,stop_loss,London AM,DOWN,2154.5
2025-10,2025-10-24T14:15:00+00:00,2025-10-24T14:17:00+00:00,110539.5,110496.5,bullish,-45.0,stop_loss,NY AM,SIDEWAYS,2109.5
2025-10,2025-10-28T08:35:00+00:00,2025-10-28T08:39:00+00:00,114425.5,114477.0,bullish,49.5,target,London AM,SIDEWAYS,2159.0
2025-10,2025-10-29T08:10:00+00:00,2025-10-29T08:13:00+00:00,113482.0,113408.0,bullish,-76.0,stop_loss,London AM,SIDEWAYS,2083.0
2025-10,2025-10-31T08:06:00+00:00,2025-10-31T08:09:00+00:00,109547.0,109525.0,bullish,-24.0,stop_loss,London AM,SIDEWAYS,2059.0
