date,daily_pnl,cumulative_pnl,drawdown
2025-11-05,200.5,6671.0,0.0
2025-11-07,-404.0,6267.0,404.0
2025-11-10,-958.0,5309.0,1362.0
2025-11-12,-224.5,5084.5,1586.5
2025-11-14,76.5,5161.0,1510.0
2025-11-17,176.0,5337.0,1334.0
2025-11-19,335.5,5672.5,998.5
2025-11-20,2279.5,7952.0,0.0
2025-11-21,4316.0,12268.0,0.0
2025-11-24,-138.0,12130.0,138.0
2025-11-26,-598.0,11532.0,736.0
2025-12-05,871.0,12403.0,0.0
2025-12-11,-916.5,11486.5,916.5
2025-12-12,1350.5,12837.0,0.0
2025-12-15,-291.5,12545.5,291.5
2025-12-17,163.0,12708.5,128.5
2025-12-18,1046.0,13754.5,0.0
2025-12-19,-1045.5,12709.0,1045.5
2025-12-22,-116.5,12592.5,1162.0
2025-12-24,-229.0,12363.5,1391.0
2025-12-26,-25.5,12338.0,1416.5
2026-01-02,-1343.5,10994.5,2760.0
2026-01-05,-1433.0,9561.5,4193.0
2026-01-07,-766.5,8795.0,4959.5
2026-01-08,-566.5,8228.5,5526.0
2026-01-09,-1028.5,7200.0,6554.5
2026-01-11,431.0,7631.0,6123.5
2026-01-12,-841.5,6789.5,6965.0
2026-01-14,392.0,7181.5,6573.0
2026-01-15,-349.5,6832.0,6922.5
2026-01-16,224.5,7056.5,6698.0
2026-01-21,-1207.5,5849.0,7905.5
2026-01-22,73.5,5922.5,7832.0
2026-01-23,-1329.0,4593.5,9161.0
2026-01-26,-741.5,3852.0,9902.5
2026-01-28,156.5,4008.5,9746.0
2026-01-29,785.5,4794.0,8960.5
2026-01-30,2102.5,6896.5,6858.0
2026-02-04,304.5,7201.0,6553.5
2026-02-06,-1091.5,6109.5,7645.0
2026-02-09,-1557.0,4552.5,9202.0
2026-02-11,882.0,5434.5,8320.0
2026-02-13,-1229.0,4205.5,9549.0
2026-02-16,308.5,4514.0,9240.5
2026-02-18,2055.5,6569.5,7185.0
2026-02-19,-260.0,6309.5,7445.0
2026-02-20,996.5,7306.0,6448.5
2026-02-23,31.0,7337.0,6417.5
2026-02-25,-483.0,6854.0,6900.5
2026-02-26,-255.5,6598.5,7156.0
2026-02-27,221.5,6820.0,6934.5
2026-03-05,-1595.5,5224.5,8530.0
2026-03-06,-1683.0,3541.5,10213.0
2026-03-09,-816.5,2725.0,11029.5
2026-03-11,-1056.0,1669.0,12085.5
2026-03-12,467.0,2136.0,11618.5
2026-03-13,-604.0,1532.0,12222.5
2026-03-16,-285.5,1246.5,12508.0
2026-03-18,-541.5,705.0,13049.5
2026-03-19,-212.0,493.0,13261.5
2026-03-23,2811.0,3304.0,10450.5
2026-03-25,642.5,3946.5,9808.0
2026-03-26,221.0,4167.5,9587.0
2026-03-27,717.0,4884.5,8870.0
2026-04-01,-973.0,3911.5,9843.0
2026-04-02,-301.0,3610.5,10144.0
2026-04-03,-874.5,2736.0,11018.5
2026-04-05,26.0,2762.0,10992.5
2026-04-06,1660.5,4422.5,9332.0
2026-04-08,549.0,4971.5,8783.0
2026-04-09,-1033.0,3938.5,9816.0
2026-04-10,588.0,4526.5,9228.0
2026-04-13,-254.0,4272.5,9482.0
2026-04-15,-266.5,4006.0,9748.5
2026-04-16,-1014.5,2991.5,10763.0
2026-04-17,-30.5,2961.0,10793.5
2026-04-20,1159.5,4120.5,9634.0
2026-04-22,-1552.0,2568.5,11186.0
2026-04-23,-916.5,1652.0,12102.5
2026-04-24,249.5,1901.5,11853.0
2026-04-27,-532.5,1369.0,12385.5
2026-04-29,-1141.5,227.5,13527.0
2026-04-30,-1724.5,-1497.0,15251.5
2026-05-01,266.5,-1230.5,14985.0
2026-05-04,-302.0,-1532.5,15287.0
2026-05-06,-829.0,-2361.5,16116.0
2026-05-07,538.0,-1823.5,15578.0
2026-05-08,-374.5,-2198.0,15952.5
2026-05-10,171.0,-2027.0,15781.5
2026-05-11,711.5,-1315.5,15070.0
2026-05-13,220.0,-1095.5,14850.0
2026-05-14,-781.0,-1876.5,15631.0
2026-05-15,258.5,-1618.0,15372.5
2026-05-18,2000.5,382.5,13372.0
