entry_time,exit_time,entry_price,exit_price,direction,pnl,exit_reason,ml_prediction,killzone_window,bars_held
2026-01-07 08:00:00+00:00,2026-01-07 08:01:00+00:00,25769.125,25765.0,bearish,1.3125,target,0.0,London AM,1
2026-01-07 08:00:00+00:00,2026-01-07 08:01:00+00:00,25771.75,25765.0,bearish,0.875,target,0.0,London AM,1
2026-01-07 08:00:00+00:00,2026-01-07 08:01:00+00:00,25772.375,25765.0,bearish,1.1875,target,0.0,London AM,1
2026-01-07 08:00:00+00:00,2026-01-07 08:01:00+00:00,25772.0,25765.0,bearish,2.125,target,0.0,London AM,1
2026-01-07 08:00:00+00:00,2026-01-07 08:01:00+00:00,25771.625,25765.0,bearish,1.4375,target,0.0,London AM,1
2026-01-07 08:00:00+00:00,2026-01-07 08:01:00+00:00,25769.625,25765.0,bearish,0.9375,target,0.0,London AM,1
2026-01-07 08:00:00+00:00,2026-01-07 08:01:00+00:00,25769.0,25765.0,bearish,0.875,target,0.0,London AM,1
2026-01-07 08:00:00+00:00,2026-01-07 08:01:00+00:00,25768.0,25765.0,bearish,0.75,target,0.0,London AM,1
2026-01-07 08:04:00+00:00,2026-01-07 08:07:00+00:00,25763.75,25763.0,bearish,1.25,target,0.0,London AM,3
2026-01-07 08:06:00+00:00,2026-01-07 08:07:00+00:00,25764.625,25763.0,bearish,1.0625,target,0.0,London AM,1
2026-01-07 08:08:00+00:00,2026-01-07 08:09:00+00:00,25763.5,25769.75,bearish,-4.0,stop_loss,0.0,London AM,1
2026-01-07 08:09:00+00:00,2026-01-07 08:59:00+00:00,25765.75,25759.75,bearish,3.125,target,0.0,London AM,50
2026-01-07 08:10:00+00:00,2026-01-07 08:59:00+00:00,25767.0,25759.75,bearish,3.875,target,0.0,London AM,49
2026-01-07 08:11:00+00:00,2026-01-07 08:51:00+00:00,25770.5,25765.25,bearish,2.75,target,0.0,London AM,40
2026-01-07 08:13:00+00:00,2026-01-07 08:16:00+00:00,25775.0,25773.75,bearish,1.875,target,0.0,London AM,3
2026-01-07 08:14:00+00:00,2026-01-07 08:15:00+00:00,25774.75,25774.5,bearish,1.5,target,0.0,London AM,1
2026-01-07 08:16:00+00:00,2026-01-07 08:17:00+00:00,25774.625,25775.0,bearish,0.4375,target,0.0,London AM,1
2026-01-07 08:18:00+00:00,2026-01-07 08:26:00+00:00,25775.0,25770.25,bearish,2.25,target,0.0,London AM,8
2026-01-07 08:19:00+00:00,2026-01-07 08:22:00+00:00,25775.875,25786.0,bearish,-5.25,stop_loss,0.0,London AM,3
2026-01-07 08:07:00+00:00,2026-01-07 08:08:00+00:00,25772.0,25765.25,bearish,2.125,target,0.0,London AM,1
2026-01-07 08:07:00+00:00,2026-01-07 08:08:00+00:00,25771.625,25765.25,bearish,1.4375,target,0.0,London AM,1
2026-01-07 08:07:00+00:00,2026-01-07 08:08:00+00:00,25769.625,25765.25,bearish,0.9375,target,0.0,London AM,1
2026-01-07 08:07:00+00:00,2026-01-07 08:08:00+00:00,25769.0,25765.25,bearish,0.875,target,0.0,London AM,1
2026-01-07 08:07:00+00:00,2026-01-07 08:08:00+00:00,25768.0,25765.25,bearish,0.75,target,0.0,London AM,1
2026-01-07 08:07:00+00:00,2026-01-07 08:08:00+00:00,25763.75,25765.25,bearish,1.25,target,0.0,London AM,1
2026-01-07 08:07:00+00:00,2026-01-07 08:08:00+00:00,25764.625,25765.25,bearish,1.0625,target,0.0,London AM,1
2026-01-07 08:08:00+00:00,2026-01-07 08:09:00+00:00,25763.5,25769.75,bearish,-4.0,stop_loss,0.0,London AM,1
2026-01-07 08:09:00+00:00,2026-01-07 08:59:00+00:00,25765.75,25759.75,bearish,3.125,target,0.0,London AM,50
2026-01-07 08:10:00+00:00,2026-01-07 08:59:00+00:00,25767.0,25759.75,bearish,3.875,target,0.0,London AM,49
2026-01-07 08:11:00+00:00,2026-01-07 08:51:00+00:00,25770.5,25765.25,bearish,2.75,target,0.0,London AM,40
2026-01-07 08:13:00+00:00,2026-01-07 08:16:00+00:00,25775.0,25773.75,bearish,1.875,target,0.0,London AM,3
