date,daily_pnl,cumulative_pnl,drawdown
2025-05-22,-1141.5,-1141.5,0.0
2025-05-23,836.0,-305.5,0.0
2025-05-28,68.5,-237.0,0.0
2025-06-13,-1391.5,-1628.5,1391.5
2025-06-15,-586.5,-2215.0,1978.0
2025-06-16,772.0,-1443.0,1206.0
2025-06-18,507.0,-936.0,699.0
2025-06-20,-129.0,-1065.0,828.0
2025-06-25,139.5,-925.5,688.5
2025-06-26,-86.5,-1012.0,775.0
2025-06-27,-619.0,-1631.0,1394.0
2025-06-30,132.0,-1499.0,1262.0
2025-07-07,822.0,-677.0,440.0
2025-07-10,143.5,-533.5,296.5
2025-07-14,-1161.5,-1695.0,1458.0
2025-07-16,-1238.0,-2933.0,2696.0
2025-07-17,-261.5,-3194.5,2957.5
2025-07-18,817.0,-2377.5,2140.5
2025-07-21,-241.5,-2619.0,2382.0
2025-07-24,197.0,-2422.0,2185.0
2025-07-25,-654.0,-3076.0,2839.0
2025-07-30,-841.5,-3917.5,3680.5
2025-08-04,536.0,-3381.5,3144.5
2025-08-07,738.0,-2643.5,2406.5
2025-08-11,-208.0,-2851.5,2614.5
2025-08-13,268.5,-2583.0,2346.0
2025-08-22,-991.5,-3574.5,3337.5
2025-08-27,-63.0,-3637.5,3400.5
2025-08-28,-548.0,-4185.5,3948.5
2025-09-15,211.0,-3974.5,3737.5
2025-09-17,113.5,-3861.0,3624.0
2025-09-19,-279.0,-4140.0,3903.0
2025-09-22,121.0,-4019.0,3782.0
2025-10-02,-144.0,-4163.0,3926.0
2025-10-03,138.5,-4024.5,3787.5
2025-10-06,640.5,-3384.0,3147.0
2025-10-08,-341.5,-3725.5,3488.5
2025-10-09,982.0,-2743.5,2506.5
2025-10-10,874.5,-1869.0,1632.0
2025-10-15,-367.5,-2236.5,1999.5
2025-10-16,-729.0,-2965.5,2728.5
2025-10-17,-964.5,-3930.0,3693.0
2025-10-23,-271.5,-4201.5,3964.5
2025-10-24,-346.5,-4548.0,4311.0
2025-10-29,1327.0,-3221.0,2984.0
2025-10-31,1106.0,-2115.0,1878.0
2025-11-03,167.0,-1948.0,1711.0
2025-11-05,373.5,-1574.5,1337.5
2025-11-10,-679.0,-2253.5,2016.5
2025-11-12,-91.5,-2345.0,2108.0
2025-11-17,1818.0,-527.0,290.0
2025-11-19,-1154.0,-1681.0,1444.0
2025-11-21,1556.0,-125.0,0.0
2025-11-26,-505.5,-630.5,505.5
2025-12-17,1197.0,566.5,0.0
2025-12-18,127.0,693.5,0.0
2025-12-19,-1420.5,-727.0,1420.5
2025-12-24,-229.0,-956.0,1649.5
2025-12-26,314.5,-641.5,1335.0
2026-01-05,-1433.0,-2074.5,2768.0
2026-01-07,-766.5,-2841.0,3534.5
2026-01-08,-566.5,-3407.5,4101.0
2026-01-09,-447.0,-3854.5,4548.0
2026-01-12,-841.5,-4696.0,5389.5
2026-01-14,642.0,-4054.0,4747.5
2026-01-15,-58.0,-4112.0,4805.5
2026-01-16,379.5,-3732.5,4426.0
2026-01-21,-240.5,-3973.0,4666.5
2026-01-22,-331.5,-4304.5,4998.0
2026-01-23,-1329.0,-5633.5,6327.0
2026-01-26,-741.5,-6375.0,7068.5
2026-01-28,248.0,-6127.0,6820.5
2026-02-04,791.0,-5336.0,6029.5
2026-02-09,-1500.5,-6836.5,7530.0
2026-02-11,1842.0,-4994.5,5688.0
2026-02-13,-1229.0,-6223.5,6917.0
2026-02-16,881.0,-5342.5,6036.0
2026-02-18,2640.5,-2702.0,3395.5
2026-02-19,-72.0,-2774.0,3467.5
2026-02-20,2014.0,-760.0,1453.5
2026-02-25,-554.0,-1314.0,2007.5
2026-02-26,817.0,-497.0,1190.5
2026-02-27,114.5,-382.5,1076.0
2026-03-06,-1029.0,-1411.5,2105.0
2026-03-09,928.5,-483.0,1176.5
2026-03-11,-1393.0,-1876.0,2569.5
2026-03-13,-604.0,-2480.0,3173.5
2026-03-16,754.5,-1725.5,2419.0
2026-03-18,-541.5,-2267.0,2960.5
2026-03-25,1804.5,-462.5,1156.0
2026-04-01,-829.0,-1291.5,1985.0
2026-04-02,338.5,-953.0,1646.5
2026-04-03,-629.0,-1582.0,2275.5
2026-04-05,218.5,-1363.5,2057.0
2026-04-06,360.0,-1003.5,1697.0
2026-04-09,-766.5,-1770.0,2463.5
2026-04-10,-529.0,-2299.0,2992.5
2026-04-16,-1216.5,-3515.5,4209.0
2026-04-20,1254.5,-2261.0,2954.5
2026-04-22,-628.0,-2889.0,3582.5
2026-04-27,545.5,-2343.5,3037.0
2026-04-29,-891.0,-3234.5,3928.0
2026-05-01,-366.5,-3601.0,4294.5
2026-05-04,53.5,-3547.5,4241.0
2026-05-06,-829.0,-4376.5,5070.0
2026-05-07,1854.0,-2522.5,3216.0
2026-05-11,-854.0,-3376.5,4070.0
2026-05-13,227.0,-3149.5,3843.0
2026-05-14,1730.5,-1419.0,2112.5
