entry_time,exit_time,direction,entry_price,exit_price,exit_type,bars_held,pnl
2025-05-22T12:00:00+00:00,2025-05-22T13:41:00+00:00,SHORT,21121.0,21169.25,time,60,-486.5
2025-05-28T18:53:00+00:00,2025-05-28T19:58:00+00:00,SHORT,21463.0,21383.5,time,60,791.0
2025-05-28T20:02:00+00:00,2025-05-28T20:23:00+00:00,SHORT,21359.75,21454.75,sl,20,-954.0
2025-06-16T22:49:00+00:00,2025-06-16T23:53:00+00:00,SHORT,22085.75,22048.75,time,60,366.0
2025-06-18T18:04:00+00:00,2025-06-18T18:58:00+00:00,SHORT,22030.5,21916.5,tp,25,1136.0
2025-06-20T15:02:00+00:00,2025-06-20T15:37:00+00:00,SHORT,21805.5,21908.0,sl,31,-1029.0
2025-06-25T17:42:00+00:00,2025-06-25T18:43:00+00:00,SHORT,22417.0,22417.25,time,60,-6.5
2025-06-27T17:46:00+00:00,2025-06-29T23:03:00+00:00,SHORT,22761.75,22824.75,time,60,-634.0
2025-06-30T13:34:00+00:00,2025-06-30T14:39:00+00:00,SHORT,22841.0,22818.5,time,60,221.0
2025-06-30T20:01:00+00:00,2025-07-01T02:00:00+00:00,SHORT,22905.0,22912.0,time,60,-74.0
2025-07-07T13:35:00+00:00,2025-07-07T14:36:00+00:00,SHORT,22935.0,22926.0,time,60,86.0
2025-07-10T14:22:00+00:00,2025-07-10T15:37:00+00:00,SHORT,22952.0,23003.0,time,60,-514.0
2025-07-11T00:24:00+00:00,2025-07-11T02:27:00+00:00,SHORT,22935.5,22920.5,time,60,146.0
2025-07-16T15:21:00+00:00,2025-07-16T16:27:00+00:00,SHORT,22957.5,22973.5,time,60,-164.0
2025-07-24T14:11:00+00:00,2025-07-24T15:37:00+00:00,SHORT,23346.25,23376.0,time,60,-301.5
2025-07-30T19:01:00+00:00,2025-07-30T20:03:00+00:00,SHORT,23422.75,23527.75,sl,60,-1054.0
2025-08-07T13:44:00+00:00,2025-08-07T14:52:00+00:00,SHORT,23623.25,23551.25,time,60,716.0
2025-08-26T00:44:00+00:00,2025-08-26T01:52:00+00:00,SHORT,23397.5,23431.0,time,60,-339.0
