date,daily_pnl,cumulative_pnl,drawdown
2025-05-22,-486.5,-486.5,0.0
2025-05-28,-163.0,-649.5,163.0
2025-06-16,366.0,-283.5,0.0
2025-06-18,1136.0,852.5,0.0
2025-06-20,-1029.0,-176.5,1029.0
2025-06-25,-6.5,-183.0,1035.5
2025-06-27,-634.0,-817.0,1669.5
2025-06-30,147.0,-670.0,1522.5
2025-07-07,86.0,-584.0,1436.5
2025-07-10,-368.0,-952.0,1804.5
2025-07-16,-164.0,-1116.0,1968.5
2025-07-24,-301.5,-1417.5,2270.0
2025-07-30,-1054.0,-2471.5,3324.0
2025-08-07,716.0,-1755.5,2608.0
2025-08-25,-339.0,-2094.5,2947.0
2025-10-02,221.0,-1873.5,2726.0
2025-10-03,293.5,-1580.0,2432.5
2025-10-16,114.5,-1465.5,2318.0
2025-11-06,2482.0,1016.5,0.0
2025-11-12,319.5,1336.0,0.0
2025-11-17,1426.0,2762.0,0.0
2025-12-17,1181.0,3943.0,0.0
2026-01-02,1661.0,5604.0,0.0
2026-01-09,-939.0,4665.0,939.0
2026-01-14,1088.0,5753.0,0.0
2026-01-15,801.0,6554.0,0.0
2026-01-16,324.5,6878.5,0.0
2026-01-21,43.5,6922.0,0.0
2026-01-22,-759.0,6163.0,759.0
2026-01-23,-1329.0,4834.0,2088.0
2026-01-28,679.5,5513.5,1408.5
2026-02-11,-894.0,4619.5,2302.5
2026-02-16,308.5,4928.0,1994.0
2026-02-18,2467.0,7395.0,0.0
2026-02-19,-1145.5,6249.5,1145.5
2026-02-20,792.0,7041.5,353.5
2026-03-06,-1454.0,5587.5,1807.5
2026-03-11,-1223.0,4364.5,3030.5
2026-03-18,1867.0,6231.5,1163.5
2026-04-01,796.0,7027.5,367.5
2026-04-06,1167.0,8194.5,0.0
2026-04-09,536.0,8730.5,0.0
2026-04-22,-1179.0,7551.5,1179.0
2026-04-27,-769.0,6782.5,1948.0
2026-05-04,191.0,6973.5,1757.0
2026-05-13,488.5,7462.0,1268.5
