entry_time,exit_time,direction,entry_price,exit_price,exit_type,bars_held,pnl
2026-03-11T08:03:00+00:00,2026-03-11T19:24:00+00:00,SHORT,5.8235,5.8355,sl,1,-30.0
2026-03-23T11:48:00+00:00,2026-03-23T13:45:00+00:00,SHORT,5.461,5.442,time,60,47.5
2026-04-01T13:44:00+00:00,2026-04-01T14:45:00+00:00,SHORT,5.613,5.6065,time,60,16.25
2026-04-02T15:22:00+00:00,2026-04-02T19:24:00+00:00,SHORT,5.603,5.619,sl,15,-40.0
2026-04-16T09:03:00+00:00,2026-04-16T10:08:00+00:00,SHORT,6.092,6.081,time,60,27.5
2026-04-16T14:19:00+00:00,2026-04-16T15:26:00+00:00,SHORT,6.076,6.087,sl,39,-27.5
2026-04-19T22:02:00+00:00,2026-04-20T01:43:00+00:00,SHORT,6.053,6.0895,time,60,-91.25
2026-04-27T13:51:00+00:00,2026-04-27T14:55:00+00:00,SHORT,6.018,6.0115,time,60,16.25
2026-04-27T14:55:00+00:00,2026-04-27T17:23:00+00:00,SHORT,6.015,6.03,sl,45,-37.5
2026-04-28T01:59:00+00:00,2026-04-28T04:08:00+00:00,SHORT,6.0115,6.015,time,60,-8.75
2026-04-29T08:05:00+00:00,2026-04-29T12:53:00+00:00,SHORT,5.9575,5.9175,tp,38,100.0
2026-04-29T14:05:00+00:00,2026-04-29T14:36:00+00:00,SHORT,5.8895,5.901,sl,1,-28.75
2026-05-07T14:36:00+00:00,2026-05-08T06:05:00+00:00,SHORT,6.1745,6.2265,sl,13,-130.0
2026-05-18T14:35:00+00:00,2026-05-18T14:52:00+00:00,SHORT,6.3,6.318,sl,13,-45.0
2026-05-21T03:27:00+00:00,2026-05-21T04:36:00+00:00,SHORT,6.318,6.3195,time,60,-3.75
2026-05-21T06:51:00+00:00,2026-05-21T08:12:00+00:00,SHORT,6.261,6.2635,time,60,-6.25
2026-05-22T14:02:00+00:00,2026-05-22T14:46:00+00:00,SHORT,6.35,6.364,sl,37,-35.0
2026-05-22T14:51:00+00:00,2026-05-22T15:37:00+00:00,SHORT,6.3605,6.3755,sl,38,-37.5
2026-05-25T05:23:00+00:00,2026-05-25T09:00:00+00:00,SHORT,6.4305,6.421,time,60,23.75
2026-05-25T13:03:00+00:00,2026-05-25T13:41:00+00:00,SHORT,6.439,6.454,sl,35,-37.5
2026-05-25T22:31:00+00:00,2026-05-26T00:23:00+00:00,SHORT,6.466,6.4325,time,60,83.75
2026-05-27T10:53:00+00:00,2026-05-27T12:17:00+00:00,SHORT,6.365,6.3685,time,60,-8.75
2026-05-29T01:40:00+00:00,2026-05-29T02:44:00+00:00,SHORT,6.432,6.4275,time,60,11.25
2026-06-03T13:22:00+00:00,2026-06-03T15:19:00+00:00,SHORT,6.5635,6.5895,sl,0,-65.0
2026-06-05T01:23:00+00:00,2026-06-05T02:04:00+00:00,SHORT,6.438,6.455,sl,33,-42.5
2026-06-05T02:32:00+00:00,2026-06-05T03:40:00+00:00,SHORT,6.4535,6.432,time,60,53.75
