timestamp,date,year_month,label,pnl,p_prod,p_frozen,p_daily,thr_daily
2025-10-28 13:36:00,2025-10-28,2025-10,0,-81.8,0.6332158104095035,0.5840289084655212,0.4180083566131673,0.55
2025-10-28 18:58:00,2025-10-28,2025-10,0,-14.3,0.40204155843044465,0.36999050776216036,0.449567082137846,0.55
2025-10-29 14:14:00,2025-10-29,2025-10,1,83.2,0.49240900410082333,0.5262406107627986,0.5022573087036286,0.5
2025-10-29 18:09:00,2025-10-29,2025-10,1,65.7,0.5092010464633902,0.4434176110191918,0.5113736390523675,0.5
2025-10-29 18:22:00,2025-10-29,2025-10,1,45.7,0.549878846036341,0.45932908066973166,0.5155105871624651,0.5
2025-10-29 18:36:00,2025-10-29,2025-10,0,-21.8,0.5401741284793213,0.44955460462697416,0.502368117586903,0.5
2025-10-29 19:04:00,2025-10-29,2025-10,0,-64.3,0.6952324185685059,0.4958065355142982,0.5363724286680248,0.5
2025-10-30 07:02:00,2025-10-30,2025-10,1,20.7,0.4470378858403159,0.5339298317962311,0.5213022161030739,0.55
2025-10-30 07:08:00,2025-10-30,2025-10,0,-89.3,0.49048309072588686,0.5659718704149652,0.5512336368190138,0.55
2025-10-30 07:21:00,2025-10-30,2025-10,0,-16.8,0.6401218907154196,0.565144838054868,0.44396302370122254,0.55
2025-10-30 07:29:00,2025-10-30,2025-10,1,15.7,0.41345349777393753,0.5496061434681253,0.5570072389266606,0.55
2025-10-30 07:41:00,2025-10-30,2025-10,0,-71.8,0.484078521278419,0.5311544941584725,0.5666686074437122,0.55
2025-10-30 07:59:00,2025-10-30,2025-10,0,-19.3,0.5034314785356384,0.5337437423818484,0.48042917430214443,0.55
2025-10-30 14:48:00,2025-10-30,2025-10,0,-106.8,0.5619264680949787,0.5133051307903839,0.5078606637379438,0.55
2025-10-30 18:33:00,2025-10-30,2025-10,0,-131.8,0.5168556786428147,0.456093284007298,0.5154955507303249,0.55
2025-11-03 19:15:00,2025-11-03,2025-11,0,-44.3,0.5157510199721005,0.40032203516184023,0.4846797488823605,0.5
2025-11-03 19:49:00,2025-11-03,2025-11,1,13.2,0.5457631124305151,0.4190755078223553,0.46672027575675107,0.5
2025-11-03 20:07:00,2025-11-03,2025-11,0,-24.3,0.5468612964823324,0.41494394160212544,0.47565233543126056,0.5
2025-11-04 08:39:00,2025-11-04,2025-11,0,-36.8,0.5410542608484095,0.47499211622623805,0.5019865503484181,0.5
2025-11-04 09:00:00,2025-11-04,2025-11,0,-64.3,0.5319052160255596,0.5027084685704131,0.49784303566084137,0.5
2025-11-06 14:33:00,2025-11-06,2025-11,1,55.7,0.4796144170383849,0.5565862491660284,0.5130252373233941,0.5
2025-11-06 14:46:00,2025-11-06,2025-11,1,205.7,0.5336276478116955,0.6004717086536648,0.5493324596274259,0.5
2025-11-06 15:06:00,2025-11-06,2025-11,1,33.2,0.49511982590867226,0.5339294896238662,0.5742557616098856,0.5
2025-11-06 15:17:00,2025-11-06,2025-11,1,205.7,0.5277903764124126,0.532305552910349,0.6232229477476091,0.5
2025-11-06 16:02:00,2025-11-06,2025-11,0,-39.3,0.4575401407092212,0.5150380882641253,0.5941495771326187,0.5
2025-11-07 08:51:00,2025-11-07,2025-11,1,50.7,0.5017692102831944,0.5625386572401081,0.46240019435679697,0.55
2025-11-07 14:44:00,2025-11-07,2025-11,1,255.7,0.5598116915149649,0.572552885012368,0.6065291005575086,0.55
2025-11-07 19:06:00,2025-11-07,2025-11,1,40.7,0.5457602156638419,0.4578371349979571,0.47776689703005637,0.55
2025-11-07 19:10:00,2025-11-07,2025-11,1,28.2,0.5533689743839807,0.47248247161260415,0.4821355379740637,0.55
2025-11-07 19:48:00,2025-11-07,2025-11,1,190.7,0.5597382693522794,0.42157230144658797,0.5717370589905735,0.55
2025-11-10 08:02:00,2025-11-10,2025-11,1,15.7,0.4507740761921449,0.4927134109249943,0.45261145171190714,0.55
2025-11-10 08:12:00,2025-11-10,2025-11,1,18.2,0.46180320802638214,0.5139559878902982,0.455095981218677,0.55
2025-11-10 08:16:00,2025-11-10,2025-11,0,-56.8,0.4897057305659379,0.5108171889329383,0.47155297982199385,0.55
2025-11-10 08:41:00,2025-11-10,2025-11,0,-16.8,0.4170048601271342,0.501649940355008,0.47394748713533713,0.55
2025-11-10 19:01:00,2025-11-10,2025-11,1,23.2,0.46868571547009974,0.39203997628980053,0.5064251953322676,0.55
2025-11-10 19:11:00,2025-11-10,2025-11,1,28.2,0.49702027960337525,0.39979254781546286,0.44770045296864447,0.55
2025-11-10 19:17:00,2025-11-10,2025-11,0,-41.8,0.44742903373823156,0.4000678024969273,0.49534938601498646,0.55
2025-11-10 19:32:00,2025-11-10,2025-11,1,48.2,0.518926677312413,0.3887106945831611,0.4351943414441659,0.55
2025-11-10 19:59:00,2025-11-10,2025-11,1,23.2,0.5167901913177709,0.37590479870670707,0.4158233767259486,0.55
2025-11-12 14:59:00,2025-11-12,2025-11,0,-31.8,0.49012620041068805,0.5202072194206009,0.5294137251531779,0.55
2025-11-12 15:17:00,2025-11-12,2025-11,1,98.2,0.5367292671716583,0.523496347600537,0.5630544642306612,0.55
2025-11-12 15:49:00,2025-11-12,2025-11,1,48.2,0.5151411474332024,0.5104830881257655,0.5462331586324826,0.55
2025-11-12 15:56:00,2025-11-12,2025-11,1,60.7,0.5087241486641657,0.5075110588874763,0.5591574373752729,0.55
2025-11-13 08:05:00,2025-11-13,2025-11,0,-14.3,0.43905158929499216,0.5273298647956588,0.4962634451233238,0.55
2025-11-13 08:21:00,2025-11-13,2025-11,0,-19.3,0.39752050347489126,0.5508209144856341,0.5052452948521062,0.55
2025-11-13 08:33:00,2025-11-13,2025-11,1,80.7,0.4459197440218095,0.5605965161321522,0.5122061344430097,0.55
2025-11-13 14:56:00,2025-11-13,2025-11,1,93.2,0.6285035844728285,0.54182959086867,0.5281648606470868,0.55
2025-11-13 15:24:00,2025-11-13,2025-11,0,-114.3,0.6310843610244372,0.5448048752402634,0.5500767104185593,0.55
2025-11-13 19:25:00,2025-11-13,2025-11,1,170.7,0.5782774707373838,0.4419906197227102,0.5981826261994413,0.55
2025-11-14 08:30:00,2025-11-14,2025-11,1,115.7,0.5208473948175363,0.5460979314838647,0.530815792750128,0.55
2025-11-14 15:19:00,2025-11-14,2025-11,1,200.7,0.5914185481622027,0.5371780010346161,0.6115737963531904,0.55
2025-11-14 15:42:00,2025-11-14,2025-11,1,35.7,0.5621833979656868,0.5339493528174564,0.5227928410692019,0.55
2025-11-14 15:56:00,2025-11-14,2025-11,1,268.2,0.6037475133257106,0.5457171901991776,0.6172184031543145,0.55
2025-11-14 19:07:00,2025-11-14,2025-11,0,-104.3,0.43037176636965446,0.4546046028114595,0.5262672682275519,0.55
2025-11-14 19:30:00,2025-11-14,2025-11,1,35.7,0.3700424255556072,0.4512319360501597,0.5146374382804241,0.55
2025-11-14 19:51:00,2025-11-14,2025-11,1,58.2,0.4102718721050386,0.45399894317242806,0.5067675613500497,0.55
2025-11-17 14:58:00,2025-11-17,2025-11,0,-76.8,0.6713089215540817,0.4818827969682574,0.516475686809442,0.55
2025-11-17 15:18:00,2025-11-17,2025-11,1,108.2,0.6389753749155006,0.5099308520058803,0.5298568211334833,0.55
