pair,direction,thresh_usd,stop_mult,n,freq,wr,pf,avg_pnl,worst_mo,stop_med,edge_density,total
SI_GC,SHORT_A,40,1.0,891,4.2631578947368425,0.4511784511784512,0.7425293030707281,-12.10900245812832,0.35,79.39675880361463,-51.62258942675758,-10789.121190192333
SI_GC,SHORT_A,40,2.0,555,2.6555023923444976,0.5207207207207207,0.5425311858870332,-22.307170615543157,0.4444444444444444,109.67425416873938,-59.23674493601173,-12380.479691626451
SI_GC,SHORT_A,60,1.0,685,3.277511961722488,0.44525547445255476,0.7396841802518116,-14.184343946972662,0.36363636363636365,94.67948976013729,-46.489356955388864,-9716.275603676273
SI_GC,SHORT_A,60,2.0,257,1.229665071770335,0.5291828793774319,0.5860267153515482,-22.6483942819522,0.3076923076923077,135.0493009604494,-27.849939380199597,-5820.6373304617155
SI_GC,SHORT_A,80,1.0,522,2.4976076555023923,0.44061302681992337,0.7422808998666537,-15.905367942902979,0.2962962962962963,110.3649633782614,-39.72536873777682,-8302.602066195355
SI_GC,SHORT_A,80,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI_GC,SHORT_A,100,1.0,383,1.832535885167464,0.4464751958224543,0.7557061357934767,-16.528629977153045,0.2631578947368421,121.97663157163878,-30.289307565787635,-6330.465281249617
SI_GC,SHORT_A,100,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI_GC,LONG_A,40,1.0,862,4.124401913875598,0.5440835266821346,1.1410431517157207,5.1794304027548215,0.425531914893617,73.54230362994369,21.362052665907445,4464.669007174656
SI_GC,LONG_A,40,2.0,547,2.617224880382775,0.5996343692870201,0.7283424428862048,-11.360868266885895,0.5294117647058824,110.66748503336687,-29.7339470908449,-6214.394941986584
SI_GC,LONG_A,60,1.0,629,3.0095693779904304,0.5468998410174881,1.159876537809795,6.947261896165142,0.4305555555555556,94.1781662634804,20.908266663578345,4369.827732687874
SI_GC,LONG_A,60,2.0,250,1.1961722488038278,0.576,0.7028712035775828,-15.168446814861221,0.45,135.09803344819505,-18.144075137393806,-3792.1117037153053
SI_GC,LONG_A,80,1.0,462,2.210526315789474,0.577922077922078,1.2688457108181828,12.599009778576217,0.4528301886792453,107.32456652952462,27.85044266843164,5820.742517702212
SI_GC,LONG_A,80,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI_GC,LONG_A,100,1.0,336,1.6076555023923444,0.5922619047619048,1.3607037228634595,18.106145098270297,0.4146341463414634,119.93485023788892,29.108443794348418,6083.664753018819
SI_GC,LONG_A,100,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTY_ES,SHORT_A,40,1.0,157,0.7336448598130841,0.4140127388535032,0.6422770104561453,-10.186634137399194,0.2777777777777778,48.898027779149785,-7.473371773699409,-1599.3015595716734
RTY_ES,SHORT_A,40,2.0,133,0.6214953271028038,0.5037593984962406,0.5742489664619285,-15.305829290822718,0.4,94.23409461663768,-9.51250138167954,-2035.6752956794214
RTY_ES,SHORT_A,60,1.0,60,0.2803738317757009,0.4166666666666667,0.8131662937385731,-6.499603255049343,0.25,72.35190779774845,-1.8223186696400024,-389.9761953029606
RTY_ES,SHORT_A,60,2.0,44,0.205607476635514,0.4090909090909091,0.49273197300397,-24.974286890479505,0.0,134.63682595986018,-5.1349001083228885,-1098.8686231810982
RTY_ES,SHORT_A,80,1.0,27,0.1261682242990654,0.48148148148148145,0.9533766810298553,-1.8112367586523983,0.0,89.9606060841734,-0.22852052562436798,-48.90339248361475
RTY_ES,SHORT_A,80,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTY_ES,SHORT_A,100,1.0,12,0.056074766355140186,0.5833333333333334,1.4624374748168671,14.955456692180036,0.0,112.54258879026379,0.8386237397484132,179.46548030616043
RTY_ES,SHORT_A,100,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTY_ES,LONG_A,40,1.0,147,0.6869158878504673,0.4421768707482993,0.733516360137568,-6.446782728075283,0.25,47.70037862424799,-4.428397481434891,-947.6770610270667
RTY_ES,LONG_A,40,2.0,132,0.616822429906542,0.5,0.5742472844994785,-14.114645086881596,0.25,95.24787682102384,-8.70622967975874,-1863.1331514683707
RTY_ES,LONG_A,60,1.0,56,0.2616822429906542,0.5535714285714286,1.2746025659633002,5.6615938148656415,0.25,65.72947535370767,1.4815385683760556,317.04925363247594
